document_family,document_title,release,source_file,line_number,section,message_id,message_name,message_version,page,direction,source_line
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,301,1.6.42,02101,File Info Request,3,149,locomotive_to_office,1.6.42 (02101) File Info Request - Version 3...................................................................................................................................................................... 149
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,302,1.6.43,02102,File Part Checksum Request,2,151,locomotive_to_office,1.6.43 (02102) File Part Checksum Request - Version 2 .................................................................................................................................................... 151
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,303,1.6.44,02103,File Data Request,2,152,locomotive_to_office,1.6.44 (02103) File Data Request - Version 2 ..................................................................................................................................................................... 152
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,304,1.6.45,02104,File Complete,2,153,locomotive_to_office,1.6.45 (02104) File Complete - Version 2 .......................................................................................................................................................................... 153
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,305,1.6.46,02105,File Download Failed,3,154,locomotive_to_office,1.6.46 (02105) File Download Failed - Version 3 .............................................................................................................................................................. 154
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,306,1.6.47,02120,File Info,3,155,locomotive_to_office,1.6.47 (02120) File Info - Version 3 ................................................................................................................................................................................... 155
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,307,1.6.48,02121,No File,2,156,locomotive_to_office,1.6.48 (02121) No File - Version 2 ..................................................................................................................................................................................... 156
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,308,1.6.49,02122,File Data,2,157,locomotive_to_office,1.6.49 (02122) File Data - Version 2 .................................................................................................................................................................................. 157
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,313,1.8.1,02500,WSRS Subscribe,1,161,locomotive_to_office,1.8.1 (02500) WSRS Subscribe - Version 1 ...................................................................................................................................................................... 161
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,314,1.8.2,02501,WSRS Unsubscribe,1,162,locomotive_to_office,1.8.2 (02501) WSRS Unsubscribe - Version 1 ................................................................................................................................................................. 162
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,202,1.5.1,01000,Verify Employee Info Response,3,14,office_to_locomotive,1.5.1 (01000) Verify Employee Info Response - Version 3 ................................................................................................................................................ 14
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,203,1.5.2,01001,Train ID List,2,16,office_to_locomotive,1.5.2 (01001) Train ID List - Version 2 .............................................................................................................................................................................. 16
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,204,1.5.3,01003,Request Selected Train ID,2,17,office_to_locomotive,1.5.3 (01003) Request Selected Train ID - Version 2 ......................................................................................................................................................... 17
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,205,1.5.4,01004,Confirmation of Selected Train ID,3,18,office_to_locomotive,1.5.4 (01004) Confirmation of Selected Train ID - Version 3 ............................................................................................................................................ 18
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,206,1.5.5,01005,Configuration Version List,4,19,office_to_locomotive,1.5.5 (01005) Configuration Version List - Version 4 ........................................................................................................................................................ 19
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,207,1.5.6,01007,Train Subdivision/District List,4,20,office_to_locomotive,1.5.6 (01007) Train Subdivision/District List - Version 4 .................................................................................................................................................. 20
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,208,1.5.7,01010,Command/Confirm Locomotive System State,3,22,office_to_locomotive,1.5.7 (01010) Command/Confirm Locomotive System State - Version 3 .......................................................................................................................... 22
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,209,1.5.8,01011,Confirmation of Departure Test Report,3,23,office_to_locomotive,1.5.8 (01011) Confirmation of Departure Test Report - Version 3 ..................................................................................................................................... 23
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,210,1.5.9,01012,Ancillary Subdivision/District Version,1,24,office_to_locomotive,1.5.9 (01012) Ancillary Subdivision/District Version - Version 1...................................................................................................................................... 24
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,211,1.5.10,01020,Confirmation of Poll Registration,4,25,office_to_locomotive,1.5.10 (01020) Confirmation of Poll Registration - Version 4 .............................................................................................................................................. 25
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,212,1.5.11,01021,Office Segment Poll,5,26,office_to_locomotive,1.5.11 (01021) Office Segment Poll - Version 5 ................................................................................................................................................................... 26
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,213,1.5.12,01022,Current Dataset List,4,28,office_to_locomotive,1.5.12 (01022) Current Dataset List - Version 4 ................................................................................................................................................................... 28
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,214,1.5.13,01030,Train Consist,6,29,office_to_locomotive,1.5.13 (01030) Train Consist - Version 6 .............................................................................................................................................................................. 29
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,215,1.5.14,01033,Confirmation of Onboard Train Consist,3,32,office_to_locomotive,1.5.14 (01033) Confirmation of Onboard Train Consist - Version 3 .................................................................................................................................... 32
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,216,1.5.15,01040,Request Crew Acknowledgement of Bulletin,3,33,office_to_locomotive,1.5.15 (01040) Request Crew Acknowledgement of Bulletin - Version 3 ............................................................................................................................ 33
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,217,1.5.16,01041,Bulletin Dataset,6,34,office_to_locomotive,1.5.16 (01041) Bulletin Dataset - Version 6 ......................................................................................................................................................................... 34
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,218,1.5.17,01043,Bulletin Cancellation,4,39,office_to_locomotive,1.5.17 (01043) Bulletin Cancellation - Version 4 ................................................................................................................................................................. 39
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,219,1.5.18,01050,Confirmation of Crew Authority Request,3,41,office_to_locomotive,1.5.18 (01050) Confirmation of Crew Authority Request - Version 3 .................................................................................................................................. 41
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,220,1.5.19,01051,Movement Authority Dataset,6,42,office_to_locomotive,1.5.19 (01051) Movement Authority Dataset - Version 6..................................................................................................................................................... 42
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,221,1.5.20,01053,Movement Authority Void,3,48,office_to_locomotive,1.5.20 (01053) Movement Authority Void - Version 3......................................................................................................................................................... 48
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,222,1.5.21,01054,Confirmation of EMT/PSS Authority Used Notification,3,49,office_to_locomotive,1.5.21 (01054) Confirmation of EMT/PSS Authority Used Notification - Version 3 ........................................................................................................... 49
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,223,1.5.22,01060,Crew Message,3,50,office_to_locomotive,1.5.22 (01060) Crew Message - Version 3 ............................................................................................................................................................................ 50
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,224,1.5.23,01061,Confirmation of Crew Acknowledgement of Mandatory Directive Status,3,51,office_to_locomotive,1.5.23 (01061) Confirmation of Crew Acknowledgement of Mandatory Directive Status - Version 3 ................................................................................ 51
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,225,1.5.24,01062,Bulletin Sequence,3,52,office_to_locomotive,1.5.24 (01062) Bulletin Sequence - Version 3 ...................................................................................................................................................................... 52
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,226,1.5.25,01070,Confirmation of Violation Report,3,53,office_to_locomotive,1.5.25 (01070) Confirmation of Violation Report - Version 3 .............................................................................................................................................. 53
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,227,1.5.26,01071,Violation Report,5,54,office_to_locomotive,1.5.26 (01071) Violation Report - Version 5 ........................................................................................................................................................................ 54
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,228,1.5.27,01072,Violation Cleared,4,56,office_to_locomotive,1.5.27 (01072) Violation Cleared - Version 4 ....................................................................................................................................................................... 56
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,229,1.5.28,01073,Confirmation of Onboard Violation Cleared,2,57,office_to_locomotive,1.5.28 (01073) Confirmation of Onboard Violation Cleared - Version 2 ............................................................................................................................. 57
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,235,1.5.29,01080,Request Locomotive Position Report,2,58,office_to_locomotive,1.5.29 (01080) Request Locomotive Position Report - Version 2 ........................................................................................................................................ 58
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,236,1.5.30,01081,Request Locomotive Fault Summary,2,59,office_to_locomotive,1.5.30 (01081) Request Locomotive Fault Summary - Version 2......................................................................................................................................... 59
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,237,1.5.31,01082,Confirmation of Locomotive Fault Summary Report,3,60,office_to_locomotive,1.5.31 (01082) Confirmation of Locomotive Fault Summary Report - Version 3 ................................................................................................................ 60
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,238,1.5.32,01083,Confirmation of Enforcement Warning/Braking Notification,2,61,office_to_locomotive,1.5.32 (01083) Confirmation of Enforcement Warning/Braking Notification - Version 2 ................................................................................................... 61
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,239,1.5.33,01084,Confirmation of Emergency Brake Application Report,2,62,office_to_locomotive,1.5.33 (01084) Confirmation of Emergency Brake Application Report - Version 2 ............................................................................................................ 62
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,240,1.5.34,01085,Confirmation of Train Handling Exception Report,3,63,office_to_locomotive,1.5.34 (01085) Confirmation of Train Handling Exception Report - Version 3 ................................................................................................................... 63
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,241,1.5.35,01086,Confirmation of Acknowledge Conditional Authority Report,2,64,office_to_locomotive,1.5.35 (01086) Confirmation of Acknowledge Conditional Authority Report - Version 2 .................................................................................................. 64
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,242,1.5.36,01087,Confirmation of Locomotive Fault Report,3,65,office_to_locomotive,1.5.36 (01087) Confirmation of Locomotive Fault Report - Version 3 ................................................................................................................................ 65
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,243,1.5.37,01088,Request Onboard Component Configuration,2,66,office_to_locomotive,1.5.37 (01088) Request Onboard Component Configuration - Version 2 ............................................................................................................................. 66
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,244,1.5.38,01089,Confirmation of Onboard Component Configuration Report,3,67,office_to_locomotive,1.5.38 (01089) Confirmation of Onboard Component Configuration Report - Version 3 .................................................................................................... 67
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,245,1.5.39,01100,Fileset List,5,68,office_to_locomotive,1.5.39 (01100) Fileset List - Version 5 ................................................................................................................................................................................. 68
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,246,1.5.40,01101,File Info,4,70,office_to_locomotive,1.5.40 (01101) File Info - Version 4 ..................................................................................................................................................................................... 70
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,247,1.5.41,01102,File Part Checksum,2,71,office_to_locomotive,1.5.41 (01102) File Part Checksum - Version 2 .................................................................................................................................................................... 71
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,248,1.5.42,01103,File Data,2,72,office_to_locomotive,1.5.42 (01103) File Data - Version 2 .................................................................................................................................................................................... 72
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,249,1.5.43,01104,No File,2,73,office_to_locomotive,1.5.43 (01104) No File - Version 2 ....................................................................................................................................................................................... 73
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,250,1.5.44,01105,File Transfer Unavailable,2,74,office_to_locomotive,1.5.44 (01105) File Transfer Unavailable - Version 2 .......................................................................................................................................................... 74
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,251,1.5.45,01120,File Request,3,75,office_to_locomotive,1.5.45 (01120) File Request - Version 3 ............................................................................................................................................................................... 75
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,252,1.5.46,01122,File Data Request,2,76,office_to_locomotive,1.5.46 (01122) File Data Request - Version 2 ....................................................................................................................................................................... 76
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,253,1.5.47,01123,File Complete,2,77,office_to_locomotive,1.5.47 (01123) File Complete - Version 2 ............................................................................................................................................................................ 77
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,310,1.7.1,01500,Confirmation of WSRS Subscribe,1,159,office_to_locomotive,1.7.1 (01500) Confirmation of WSRS Subscribe - Version 1 ........................................................................................................................................... 159
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,311,1.7.2,01501,Confirmation of WSRS Unsubscribe,1,160,office_to_locomotive,1.7.2 (01501) Confirmation of WSRS Unsubscribe - Version 1 ....................................................................................................................................... 160
