document_family,document_title,release,source_file,line_number,section,message_id,message_name,message_version,page,direction,source_line
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,265,1.6.48,02122,File Data,1,142,locomotive_to_office,1.6.48 (02122) File Data - Version 1 .................................................................................................................................................................................. 142
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,270,1.8.1,02500,WSRS Subscribe,1,146,locomotive_to_office,1.8.1 (02500) WSRS Subscribe - Version 1...................................................................................................................................................................... 146
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,271,1.8.2,02501,WSRS Unsubscribe,1,147,locomotive_to_office,1.8.2 (02501) WSRS Unsubscribe - Version 1 ................................................................................................................................................................. 147
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,160,1.5.1,01000,Verify Employee Info Response,2,12,office_to_locomotive,1.5.1 (01000) Verify Employee Info Response - Version 2................................................................................................................................................ 12
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,161,1.5.2,01001,Train ID List,1,13,office_to_locomotive,1.5.2 (01001) Train ID List - Version 1 .............................................................................................................................................................................. 13
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,162,1.5.3,01003,Request Selected Train ID,1,14,office_to_locomotive,1.5.3 (01003) Request Selected Train ID - Version 1 ......................................................................................................................................................... 14
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,163,1.5.4,01004,Confirmation of Selected Train ID,2,15,office_to_locomotive,1.5.4 (01004) Confirmation of Selected Train ID - Version 2 ............................................................................................................................................ 15
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,164,1.5.5,01005,Configuration Version List,3,16,office_to_locomotive,1.5.5 (01005) Configuration Version List - Version 3 ........................................................................................................................................................ 16
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,165,1.5.6,01007,Train Subdivision/District List,3,17,office_to_locomotive,1.5.6 (01007) Train Subdivision/District List - Version 3 .................................................................................................................................................. 17
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,166,1.5.7,01010,Command/Confirm Locomotive System State,1,19,office_to_locomotive,1.5.7 (01010) Command/Confirm Locomotive System State - Version 1 .......................................................................................................................... 19
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,167,1.5.8,01011,Confirmation of Departure Test Report,2,20,office_to_locomotive,1.5.8 (01011) Confirmation of Departure Test Report - Version 2..................................................................................................................................... 20
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,168,1.5.9,01020,Confirmation of Poll Registration,2,21,office_to_locomotive,1.5.9 (01020) Confirmation of Poll Registration - Version 2.............................................................................................................................................. 21
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,169,1.5.10,01021,Office Segment Poll,3,22,office_to_locomotive,1.5.10 (01021) Office Segment Poll - Version 3................................................................................................................................................................... 22
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,170,1.5.11,01022,Current Dataset List,2,24,office_to_locomotive,1.5.11 (01022) Current Dataset List - Version 2................................................................................................................................................................... 24
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,171,1.5.12,01030,Train Consist,4,25,office_to_locomotive,1.5.12 (01030) Train Consist - Version 4.............................................................................................................................................................................. 25
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,172,1.5.13,01033,Confirmation of Onboard Train Consist,2,27,office_to_locomotive,1.5.13 (01033) Confirmation of Onboard Train Consist - Version 2 .................................................................................................................................... 27
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,173,1.5.14,01040,Request Crew Acknowledgement of Bulletin,2,28,office_to_locomotive,1.5.14 (01040) Request Crew Acknowledgement of Bulletin - Version 2............................................................................................................................ 28
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,174,1.5.15,01041,Bulletin Dataset,4,29,office_to_locomotive,1.5.15 (01041) Bulletin Dataset - Version 4 ......................................................................................................................................................................... 29
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,175,1.5.16,01043,Bulletin Cancellation,2,34,office_to_locomotive,1.5.16 (01043) Bulletin Cancellation - Version 2 ................................................................................................................................................................. 34
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,176,1.5.17,01050,Confirmation of Crew Authority Request,2,36,office_to_locomotive,1.5.17 (01050) Confirmation of Crew Authority Request - Version 2.................................................................................................................................. 36
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,177,1.5.18,01051,Movement Authority Dataset,4,37,office_to_locomotive,1.5.18 (01051) Movement Authority Dataset - Version 4..................................................................................................................................................... 37
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,178,1.5.19,01053,Movement Authority Void,2,43,office_to_locomotive,1.5.19 (01053) Movement Authority Void - Version 2......................................................................................................................................................... 43
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,179,1.5.20,01054,Confirmation of EMT/PSS Authority Used Notification,2,44,office_to_locomotive,1.5.20 (01054) Confirmation of EMT/PSS Authority Used Notification - Version 2........................................................................................................... 44
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,180,1.5.21,01060,Crew Message,2,45,office_to_locomotive,1.5.21 (01060) Crew Message - Version 2............................................................................................................................................................................ 45
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,181,1.5.22,01061,Confirmation of Crew Acknowledgement of Mandatory Directive Status,2,46,office_to_locomotive,1.5.22 (01061) Confirmation of Crew Acknowledgement of Mandatory Directive Status - Version 2................................................................................ 46
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,182,1.5.23,01062,Bulletin Sequence,2,47,office_to_locomotive,1.5.23 (01062) Bulletin Sequence - Version 2 ...................................................................................................................................................................... 47
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,183,1.5.24,01070,Confirmation of Violation Report,2,48,office_to_locomotive,1.5.24 (01070) Confirmation of Violation Report - Version 2.............................................................................................................................................. 48
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,184,1.5.25,01071,Violation Report,4,49,office_to_locomotive,1.5.25 (01071) Violation Report - Version 4 ........................................................................................................................................................................ 49
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,185,1.5.26,01072,Violation Cleared,2,51,office_to_locomotive,1.5.26 (01072) Violation Cleared - Version 2....................................................................................................................................................................... 51
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,186,1.5.27,01073,Confirmation of Onboard Violation Cleared,1,52,office_to_locomotive,1.5.27 (01073) Confirmation of Onboard Violation Cleared - Version 1 ............................................................................................................................. 52
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,192,1.5.28,01080,Request Locomotive Position Report,1,53,office_to_locomotive,1.5.28 (01080) Request Locomotive Position Report - Version 1 ........................................................................................................................................ 53
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,193,1.5.29,01081,Request Locomotive Fault Summary,1,54,office_to_locomotive,1.5.29 (01081) Request Locomotive Fault Summary - Version 1......................................................................................................................................... 54
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,194,1.5.30,01082,Confirmation of Locomotive Fault Summary Report,2,55,office_to_locomotive,1.5.30 (01082) Confirmation of Locomotive Fault Summary Report - Version 2................................................................................................................ 55
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,195,1.5.31,01083,Confirmation of Enforcement Warning/Braking Notification,1,56,office_to_locomotive,1.5.31 (01083) Confirmation of Enforcement Warning/Braking Notification - Version 1 ................................................................................................... 56
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,196,1.5.32,01084,Confirmation of Emergency Brake Application Report,1,57,office_to_locomotive,1.5.32 (01084) Confirmation of Emergency Brake Application Report - Version 1 ............................................................................................................ 57
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,197,1.5.33,01085,Confirmation of Train Handling Exception Report,2,58,office_to_locomotive,1.5.33 (01085) Confirmation of Train Handling Exception Report - Version 2 ................................................................................................................... 58
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,198,1.5.34,01086,Confirmation of Acknowledge Conditional Authority Report,1,59,office_to_locomotive,1.5.34 (01086) Confirmation of Acknowledge Conditional Authority Report - Version 1 .................................................................................................. 59
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,199,1.5.35,01087,Confirmation of Locomotive Fault Report,2,60,office_to_locomotive,1.5.35 (01087) Confirmation of Locomotive Fault Report - Version 2 ................................................................................................................................ 60
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,200,1.5.36,01088,Request Onboard Component Configuration,1,61,office_to_locomotive,1.5.36 (01088) Request Onboard Component Configuration - Version 1............................................................................................................................. 61
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,201,1.5.37,01089,Confirmation of Onboard Component Configuration Report,2,62,office_to_locomotive,1.5.37 (01089) Confirmation of Onboard Component Configuration Report - Version 2 .................................................................................................... 62
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,202,1.5.38,01090,Control Point Status,2,63,office_to_locomotive,1.5.38 (01090) Control Point Status - Version 2................................................................................................................................................................... 63
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,203,1.5.39,01100,Fileset List,4,64,office_to_locomotive,1.5.39 (01100) Fileset List - Version 4 ................................................................................................................................................................................. 64
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,204,1.5.40,01101,File Info,2,66,office_to_locomotive,1.5.40 (01101) File Info - Version 2 ..................................................................................................................................................................................... 66
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,205,1.5.41,01102,File Part Checksum,1,67,office_to_locomotive,1.5.41 (01102) File Part Checksum - Version 1.................................................................................................................................................................... 67
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,206,1.5.42,01103,File Data,1,68,office_to_locomotive,1.5.42 (01103) File Data - Version 1 .................................................................................................................................................................................... 68
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,207,1.5.43,01104,No File,1,69,office_to_locomotive,1.5.43 (01104) No File - Version 1 ....................................................................................................................................................................................... 69
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,208,1.5.44,01105,File Transfer Unavailable,1,70,office_to_locomotive,1.5.44 (01105) File Transfer Unavailable - Version 1 .......................................................................................................................................................... 70
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,209,1.5.45,01120,File Request,2,71,office_to_locomotive,1.5.45 (01120) File Request - Version 2 ............................................................................................................................................................................... 71
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,210,1.5.46,01122,File Data Request,1,72,office_to_locomotive,1.5.46 (01122) File Data Request - Version 1....................................................................................................................................................................... 72
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,211,1.5.47,01123,File Complete,1,73,office_to_locomotive,1.5.47 (01123) File Complete - Version 1 ............................................................................................................................................................................ 73
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,267,1.7.1,01500,Confirmation of WSRS Subscribe,1,144,office_to_locomotive,1.7.1 (01500) Confirmation of WSRS Subscribe - Version 1 ........................................................................................................................................... 144
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,268,1.7.2,01501,Confirmation of WSRS Unsubscribe,1,145,office_to_locomotive,1.7.2 (01501) Confirmation of WSRS Unsubscribe - Version 1....................................................................................................................................... 145
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,255,1.6.1,02000,Verify Employee Info Request,5,78,locomotive_to_office,1.6.1 (02000) Verify Employee Info Request - Version 5 .................................................................................................................................................. 78
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,256,1.6.2,02001,Request Train ID List,2,79,locomotive_to_office,1.6.2 (02001) Request Train ID List - Version 2 ................................................................................................................................................................ 79
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,257,1.6.3,02003,Selected Train ID,5,80,locomotive_to_office,1.6.3 (02003) Selected Train ID - Version 5 ....................................................................................................................................................................... 80
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,258,1.6.4,02005,Configuration Version List Request,4,82,locomotive_to_office,1.6.4 (02005) Configuration Version List Request - Version 4 .......................................................................................................................................... 82
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,259,1.6.5,02007,Request Train Subdivision/District List,2,83,locomotive_to_office,1.6.5 (02007) Request Train Subdivision/District List - Version 2 ..................................................................................................................................... 83
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,260,1.6.6,02008,Confirmation of Train Subdivision/District List,3,84,locomotive_to_office,1.6.6 (02008) Confirmation of Train Subdivision/District List - Version 3 ........................................................................................................................ 84
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,261,1.6.7,02010,Locomotive System State,4,85,locomotive_to_office,1.6.7 (02010) Locomotive System State - Version 4 .......................................................................................................................................................... 85
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,262,1.6.8,02011,Departure Test Report,5,89,locomotive_to_office,1.6.8 (02011) Departure Test Report - Version 5 ................................................................................................................................................................ 89
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,263,1.6.9,02012,Request Ancillary Subdivision/District Version,1,91,locomotive_to_office,1.6.9 (02012) Request Ancillary Subdivision/District Version - Version 1 ........................................................................................................................ 91
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,264,1.6.10,02020,Poll Registration,5,92,locomotive_to_office,1.6.10 (02020) Poll Registration - Version 5 ........................................................................................................................................................................ 92
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,265,1.6.11,02021,Poll Response,1,94,locomotive_to_office,1.6.11 (02021) Poll Response - Version 1 ............................................................................................................................................................................ 94
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,266,1.6.12,02022,Request Current Dataset List,3,95,locomotive_to_office,1.6.12 (02022) Request Current Dataset List - Version 3 ..................................................................................................................................................... 95
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,267,1.6.13,02030,Request Train Consist,2,96,locomotive_to_office,1.6.13 (02030) Request Train Consist - Version 2 ................................................................................................................................................................ 96
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,268,1.6.14,02031,Confirmation of Train Consist,4,97,locomotive_to_office,1.6.14 (02031) Confirmation of Train Consist - Version 4 ................................................................................................................................................... 97
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,269,1.6.15,02032,Onboard Train Consist,6,98,locomotive_to_office,1.6.15 (02032) Onboard Train Consist - Version 6 ............................................................................................................................................................... 98
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,270,1.6.16,02040,Confirmation of Crew Acknowledgement of Bulletin,2,100,locomotive_to_office,1.6.16 (02040) Confirmation of Crew Acknowledgement of Bulletin - Version 2 ............................................................................................................. 100
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,271,1.6.17,02041,Request Bulletin Dataset,2,101,locomotive_to_office,1.6.17 (02041) Request Bulletin Dataset - Version 2 .......................................................................................................................................................... 101
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,272,1.6.18,02042,Confirmation of Bulletin Dataset,5,102,locomotive_to_office,1.6.18 (02042) Confirmation of Bulletin Dataset - Version 5 ............................................................................................................................................. 102
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,273,1.6.19,02043,Confirmation of Bulletin Cancellation,3,104,locomotive_to_office,1.6.19 (02043) Confirmation of Bulletin Cancellation - Version 3 ..................................................................................................................................... 104
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,274,1.6.20,02050,Crew Authority Request,4,105,locomotive_to_office,1.6.20 (02050) Crew Authority Request - Version 4 .......................................................................................................................................................... 105
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,275,1.6.21,02051,Request Movement Authority Dataset,2,107,locomotive_to_office,1.6.21 (02051) Request Movement Authority Dataset - Version 2 ..................................................................................................................................... 107
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,281,1.6.22,02052,Confirmation of Movement Authority,5,108,locomotive_to_office,1.6.22 (02052) Confirmation of Movement Authority - Version 5 ..................................................................................................................................... 108
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,282,1.6.23,02053,Confirmation of Movement Authority Void,3,109,locomotive_to_office,1.6.23 (02053) Confirmation of Movement Authority Void - Version 3 ............................................................................................................................ 109
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,283,1.6.24,02054,EMT/PSS Authority Used Notification,5,110,locomotive_to_office,1.6.24 (02054) EMT/PSS Authority Used Notification - Version 5 ................................................................................................................................... 110
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,284,1.6.25,02060,Confirmation of Crew Message,4,112,locomotive_to_office,1.6.25 (02060) Confirmation of Crew Message - Version 4 ............................................................................................................................................... 112
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,285,1.6.26,02061,Crew Acknowledgement of Mandatory Directive Status,4,113,locomotive_to_office,1.6.26 (02061) Crew Acknowledgement of Mandatory Directive Status - Version 4 ........................................................................................................ 113
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,286,1.6.27,02062,Confirmation of Bulletin Sequence,3,115,locomotive_to_office,1.6.27 (02062) Confirmation of Bulletin Sequence - Version 3 ......................................................................................................................................... 115
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,287,1.6.28,02070,Onboard Violation Report,5,116,locomotive_to_office,1.6.28 (02070) Onboard Violation Report - Version 5 ....................................................................................................................................................... 116
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,288,1.6.29,02071,Confirmation of Violation Report,3,119,locomotive_to_office,1.6.29 (02071) Confirmation of Violation Report - Version 3 ............................................................................................................................................ 119
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,289,1.6.30,02072,Onboard Violation Cleared,4,120,locomotive_to_office,1.6.30 (02072) Onboard Violation Cleared - Version 4 ...................................................................................................................................................... 120
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,290,1.6.31,02073,Confirmation of Violation Cleared,2,121,locomotive_to_office,1.6.31 (02073) Confirmation of Violation Cleared - Version 2 .......................................................................................................................................... 121
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,291,1.6.32,02080,Locomotive Position Report,7,122,locomotive_to_office,1.6.32 (02080) Locomotive Position Report - Version 7 .................................................................................................................................................... 122
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,292,1.6.33,02081,Locomotive Fault Summary Report,4,125,locomotive_to_office,1.6.33 (02081) Locomotive Fault Summary Report - Version 4 ......................................................................................................................................... 125
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,293,1.6.34,02082,PTC Interaction,3,127,locomotive_to_office,1.6.34 (02082) PTC Interaction - Version 3 ........................................................................................................................................................................ 127
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,294,1.6.35,02083,Enforcement Warning/Braking Notification,6,128,locomotive_to_office,1.6.35 (02083) Enforcement Warning/Braking Notification - Version 6 ............................................................................................................................ 128
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,295,1.6.36,02084,Emergency Brake Application Report,4,135,locomotive_to_office,1.6.36 (02084) Emergency Brake Application Report - Version 4 ..................................................................................................................................... 135
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,296,1.6.37,02085,Train Handling Exception Report,6,139,locomotive_to_office,1.6.37 (02085) Train Handling Exception Report - Version 6 ............................................................................................................................................ 139
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,297,1.6.38,02086,Acknowledge Conditional Authority Report,2,142,locomotive_to_office,1.6.38 (02086) Acknowledge Conditional Authority Report - Version 2 ........................................................................................................................... 142
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,298,1.6.39,02087,Locomotive Fault Report,5,144,locomotive_to_office,1.6.39 (02087) Locomotive Fault Report - Version 5 ......................................................................................................................................................... 144
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,299,1.6.40,02088,Onboard Component Configuration Report,5,146,locomotive_to_office,1.6.40 (02088) Onboard Component Configuration Report - Version 5 ............................................................................................................................. 146
office_locomotive,PTC Office-Locomotive Segment ICD,3.1,exports\manuals\icd_training\WCR-ICD-1214_Office-Locomotive_Segment_ICD__3.1_.txt,300,1.6.41,02100,Client Fileset List-,5,147,locomotive_to_office,1.6.41 (02100) Client Fileset List- Version 5 ...................................................................................................................................................................... 147
