document_family,document_title,release,source_file,heading_line_number,section,detail_code,message_id,toc_message_name,toc_message_version,toc_page,detail_message_name,detail_message_version,direction,description,related_message_ids,functional_content_excerpt,has_functional_content,version_conflict_with_catalog,source_heading_line
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,2827,1.6.27,L2I62,02071,Confirmation of Violation Report,2,107,Confirmation of Violation Report,2,locomotive_to_office,This message is sent from the Locomotive to the Office to confirm receipt of the Violation Report ( 01071) message.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the violation report, left justified space filled Point of Violation PTC Subdivision / District ID 2 Numeric PTC Subdivision / district where the point of violation was reported (1 -> 65535)",True,False,1.6.27 L2I62 (02071) Confirmation of Violation Report - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,2843,1.6.28,L2I63,02072,Onboard Violation Cleared,2,108,Onboard Violation Cleared,2,locomotive_to_office,This message is sent from the Locomotive to the Office to report when the train is no longer violating its authority.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the violation cleared is being reported, left justified space filled Reason for sending 1 Enumeration 0 - Not used 1 - Train has authority for current location 2 - Onboard system state change 3 - Onboard system does not know current location Point of Violation PTC Subdivision / District ID 2 Numeric PTC Subdivision / district where the point of violation was previously reported (1 -> 65535) Violation Cleared Time 7 Time UTC timestamp in YYYYMMDDHHMMSS format Locomotive ID 10 Alphanumeric Locomotive ID of the lead locomotive in the previously violating train",True,False,1.6.28 L2I63 (02072) Onboard Violation Cleared - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,2866,1.6.29,L2I384,02073,Confirmation of Violation Cleared,1,109,Confirmation of Violation Cleared,1,locomotive_to_office,This message is sent by the on-board in response to the receipt of the Violation Cleared (01072) message.,01072,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the violation cleared was sent, left justified space filled Point of Violation PTC Subdivision / District ID 2 Numeric PTC Subdivision / district where the point of violation was previously reported (1 -> 65535)",True,False,1.6.29 L2I384 (02073) Confirmation of Violation Cleared - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,2882,1.6.30,L2I64,02080,Locomotive Position Report,4,110,Locomotive Position Report,4,locomotive_to_office,This message is sent from the Locomotive to report its position and other status information. This message is sent unsolicited based on several criteria and is also sent upon receipt of a Request for Position Report (01080) message.,01080,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the position is being reported, left justified space filled Current PTC Authority Reference Number 4 Numeric The PTC authority reference number of the form-based authority that the locomotive currently occupies, if applicable Head End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Head End Milepost Prefix Length 1 Numeric Head end milepost prefix length up to 5 characters Head End Milepost Prefix Variable Alphanumeric Head end milepost prefix Head End Milepost Suffix Length 1 Numeric Head end milepost suffix length up to 5 characters Head End Milepost Suffix Variable Alphanumeric Head end milepost suffix Head End Track name Length 1 Numeric Head end track name length up to 32 characters Head End Track name Variable Alphanumeric Head end track name Head End Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the head end subdivision / district, left justified space filled Head End PTC Subdivision / District ID 2 Numeric Current PTC subdivision / district of the head-end (0 -> 65535) See design notes below Rear End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Rear End Milepost Prefix Length 1 Numeric Rear end milepost prefix length up to 5 characters Rear End Milepost Prefix Variable Alphanumeric Rear end milepost prefix Rear End Milepost Suffix Length 1 Numeric Rear end milepost suffix length up to 5 characters Rear End Milepost Suffix Variable Alphanumeric Rear end milepost suffix Rear End Track name Length 1 Numeric Rear end track name length up to 32 characters Rear End Track name Variable Alphanumeric Rear end track name Rear End Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the rear end subdivision / district, left justified space filled Rear End PTC Subdivision / District ID 2 Numeric Current PTC subdivision / district of the rear-end (0 -> 65535) See design notes below Speed 1 Numeric Train speed in MPH Current",True,False,1.6.30 L2I64 (02080) Locomotive Position Report - Version 4
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,2982,1.6.31,L2I65,02081,Locomotive Fault Summary Report,3,113,Locomotive Fault Summary Report,3,locomotive_to_office,This message is sent from the Locomotive to report any active fault / failure. This message may be sent in response to the Request Locomotive Fault Summary (01081) message.,01081,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the owning railroad for the locomotive if the reason for sending is ‘Unsolicited’ or the railroad which sent the Request Locomotive Fault Summary if the reason for sending is ‘Solicited by a 01081 message’, left justified space filled ICD Version Length 1 Numeric Length of the ICD Version name (1 - 20) ICD Version Variable Printable ASCII Office-Locomotive Segment ICD Version Reason for Sending 1 Enumeration 0 - Not Used 1 - Unsolicited 2 - Solicited by a 01081 message Vendor Code 4 Alphanumeric Vendor Code, left justified space filled System Code 4 Alphanumeric System Code, left justified space filled Number of Components 1 Numeric Number of components included in this message (1 -> 255) For each Component Repeated as per ‘Number of Components’ Component 1 Numeric Numeric code for component, provided in Vendor Component Data Dictionary Number of Active Faults 1 Numeric Number of faults included in this message for this component. (0 -> 255) *See Design Notes For each Active Fault Repeated as per ‘Number of Active Faults’ Fault Code 2 Numeric Unique code number for the fault, provided in Vendor Component Data Dictionary Length of Fault Name Text 1 Numeric String length of fault description up to 64 characters Fault Name Text Variable Printable ASCII Description of fault, provided in Vendor Component Data Dictionary Time Fault Detected 7 Time UTC Time when fault became active Locomotive State Summary 1 Enumeration 0 - Not used 1 - Controlling 2 - Non-controlling Locomotive State 1 Enumeration 0 - Not used 1 - Self Test 2 - Initializing 3 - Disengaged 4 - Cut Out Release 2.11.1 10/26/2012 Field Size (Bytes) Type Description 5 - Active 6 - Switching 7 - Failed",True,False,1.6.31 L2I65 (02081) Locomotive Fault Summary Report - Version 3
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3050,1.6.32,L2I66,02082,PTC Interaction,2,115,PTC Interaction,2,locomotive_to_office,This message is sent from the Locomotive to report crew key presses in response to prompts.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the PTC interaction is being reported, left justified space filled Size of Prompt Text 1 Numeric 0 -> 255 byte size of text from the crew prompt Prompt Text Variable Printable ASCII Text of the prompt Size of Key Pressed Text 1 Numeric 0 -> 100 byte size of text from key pressed Key Pressed Text Variable Printable ASCII Text of the key pressed",True,False,1.6.32 L2I66 (02082) PTC Interaction - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3073,1.6.33,L2I67,02083,Enforcement Warning/Braking Notification,4,116,Enforcement Warning/Braking Notification,4,locomotive_to_office,This message is sent from the Locomotive to the Office to provide a notification that the Locomotive has warned or enforced the train for the specified reason.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the notification is being sent, left justified space filled Warning/Enforcement Type 1 0 - Predictive Warning 1 - Reactive Warning 2 - Predictive Enforcement 3 - Reactive Enforcement Train ID Length 1 Numeric Train ID length up to 30 characters Train ID Variable Alphanumeric Train ID Software Version Length 1 Numeric String length of the Onboard Software Version up to 20 characters Onboard Software Version Variable Printable ASCII Onboard software version currently installed Target Information Target Type 1 Enumeration 0 - Not used 1 - Authority violation 2 - Bulletin 3 - Critical alert 4 - Form based authority 5 - Signal based authority 6 - Speed 7 - Track device 8 - PTC function 9 - Other Length of Target Description 1 Numeric String length of target description up to 80 characters Target Description Variable Alphanumeric Target description Start Milepost 4 Numeric Milepost xxxx.xxxx X 10000 where the target starts Start Milepost Prefix Length 1 Numeric Milepost prefix length up to 5 characters where the target starts Start Milepost Prefix Variable Alphanumeric Milepost prefix where the target starts Start Milepost Suffix Length 1 Numeric Milepost suffix length up to 5 characters where the target starts Start Milepost Suffix Variable Alphanumeric Milepost suffix where the target starts Start Track name Length 1 Numeric Track name length up to 32 characters where the target starts Start Track name Variable Alphanumeric Track name where the target starts Start Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the start subdivision / district, left justified space filled Release 2.11.1 10/26/2012 Field Size (Bytes) Type Description Start PTC Subdivision / District ID 2 Numeric PTC Subdivision / district (0 -> 65535) See design notes below End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 where the target ends End Milepost Prefix Length 1 Nume",True,False,1.6.33 L2I67 (02083) Enforcement Warning/Braking Notification - Version 4
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3256,1.6.34,L2I68,02084,Emergency Brake Application Report,3,121,Emergency Brake Application Report,3,locomotive_to_office,This message is sent from the Locomotive to the Office whenever the train comes to a stop after an emergency brake application occurs.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the emergency brake application is being reported, left justified space filled Train ID Length 1 Numeric Train ID length up to 30 characters Train ID Variable Alphanumeric Train ID Start Emergency Braking Time 7 Time Time when emergency brake application started Start Emergency Braking Head End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Start Emergency Braking Head End Milepost Prefix Length 1 Numeric Start emergency braking head end milepost prefix length up to 5 characters Start Emergency Braking Head End Milepost Prefix Variable Alphanumeric Start emergency braking head end milepost prefix Start Emergency Braking Head End Milepost Suffix Length 1 Numeric Start emergency braking head end milepost suffix length up to 5 characters Start Emergency Braking Head End Milepost Suffix Variable Alphanumeric Start emergency braking head end milepost suffix Start Emergency Braking Head End Track name Length 1 Numeric Start emergency braking head end track name length up to 32 characters Start Emergency Braking Head End Track name Variable Alphanumeric Start emergency braking head end track name Start Emergency Braking Head End Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the subdivision / district of the head end when emergency braking begins, left justified space filled Start Emergency Braking Head End PTC Subdivision / District ID 2 Numeric PTC Subdivision / district ID of the head end when emergency braking begins (0 -> 65535) See design notes below Start Emergency Braking Rear End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Start Emergency Braking Rear End Milepost Prefix Length 1 Numeric Start emergency braking rear end milepost prefix length up to 5 characters Start Emergency Braking Rear End Milepost Prefix Variable Alphanumeric Start emergency braking rear end milepost prefix Start Emergency Braking Rear End Milepost Suffix Length 1",True,False,1.6.34 L2I68 (02084) Emergency Brake Application Report - Version 3
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3404,1.6.35,L2I69,02085,Train Handling Exception Report,4,124,Train Handling Exception Report,4,locomotive_to_office,This message is sent from the Locomotive to the Office whenever a pre-defined train handling exception is detected. The office responds with a Confirmation of Train Handling Exception Report (01085) message.,01085,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the train handling exception is being reported, left justified space filled ICD Version Length 1 Numeric Length of the ICD Version name (1 - 20) ICD Version Variable Printable ASCII Office-Locomotive Segment ICD Version Vendor Code 4 Alphanumeric Vendor Code, left justified space filled System Code 4 Alphanumeric System Code, left justified space filled Train ID Length 1 Numeric Train ID length up to 30 characters Train ID Variable Alphanumeric Train ID Head End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Head End Milepost Prefix Length 1 Numeric Head end milepost prefix length up to 5 characters Head End Milepost Prefix Variable Alphanumeric Head end milepost prefix Head End Milepost Suffix Length 1 Numeric Head end milepost suffix length up to 5 characters Head End Milepost Suffix Variable Alphanumeric Head end milepost suffix Head End Track name Length 1 Numeric Head end track name length up to 32 characters Head End Track name Variable Alphanumeric Head end track name Head End Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the subdivision / district, left justified space filled Head End PTC Subdivision / District ID 2 Numeric Current PTC subdivision / district ID of the head end (0 -> 65535) See design notes below Rear End Milepost 4 Numeric Milepost xxxx.xxxx X 10000 Rear End Milepost Prefix Length 1 Numeric Rear end milepost prefix length up to 5 characters Rear End Milepost Prefix Variable Alphanumeric Rear end milepost prefix Rear End Milepost Suffix Length 1 Numeric Rear end milepost suffix length up to 5 characters Rear End Milepost Suffix Variable Alphanumeric Rear end milepost suffix Rear End Track name Length 1 Numeric Rear end track name length up to 32 characters Rear End Track name Variable Alphanumeric Rear end track name Rear End Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the subdivision /",True,False,1.6.35 L2I69 (02085) Train Handling Exception Report - Version 4
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3502,1.6.36,L2I159,02086,Acknowledge Conditional Authority Report,1,127,Acknowledge Conditional Authority Report,1,locomotive_to_office,This message is sent from the Locomotive to the Office to report crew keypresses when acknowledging the arrival of trains listed in a conditional authority.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which issued the authority, left justified space filled Train ID Length 1 Numeric Train ID length up to 30 characters Train ID Variable Alphanumeric Train ID Crew Action 1 Enumeration 0: Not Used 1: Locomotive Arrived 2: Locomotive Not Arrived 3: All Locomotives Arrived Identifying Locomotive ID 10 Alphanumeric Identifying Locomotive ID for which the crew action was performed Identifying Locomotive Direction 1 Alphanumeric N, S, E, W Employee First Name Size 1 Numeric Size of employee first name up to 20 characters Employee First Name Variable Alphabetic Employee first name Employee Middle Initial Size 1 Numeric Size of employee middle initial up to 1 character Employee Middle Initial Variable Alphabetic Employee middle initial Employee Last Name Size 1 Numeric Size of employee last name up to 32 characters Employee Last Name Variable Alphabetic Employee last name",True,False,1.6.36 L2I159 (02086) Acknowledge Conditional Authority Report - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3532,1.6.37,L2I357,02087,Locomotive Fault Report,3,128,Locomotive Fault Report,3,locomotive_to_office,"This message is sent from the Locomotive to the Office to report a change in state for an individual fault. This message is sent unsolicited upon fault change, however in order to limit communication network bandwidth usage, a time filter will be applied.",02087,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the Locomotive Fault Report is being reported, left justified space filled ICD Version Length 1 Numeric Length of the ICD Version name (1 - 20) ICD Version Variable Printable ASCII Office-Locomotive Segment ICD Version Vendor Code 4 Alphanumeric Vendor Code, left justified space filled System Code 4 Alphanumeric System Code, left justified space filled Locomotive State Summary 1 Enumeration 0 - Not used 1 - Controlling 2 - Non-controlling Locomotive State 1 Enumeration 0 - Not used 1 - Self Test 2 - Initializing 3 - Disengaged 4 - Cut Out 5 - Active 6 - Switching 7 - Failed Number of Components 1 Numeric Number of components included in this message (1 -> 255) For each Component Repeated as per ‘Number of Components’ Component 1 Numeric Numeric code for component, provided in Vendor Component Data Dictionary Number of Fault State Changes 1 Numeric Number of faults included in this message for this component. (0 -> 255) *See Design Notes For each Fault State Change Repeated as per ‘Number of Fault State Changes’ Fault State 1 Enumeration 0 - Clear 1 - Active 2 - Intermittent Fault Code 2 Numeric Unique code number for the fault, provided in Vendor Component Data Dictionary Length of Fault Name Text 1 Numeric String length of fault description up to 64 characters Fault Name Text Variable Printable ASCII Description of fault, provided in Vendor Component Data Dictionary Release 2.11.1 10/26/2012 Field Size (Bytes) Type Description Time Fault Detected 7 Time UTC Time when fault changed to its present state",True,False,1.6.37 L2I357 (02087) Locomotive Fault Report - Version 3
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3600,1.6.38,L2I358,02088,Onboard Component Configuration Report,4,130,Onboard Component Configuration Report,4,locomotive_to_office,This message is sent from the Locomotive to the Office to report the current configuration information. This message is sent in response to the Request Onboard Component Configuration (01088) message.,01088,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the owning railroad for the locomotive if the reason for sending is ‘Unsolicited’ or the railroad which sent the Onboard Component Configuration Request if the reason for sending is ‘Solicited by a 01088 message’, left justified space filled ICD Version Length 1 Numeric Length of the ICD Version name (1 - 20) ICD Version Variable Printable ASCII Office-Locomotive Segment ICD Version Reason for Sending 1 Enumeration 0 - Not Used 1 - Unsolicited 2 - Solicited by a 01088 message Vendor Code 4 Alphanumeric Vendor Code, left justified space filled System Code 4 Alphanumeric System Code, left justified space filled Number of Components 1 Numeric Number of components included in this message (1 -> 255) For each Component Repeated as per ‘Number of Components’ Component 1 Numeric Numeric code for component, provided in Vendor Component Data Dictionary Number of Configuration Items 1 Numeric Number of Configuration items for this component. (0 -> 40) For each Configuration Item Repeated as per ‘Number of Configuration Items Configuration Item Code 1 Numeric Unique code number for the configuration item, provided in Vendor Component Data Dictionary Configuration Item Text Size 1 Numeric String length of the configuration item text up to 32 characters Configuration Item Text Variable Printable ASCII Description of configuration item, provided in Vendor Component Data Dictionary",True,False,1.6.38 L2I358 (02088) Onboard Component Configuration Report - Version 4
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3641,1.6.39,L2I70,02090,Control Point Request,2,131,Control Point Request,2,locomotive_to_office,This message is sent from the Locomotive to the Office to register/deregister for control point status.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad that operates the subdivision / district, left justified space filled Control points may not span multiple subdivisions / districts. (1 -> 65535) Register / Deregister 1 Enumeration 0 - Register 1 - Deregister Site Name 40 Printable ASCII Wayside site name Number of Site Device IDs 1 Numeric Number of site device IDs associated with the site name up to 99 For each Site Device ID: Repeated as per ‘Number of Site Device IDs’ Site Device ID 40 Printable ASCII Wayside site device identifier Device Type 1 Enumeration 0 - Not used 1 - Signal 2 - Switch",True,False,1.6.39 L2I70 (02090) Control Point Request - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3678,1.6.40,L2I71,02100,Client Fileset List-,4,132,Client Fileset List-,4,locomotive_to_office,This message is sent from the Locomotive to the Office to request the current fileset list. The Office responds with a Fileset List (01100) message.,01100,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad to which the fileset list is being sent, left justified space filled ICD Version Length 1 Numeric Length of the ICD Version name (1 - 20) ICD Version Variable Printable ASCII Office-Locomotive Segment ICD Version Owning RR SCAC 4 Alphanumeric Railroad SCAC of the owning railroad for the locomotive Sequence number 1 Numeric Sequence number used to match the request in the 02100 message with the 01100 response 0 - this message is a response to a request non-zero - this message is a request for a Fileset List Repository Count 1 Numeric Number of repositories (0 -> 10) For each Repository Repeated as per ‘Repository Count’ Repository Name Length 1 Numeric Number of characters in the Repository Name (1 -> 50) Repository Name Variable Printable ASCII Repository Name Fileset Count 1 Numeric 0 -> 255 Fileset count For each Fileset Repeated as per ‘Fileset Count’ Flags 1 Numeric bit 0: not used bit 1: 1 = fileset downloaded / 0 = fileset not downloaded bit 2: 1 = fileset index downloaded only / 0 = all files downloaded bit 3 - 7: not used Fileset Index File Size 4 Numeric Size of the fileset index file MD5 16 Numeric MD5 sum over the Fileset contents",True,False,1.6.40 L2I71 (02100) Client Fileset List- Version 4
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3732,1.6.41,L2I72,02101,File Info Request,2,134,File Info Request,2,locomotive_to_office,This message is sent by the Locomotive to request download of a Fileset from the Office. The Office responds with the File Info (01101) message or a No File (01104) message if the requested file does not exist.,"01101,01104","Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the fileset list, left justified space filled Transaction ID 1 Numeric Transaction identifier set by the Locomotive Encryption Types Supported 1 Numeric Identifies Encryption Options that the Client can support Bit 0: set to 1, ignored Bit 1: 1 = AES128 with OPK / 0 = not supported Bit 2: reserved for enum (2) Bit 3: reserved for enum (3) Bit 4: reserved for enum (4) Bit 5: reserved for enum (5) Bit 6: reserved for enum (6) Bit 7: reserved for enum (7) Compression Types Supported 1 Numeric Identifies Compression Options that the Client can support Bit 0: set to 1, ignored Bit 1: 1 = GZIP / 0 = not supported Bit 2: reserved for enum (2) Bit 3: reserved for enum (3) Bit 4: reserved for enum (4) Bit 5: reserved for enum (5) Bit 6: reserved for enum (6) Bit 7: reserved for enum (7) File Pathname Variable Printable ASCII Full file pathname, maximum string length of 1024",True,False,1.6.41 L2I72 (02101) File Info Request - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3779,1.6.42,L2I73,02102,File Part Checksum Request,1,136,File Part Checksum Request,1,locomotive_to_office,This message is sent by the Locomotive to request information on the checksum over a portion of a file that is available for transfer to aid in resuming download of the file. The Office responds with the File Part Checksum (01102) message.,01102,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file info, left justified space filled Transaction ID 1 Numeric Transaction identifier from the File Info message Offset 4 Numeric Offset into the file Suggested Delta 2 Numeric Desired offset difference between MD5 checksums",True,False,1.6.42 L2I73 (02102) File Part Checksum Request - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3798,1.6.43,L2I74,02103,File Data Request,1,137,File Data Request,1,locomotive_to_office,This message is sent by the Locomotive to the Office to request a data chunk for a specified file and offset. The Office responds with a File Data (01103) message.,01103,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file info, left justified space filled Transaction ID 1 Numeric Transaction identifier from the associated File Info message Offset 4 Numeric Offset of the data within the file Maximum data size 2 Numeric Maximum size of the data",True,False,1.6.43 L2I74 (02103) File Data Request - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3816,1.6.44,L2I75,02104,File Complete,1,138,File Complete,1,locomotive_to_office,This message is sent to notify the Office that the Locomotive has the up-to-date file.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file data, left justified space filled Transaction ID 1 Numeric Transaction identifier from the associated File Info message",True,False,1.6.44 L2I75 (02104) File Complete - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3831,1.6.45,L2I473,02105,File Download Failed,1,139,File Download Failed,1,locomotive_to_office,This message is sent to notify the Office that the Locomotive cannot download files at this time.,01100,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad managing the file, left justified space filled Transaction ID 1 Numeric Transaction identifier from the associated File Info message Reason for Sending 1 Enumeration 0 - Not Used 1 - Insufficient space 2 - Reserved 3 - Reserved Total Space 4 Numeric Total space allowed for MDM file downloads in kB Space Available 4 Numeric Available space for MDM file downloads in kB Number of Railroads 1 Numeric Number of railroads (1 -> 30) For each Railroad Repeated as per ‘Number of Railroads’ Railroad SCAC 4 Alphanumeric Railroad SCAC, left justified space filled Total Fileset Size 4 Numeric Size, in bytes, of all files designated by the railroad in the last received Fileset List (01100) message",True,False,1.6.45 L2I473 (02105) File Download Failed - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3857,1.6.46,L2I76,02120,File Info,2,140,File Info,2,locomotive_to_office,This message is sent by the Locomotive to provide information on a file that is available for transfer. It is sent in response to the File Request (01120) message.,01120,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file request, left justified space filled Transaction ID 1 Numeric Transaction identifier from the File Request message File Size 4 Numeric File size File MD5 16 Numeric MD5 sum over the file contents File Pathname Variable Printable ASCII Full file pathname, maximum string length of 1024",True,False,1.6.46 L2I76 (02120) File Info - Version 2
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3881,1.6.47,L2I77,02121,No File,1,141,No File,1,locomotive_to_office,This message is sent by the Locomotive to indicate that there are no matches to the pattern described in the File Request ( 01120) message left to process.,,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file request, left justified space filled Transaction ID 1 Numeric Matches the Transaction ID in the File Request message",True,False,1.6.47 L2I77 (02121) No File - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3897,1.6.48,L2I78,02122,File Data,1,142,File Data,1,locomotive_to_office,This message is sent to the Office to provide the data chunk from a file at a specified index as requested in the File Data Request (01122) message.,01122,"Field Size (Bytes) Type Description Railroad SCAC 4 Alphanumeric Railroad SCAC of the railroad which sent the file data request, left justified space filled Transaction ID 1 Numeric Transaction identifier from the associated File Info message Offset 4 Numeric Offset of the data within the file Size of data 2 Numeric Size of data (0 - 8092 bytes) Data Variable Numeric Data bytes CRC 4 CRC-32 CRC around the ‘Data’ field",True,False,1.6.48 L2I78 (02122) File Data - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3953,1.8.1,L2I406,02500,WSRS Subscribe,1,146,WSRS Subscribe,1,locomotive_to_office,This message is sent to WSRS to subscribe for WIUStatus messages for a WIU.,,Field Size (Bytes) Type Description WIU ID 8 Numeric WIU ID for which the locomotive is subscribing. Right justified and padded with leading zeros. Subscription Timeframe 2 Numeric Time in seconds the WSRS should consider this subscription valid,True,False,1.8.1 L2I406 (02500) WSRS Subscribe - Version 1
office_locomotive,PTC Office-Locomotive Segment ICD,2.11.1,exports\manuals\icd_training\Office-Locomotive_Segment_ICD__2.11.1_.txt,3968,1.8.2,L2I407,02501,WSRS Unsubscribe,1,147,WSRS Unsubscribe,1,locomotive_to_office,This message is sent to the WSRS to unsubscribe for WIUStatus messages for a WIU.,"01005,01100,02005,02100",Field Size (Bytes) Type Description WIU ID 8 Numeric WIU ID to be unsubscribed. Right justified and padded with leading zeros.,True,False,1.8.2 L2I407 (02501) WSRS Unsubscribe - Version 1
