"database","schema","table","row_count","error"
"tmdsDatabaseStatic,tmdsDatabaseDynamic",,,,"Exception calling ""Open"" with ""0"" argument(s): ""로그인에서 요청한 데이터베이스 ""tmdsDatabaseStatic,tmdsDatabaseDynamic""을(를) 열 수 없습니다. 로그인이 실패했습니다.
사용자 'DESKTOP-P6BD8S3\Ji'이(가) 로그인하지 못했습니다."""
