"database","schema","table","column","ordinal","data_type","is_nullable"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","TrainSheetGUID","1","nvarchar","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","OsPoint","2","nvarchar","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","OsTime","3","datetime","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","TrackGUID","4","int","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","SubName","5","nvarchar","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","ReportData","6","nvarchar","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","RecordGUID","7","nvarchar","NO"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","Direction","8","nvarchar","YES"
"tmdsDatabaseDynamic","dbo","tblTrainOsEventsActive","EventCreator","9","nvarchar","YES"
