"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","PIND","PCTL","SIND","SCTL","TIND","TCTL","LeftLimitRange","RightLimitRange","LeftLimitMPRange","RightLimitMPRange","AuthorityType","TrkName","LeftLimitName","RightLimitName","TerritoryAssignment","Subdivision","SlottingTK","TrackLength","DeviceBlocking","FieldBlocking","FoulTime","TrackPermit","TrackTime","Traffic","FBZ","FBK","TimeZone","TrackLock","TrackLockBit","TrackUID","OSReporting","GraphicGroup","ScreenRegion","LossOfShunt","FBZ2","FBK2","ReleaseTrainIDTrack","DisallowTNTOnSplit","BlueFlag","OCS","TrackSpeeds","PassRedSignalAlertOff","Notes","SlotFieldTraffic","PTCBlockID","RefuseOpposingAuthoritiesFromLeft","RefuseOpposingAuthoritiesFromRight","AllowOpposingAuthorityCreationToLeft","AllowOpposingAuthorityCreationToRight","HoldingSignalSlottingTrack","HoldingSignalOSLeftBoundReporting","HoldingSignalOSRightBoundReporting","OverrideLeftTrafficCheck","OverrideRightTrafficCheck","TrackBlockingReferences","MatchMode","MilePostSuffix","TurnOutTrack","AltLinkThree","AltLinkFour","HAZMATAlarming","FoulingTrackSPMS","RouteName","RouteBlocking","TrackIntegrityZone","TrackIntegrityZoneUID","TrackIntegrityZoneName","TIZMonitorModeTimeOut","AuthorityConfirmationRequired","AlternateTrackNames","AlternateTrackAbbreviation","AllowMainTrackEntrance","MainTrackEntrancePoints","AllowForceOperationsToTWC","EnableAbsolutePermissiveBlock","AbsolutePermissiveBlockPTCUID","LineSegmentGroupUID","DerailmentDetectorEnabled","DerailmentDetectorIndBit","DerailmentDetectorCtlBit","DerailmentDetectorInhibited","MilepostPrefix","AdditionalReferenceUID","EnablePositionReporting","TrackNameAlias","EnableNonControlledSiding","EnableControlledSiding","DisallowLeftSignalRequestOnOccupancy","DisallowRightSignalRequestOnOccupancy","TrackSpeedAverage","TrackSpeedMaximum","TrackElevationAverage","TrackElevationMaximum","TrackElevationAscending","TrackSpeedMaximumFreight","TrackSpeedMaximumPassengar","QIND","QCTL","PTCTrackType","JointControl","TMPSEnabled","TMPSCircuitName","TMPSLinkLeft","TMPSLinkRight","TMPSLinkAlt1","TMPSLinkAlt2","TMPSLinkAlt3","TMPSLinkAlt4","LatitudeLeft","LongitudeLeft","LatitudeRight","LongitudeRight","ForceIgnoreTrainDirectionChange","SuppressAuthorityRelease","TrackWarrantEnforcementEnabled","RailroadUniqueIdentifierName","DisallowBulletin","DisallowEntryExitSelection","LocationName1","LocationValue1","LocationName2","LocationValue2","ExcludeFromPTCSegments","DisallowTrainTypes","LeftDarkAreaFlag","LeftDarkShelfTrack","RightDarkAreaFlag","RightDarkShelfTrack","ManualInterlocking","EATCEnable"
"100421","100035","4W4EAK","T+","715","950","790","950","100297","100496","0","0","0","0","5","15;1;100035;0005","0;1;100035;0005","16;1;100004;0005","0;1;100035;0005","0;1;100035;0005","0;1;100035;0005","0","0","264.2711","264.4016","CTC","MT2","CP CUDAHY","CP CONVAIR","100","2","False","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","18","0","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","0;0;100035;5","0;1;100035;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100436","100027","1TK","T","1655","685","1690","685","100440","100443","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9254","252.9274","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","13","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100437","100027","1TK","T","1690","685","1725","685","100443","100852","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9274","252.9603","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","13","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100438","100027","1TK","T","1755","685","1795","725","100459","100439","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9603","253.0301","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","13","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","TO","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100439","100027","1TK","T","1795","725","1820","725","100438","100442","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9603","253.0301","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","True","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","14","10","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","TO","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100444","100027","WAAK","T","1820","685","1880","685","100441","100319","0","0","0","0","5","14;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","253.0301","253.6202","CTC","MT1","CP MIRAMAR","CP ROSE","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","13","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","True","100601|","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100445","100027","WAK","T","1820","725","1880","725","100442","100352","0","0","0","0","5","16;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100018;0005","0;1;100027;0005","0","0","253.0301","253.6716","CTC","MT2","CP MIRAMAR","CP ROSE","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","14","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","True","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100449","100001","SHELF","T","15","130","85","130","0","0","0","0","0","0","5","0;1;100001;0005","0;1;100001;0005","0;1;100001;0005","0;1;100001;0005","0;1;100001;0005","0;1;100001;0005","0","0","0","0","SHELF","MT1","LEFT LIMIT NAME","RIGHT LIMIT NAME","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","3","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;1;100001;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100451","100033","SHELF","T","1450","790","1540","790","0","0","0","0","0","0","5","0;1;100001;0000","0;1;100001;0005","0;1;100001;0000","0;1;100001;0005","","0;1;100001;0005","0","0","0","0","SHELF","MT1","LEFT LIMIT NAME","RIGHT LIMIT NAME","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","15","0","|","","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","NONE","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","","0;0;0;0","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100456","100027","1TK","T","1690","685","1735","640","100443","100457","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9274","252.93","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","13","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","WYE","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100457","100027","1TK","T","1735","640","1750","640","100456","100460","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.93","252.9527","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","12","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","WYE","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100458","100027","1TK","T","1755","685","1820","685","100459","100441","0","0","0","0","5","9;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9603","253.0301","CTC","MAIN","WEST LIMITS CP MIRAMAR","EAST LIMITS CP MIRAMAR","100","2","False","0","True","False","True","False","True","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","13","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MAIN","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100461","100008","TK","T","1595","910","1660","910","100478","100469","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.5988","267.6333","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","17","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION2","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100462","100008","TK","T","1595","950","1660","950","100479","100476","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6032","267.615","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","18","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION3","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100463","100027","WCAK","T","1750","640","1785","640","100460","0","0","0","0","0","5","17;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0;1;100027;0005","0","0","252.9527","252.9532","CTC","WYE","WEST LIMITS, CP MIRAMAR","NONE","100","2","False","0","True","False","True","False","False","True","0;0;0;0|","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","12","0","0;0;0;0|","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","WYE","False","False","False","False","0","0","0","0","False","0","0","","0;1;100027;0005","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100464","100008","TK","T","1595","990","1700","990","100480","100477","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6035","267.6303","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","19","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION4","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100466","100008","TK","T","1595","870","1620","870","100467","100468","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.599","267.6","CTC","MT","WESTLIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","16","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","TO","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100468","100008","TK","T","1620","870","1660","910","100466","100469","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6","267.6333","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","16","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION1","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100470","100008","TK","T","1660","910","1715","910","100469","100490","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6333","267.6501","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","17","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION1-2","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100473","100004","2EAK","T","360","910","435","910","100337","100389","0","0","0","0","5","13;1;100004;0005","0;1;100029;0000","0;1;100004;0005","0;1;100029;0000","0;1;100029;0005","0;1;100029;0000","0","0","259.2639","262.1313","CTC","MT1","CP ROSE","CP CUDAHY","100","2","False","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","17","0","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT1","False","False","False","False","0","0","0","0","False","0","0","0;0;100029;5","0;1;100029;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100474","100004","4EAK","T","360","950","435","950","100402","100433","0","0","0","0","5","15;1;100004;0005","0;1;100029;0000","0;1;100004;0005","0;1;100029;0000","0;1;100029;0005","0;1;100029;0000","0","0","259.2643","262.1391","CTC","MT2","CP ROSE","CP CUDAHY","100","2","False","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","18","0","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","MT2","False","False","False","False","0","0","0","0","False","0","0","0;0;100029;5","0;1;100029;0000","NONE","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","False","","False",,"False",,"False","False"
"100476","100008","TK","T","1660","950","1700","990","100462","100477","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.615","267.6303","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","18","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION3","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100482","100008","TK","T","1700","990","1745","990","100477","100487","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6303","267.6503","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","19","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION3-4","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100483","100008","WAK","T","1830","990","1880","990","100491","0","0","0","0","0","5","4;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.7321","269.0087","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","False","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","False","1","19","0","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","YARD","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100487","100008","TK","T","1745","990","1795","990","100482","100472","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6503","267.709","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","19","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION3-4","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100488","100008","TK","T","1795","990","1830","990","100472","100491","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.709","267.7321","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","19","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","False","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","YARD","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
"100489","100008","TK","T","1755","950","1795","990","100490","100472","0","0","0","0","5","2;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0;1;100008;0005","0","0","267.6701","267.709","CTC","MT","WEST LIMITS CP BROADWAY","EAST LIMITS CP BROADWAY","100","2","True","0","True","False","True","False","True","True","0;0;0;0|0;0;0;0","0;0;0;0","PACIFIC","False","0;0;0;0","0","True","1","18","10","0;0;0;0|0;0;0;0","0;0;0;0","False","False","False","False","40|30|20|10","False","NONE","False","0","False","False","False","False","False","False","False","False","False","","False","","True","0","0","False","False","ROUTE NAME","False","False","0","","450","False","","","False","","False","False","0","","False","0;0;0;0","0;0;0;0",,"",,"False","STATION1-2","False","False","False","False","0","0","0","0","False","0","0","0;0;100008;5","0;1;100008;0005","ENTRY","False","False","","0","0","0","0","0","0","0","0","0","0","False","False","False","","False","False","","","","","True","","False",,"False",,"False","False"
