"Symbol","EngineID","Direction","TrainType","Origin","Dest","Subdivision","TrackGUID","TrackComponentName","TrackName","TrackAlias","TrackRouteName","ControlPointName","TrainGUID","TrainLink","ScheduleStatus","PTCStatus","BulletinRouteCode","AuthorityDesignation","CTCAuthorityDesignation","HomeRoadCode","ActiveSubTrainSheet"
"C693","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"ca040399-6a2c-4de3-93f0-f5df0057746a","","NONE",,"SANDIE",,,"NCTC","0BB74940-52EC-466D-9228-F2D0998F5B37"
"C694","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"0635a1c7-82e7-4fda-8027-d0e10f62e612","","NONE",,"SANDIE",,,"NCTC","26E31ABF-C4FC-4C2C-9364-36EC4EB6FD05"
"C696","NCTC  2308","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","0","0",,,,,,"a1c6fb2c-d844-4993-84e0-dad9f2d70f73","","NONE",,"SANDIE",,,"NCTC","16CB3500-69E8-43F8-B02E-F30121137F6D"
"C697DHEQ","NCTC  5004","WEST","COMMUTER","","","0","0",,,,,,"F4DF1D73-E4DC-4C8F-9BD5-FBDAE99D65F4","","",,,,,"NCTC","90CF7483-672F-46F2-BC7E-B1332687219A"
"C698","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"54e13895-4694-4c1d-b8c4-b48598a652a8","","NONE",,"SANDIE",,,"NCTC","68247F5A-808A-4896-8AF4-0CBB81986A97"
"C699","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","0","0",,,,,,"3e141b5e-5c8d-4332-889d-1cab75dbe7a7","","NONE",,"SANDIE",,,"NCTC","7AE052EB-E84A-4322-A305-8D2A3C3A08D4"
"C699DH","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"6da45732-5cae-4065-aa9d-e50e6716d43c","","NONE",,"SANDIE",,,"NCTC","18C4372A-0EF9-4CB1-AEE4-3AC0A42ED3BE"
"DESK","DESK","WEST","UNKNOWN","","","1","200578","SHELF 2","MAIN","MAIN","NONE","AVO","463A7B9F-FEA0-4EB5-9BED-4D5E175130BA","","",,,,,"NCTC","52844D78-9452-4D2C-842A-58FC424FBE4A"
"DHEQ699","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"1e1f6078-ed91-4933-a0ca-4a72bb5dfe67","","NONE",,"SANDIE",,,"NCTC","08D481DE-3B7E-40EE-9C7D-800159830D0F"
"E02","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","3CD0918B-46BF-4C2B-B986-8ECA6F777A88","","",,,,,"NCTS","4C6E19B9-60BF-4CA8-A623-75F2C75B1D98"
"E04","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","62CBC344-2B67-49CF-AAF4-CEB6AE556606","","",,,,,"NCTS","8832CC85-08D5-45CB-B6B0-B343A9B33F66"
"E06","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","3289A2BA-6A3B-4E19-AA71-9A3956B6D00B","","",,,,,"NCTS","B68D3B4A-649F-4104-9FE0-20BED284402F"
"E08","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","8B5FB60F-3387-4A78-9EAB-B5CA9D309865","","",,,,,"NCTS","DA11061B-32DD-4E16-A42B-99CCD76A80B2"
"E10","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","BFF0ECD8-6A3A-40A1-91DA-E0CBA266D3A2","","",,,,,"NCTS","34ECC5FA-8CB9-4AE8-B52D-67B5195CF60D"
"E12","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","E0E1B619-FEB7-480D-934C-464EEC9A923D","","",,,,,"NCTS","C43EB68F-1F06-4932-A224-BF27A8C9138A"
"E14","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","D8F83BFE-ED8E-4E65-812F-516B81153BF1","","",,,,,"NCTS","4DD8E364-5E91-49AD-BD54-348F65788CDD"
"E16","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","4CC9B85B-1C49-4CCC-BCF0-7AB20CA52C70","","",,,,,"NCTS","73C989EE-99D0-4178-92EC-D84DBEAE3A67"
"E18","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","0B4610CE-84F0-48E1-AA1A-E96ED7879588","","",,,,,"NCTS","1BAF5754-3101-425F-AEC9-BE8CF33B1AE0"
"E20","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","70DFDA06-904A-4938-AFB9-B790FDD61B49","","",,,,,"NCTS","884DFF16-FEE1-4AC4-B49C-46B746B345A9"
"E22","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","94B2DEF4-344E-450B-8B5B-D98AD0A69540","","",,,,,"NCTS","FD647C1F-762C-4C90-A318-FB1E3C820BBE"
"E24","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","645E4027-6EC0-43EA-9A51-2FCFABDFAC6D","","",,,,,"NCTS","C37846A6-1EE5-40CA-B006-85FE450BDCCB"
"E26","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","BFD95E98-D151-4EDE-BF41-8538D0C166DA","","",,,,,"NCTS","0C17A54D-CA2A-4C58-9D78-B0180EB24C4E"
"E28","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","E49BF827-7A46-40C3-88A5-D3CD7F8310BB","","",,,,,"NCTS","1B60EFA5-9609-474E-80BF-8491D1CD7915"
"E30","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","82E9AB6D-B23C-4041-8477-64A642D95D9F","","",,,,,"NCTS","2B86FDC6-823F-4E8D-8CBD-ABDFCF157DF0"
"E32","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","8B8892F4-51CC-4FF9-A151-35940E951D6B","","",,,,,"NCTS","FD0CB0ED-E018-49D9-AF24-469B33072F1F"
"E34","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","13EAA0DE-B3ED-4CAD-ABF8-6719E1EF8D82","","",,,,,"NCTS","098998B9-004B-4A51-A2AA-DA3D93CB87C6"
"E36","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","8F95892A-E842-4B06-BD94-9E28DCCE5590","","",,,,,"NCTS","863FDC1A-F4FE-4EA4-A7B1-9422A7BA7E9A"
"E38","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","5B79B1A3-E918-4342-B608-082708BAE498","","",,,,,"NCTS","A9928ABB-2089-40AE-97E9-1C5339D6ED6C"
"E40","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","3DDD2436-C07A-4ECA-9CF5-AE92D88FFAC7","","",,,,,"NCTS","46B7936E-2BA2-4FC4-849B-D169AA98AF27"
"E42","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","0CFA6A44-9849-461A-A694-97359DBD5445","","",,,,,"NCTS","A04A2F24-527D-468D-AD4C-097CD1F92C32"
"E44","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","E0F437CA-28D6-4F42-9E05-C543CA9EA839","","",,,,,"NCTS","9ECBBA29-3B89-420C-9107-5C3A25B3B1F8"
"E46","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","1E6CFDC9-91F6-4C9A-B4D6-CD01BF2C5AC9","","",,,,,"NCTS","64B37392-9FA0-4B01-9E57-032728D3EBE5"
"E48","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","33BA1FF7-1445-499D-B75E-050E02771C8D","","",,,,,"NCTS","D094888D-1F63-4EE5-890E-0B0AEE2A44D2"
"E50","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","3F5874FC-F4B7-4847-993B-4739DD30DDAE","","",,,,,"NCTS","8072CCEA-6B95-46B3-A273-43EDE7E10B03"
"E52","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","EE6D846E-BCF7-471A-87E4-B5862564CB5B","","",,,,,"NCTS","BB85668C-DA24-489F-A54A-0098973ACBFA"
"E54","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","1DF812D1-C949-4732-86F7-90D3011F458C","","",,,,,"NCTS","A53B041D-F81C-4AC6-9FEB-2AFDB450FFFA"
"E56","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","AAE24138-FEB4-4FEE-B79A-3955180FA8BC","","",,,,,"NCTS","E047B97A-0EB2-4FE4-97E1-B09CBAA72341"
"E58","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","588A9CBB-BBC9-466C-8789-ED5ED764B675","","",,,,,"NCTS","BC3A68F3-C414-4C37-984A-1717A59207B2"
"E60","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","60E9CAAA-CC1F-41DB-BBBB-61FBADE76E35","","",,,,,"NCTS","7C23A145-E48C-4154-9283-18B37A8EF656"
"E60DK","","WEST","HYBRID","","","0","0",,,,,,"0823F676-8930-47C4-A7FB-90B204EBC151","","",,,,,"NCTS","64D40BC2-4CB3-42FD-B424-3BE54C513583"
"E62","","EAST","HYBRID","","","0","200859","SHELF 2","MAIN","MAIN","ROUTE NAME","OCEAN","79D800FE-7D77-4E8E-B957-674A1BEE7AA7","","",,,,,"NCTS","F42541C5-D94A-4466-8DF0-AC7F7317F8E0"
"E62DH","","WEST","HYBRID","","","1","200861","SHELF 2","MAIN","MAIN","NONE","AVO","95A2B502-561B-487B-9487-338CBD79E532","","",,,,,"NCTS","EED68D04-ACD5-453B-ADCC-2D8DC9E42365"
"HE900","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"56333cc4-e469-47d2-9a66-e593b48c5da5","","NONE",,"SANDIE",,,"NCTC","1FDF3813-4B73-437C-9821-59A40EAAF6A1"
"HE900DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"8e31a9fc-143d-4d92-a74e-dc009904ddd0","","NONE",,"SANDIE",,,"NCTC","2B34CDF1-56E2-4475-A7B1-1084CF268B28"
"HE901","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"d0de1c7e-4b25-45b7-a0d1-1b2e9c8424d7","","NONE",,"SANDIE",,,"NCTC","1C72D1E9-C2C0-4F55-9328-DD102FE44BA4"
"HE902","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"e5dfb342-511b-44ee-af3f-9013b92511bb","","NONE",,"SANDIE",,,"NCTC","B577AA13-17A8-4288-9B78-CE5BE7F40F99"
"HE903","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"12405056-3d9c-4ae9-bf8a-83eace2be887","","NONE",,"SANDIE",,,"NCTC","C0F15CDA-2FEC-4E0C-A018-5E03210CD01E"
"HE904","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"922484b7-9b32-4272-b59c-d7aedadc0a59","","NONE",,"SANDIE",,,"NCTC","7A36A7B8-E2CA-4139-9656-B76F7473C98B"
"HE905","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"becc800d-b2ef-43ab-b355-deb80900ae7c","","NONE",,"SANDIE",,,"NCTC","C3063BBC-25A1-48FD-8295-FE13AD35546F"
"HE905DH","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"fa5547ab-db75-4f58-8f70-9783a5e3f0a9","","NONE",,"SANDIE",,,"NCTC","8DC18C12-AA5D-4AC1-B56B-A281C3A63BBA"
"HE906","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"b19cd35f-9d85-4f8f-b776-6b37859d1265","","NONE",,"SANDIE",,,"NCTC","91CC75EF-32C0-487A-9270-8EE72FD5CD6F"
"HE907","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"b8a70a1d-9c26-410b-9ddc-03ad3a9ec621","","NONE",,"SANDIE",,,"NCTC","C892AFC8-486C-4D67-B747-359EA79D6716"
"HE907DH","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"073bf7c1-383b-4c38-88f6-6a3d35170bfd","","NONE",,"SANDIE",,,"NCTC","8669620A-21C1-4E99-AD8F-9573AAB94B8E"
"HOLIDAY1","","EAST
","COMMUTER","OCEANSIDE","SAN DIEGO
","NONE","0",,,,,,"22eb1188-e36a-4035-9948-f3f3194a2618","","NONE",,"SANDIE",,,"NCTC","05FBB8DF-D0EC-4D26-999F-11F0D1F69AA5"
"HOLIDAY1DH","","EAST
","COMMUTER","OCEANSIDE","SAN DIEGO
","NONE","0",,,,,,"14be2075-fad7-44c6-938a-adf6becb4053","","NONE",,"SANDIE",,,"NCTC","F00C0BC4-9E09-41C2-B6A9-D0DF523A60CB"
"HOLIDAY2","","WEST
","COMMUTER","SAN DIEGO","OCEANSIDE
","NONE","0",,,,,,"6b505ace-49cd-47f6-8886-7ca755f170a3","","NONE",,"SANDIE",,,"NCTC","5323AEEF-B6DA-4D5A-B59B-7951F8E2EBF6"
"HOLIDAY3","","EAST
","COMMUTER","OCEANSIDE","SAN DIEGO
","NONE","0",,,,,,"02b0422f-2302-4dfc-802d-62f13869c15c","","NONE",,"SANDIE",,,"NCTC","F764686F-06C5-4F8A-8B95-7D520D87F1DD"
"HOLIDAY3DH","","EAST
","COMMUTER","OCEANSIDE","SAN DIEGO
","NONE","0",,,,,,"a79ad510-dfd3-422e-a755-e2664d9a8346","","NONE",,"SANDIE",,,"NCTC","B2B178B8-E99F-4B70-857A-E3B6CF7372EB"
"M1660","","EAST","COMMUTER","SMF","OTC","NONE","0",,,,,,"febb825f-1a4a-419d-b0bc-242fee204f34","","NONE",,"METROLINK",,,"SCAX","F1AC1443-2455-47F1-9465-7AF336E9D72F"
"M1661","","WEST","COMMUTER","OTC","SONGS","NONE","0",,,,,,"57705e34-96ea-4345-ad2e-d35ce0f21697","","NONE",,"METROLINK",,,"SCAX","B0AC9E42-82A9-4B09-BC35-EAC8F82E3ED2"
"M1661NQ","","EAST","COMMUTER","SMF","OTC","NONE","0",,,,,,"b63943f9-c129-4b9d-b690-9049122e6ac8","","NONE",,"METROLINK",,,"SCAX","BB949783-BAFE-4FD0-9F5D-0EEA245BF016"
"M1662","","EAST","COMMUTER","SONGS","OTC","NONE","0",,,,,,"58915621-b72d-47e3-8703-d193b245d685","","NONE",,"METROLINK",,,"SCAX","13D78D7C-631B-41E8-869A-61C1535B1876"
"M1663","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"ff2db618-6325-4ae6-9bed-5accd8deb2b6","","NONE",,"METROLINK",,,"SCAX","5C7E9535-5E3F-4F4C-A4F3-DC96A42678E9"
"M1664","","EAST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"19057052-1e2d-4456-bc3d-c00954cf8eb8","","NONE",,"METROLINK",,,"SCAX","5BADC88B-DE96-4437-A26C-F917ECFACE2A"
"M1665","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"7ddbca17-8dcf-4db2-9264-12929117ccef","","NONE",,"METROLINK",,,"SCAX","57BFF337-B716-4D6C-B8E5-A211D34FFE41"
"M1667","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"29dc71f5-b0f7-4e06-94e4-96cecab319c2","","NONE",,"METROLINK",,,"SCAX","854F83D6-8C68-4D1B-8089-CECE45E66E80"
"M1668","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"6eb71c52-0f67-4f3c-b292-ee75f0377f2f","","NONE",,"METROLINK",,,"SCAX","1CF3952C-CF47-4E36-A192-4980EFCE9E8A"
"M1668NQ","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"0f057150-5135-4379-bba0-7ffdcbedf458","","NONE",,"METROLINK",,,"SCAX","260CFC3A-4E23-486F-AB57-2EDFEB49A0E9"
"M1857","","EAST","COMMUTER","SONGS","OTC","NONE","0",,,,,,"3796390e-f4a5-4889-a564-1c4a4a3df581","","NONE",,"METROLINK",,,"SCAX","0E1CF63E-2B30-4393-AFED-9EE0BE8F3B0F"
"M1857NQ","","WEST","COMMUTER","OTC","SMF","NONE","0",,,,,,"ee89fe9f-8a32-4528-a4e1-66426569b748","","NONE",,"METROLINK",,,"SCAX","6E10912C-E23B-4994-9363-D073B08DB83E"
"M1858","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"45689975-0c2a-4145-ba41-4f9994da6e21","","NONE",,"METROLINK",,,"SCAX","902B8FCA-CA92-4CFB-B590-82939C09D6AE"
"M1858NQ","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"89ae9571-d3bb-4ade-b43e-2beb4b9330fd","","NONE",,"METROLINK",,,"SCAX","0F659C22-4A7F-40E0-B9F8-933C659CAE11"
"M1859","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"d916da94-4bef-4b7b-a3c0-530d357ca3bb","","NONE",,"METROLINK",,,"SCAX","B774BA4B-036B-46B8-BC16-B56F19B88695"
"M1859NQ","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"40207dfb-eba3-4af3-a0dd-bb2d9c48d778","","NONE",,"METROLINK",,,"SCAX","EE2B278D-63A0-4718-9DD6-8F3D0B001281"
"M1860","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"146e1be9-308b-4d9d-b459-04f4b67272a8","","NONE",,"METROLINK",,,"SCAX","ECC99208-3451-4247-B31B-C249C5C190BE"
"M1860NQ","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"c633bcef-89e9-4c0e-830f-7a7c77c2063f","","NONE",,"METROLINK",,,"SCAX","90672BF0-3FAD-431C-BD83-925E62871CD3"
"M500","SCAX   617","WEST","COMMUTER","OCEANSIDE","SMF","2","100449","SHELF","MT1","MT1","ROUTE NAME","SONGS","61f6d998-c1ee-4365-8a98-27ba9d641944","","NONE",,"METROLINK",,,"SCRRA","62989026-1051-41BD-AC54-4259394D832E"
"M501","","EAST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"e46a96bd-e537-4ac4-9d47-f72913561e66","","NONE",,"METROLINK",,,"SCAX","2F0FF4BD-FD2A-401A-A5F2-C78506A8F99E"
"M501NQ","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"5e5401b6-bae7-44e5-9b14-5316281ecf5e","","NONE",,"METROLINK",,,"SCAX","5FD18FE5-18BA-46B4-A930-8183FC7C2AEF"
"M502Q","SCAX   938","EAST","COMMUTER","","","0","0",,,,,,"5C7D35D1-446F-42C9-8BB5-DDE2D099AF71","","",,,,,"SCRRA","462D252E-E439-4F47-97EE-D9F47E68A9EB"
"M503","","EAST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"a6e6bfd4-3c4e-405f-9cb8-d9068dcdbd1c","","NONE",,"METROLINK",,,"SCAX","1C040197-6D00-4EEC-A3EA-BB77A9DA6647"
"M503NQ","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"ef444d68-ca90-4dd2-a86f-0821bf8bd05d","","NONE",,"METROLINK",,,"SCAX","39F7EECF-14C5-42A2-A183-DD118CF7EBF3"
"M601","SCAX   661","WEST","COMMUTER","OCEANSIDE","SONGS","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","80b29c83-1e58-4951-b147-b17695b51373","","NONE",,"METROLINK",,,"SCRRA","B66CB520-E526-4D86-878B-979DC5F16CB5"
"M601NQ","SCAX   896","EAST","COMMUTER","SMF","OCEANSIDE","2","100923","SHELF","MT1","MT1","ROUTE NAME","MESA","fb165b19-d864-47d9-88e9-fb85e0491306","","NONE",,"METROLINK",,,"SCRRA","2F5634C4-4516-4272-8D31-02F1B1AC6C7C"
"M603","SCAX   662","WEST","COMMUTER","OCEANSIDE","SONGS","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","105aaef4-9e3a-4e23-a420-317bccee8b07","","NONE",,"METROLINK",,,"SCRRA","2F99641A-9A94-4B73-967C-2CBABEC8B95D"
"M603NQ","SCAX   901","EAST","COMMUTER","SMF","OCEANSIDE","2","100923","SHELF","MT1","MT1","ROUTE NAME","MESA","32b88251-9238-4e9a-b4a2-d1a11c08dcea","","NONE",,"METROLINK",,,"SCRRA","220E9D27-FDAB-493C-AF4A-AA8A9A42D096"
"M604","","EAST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"22fdfb97-6a0f-4244-bf94-cc4fff5eb020","","NONE",,"METROLINK",,,"SCAX","642D5DC8-78B1-4E5B-98E4-FD277F6A45E7"
"M604NQ","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"1322e0ed-3f30-47da-92b3-23851941c255","","NONE",,"METROLINK",,,"SCAX","3FF5DAA7-2BFC-493D-AE55-6E63DD9000F1"
"M605","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"1532785e-851b-4033-a476-22c976c727d6","","NONE",,"METROLINK",,,"SCAX","B46DA95D-9F0A-4FE8-8D53-5E66658FF9C9"
"M605NQ","","EAST","COMMUTER","SMF","OCEANSIDE","NONE","0",,,,,,"de4a23aa-82e2-4275-ad35-708c14d76850","","NONE",,"METROLINK",,,"SCAX","0DE4E816-36B2-443C-8380-B5EFA462CFB8"
"M606","","EAST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"f2366fab-8a3b-4edf-8c72-f00c3d1712bc","","NONE",,"METROLINK",,,"SCAX","5ED3909A-9042-4558-ACE2-DF243BFCDB33"
"M606NQ","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"2b6f1144-53d4-4e35-bbdf-90cc7d3e1e11","","NONE",,"METROLINK",,,"SCAX","A10D06E7-B3C4-41B9-8ED8-028E8207F0DF"
"M608","SCAX   896","EAST","COMMUTER","SONGS","OCEANSIDE","2","100921","SHELF","MT1","MT1","ROUTE NAME","SONGS","0ae63c4c-8366-4482-b9c9-bac18dd77bef","","NONE",,"METROLINK",,,"SCRRA","F91E62A8-ACA7-408A-955E-0EA34EA9E39C"
"M608NQ","SCAX   661","WEST","COMMUTER","OCEANSIDE","SMF","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","6be979aa-a8bf-41e3-8669-00777e01e8f9","","NONE",,"METROLINK",,,"SCRRA","04375466-642C-42DF-A7B4-355D2C51A157"
"M609","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"b462d49d-4d5b-49ee-8fa3-16fcc4e903b6","","NONE",,"METROLINK",,,"SCAX","4D65624D-DF0E-4AC7-B191-5177ED927E81"
"M609NQ","","EAST","COMMUTER","SMF","OCEANSIDE","NONE","0",,,,,,"bb691cec-6419-489f-b546-878d5b0d24bd","","NONE",,"METROLINK",,,"SCAX","971DE7B4-B33E-4C67-AFA7-46DB7D6D76A7"
"M618","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"bdcbf2cc-0550-4983-9768-f13e0fd4d21f","","NONE",,"METROLINK",,,"SCAX","B6C8723E-28FE-48C3-8E83-6E4FAEB653BB"
"M618NQ","","WEST","COMMUTER","OCEANSIDE","SMF","NONE","0",,,,,,"a36a3393-1153-4efa-a444-8ef894f4f1bf","","NONE",,"METROLINK",,,"SCAX","A2ABAF03-A748-47DE-A76F-42F94DC43F03"
"M621","SCAX   661","WEST","COMMUTER","SONGS","OTC","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","d979d013-07de-4798-a57c-e9fd8aa88701","","NONE",,"METROLINK",,,"SCRRA","197E65A2-5EDD-43BE-B189-F04927708B2B"
"M621NQ","SCAX   896","EAST","COMMUTER","OTC","SMF","2","100923","SHELF","MT1","MT1","ROUTE NAME","MESA","665fa84c-9040-489c-afca-3977a3b57e2d","","NONE",,"METROLINK",,,"SCAX","0B8A7180-5731-43CA-B363-9E501772CE85"
"M623","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"2fbf9d19-2d26-4c38-9331-6bd8a76e34fb","","NONE",,"METROLINK",,,"SCAX","88D16A02-FF7A-41DB-95C1-B9536987F934"
"M623NQ","","EAST","COMMUTER","SMF","OCEANSIDE","NONE","0",,,,,,"65c57efe-8656-4dae-b602-18a1b0e53905","","NONE",,"METROLINK",,,"SCAX","3BD3B602-5D79-45B5-B548-2D770F96DC2A"
"M624","X","EAST","COMMUTER","SMF","OCEANSIDE","2","100921","SHELF","MT1","MT1","ROUTE NAME","SONGS","82917b3b-5b83-43ae-a942-5c406c289a43","","NONE",,"METROLINK",,,"SCRRA","7F8538FA-17B0-4CF3-96A0-C62D9020720C"
"M624NQ","X","WEST","COMMUTER","OCEANSIDE","SONGS","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","bf600065-9e85-4992-9960-f6d44ad7ca99","","NONE",,"METROLINK",,,"SCRRA","70B8F34E-A3AA-412A-8400-486DCD820CEB"
"M626","X","EAST","COMMUTER","OTC","SONGS","2","100921","SHELF","MT1","MT1","ROUTE NAME","SONGS","d07a6926-4114-4543-a1bc-c4938b43d93a","","NONE",,"METROLINK",,,"SCRRA","F34DF3D8-DCBE-4F3E-ACE3-31745AF33706"
"M626NQ","X","WEST","COMMUTER","SMF","OTC","2","100153","SHELF","MAIN","MAIN","ROUTE NAME","SHELL","91feaa00-c2cf-42f1-932e-13247a167103","","NONE",,"METROLINK",,,"SCRRA","520A3617-E3B3-4944-8DC8-ABA538F86A26"
"M634","","EAST","COMMUTER","SONGS","OCEANSIDE","NONE","0",,,,,,"6eb1845e-65ab-42ab-8a86-2971280bf5be","","NONE",,"METROLINK",,,"SCAX","46150E5A-46DF-43AE-AC30-48F04C74B430"
"M634NQ","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"85f27ad9-6c9c-4504-beea-42d22d0e8d71","","NONE",,"METROLINK",,,"SCAX","B32242CE-1D09-4B01-9BC7-3DBF6C62A320"
"M641","","WEST","COMMUTER","OCEANSIDE","SONGS","NONE","0",,,,,,"70753607-fc60-481f-88f1-eabaada0bcfe","","NONE",,"METROLINK",,,"SCAX","3D4555D0-2016-4BF9-8E01-BD8765B31665"
"M641NQ","","EAST","COMMUTER","SMF","OCEANSIDE","NONE","0",,,,,,"44721a27-9f71-4a82-9b16-00255a3a7982","","NONE",,"METROLINK",,,"SCAX","8A07F7C2-FC5E-43A2-84EE-EBBCF7D6D061"
