"Symbol","EngineID","Direction","TrainType","Origin","Dest","Subdivision","TrackGUID","TrackComponentName","TrackName","TrackAlias","TrackRouteName","ControlPointName","TrainGUID","TrainLink","ScheduleStatus","PTCStatus","BulletinRouteCode","AuthorityDesignation","CTCAuthorityDesignation","HomeRoadCode","ActiveSubTrainSheet"
"C664DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"6950e934-a4b8-47c8-a207-2923e1a0ce9c","","NONE",,"SANDIE",,,"NCTC","0568522E-CAE6-4A11-ACC5-404ECC315F77"
"C665","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"ecb2a94a-c665-4728-a708-f000ff4c908b","","NONE",,"SANDIE",,,"NCTC","04A45F6B-A155-4745-B3E9-18C20E210454"
"C665DH","","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","NONE","0",,,,,,"3af13814-5c6b-4540-8124-81916bc4abb1","","NONE",,"SANDIE",,,"NCTC","638145EE-A5E7-43CC-9D6F-769E518A3ACE"
"C677DH","","WEST","COMMUTER","SAN DIEGO","SAN DIEGO","NONE","0",,,,,,"40a284e1-20bb-4250-ab95-65edbf1ee254","","NONE",,"SANDIE",,,"NCTC","EFC9E5B4-BE29-4F2D-A4A6-3D9ED7944E27"
"C679DH","NCTC  5006","WEST","COMMUTER","SAN DIEGO","OCEANSIDE","0","0",,,,,,"20f3cc01-a7ea-4195-a687-092107ef4b05","","NONE",,"SANDIE",,,"NCTC","AB05FE67-C2F8-4A0F-81E0-573E5E40AEF7"
"C680DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"c64a5c8e-f49b-44f5-9ef9-5d6463d687cf","","NONE",,"SANDIE",,,"NCTC","1803C1B8-A992-4FE2-82D1-4DC2DA0B9399"
"C682DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"516a3922-982f-4a7d-98d6-e8f3bd2ee041","","NONE",,"SANDIE",,,"NCTC","64885F7E-6B23-460D-8ED7-CC7E3E57ED43"
"C684DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"7cba715e-1c24-4915-b324-56ac92c518b8","","NONE",,"SANDIE",,,"NCTC","1A3E22AC-A3AC-435C-9915-FADD1BA7A52B"
"C690DH","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","0","0",,,,,,"a6af5290-ddcc-47b0-8c05-3c9bfd6c7108","","NONE",,"SANDIE",,,"NCTC","11CC9D1E-37A1-423B-A452-788FB1A2C4D2"
"C692","","EAST","COMMUTER","OCEANSIDE","SAN DIEGO","NONE","0",,,,,,"b5b2925f-5ba1-4315-b47c-2adeb5db1c11","","NONE",,"SANDIE",,,"NCTC","4D629ABC-8E67-4562-A585-889C0C11BC0B"
