"Id","LocomotiveId","Last2100","IcdInterfaceVersion"
"27986","BNSF  6401","2026-03-24 오전 7:11:58","BOS_ICD_3_0"
"20459","BNSF  3310","2026-03-24 오전 7:11:47","ICD_4_0"
"28256","AMTK 90229","2026-03-24 오전 7:10:44","BOS_ICD_3_0"
"20340","BNSF  6036","2026-03-24 오전 7:10:37","ICD_4_0"
"29785","BNSF  5093","2026-03-24 오전 7:10:27","ICD_4_0"
"19093","BNSF  5681","2026-03-24 오전 7:10:24","BOS_ICD_3_0"
"27943","BNSF  8162","2026-03-24 오전 7:09:58","BOS_ICD_3_0"
"23355","BNSF  8510","2026-03-24 오전 7:09:55","BOS_ICD_3_0"
"23770","BNSF  6262","2026-03-24 오전 7:09:33","BOS_ICD_3_0"
"30246","WDTX  1401","2026-03-24 오전 7:09:25","BOS_ICD_3_0"
"27117","BNSF  6934","2026-03-24 오전 7:08:48","ICD_4_0"
"23803","BNSF  2086","2026-03-24 오전 7:08:45","BOS_ICD_3_0"
"24685","BNSF  3910","2026-03-24 오전 7:08:43","ICD_4_0"
"20215","BNSF  4163","2026-03-24 오전 7:08:42","ICD_4_0"
"24518","BNSF  6938","2026-03-24 오전 7:08:28","ICD_4_0"
"28402","BNSF  2580","2026-03-24 오전 7:08:07","ICD_4_0"
"15399","AMTK   355","2026-03-24 오전 7:07:54","BOS_ICD_3_0"
"25784","BNSF   136","2026-03-24 오전 7:07:49","BOS_ICD_3_0"
"26204","BNSF  7116","2026-03-24 오전 7:07:30","BOS_ICD_3_0"
"25700","BNSF  2783","2026-03-24 오전 7:07:04","BOS_ICD_3_0"
"14056","BNSF  3126","2026-03-24 오전 7:06:40","ICD_4_0"
"25214","BNSF  6701","2026-03-24 오전 7:06:18","ICD_4_0"
"21567","BNSF  7600","2026-03-24 오전 7:06:11","ICD_4_0"
"24440","BNSF   252","2026-03-24 오전 7:06:08","BOS_ICD_3_0"
"21915","AMTK   145","2026-03-24 오전 7:05:53","BOS_ICD_3_0"
"26221","BNSF  7949","2026-03-24 오전 7:05:41","ICD_4_0"
"27451","SCAX   925","2026-03-24 오전 7:05:21","BOS_ICD_3_0"
"26318","BNSF  5687","2026-03-24 오전 7:05:14","ICD_4_0"
"23611","BNSF  8091","2026-03-24 오전 7:05:11","BOS_ICD_3_0"
"24705","BNSF   507","2026-03-24 오전 7:05:07","ICD_4_0"
"28863","SCAX   648","2026-03-24 오전 7:04:51","BOS_ICD_3_0"
"28619","BNSF  6893","2026-03-24 오전 7:04:48","BOS_ICD_3_0"
"28712","BNSF  4619","2026-03-24 오전 7:04:48","BOS_ICD_3_0"
"30254","BNSF  4114","2026-03-24 오전 7:04:37","ICD_4_0"
"29112","BNSF  1682","2026-03-24 오전 7:04:17","BOS_ICD_3_0"
"29752","BNSF  8166","2026-03-24 오전 7:04:07","BOS_ICD_3_0"
"4190","SCAX   923","2026-03-24 오전 7:04:07","BOS_ICD_3_0"
"28950","BNSF  5985","2026-03-24 오전 7:04:06","BOS_ICD_3_0"
"8698","SCAX   638","2026-03-24 오전 7:04:03","BOS_ICD_3_0"
"25883","BNSF  7915","2026-03-24 오전 7:03:41","ICD_4_0"
"12603","AMTK   150","2026-03-24 오전 7:03:32","BOS_ICD_3_0"
"23288","BNSF  5758","2026-03-24 오전 7:03:31","BOS_ICD_3_0"
"23371","BNSF  8157","2026-03-24 오전 7:03:20","BOS_ICD_3_0"
"19611","BNSF  8373","2026-03-24 오전 7:02:55","BOS_ICD_3_0"
"23725","BNSF  6729","2026-03-24 오전 7:02:36","ICD_4_0"
"22280","SCAX   906","2026-03-24 오전 7:02:33","BOS_ICD_3_0"
"28602","BNSF  7280","2026-03-24 오전 7:02:27","BOS_ICD_3_0"
"29829","SCAX   895","2026-03-24 오전 7:02:15","BOS_ICD_3_0"
"26271","BNSF  6763","2026-03-24 오전 7:02:02","BOS_ICD_3_0"
"18032","AMTK   339","2026-03-24 오전 7:01:57","BOS_ICD_3_0"
"30142","SCAX   926","2026-03-24 오전 7:01:51","BOS_ICD_3_0"
"18989","BNSF  5433","2026-03-24 오전 7:01:49","BOS_ICD_3_0"
"14457","BNSF  3924","2026-03-24 오전 7:01:43","ICD_4_0"
"29977","WDTX  1405","2026-03-24 오전 7:01:39","BOS_ICD_3_0"
"26098","BNSF  4255","2026-03-24 오전 7:01:28","ICD_4_0"
"30213","BNSF  9212","2026-03-24 오전 7:01:15","BOS_ICD_3_0"
"22369","BNSF  4628","2026-03-24 오전 7:01:07","ICD_4_0"
"24265","BNSF   770","2026-03-24 오전 7:01:07","BOS_ICD_3_0"
"24323","BNSF  3781","2026-03-24 오전 7:01:06","BOS_ICD_3_0"
"27124","BNSF  5996","2026-03-24 오전 7:01:03","ICD_4_0"
"29894","BNSF  8778","2026-03-24 오전 7:01:01","ICD_4_0"
"30216","BNSF  6679","2026-03-24 오전 6:59:52","ICD_4_0"
"3613","SCAX   889","2026-03-24 오전 6:59:36","BOS_ICD_3_0"
"18294","BNSF  3833","2026-03-24 오전 6:59:28","BOS_ICD_3_0"
"25705","BNSF  9120","2026-03-24 오전 6:59:19","BOS_ICD_3_0"
"23705","BNSF  7720","2026-03-24 오전 6:59:19","BOS_ICD_3_0"
"25081","BNSF  7395","2026-03-24 오전 6:59:13","ICD_4_0"
"20225","BNSF  7484","2026-03-24 오전 6:59:13","BOS_ICD_3_0"
"26326","BNSF  7876","2026-03-24 오전 6:59:10","ICD_4_0"
"22546","BNSF  4466","2026-03-24 오전 6:58:47","BOS_ICD_3_0"
"18072","BNSF  5881","2026-03-24 오전 6:58:42","ICD_4_0"
"28521","BNSF  9265","2026-03-24 오전 6:58:41","BOS_ICD_3_0"
"29343","BNSF  7481","2026-03-24 오전 6:58:35","BOS_ICD_3_0"
"25513","BNSF  3331","2026-03-24 오전 6:57:57","BOS_ICD_3_0"
"27171","BNSF  8141","2026-03-24 오전 6:57:48","BOS_ICD_3_0"
"26163","BNSF  6246","2026-03-24 오전 6:57:37","BOS_ICD_3_0"
"26194","BNSF  3172","2026-03-24 오전 6:57:33","BOS_ICD_3_0"
"22337","BNSF  2731","2026-03-24 오전 6:57:13","BOS_ICD_3_0"
"26349","BNSF  2648","2026-03-24 오전 6:57:02","ICD_4_0"
"22135","BNSF  5792","2026-03-24 오전 6:56:52","ICD_4_0"
"20723","AMTK 90224","2026-03-24 오전 6:56:49","BOS_ICD_3_0"
"22542","CDTX  2112","2026-03-24 오전 6:56:42","BOS_ICD_3_0"
"27429","BNSF   685","2026-03-24 오전 6:56:36","ICD_4_0"
"28656","BNSF  3809","2026-03-24 오전 6:56:29","ICD_4_0"
"23894","BNSF  9221","2026-03-24 오전 6:56:27","BOS_ICD_3_0"
"23571","BNSF  8177","2026-03-24 오전 6:56:27","BOS_ICD_3_0"
"26914","BNSF  6173","2026-03-24 오전 6:56:24","BOS_ICD_3_0"
"23444","BNSF  7992","2026-03-24 오전 6:56:14","ICD_4_0"
"11945","BNSF  1549","2026-03-24 오전 6:55:59","BOS_ICD_3_0"
"27144","BNSF  7974","2026-03-24 오전 6:55:23","BOS_ICD_3_0"
"24752","BNSF  7278","2026-03-24 오전 6:55:16","BOS_ICD_3_0"
"12411","AMTK  6907","2026-03-24 오전 6:55:13","BOS_ICD_3_0"
"23116","BNSF  8170","2026-03-24 오전 6:55:08","BOS_ICD_3_0"
"29297","BNSF  6762","2026-03-24 오전 6:54:47","ICD_4_0"
"27127","BNSF  9086","2026-03-24 오전 6:54:45","ICD_4_0"
"28310","BNSF  7404","2026-03-24 오전 6:54:45","BOS_ICD_3_0"
"12563","AMTK   152","2026-03-24 오전 6:54:09","BOS_ICD_3_0"
"23792","BNSF  7539","2026-03-24 오전 6:54:00","ICD_4_0"
"26388","BNSF  6272","2026-03-24 오전 6:53:59","ICD_4_0"
"26954","BNSF  2843","2026-03-24 오전 6:53:44","BOS_ICD_3_0"
"25879","BNSF  7736","2026-03-24 오전 6:53:37","BOS_ICD_3_0"
"24338","BNSF  6343","2026-03-24 오전 6:53:26","ICD_4_0"
"28219","BNSF  9291","2026-03-24 오전 6:53:21","BOS_ICD_3_0"
"28120","BNSF  8033","2026-03-24 오전 6:53:08","BOS_ICD_3_0"
"27283","BNSF   260","2026-03-24 오전 6:53:00","BOS_ICD_3_0"
"19340","METX  8579","2026-03-24 오전 6:52:54","BOS_ICD_3_0"
"25256","BNSF  8194","2026-03-24 오전 6:52:50","BOS_ICD_3_0"
"25130","METX   208","2026-03-24 오전 6:52:48","BOS_ICD_3_0"
"25026","BNSF  8765","2026-03-24 오전 6:52:44","BOS_ICD_3_0"
"15497","AMTK   346","2026-03-24 오전 6:52:40","BOS_ICD_3_0"
"23341","BNSF  7324","2026-03-24 오전 6:52:22","BOS_ICD_3_0"
"25985","BNSF  7948","2026-03-24 오전 6:52:16","BOS_ICD_3_0"
"12479","AMTK    10","2026-03-24 오전 6:52:11","BOS_ICD_3_0"
"22349","BNSF  7433","2026-03-24 오전 6:51:48","BOS_ICD_3_0"
"28693","BNSF  8223","2026-03-24 오전 6:51:36","BOS_ICD_3_0"
"24271","BNSF  8457","2026-03-24 오전 6:51:31","BOS_ICD_3_0"
"25886","BNSF  4233","2026-03-24 오전 6:51:20","ICD_4_0"
"24995","BNSF  8061","2026-03-24 오전 6:51:13","ICD_4_0"
"25159","BNSF  6907","2026-03-24 오전 6:51:01","BOS_ICD_3_0"
"24996","BNSF  3278","2026-03-24 오전 6:50:57","BOS_ICD_3_0"
"27341","BNSF  5506","2026-03-24 오전 6:50:41","ICD_4_0"
"12445","CDTX  8308","2026-03-24 오전 6:50:32","BOS_ICD_3_0"
"28049","CDTX  8303","2026-03-24 오전 6:50:13","BOS_ICD_3_0"
"25252","BNSF  6783","2026-03-24 오전 6:49:57","BOS_ICD_3_0"
"13318","BNSF  6418","2026-03-24 오전 6:49:05","ICD_4_0"
"26751","BNSF  7118","2026-03-24 오전 6:49:05","BOS_ICD_3_0"
"12351","AMTK   192","2026-03-24 오전 6:48:41","BOS_ICD_3_0"
"29713","BNSF  8560","2026-03-24 오전 6:48:41","ICD_4_0"
"27586","BNSF  9222","2026-03-24 오전 6:48:24","BOS_ICD_3_0"
"18772","BNSF  5051","2026-03-24 오전 6:48:04","ICD_4_0"
"23329","BNSF  8217","2026-03-24 오전 6:47:57","BOS_ICD_3_0"
"23216","BNSF  8501","2026-03-24 오전 6:47:54","ICD_4_0"
"29536","BNSF  5292","2026-03-24 오전 6:47:47","ICD_4_0"
"26569","BNSF  5685","2026-03-24 오전 6:47:46","BOS_ICD_3_0"
"29280","BNSF  6785","2026-03-24 오전 6:47:35","ICD_4_0"
"23671","BNSF  9288","2026-03-24 오전 6:47:35","BOS_ICD_3_0"
"29279","BNSF  3806","2026-03-24 오전 6:47:20","BOS_ICD_3_0"
"29143","BNSF  2842","2026-03-24 오전 6:47:00","BOS_ICD_3_0"
"23723","BNSF  7819","2026-03-24 오전 6:46:42","ICD_4_0"
"26823","BNSF  6150","2026-03-24 오전 6:46:34","ICD_4_0"
"30217","AMTK   317","2026-03-24 오전 6:46:24","BOS_ICD_3_0"
"23136","BNSF   542","2026-03-24 오전 6:46:10","BOS_ICD_3_0"
"24999","BNSF  2681","2026-03-24 오전 6:46:09","BOS_ICD_3_0"
"25623","BNSF  7629","2026-03-24 오전 6:46:09","ICD_4_0"
"14747","BNSF  5724","2026-03-24 오전 6:45:41","ICD_4_0"
"19824","BNSF  6772","2026-03-24 오전 6:45:27","BOS_ICD_3_0"
"24444","BNSF  8002","2026-03-24 오전 6:45:03","ICD_4_0"
"25774","BNSF  6152","2026-03-24 오전 6:44:42","BOS_ICD_3_0"
"24097","BNSF  6578","2026-03-24 오전 6:44:14","BOS_ICD_3_0"
"30086","AMTK   301","2026-03-24 오전 6:44:06","BOS_ICD_3_0"
"12937","BNSF  7897","2026-03-24 오전 6:43:47","BOS_ICD_3_0"
"25544","BNSF  9275","2026-03-24 오전 6:43:39","BOS_ICD_3_0"
"25469","BNSF  7306","2026-03-24 오전 6:42:59","BOS_ICD_3_0"
"23656","BNSF  5704","2026-03-24 오전 6:42:58","ICD_4_0"
"23231","BNSF  2183","2026-03-24 오전 6:42:57","BOS_ICD_3_0"
"26605","BNSF  8360","2026-03-24 오전 6:42:54","BOS_ICD_3_0"
"24779","BNSF  6313","2026-03-24 오전 6:42:53","BOS_ICD_3_0"
"28157","BNSF  9243","2026-03-24 오전 6:42:48","BOS_ICD_3_0"
"20628","BNSF  6747","2026-03-24 오전 6:42:44","ICD_4_0"
"25596","BNSF  7610","2026-03-24 오전 6:42:21","ICD_4_0"
"16341","BNSF  9210","2026-03-24 오전 6:42:17","ICD_4_0"
"24605","BNSF  5194","2026-03-24 오전 6:42:12","BOS_ICD_3_0"
"19817","BNSF  6999","2026-03-24 오전 6:42:10","ICD_4_0"
"30042","BNSF   610","2026-03-24 오전 6:42:10","BOS_ICD_3_0"
"30122","BNSF  8795","2026-03-24 오전 6:41:46","BOS_ICD_3_0"
"26259","BNSF  6853","2026-03-24 오전 6:41:41","BOS_ICD_3_0"
"27574","BNSF  7927","2026-03-24 오전 6:40:53","ICD_4_0"
"25028","BNSF  4294","2026-03-24 오전 6:40:49","ICD_4_0"
"26553","BNSF  3949","2026-03-24 오전 6:40:38","ICD_4_0"
"23877","BNSF  7601","2026-03-24 오전 6:40:37","BOS_ICD_3_0"
"24180","AMTK   188","2026-03-24 오전 6:40:07","BOS_ICD_3_0"
"25314","BNSF  9241","2026-03-24 오전 6:40:01","ICD_4_0"
"23963","BNSF  8392","2026-03-24 오전 6:39:59","BOS_ICD_3_0"
"24492","BNSF  8483","2026-03-24 오전 6:39:40","ICD_4_0"
"24640","BNSF  6201","2026-03-24 오전 6:39:16","ICD_4_0"
"30204","SCAX   675","2026-03-24 오전 6:39:05","BOS_ICD_3_0"
"12982","BNSF  7307","2026-03-24 오전 6:38:56","BOS_ICD_3_0"
"18161","BNSF  9118","2026-03-24 오전 6:38:52","BOS_ICD_3_0"
"23156","BNSF  9749","2026-03-24 오전 6:38:44","ICD_4_0"
"29692","BNSF  3696","2026-03-24 오전 6:38:42","ICD_4_0"
"25409","BNSF  5623","2026-03-24 오전 6:38:40","BOS_ICD_3_0"
"29816","BNSF  7363","2026-03-24 오전 6:38:40","ICD_4_0"
"27200","BNSF  6879","2026-03-24 오전 6:38:28","BOS_ICD_3_0"
"24317","BNSF  5198","2026-03-24 오전 6:38:26","BOS_ICD_3_0"
"27196","BNSF  1453","2026-03-24 오전 6:38:08","BOS_ICD_3_0"
"24603","BNSF  7084","2026-03-24 오전 6:37:48","BOS_ICD_3_0"
"25703","BNSF  8556","2026-03-24 오전 6:37:37","BOS_ICD_3_0"
"19944","BNSF  7870","2026-03-24 오전 6:37:26","ICD_4_0"
"26072","BNSF  7092","2026-03-24 오전 6:37:25","ICD_4_0"
"25343","BNSF  3819","2026-03-24 오전 6:37:08","BOS_ICD_3_0"
"25871","BNSF  3785","2026-03-24 오전 6:36:46","BOS_ICD_3_0"
"13622","BNSF  8499","2026-03-24 오전 6:36:34","BOS_ICD_3_0"
"29123","BNSF  8390","2026-03-24 오전 6:36:31","BOS_ICD_3_0"
"15702","BNSF  9748","2026-03-24 오전 6:36:24","BOS_ICD_3_0"
"26385","BNSF  3755","2026-03-24 오전 6:35:47","BOS_ICD_3_0"
"24587","BNSF  3676","2026-03-24 오전 6:35:46","BOS_ICD_3_0"
"24574","BNSF  7411","2026-03-24 오전 6:35:32","ICD_4_0"
"25307","BNSF  7069","2026-03-24 오전 6:35:08","BOS_ICD_3_0"
"29945","BNSF  9170","2026-03-24 오전 6:34:29","BOS_ICD_3_0"
"29490","BNSF  9151","2026-03-24 오전 6:34:17","BOS_ICD_3_0"
"27190","BNSF  3921","2026-03-24 오전 6:34:10","BOS_ICD_3_0"
"28038","AMTK   713","2026-03-24 오전 6:34:05","BOS_ICD_3_0"
"24275","BNSF  6520","2026-03-24 오전 6:34:05","BOS_ICD_3_0"
"25052","BNSF  6518","2026-03-24 오전 6:34:02","ICD_4_0"
"26871","BNSF  6663","2026-03-24 오전 6:33:53","ICD_4_0"
"30181","BNSF   107","2026-03-24 오전 6:33:51","BOS_ICD_3_0"
"29069","BNSF  9268","2026-03-24 오전 6:33:44","BOS_ICD_3_0"
"26188","BNSF  7746","2026-03-24 오전 6:33:42","ICD_4_0"
"24403","BNSF  8599","2026-03-24 오전 6:33:17","BOS_ICD_3_0"
"28543","BNSF  6202","2026-03-24 오전 6:33:06","ICD_4_0"
"25301","BNSF  3692","2026-03-24 오전 6:32:36","BOS_ICD_3_0"
"27898","BNSF  1435","2026-03-24 오전 6:32:32","ICD_4_0"
"28839","BNSF  4122","2026-03-24 오전 6:32:18","ICD_4_0"
"19383","BNSF  6875","2026-03-24 오전 6:32:17","BOS_ICD_3_0"
"25882","BNSF  3764","2026-03-24 오전 6:32:12","BOS_ICD_3_0"
"23753","BNSF  6209","2026-03-24 오전 6:32:11","BOS_ICD_3_0"
"23255","BNSF  5017","2026-03-24 오전 6:31:57","BOS_ICD_3_0"
"29523","BNSF  5382","2026-03-24 오전 6:31:46","BOS_ICD_3_0"
"25865","BNSF  7669","2026-03-24 오전 6:31:15","BOS_ICD_3_0"
"24716","BNSF  6389","2026-03-24 오전 6:30:53","BOS_ICD_3_0"
"27884","BNSF  4626","2026-03-24 오전 6:30:52","ICD_4_0"
"24570","BNSF  6382","2026-03-24 오전 6:30:51","ICD_4_0"
"23748","BNSF  7100","2026-03-24 오전 6:30:31","BOS_ICD_3_0"
"24879","BNSF  6366","2026-03-24 오전 6:30:27","ICD_4_0"
"25966","BNSF  3976","2026-03-24 오전 6:30:11","BOS_ICD_3_0"
"26020","BNSF  7188","2026-03-24 오전 6:29:58","ICD_4_0"
"26545","BNSF  7829","2026-03-24 오전 6:29:55","BOS_ICD_3_0"
"29312","BNSF  4079","2026-03-24 오전 6:29:32","BOS_ICD_3_0"
"25732","BNSF  7129","2026-03-24 오전 6:29:24","ICD_4_0"
"25268","BNSF  8993","2026-03-24 오전 6:29:13","BOS_ICD_3_0"
"26676","BNSF  3960","2026-03-24 오전 6:29:08","ICD_4_0"
"29675","BNSF  5790","2026-03-24 오전 6:29:05","ICD_4_0"
"29242","BNSF  4281","2026-03-24 오전 6:29:01","ICD_4_0"
"29317","BNSF  4087","2026-03-24 오전 6:29:01","BOS_ICD_3_0"
"23248","BNSF  7512","2026-03-24 오전 6:28:58","BOS_ICD_3_0"
"24874","BNSF  9249","2026-03-24 오전 6:28:33","BOS_ICD_3_0"
"28993","BNSF  9738","2026-03-24 오전 6:28:28","BOS_ICD_3_0"
"11778","SCAX   939","2026-03-24 오전 6:28:26","BOS_ICD_3_0"
"30073","BNSF  5386","2026-03-24 오전 6:28:23","ICD_4_0"
"23990","BNSF  7728","2026-03-24 오전 6:28:10","ICD_4_0"
"27092","BNSF  3644","2026-03-24 오전 6:27:59","ICD_4_0"
"24549","BNSF  6110","2026-03-24 오전 6:27:43","ICD_4_0"
"29525","BNSF  4213","2026-03-24 오전 6:27:37","ICD_4_0"
"19648","BNSF  9276","2026-03-24 오전 6:27:32","BOS_ICD_3_0"
"28769","BNSF  3191","2026-03-24 오전 6:27:04","ICD_4_0"
"25281","BNSF  6010","2026-03-24 오전 6:27:02","ICD_4_0"
"27958","BNSF  5828","2026-03-24 오전 6:26:45","ICD_4_0"
"29353","BNSF  7004","2026-03-24 오전 6:26:20","ICD_4_0"
"24561","BNSF  6118","2026-03-24 오전 6:25:36","ICD_4_0"
"12964","BNSF  2633","2026-03-24 오전 6:25:28","ICD_4_0"
"27461","BNSF  5762","2026-03-24 오전 6:25:11","ICD_4_0"
"24536","BNSF  6270","2026-03-24 오전 6:25:03","ICD_4_0"
"26256","BNSF  7189","2026-03-24 오전 6:24:57","BOS_ICD_3_0"
"23966","BNSF  2197","2026-03-24 오전 6:24:47","BOS_ICD_3_0"
"28177","BNSF  4194","2026-03-24 오전 6:24:45","BOS_ICD_3_0"
"18852","BNSF  4220","2026-03-24 오전 6:24:33","ICD_4_0"
"25511","BNSF  6995","2026-03-24 오전 6:24:20","ICD_4_0"
"23605","BNSF  3149","2026-03-24 오전 6:24:05","ICD_4_0"
"26927","BNSF  3269","2026-03-24 오전 6:23:31","BOS_ICD_3_0"
"15153","BNSF  3839","2026-03-24 오전 6:23:29","ICD_4_0"
"26005","BNSF  6524","2026-03-24 오전 6:23:09","BOS_ICD_3_0"
"28176","BNSF   972","2026-03-24 오전 6:22:50","BOS_ICD_3_0"
"23808","BNSF  8215","2026-03-24 오전 6:22:46","BOS_ICD_3_0"
"23812","BNSF  7827","2026-03-24 오전 6:22:31","ICD_4_0"
"29107","IDTX  4630","2026-03-24 오전 6:22:12","BOS_ICD_3_0"
"26394","BNSF  7245","2026-03-24 오전 6:21:29","ICD_4_0"
"25921","BNSF  6694","2026-03-24 오전 6:21:13","BOS_ICD_3_0"
"26507","BNSF  9025","2026-03-24 오전 6:20:27","ICD_4_0"
"23468","BNSF  3853","2026-03-24 오전 6:19:49","ICD_4_0"
"28807","AMTK 90252","2026-03-24 오전 6:19:46","BOS_ICD_3_0"
"21814","BNSF  7787","2026-03-24 오전 6:19:37","BOS_ICD_3_0"
"24984","BNSF  8058","2026-03-24 오전 6:19:28","BOS_ICD_3_0"
"21465","BNSF  8465","2026-03-24 오전 6:19:10","BOS_ICD_3_0"
"23495","BNSF  6844","2026-03-24 오전 6:18:50","ICD_4_0"
"27024","BNSF  9032","2026-03-24 오전 6:18:48","ICD_4_0"
"30289","BNSF  3790","2026-03-24 오전 6:18:34","ICD_4_0"
"28005","BNSF  8751","2026-03-24 오전 6:18:24","BOS_ICD_3_0"
"23244","BNSF  8093","2026-03-24 오전 6:18:18","BOS_ICD_3_0"
"24881","BNSF  7369","2026-03-24 오전 6:18:13","ICD_4_0"
"21077","BNSF  8140","2026-03-24 오전 6:18:01","ICD_4_0"
"29791","BNSF  5177","2026-03-24 오전 6:17:57","ICD_4_0"
"26772","BNSF  7824","2026-03-24 오전 6:17:35","BOS_ICD_3_0"
"25524","BNSF  7091","2026-03-24 오전 6:17:29","BOS_ICD_3_0"
"25669","BNSF  4238","2026-03-24 오전 6:17:28","ICD_4_0"
"27864","CDTX  6951","2026-03-24 오전 6:17:28","BOS_ICD_3_0"
"28237","AMTK   374","2026-03-24 오전 6:17:15","BOS_ICD_3_0"
"25968","BNSF  8365","2026-03-24 오전 6:17:02","BOS_ICD_3_0"
"28380","BNSF  7131","2026-03-24 오전 6:16:45","ICD_4_0"
"26934","BNSF  8006","2026-03-24 오전 6:16:39","BOS_ICD_3_0"
"24043","BNSF  9014","2026-03-24 오전 6:16:35","BOS_ICD_3_0"
"25654","BNSF  6370","2026-03-24 오전 6:16:09","BOS_ICD_3_0"
"12396","AMTK   363","2026-03-24 오전 6:16:08","BOS_ICD_3_0"
"28857","BNSF  7599","2026-03-24 오전 6:15:56","ICD_4_0"
"25443","BNSF  7830","2026-03-24 오전 6:15:43","ICD_4_0"
"28453","BNSF  6926","2026-03-24 오전 6:15:39","ICD_4_0"
"18806","BNSF  2671","2026-03-24 오전 6:15:33","ICD_4_0"
"23256","BNSF  8779","2026-03-24 오전 6:15:22","ICD_4_0"
"24123","BNSF  6061","2026-03-24 오전 6:15:09","BOS_ICD_3_0"
"18798","BNSF  2629","2026-03-24 오전 6:15:05","BOS_ICD_3_0"
"24533","BNSF  7905","2026-03-24 오전 6:14:59","BOS_ICD_3_0"
"27763","BNSF  5087","2026-03-24 오전 6:14:41","ICD_4_0"
"24567","BNSF  5546","2026-03-24 오전 6:14:11","ICD_4_0"
"26774","BNSF  6801","2026-03-24 오전 6:14:06","ICD_4_0"
"25005","BNSF  2533","2026-03-24 오전 6:13:45","BOS_ICD_3_0"
"24077","BNSF  8995","2026-03-24 오전 6:13:35","ICD_4_0"
"27402","BNSF  3292","2026-03-24 오전 6:13:32","BOS_ICD_3_0"
"28938","BNSF  8120","2026-03-24 오전 6:13:10","BOS_ICD_3_0"
"24968","BNSF  6585","2026-03-24 오전 6:12:59","BOS_ICD_3_0"
"26633","BNSF  7663","2026-03-24 오전 6:12:43","BOS_ICD_3_0"
"28740","BNSF  9178","2026-03-24 오전 6:12:39","BOS_ICD_3_0"
"25122","CDTX  2115","2026-03-24 오전 6:12:30","BOS_ICD_3_0"
"25692","BNSF  5845","2026-03-24 오전 6:12:22","BOS_ICD_3_0"
"26226","BNSF  8404","2026-03-24 오전 6:12:05","BOS_ICD_3_0"
"22666","BNSF  3999","2026-03-24 오전 6:11:55","ICD_4_0"
"29031","BNSF  6615","2026-03-24 오전 6:11:25","BOS_ICD_3_0"
"25477","BNSF  3867","2026-03-24 오전 6:11:23","BOS_ICD_3_0"
"25489","BNSF  3997","2026-03-24 오전 6:11:01","ICD_4_0"
"30121","BNSF  5882","2026-03-24 오전 6:11:00","ICD_4_0"
"30224","BNSF  4099","2026-03-24 오전 6:10:31","BOS_ICD_3_0"
"27256","BNSF  6237","2026-03-24 오전 6:10:12","ICD_4_0"
"26455","BNSF  3872","2026-03-24 오전 6:10:06","BOS_ICD_3_0"
"23090","CDTX  2010","2026-03-24 오전 6:09:36","BOS_ICD_3_0"
"22152","BNSF  7434","2026-03-24 오전 6:09:25","BOS_ICD_3_0"
"20375","BNSF  7077","2026-03-24 오전 6:09:10","BOS_ICD_3_0"
"27042","BNSF  3938","2026-03-24 오전 6:08:18","ICD_4_0"
"23675","BNSF  3268","2026-03-24 오전 6:08:02","ICD_4_0"
"29022","BNSF  4618","2026-03-24 오전 6:08:01","BOS_ICD_3_0"
"24210","BNSF  3810","2026-03-24 오전 6:07:31","BOS_ICD_3_0"
"12773","AMTK    63","2026-03-24 오전 6:06:58","BOS_ICD_3_0"
"29646","BNSF  7633","2026-03-24 오전 6:06:36","BOS_ICD_3_0"
"24454","BNSF  7942","2026-03-24 오전 6:06:17","ICD_4_0"
"29579","BNSF  5079","2026-03-24 오전 6:05:46","ICD_4_0"
"26050","BNSF  7166","2026-03-24 오전 6:05:01","ICD_4_0"
"26386","BNSF  3981","2026-03-24 오전 6:04:30","ICD_4_0"
"26806","BNSF  6984","2026-03-24 오전 6:04:21","ICD_4_0"
"30117","BNSF  6865","2026-03-24 오전 6:04:15","BOS_ICD_3_0"
"23247","BNSF  6282","2026-03-24 오전 6:03:38","BOS_ICD_3_0"
"18546","BNSF  4196","2026-03-24 오전 6:03:35","ICD_4_0"
"26429","BNSF  7020","2026-03-24 오전 6:03:35","ICD_4_0"
"20550","BNSF   114","2026-03-24 오전 6:03:09","ICD_4_0"
"23885","BNSF  8128","2026-03-24 오전 6:03:02","BOS_ICD_3_0"
"25614","BNSF  5540","2026-03-24 오전 6:03:01","BOS_ICD_3_0"
"29058","BNSF  5048","2026-03-24 오전 6:02:38","BOS_ICD_3_0"
"23293","BNSF  8266","2026-03-24 오전 6:02:35","BOS_ICD_3_0"
"18919","BNSF  5269","2026-03-24 오전 6:02:30","BOS_ICD_3_0"
"23933","BNSF  7708","2026-03-24 오전 6:02:18","ICD_4_0"
"27633","BNSF  5507","2026-03-24 오전 6:01:35","ICD_4_0"
"28186","BNSF  5031","2026-03-24 오전 6:01:29","ICD_4_0"
"23752","BNSF  3979","2026-03-24 오전 6:01:26","BOS_ICD_3_0"
"22580","BNSF  6817","2026-03-24 오전 6:01:05","ICD_4_0"
"24971","BNSF  1665","2026-03-24 오전 6:01:04","BOS_ICD_3_0"
"24826","BNSF  3675","2026-03-24 오전 6:01:00","ICD_4_0"
"26559","BNSF  6434","2026-03-24 오전 6:00:58","ICD_4_0"
"20246","BNSF  1675","2026-03-24 오전 6:00:37","BOS_ICD_3_0"
"25499","BNSF  4396","2026-03-24 오전 6:00:17","BOS_ICD_3_0"
