"WordType","CDLNNumber","CSNumber","CPNumber","BPAssignment","Mnemonic","LongName","BitType","UID","CodeLineName","CodeLineLimits","LegacyType","SessionProtocol","NormalCodeserverName","StandbyCodeserverName","PacketSwitchPName","PacketSwitchSName","StationName","ControlAddress","IndicationAddress","NumberOfControls","NumberOfIndications","WaysideATCSAddress","WaysideEMPAddress","ControlPointName","PTCSiteName","SubdivisionUID","SubdivisionName","TerritoryAssignment"
"I","5","1","100017","18","3TK","3TK","None","51675FAE-D236-4A77-958B-9610A1E1A6CD","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"I","5","1","100017","19","3RWK","3 REVERSE SWITCH INDICATION","None","D2C3C1D6-7163-4A94-8324-60B767344727","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"I","5","1","100017","20","4EAK","4EAK","None","BE61E9E2-0457-4E6E-A78F-5FDB17D5540D","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"I","5","1","100017","21","4EGK","4 SIGNAL CONTROL","None","224897DF-AD8A-4DB0-9086-97CAA1CBC707","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"I","5","1","100017","22","4WAK","4WAK","None","CBD5725F-95AF-4ABE-8D67-67484661534E","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"I","5","1","100017","23","4WGK","4 SIGNAL INDICATION","None","F6A08312-D333-4F3C-91EE-438E7F9D0F09","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP FARR","73405050600202","73405050600202","24","24",,,"FARR","CP Farr","2","SAN DIEGO","100"
"C","5","1","100018","1","NWS","NORMAL SWITCH CONTROL","None","91EA6295-48A0-465F-A908-AEE533F24DF5","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","2","RWS","REVERSE SWITCH CONTROL","None","34BF7C73-F1C2-4C33-B136-D6AE0FEA8089","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","3","WHSR","WESTBOUND SIGNAL CONTROL","None","CE63707B-CEFC-4EE3-8C26-59F8A237B832","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","4","EHSR","EASTBOUND SIGNAL CONTROL","None","2B0D7789-25E8-4FFE-8CC1-BA4DF1F6367D","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","5","SIGSTOP","SGHS","None","E12111F0-C3C4-41F8-BCCB-A41FB76C45C1","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","6","TIMERST","TIMERST","None","90B072FF-9FF1-43CC-B4E8-338A2C77EFC6","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","7","BLANK","BLANK CONTROL","None","A9EA315E-B651-4AEF-A7C8-AD18D734D62F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100018","8","BLANK","BLANK CONTROL","NONE","16FA58EC-E12F-4C84-AAB9-80A436D0C720","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","1","NWKR","NORMAL SWITCH INDICATION","None","3B641B0F-9CF8-469C-90A9-180DBF7E0996","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","2","TKR","OS TRACK INDICATION","None","FB8252EF-6820-4994-9BFD-B78C8A8C3E23","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","3","RWKR","REVERSE SWITCH INDICATION","None","1BA51E23-C596-408E-9DBE-452BF1AAB73C","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","4","EAATKR","EAATKR","None","BEE1E834-7A14-46CF-8957-9CDDD3AC0BA6","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","5","WHKR","WESTBOUND SIGNAL INDICATION","None","24A81FD6-9616-421E-B39F-EBF3DBBDA1B5","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","6","WATKR","WATKR","None","41CB2DF9-22B6-4F42-9667-537251632E53","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","7","EHKR","EASTBOUND SIGNAL INDICATION","None","3FED99DC-EC7B-41C9-B5B7-F16FC4A75008","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","8","BLANK","BLANK","None","9B63517D-9611-4E5A-A1F3-EA2DA7E09719","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","9","POK","POWER OFF INDICATION","None","6F702DE8-D614-4FE0-A444-BD6422679462","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","10","EBAK","EBAK","None","C2492B86-F37A-463A-9DC4-756BDCB12E16","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","11","BLANK","BLANK INDICATION","None","9E2A37F6-4F11-4FFE-8704-40F167F83F1A","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","12","NWRQR","NWRQR","None","AB99E444-67F3-42B4-8EB5-77887597F515","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","13","RWRQR","RWRQR","None","40925A31-E743-4A22-91BD-AD34F8215F2D","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","14","WGRQR","WGRQR","None","BCF47AE7-3CFC-40E6-8239-CD255F38F0EC","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","15","EAGRQR","EAGRQR","None","96AEA4F0-B91E-48D4-BFCD-496010F882F4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"I","5","1","100018","16","EBGRQR","EBGRQR","None","6EF45E3F-6E64-489E-897A-FF6D7F32F6D5","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP PONTO","73405050610202","73405050610202","8","16",,,"PONTO","CP Ponto","2","SAN DIEGO","100"
"C","5","1","100019","1","NWS","NORMAL SWITCH CONTROL","None","BB06A07D-E213-455E-BEF2-E2200CD6B702","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","2","BLANK","BLANK CONTROL","None","B3C38941-FFFB-4FA7-9E95-097A90AF50AF","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","3","RWS","REVERSE SWITCH CONTROL","None","56053E23-DE49-4F9D-99AE-9B73CDB3C73C","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","4","BLANK","BLANK CONTROL","None","4EC24B23-BEB2-45C2-BD40-1ED6603CA0D1","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","5","EGHS","EASTBOUND SIGNAL CONTROL","None","DCCBE681-5BBE-42C4-881D-1DB20F710BAD","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","6","BLANK","BLANK CONTROL","None","B29B7AE5-986B-499D-80D4-21F7C2253CDC","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","7","WGHS","WESTBOUND SIGNAL CONTROL","None","9D313A08-8AF2-45C7-BDA8-9BE350A8CDC6","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100019","8","BLANK","BLANK CONTROL","NONE","C0EF7A8E-159C-4B07-8527-B6C4EFF520D4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","1","NWK","NORMAL SWITCH INDICATION","None","1781AD89-3A2B-4D49-9054-C0735D104525","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","2","TK","OS TRACK INDICATION","None","1CF1706F-6622-4B11-AB7B-D7B7586A4027","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","3","RWK","REVERSE SWITCH INDICATION","None","624F774C-6317-4D44-A1F6-0B13735271DB","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","4","EAK","EAK","None","BE80CB56-BB6D-47CB-9FCE-CD08F256AF6F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","5","EGK","EASTBOUND SIGNAL INDICATION","None","7B01AF7C-8FF0-41F4-9996-F190B195A8B4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","6","WAAK","WAAK","None","BEDEC74E-5671-4364-BDDE-69AC5360638E","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","7","WGK","WESTBOUND SIGNAL INDICATION","None","E8B0D2F4-FD0C-467B-8CCF-3C958B751E75","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","8","POK","POWER OFF INDICATION","None","8AD78E22-7D6C-4910-A2D6-B9C7D2232A3B","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","9","LCK","LOCAL CONTROL","None","01B4E585-E348-40E7-A2F6-701AA54873B5","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","10","TEK","SIGNAL INTIME INDICATION","None","35B831A8-01B4-4EFF-9284-87378CCAD3F8","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","11","DOK","ILLEGAL ENTRY INDICATION","None","85FABDD3-EEE6-42C6-AB93-5E266D90E5B9","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","12","BLANK","BLANK INDICATION","None","E8FB6856-4DA9-4E44-BD79-A38CA42C891D","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","13","LOK","LIGHT OUT INDICATION","None","7959B9DF-6393-4D80-A4E5-ABF175167D5B","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","14","WBAK","WBAK","None","3166578D-865E-4F11-88FC-1C9F6D9D232F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","15","BLANK","BLANK INDICATION","NONE","8883DFBA-508F-447C-BC7B-A848C3B8F08F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"I","5","1","100019","16","BLANK","BLANK INDICATION","NONE","4A95B390-EBF5-4C64-A52E-5ED52C5108DC","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP SWAMI","73405050620202","73405050620202","8","16",,,"SWAMI","CP Swami","2","SAN DIEGO","100"
"C","5","1","100020","1","1NWS","1 NORMAL SWITCH CONTROL","None","E075DBF1-7169-49B2-AF33-450CC79B7611","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","2","BLANK","BLANK CONTROL","None","DA1582F6-2E72-4A81-9BFD-A70E3332DFDB","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","3","1RWS","1 REVERSE SWITCH CONTROL","None","6B9E181C-0A6F-4B92-BA92-6F28B2592A61","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","4","BLANK","BLANK CONTROL","None","9C365946-24F6-4C38-A9D5-7CE10D5412DD","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","5","2EGHS","2 EASTBOUND SIGNAL CONTROL","None","2BDF8B89-AFDD-4E07-848C-83A5E7BCF275","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","6","BLANK","BLANK CONTROL","None","BC3626A8-07AC-4520-907E-C98A4142F4AA","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","7","2WGHS","2 WESTBOUND SIGNAL CONTROL","None","F4538383-85D8-4AAF-87F6-7538745CB466","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","8","BLANK","BLANK CONTROL","None","A4F57BD7-E406-4B81-8971-8E8E8B1A35E3","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","9","BLANK","BLANK CONTROL","None","0BA46FBD-BFA4-48CC-A5FF-D5E678B84D27","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","10","BLANK","BLANK CONTROL","None","DE67C0D1-6CB1-4F5E-82D7-D4E90132F571","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","11","BLANK","BLANK CONTROL","None","07E0573D-6D09-44C6-B7B6-BE4761878A54","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","12","BLANK","BLANK CONTROL","None","80878E19-67DF-46C3-9451-75B0BE7D3D0F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","13","BLANK","BLANK CONTROL","None","73BAA0D7-3C30-49B4-9A61-5A2102538DB2","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","14","BLANK","BLANK CONTROL","None","CF7A1E79-3DBA-427E-A933-11FF257668F4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","15","BLANK","BLANK CONTROL","None","506646FE-C000-4215-97D1-FF69E9565E00","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","16","BLANK","BLANK CONTROL","None","C1CBDB2C-0F3D-4280-B86B-DE93B474A3B3","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","17","3NWS","3 NORMAL SWITCH CONTROL","None","331E5AC3-8D2C-4F77-9D59-664079FE0B98","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","18","BLANK","BLANK CONTROL","None","A4AFB44B-EA1F-4EAD-A596-1727E3C943E4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","19","3RWS","3 REVERSE SWITCH CONTROL","None","D22CADC2-61C3-4744-A04B-CB916AC56EAD","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","20","BLANK","BLANK CONTROL","None","503E2072-78AF-4DBB-8B66-E2034C855C68","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","21","4EGHS","4 EASTBOUND SIGNAL CONTROL","None","5C64FCF2-F695-42DD-B682-C02D300B402F","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","22","BLANK","BLANK CONTROL","None","8ECF8B4C-C370-490D-9EE8-DC3822D1A4E9","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","23","4WGHS","4 WESTBOUND SIGNAL CONTROL","None","EEC17EBE-27E4-40EA-94FC-6DAE7B1690BC","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"C","5","1","100020","24","BLANK","BLANK CONTROL","None","A80CF3ED-81AF-472A-AAB6-0A7E7CED4678","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"I","5","1","100020","1","1NWK","1 NORMAL SWITCH INDICATION","None","5778BC54-C637-46A2-B9DE-FA3F0A578327","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"I","5","1","100020","2","1TK","1 OS TRACK INDICATION","None","0103AA84-1347-4AA4-99BF-D7EFB4E26BFD","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"I","5","1","100020","3","1RWK","1 REVERSE SWITCH INDICATION","None","65F4947C-A644-43EE-AA25-553A812F76D4","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
"I","5","1","100020","4","2EAK","2EA TRACK CIRCUIT INDICATION","None","ED721DB0-914B-4317-ADDF-4F4627DD1C01","CDLN-5","CODE LINE LIMITS","ATCS","0","CODE-02A","CODE-02B","WCC 3713","WCC 3714","CP CARDIFF","73405050630202","73405050630202","24","24",,,"CARDIFF","CP Cardiff","2","SAN DIEGO","100"
