"WordType","CDLNNumber","CSNumber","CPNumber","BPAssignment","Mnemonic","LongName","BitType","UID","CodeLineName","CodeLineLimits","LegacyType","SessionProtocol","NormalCodeserverName","StandbyCodeserverName","PacketSwitchPName","PacketSwitchSName","StationName","ControlAddress","IndicationAddress","NumberOfControls","NumberOfIndications","WaysideATCSAddress","WaysideEMPAddress","ControlPointName","PTCSiteName","SubdivisionUID","SubdivisionName","TerritoryAssignment"
"C","11","1","200008","48","BLANK","BLANK CONTROL","NONE","B7243D97-D889-47EB-BB6E-474F9B20BBD2","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","1","BLANK","BLANK","None","31840DE6-23BF-4595-8E44-083F3208D151","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","2","BLANK","BLANK","None","75247316-F42F-4EC7-B586-A7F19D622A06","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","3","EC1EGK","MAIN 1 SIGNAL CLEAR","None","454E1B60-5E5C-4CD6-B3A2-4DF74596F43B","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","4","EC1EGNK","MAIN 1 NSS","None","2FDBB92C-909F-4157-97B6-586AF7678430","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","5","EC2EGK","MAIN 2 SIGNAL CLEAR","None","8BB51630-89E2-46BB-B109-FE77E785F1EB","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","6","EC2EGNK","MAIN 1 NSS","None","6361B5A1-1B4C-4C85-BAFA-79A4CAC9DC16","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","7","EC1ETEK","MAIN 1 INTIME","None","74F73124-22AA-4892-A6F6-D25C99077F96","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","8","EC2ETEK","MAIN 2 INTIME","None","FD58CA94-BD25-44C6-850B-60F85A4C539B","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","9","1ECSTK","1ECSTK","None","989D88BE-D02F-4A2D-A747-32F496A264AA","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","10","2ECSTK","2ECSTK","None","F716FEB6-1BB0-4BB9-940B-7A004CCBD862","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","11","1031BK","1031BK","None","22327EA5-E96A-45DC-915E-7F1F112BACD5","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","12","1033BK","1033BK","None","29388CE3-E2C9-4D24-84ED-640C8107B52B","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","13","1035BK","1035BK","None","314C2C5D-11AD-4735-8381-61F214D7E03A","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","14","1037BK","1037BK","None","56C47301-4E09-41D9-91A5-434229646315","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","15","BLANK","BLANK INDICATION","None","EABD6BA7-EEC8-41AC-904B-06534B1F9DFE","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","16","BLANK","BLANK INDICATION","None","57A0B574-1127-48B6-B958-C7536014025C","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","17","1029POK","1029POK","None","2143131E-9E5F-4534-A681-09035E0F6E24","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","18","1029DOK","1029DOK","None","1EE9B7E1-D174-44B8-818F-791E68339AC3","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","19","1029MOK","1029MOK","None","3ECF95C3-3FFD-48DE-81E5-8257623CE8B6","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","20","1029LOK","1029LOK","None","9116C961-3397-4177-AC6A-50C40CA89F3E","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","21","BLANK","BLANK INDICATION","None","5A7B727B-8658-4F36-8993-A87426E7FEA2","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","22","BLANK","BLANK INDICATION","None","9553A90D-065F-45D8-814F-C817A508B2F7","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","23","BLANK","BLANK INDICATION","None","D3C4B884-F1AB-4762-9B20-2C789BF017E0","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","24","BLANK","BLANK INDICATION","None","C2A37BE0-98FC-4B2A-A043-BC69C30388C2","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","25","1032POK","1032POK","None","736D6651-F6D9-4480-9161-D67C7F7379C2","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","26","1032DOK","1032DOK","None","50F040C4-E45E-4CD1-849F-B5D906ACBBDE","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","27","1037POK","1037POK","None","59A0A4FB-B51B-4886-8A72-0CAC34F8C85F","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","28","1037DOK","1037DOK","None","89781F23-86E5-495E-AB1E-8A9E95191CE1","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","29","BLANK","BLANK INDICATION","None","709F65E2-D339-41DF-896D-95134DF85870","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","30","BLANK","BLANK INDICATION","NONE","E26DF6FD-9313-4E08-8943-ECEDA14FC1AD","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","31","BLANK","BLANK INDICATION","NONE","6389A38B-427F-47AB-A361-05B3D93EB946","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","32","BLANK","BLANK INDICATION","NONE","8163E057-9998-414D-94FB-93975A877183","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","33","BLANK","BLANK INDICATION","NONE","2BF6CCE0-CFD3-4546-B4C4-73850CF23D32","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","34","BLANK","BLANK INDICATION","NONE","1FE4929C-71A6-4682-80F7-15B12561902D","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","35","BLANK","BLANK INDICATION","NONE","A1A1B1D4-93A9-445F-8EED-1C0C29C91A4A","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","36","BLANK","BLANK INDICATION","NONE","ABE8AD90-B99D-460C-BCCF-6271CC4D701E","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","37","BLANK","BLANK INDICATION","NONE","B7BE75AF-E5A2-4426-A77A-BC58B5833F16","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","38","BLANK","BLANK INDICATION","NONE","D5588964-EB12-4955-AF9A-9B69FA21E22A","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","39","BLANK","BLANK INDICATION","NONE","F2F4E386-DEB8-41A7-B6D5-3796A33232B1","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","40","BLANK","BLANK INDICATION","NONE","31F26D9D-702C-4BCE-8FF5-A5950F76D10C","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","41","BLANK","BLANK INDICATION","NONE","DEC543E6-AE45-434B-A027-0B60A7CA7BF3","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","42","BLANK","BLANK INDICATION","NONE","55706DDA-DDFA-4595-99B5-A0633F83CA0F","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","43","BLANK","BLANK INDICATION","NONE","B2030746-EE6D-45DE-A2A2-2C088474D793","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","44","BLANK","BLANK INDICATION","NONE","F7377850-2AE7-44E3-9234-59D62761132B","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","45","BLANK","BLANK INDICATION","NONE","DB81C649-B375-4B3E-A267-11589173375F","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","46","BLANK","BLANK INDICATION","NONE","EF85BC66-C1A0-43FE-914C-239766E82DC5","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","47","BLANK","BLANK INDICATION","NONE","A244F95A-C309-431A-AA8E-2A044BB362B6","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"I","11","1","200008","48","BLANK","BLANK INDICATION","NONE","40D3CBE1-32AE-4C7E-936D-1DAFF3531B7C","CDLN-11","EL CAMINO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","EL CAMINO","38","38","48","48",,,"EL CAMINO","","1","ESCONDIDO","200"
"C","12","1","200006","1","BLANK","BLANK CONTROL","None","F2D159A3-56DF-4A07-82B0-06FA5CA8F72E","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","2","BLANK","BLANK CONTROL","None","B406346B-0E62-400A-BA30-8C7A3F3E3B61","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","3","R1EGHS","SIGNAL CLEAR","None","FD011A19-2872-406F-A06B-B536F96AA3A8","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","4","R1EGNS","TRAIN READY","None","DD3F2930-748D-409F-A698-7B9A94FF3D65","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","5","R2EGHS","SIGNAL CLEAR","None","818AC283-DC43-4DE8-A777-4D7E4D09067B","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","6","R2EGNS","TRAIN READY","None","89663367-1E16-4567-8973-BC499DC7F5BB","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","7","BLANK","BLANK CONTROL","NONE","CA910BB9-4129-4EB2-8B4F-ECCB63D51DB5","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","8","BLANK","BLANK CONTROL","NONE","FC8A9775-E95E-4B73-982E-25BECD58E33B","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","9","BLANK","BLANK CONTROL","NONE","C891DD17-6F85-4618-954E-8124CDB4024A","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","10","BLANK","BLANK CONTROL","NONE","0CDAA9CB-4678-4D1B-A4FD-82ECBFC9CEAC","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","11","BLANK","BLANK CONTROL","NONE","C65BCBF8-375C-49B9-BAA8-F524C40F68CB","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","12","BLANK","BLANK CONTROL","NONE","28EA85E4-FE5B-476B-9B1D-6E8B9B7F4615","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","13","BLANK","BLANK CONTROL","NONE","C9434BF3-178E-4DEB-BF10-04CCF928BAC9","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","14","BLANK","BLANK CONTROL","NONE","066C779A-0CD4-4AD6-8411-A269BD51C504","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","15","BLANK","BLANK CONTROL","NONE","7A631638-60FD-4468-BEF5-5EC207668E00","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","16","BLANK","BLANK CONTROL","NONE","AFE1398E-67AB-49B1-ADDB-F92E1595BF60","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","17","BLANK","BLANK CONTROL","NONE","FD310EB8-DE64-443F-A206-7EC2D36FFF69","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","18","BLANK","BLANK CONTROL","NONE","9F0D18DF-9D45-4693-998A-0C79E101EEF4","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","19","BLANK","BLANK CONTROL","NONE","8BCD515A-6D07-4B32-92FE-983A5FF46407","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","20","BLANK","BLANK CONTROL","NONE","585A4C5C-3E51-42C0-A2C8-A0F17F141F7E","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","21","BLANK","BLANK CONTROL","NONE","9F294A93-E07C-4695-90CB-1C58C8A337F7","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","22","BLANK","BLANK CONTROL","NONE","3DA45AC0-08C5-404A-B366-944D3ECE6708","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","23","BLANK","BLANK CONTROL","NONE","32B9B456-4910-458A-8B79-4B0B4120E798","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","24","BLANK","BLANK CONTROL","NONE","F35F75D4-031B-49C4-8A9B-8BAD5DF1BD74","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","25","BLANK","BLANK CONTROL","NONE","6A583708-DF06-4766-9BBB-BDC78DD37B82","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","26","BLANK","BLANK CONTROL","NONE","916C03A0-1D53-416A-841C-5899555BCACD","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","27","BLANK","BLANK CONTROL","NONE","4F83F849-5009-47CF-B33E-73575EA4B09A","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","28","BLANK","BLANK CONTROL","NONE","8410D225-28B1-4226-B6A3-6BCF39E290FA","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","29","BLANK","BLANK CONTROL","NONE","E3052C88-CCE6-492C-8330-72A35C1FB536","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","30","BLANK","BLANK CONTROL","NONE","078893F1-ECF8-4FB0-AE7E-287AD55E481F","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","31","BLANK","BLANK CONTROL","NONE","86569DDA-1094-400F-9BB2-1C2CAECBEE86","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","32","BLANK","BLANK CONTROL","NONE","B2F55DDC-B050-45DE-B268-BC4C3E85CFAC","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","33","BLANK","BLANK CONTROL","NONE","0B82DF5C-7B8A-4585-BD32-76B075D855B6","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","34","BLANK","BLANK CONTROL","NONE","383A1500-CE44-40DF-8FA6-FF73FF4BFA77","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","35","BLANK","BLANK CONTROL","NONE","327A16AC-1220-49A6-A074-10F1CA4D69DA","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","36","BLANK","BLANK CONTROL","NONE","E4C45A0D-027F-4795-9B06-D78BA75BB5E3","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","37","BLANK","BLANK CONTROL","NONE","90AF26F6-CDB3-44CE-929D-C0F960196DA9","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","38","BLANK","BLANK CONTROL","NONE","C501723B-3B8F-4207-AE7E-1A9E62BCCD2B","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","39","BLANK","BLANK CONTROL","NONE","AEAAB0B2-D453-48E0-AB84-CEDDC3B26F36","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","40","BLANK","BLANK CONTROL","NONE","076D6005-7DE6-42B6-B66F-CBB5FDFD545E","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","41","BLANK","BLANK CONTROL","NONE","DF065E68-11F8-4A94-A053-B0D43A85BD2B","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","42","BLANK","BLANK CONTROL","NONE","C0F0A35B-6D93-42CE-BF6B-2CFDB1990553","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
"C","12","1","200006","43","BLANK","BLANK CONTROL","NONE","E09669CF-2868-431D-A2DC-E139937C15E9","CDLN-12","RANCHO STATION","GENESYS","GENESYS","CODE-01A","CODE-01B","NONE","NONE","RANCHO","36","36","48","48",,,"RANCHO","","1","ESCONDIDO","200"
