"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","CPIND1","CPIND2","CPIND3","CPCTL1","CPCTL2","CPCTL3","TerritoryAssignment","MatchMode","IndicateOnly","ControlOnly","FlashIndicate","FlashControl","Color","TypeOfDevice","Subdivision","GraphicGroup","ScreenRegion","TrackGUID","FontString","SecondaryText","DeviceControl","ControlStatus","Notes","AlarmOnIndication","AlarmNotification","SlotControlOnIndication","InvertIndication","ManualOperateMode","AllowSnowMelterTimer","SnowMelterTime","ScadaMode","TrackInterlockMode","DisableSlotting","RRUniqueIdentifierName","ScadaSuppressTime","DeviceCategory"
"200786","200016","1148DOK","D","1495","310","1510","340","0","0","0","0","0","0","20","20;1;200016;20","0;1;200016;0001","0;1;200016;0001","0;1;200016;","0;1;200016;","0;1;200016;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200787","200016","1149POK","D","1495","335","1515","365","0","0","0","0","0","0","20","21;1;200016;20","0;1;200016;0001","0;1;200016;0001","0;1;200016;","0;1;200016;","0;1;200016;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200789","200015","1153DOK","D","1595","320","1615","340","0","0","0","0","0","0","21","22;1;200015;21","0;1;200015;0001","0;1;200015;0001","0;1;200015;","0;1;200015;","0;1;200015;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200790","200015","1153POK","D","1595","350","1620","385","0","0","0","0","0","0","21","21;1;200015;21","0;1;200015;0001","0;1;200015;0001","0;1;200015;","0;1;200015;","0;1;200015;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200791","200015","1157POK","D","1710","320","1745","335","0","0","0","0","0","0","21","25;1;200015;21","0;1;200015;0001","0;1;200015;0001","0;1;200015;","0;1;200015;","0;1;200015;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200792","200015","1157DOK","D","1710","350","1745","370","0","0","0","0","0","0","21","26;1;200015;21","0;1;200015;0001","0;1;200015;0001","0;1;200015;","0;1;200015;","0;1;200015;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200794","200017","1166DOK","D","45","620","60","595","0","0","0","0","0","0","22","30;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200795","200017","1166POK","D","45","645","65","610","0","0","0","0","0","0","22","29;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200796","200017","1164DOK","D","45","670","65","635","0","0","0","0","0","0","22","28;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200797","200017","1164POK","D","45","695","70","655","0","0","0","0","0","0","22","27;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200798","200017","1161DOK","D","180","695","110","605","0","0","0","0","0","0","22","36;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200799","200017","B1167POK","D","50","595","110","620","0","0","0","0","0","0","22","31;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","11","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200800","200017","B1167DOK","D","185","595","120","640","0","0","0","0","0","0","22","32;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","11","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200801","200017","B1174POK","D","185","620","135","665","0","0","0","0","0","0","22","33;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200802","200017","B1174DOK","D","185","645","155","600","0","0","0","0","0","0","22","34;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200803","200017","1161POK","D","180","670","170","620","0","0","0","0","0","0","22","35;1;200017;22","0;1;200017;22","0;1;200017;22","0;1;200017;","0;1;200017;","0;1;200017;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200804","200020","1173DOK","D","455","705","1320","620","0","0","0","0","0","0","23","18;1;200020;23","0;1;200020;23","0;1;200020;23","0;1;200020;","0;1;200020;","0;1;200020;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200805","200020","1173POK","D","325","705","365","715","0","0","0","0","0","0","23","17;1;200020;23","0;1;200020;23","0;1;200020;23","0;1;200020;","0;1;200020;","0;1;200020;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200806","200019","B1177POK","D","615","635","635","675","0","0","0","0","0","0","24","19;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200807","200019","B1176DOK","D","615","660","635","695","0","0","0","0","0","0","24","18;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200808","200019","B1176POK","D","615","685","635","715","0","0","0","0","0","0","24","17;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200809","200019","B1177DOK","D","755","635","775","675","0","0","0","0","0","0","24","20;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200810","200019","1188POK","D","755","660","785","705","0","0","0","0","0","0","24","21;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200811","200019","1188DOK","D","755","685","780","730","0","0","0","0","0","0","24","22;1;200019;24","0;1;200019;24","0;1;200019;24","0;1;200019;","0;1;200019;","0;1;200019;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200812","200025","1193DOK","D","875","655","895","680","0","0","0","0","0","0","25","20;1;200025;25","0;1;200025;25","0;1;200025;25","0;1;200025;","0;1;200025;","0;1;200025;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200813","200025","1193POK","D","875","685","905","710","0","0","0","0","0","0","25","19;1;200025;25","0;1;200025;25","0;1;200025;25","0;1;200025;","0;1;200025;","0;1;200025;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200814","200025","1193MOK","D","980","655","1010","680","0","0","0","0","0","0","25","21;1;200025;25","0;1;200025;25","0;1;200025;25","0;1;200025;","0;1;200025;","0;1;200025;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200815","200025","1193LOK","D","980","685","1010","705","0","0","0","0","0","0","25","22;1;200025;25","0;1;200025;25","0;1;200025;25","0;1;200025;","0;1;200025;","0;1;200025;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200816","200026","1199POK","D","1055","625","1085","660","0","0","0","0","0","0","26","11;1;200026;26","0;1;200026;26","0;1;200026;26","0;1;200026;","0;1;200026;","0;1;200026;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200817","200026","1196DOK","D","1055","655","1090","685","0","0","0","0","0","0","26","10;1;200026;26","0;1;200026;26","0;1;200026;26","0;1;200026;","0;1;200026;","0;1;200026;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200818","200026","1196POK","D","1055","685","1080","700","0","0","0","0","0","0","26","9;1;200026;26","0;1;200026;26","0;1;200026;26","0;1;200026;","0;1;200026;","0;1;200026;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200819","200026","1199DOK","D","1165","625","1175","635","0","0","0","0","0","0","26","12;1;200026;26","0;1;200026;26","0;1;200026;26","0;1;200026;","0;1;200026;","0;1;200026;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200820","200026","1202POK","D","1165","655","1180","665","0","0","0","0","0","0","26","13;1;200026;0026","0;1;200026;0026","0;1;200026;0026","0;1;200026;","0;1;200026;","0;1;200026;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200822","200027","1208POK","D","1445","620","1450","665","0","0","0","0","0","0","27","43;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200824","200027","1207POK","D","1445","665","1455","705","0","0","0","0","0","0","27","41;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200825","200027","1206DOK","D","1445","690","1455","725","0","0","0","0","0","0","27","40;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200826","200027","1206POK","D","1445","715","1460","745","0","0","0","0","0","0","27","39;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","14","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200827","200027","1208DOK","D","1575","620","1585","660","0","0","0","0","0","0","27","44;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200828","200027","1212POK","D","1575","640","1595","685","0","0","0","0","0","0","27","45;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","12","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200829","200027","1212DOK","D","1575","665","1595","710","0","0","0","0","0","0","27","46;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200830","200027","12125POK","D","1575","690","1595","725","0","0","0","0","0","0","27","47;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","13","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200831","200027","12125DOK","D","1575","715","1595","750","0","0","0","0","0","0","27","48;1;200027;27","0;1;200027;27","0;1;200027;27","0;1;200027;","0;1;200027;","0;1;200027;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","14","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200904","200000","997pok","D","190","40","235","50","0","0","0","0","0","0","6","21;1;200000;0006","0;1;200000;0006","0;1;200000;0006","0;1;200000;","0;1;200000;","0;1;200000;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","1","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200905","200000","997dok","D","195","70","240","90","0","0","0","0","0","0","6","22;1;200000;0006","0;1;200000;0006","0;1;200000;0006","0;1;200000;","0;1;200000;","0;1;200000;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200906","200000","995pok","D","70","35","85","45","0","0","0","0","0","0","6","17;1;200000;0006","0;1;200000;0006","0;1;200000;0006","0;1;200000;","0;1;200000;","0;1;200000;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","1","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200907","200000","995dok","D","65","60","85","80","0","0","0","0","0","0","6","18;1;200000;0006","0;1;200000;0006","0;1;200000;0006","0;1;200000;","0;1;200000;","0;1;200000;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200909","200000","995LOK","D","65","85","115","105","0","0","0","0","0","0","6","20;1;200000;0006","0;1;200000;0006","0;1;200000;0006","0;1;200000;","0;1;200000;","0;1;200000;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200924","200005","1015POK","D","870","90","905","90","0","0","0","0","0","0","9","17;1;200005;9","0;1;200005;9","0;1;200005;9","0;1;200005;","0;1;200005;","0;1;200005;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200925","200005","1015DOK","D","1010","90","1030","90","0","0","0","0","0","0","9","18;1;200005;9","0;1;200005;9","0;1;200005;9","0;1;200005;","0;1;200005;","0;1;200005;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200931","200003","1020POK","D","1100","95","1110","95","0","0","0","0","0","0","10","17;1;200003;10","0;1;200003;10","0;1;200003;10","0;1;200003;","0;1;200003;","0;1;200003;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200932","200003","1020DOK","D","1205","95","1210","90","0","0","0","0","0","0","10","18;1;200003;10","0;1;200003;10","0;1;200003;10","0;1;200003;","0;1;200003;","0;1;200003;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","2","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200976","200002","EAST TRAFFIC","D","220","230","240","265","0","0","0","0","0","0","7","23;1;200002;7","0;1;200002;7","0;1;200002;7","23;1;200002;","0;1;200002;","0;1;200002;","200","False","False","False","False","False","-4419697","ArrowRight","1","1","5","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;","False","NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200978","200002","WEST TRAFFIC","D","180","230","225","240","0","0","0","0","0","0","7","24;1;200002;7","0;1;200002;7","0;1;200002;7","24;1;200002;","0;1;200002;","0;1;200002;","200","False","False","False","False","False","-4419697","ArrowLeft","1","1","5","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;","False","NONE","False","",,"False","False","False","0","False","False","False",,"0",
