"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","CPIND1","CPIND2","CPIND3","CPCTL1","CPCTL2","CPCTL3","TerritoryAssignment","MatchMode","IndicateOnly","ControlOnly","FlashIndicate","FlashControl","Color","TypeOfDevice","Subdivision","GraphicGroup","ScreenRegion","TrackGUID","FontString","SecondaryText","DeviceControl","ControlStatus","Notes","AlarmOnIndication","AlarmNotification","SlotControlOnIndication","InvertIndication","ManualOperateMode","AllowSnowMelterTimer","SnowMelterTime","ScadaMode","TrackInterlockMode","DisableSlotting","RRUniqueIdentifierName","ScadaSuppressTime","DeviceCategory"
"200772","200012","1102POK","D","810","325","835","355","0","0","0","0","0","0","17","21;1;200012;17","0;1;200012;0001","0;1;200012;0001","0;1;200012;","0;1;200012;","0;1;200012;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200773","200012","1102DOK","D","810","360","840","390","0","0","0","0","0","0","17","22;1;200012;17","0;1;200012;0001","0;1;200012;0001","0;1;200012;","0;1;200012;","0;1;200012;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200775","200013","1108DOK","D","905","325","945","360","0","0","0","0","0","0","18","18;1;200013;18","0;1;200013;0001","0;1;200013;0001","0;1;200013;","0;1;200013;","0;1;200013;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200776","200013","1108POK","D","905","360","945","395","0","0","0","0","0","0","18","17;1;200013;18","0;1;200013;0001","0;1;200013;0001","0;1;200013;","0;1;200013;","0;1;200013;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200777","200013","1112POK","D","1035","325","1055","355","0","0","0","0","0","0","18","19;1;200013;18","0;1;200013;0001","0;1;200013;0001","0;1;200013;","0;1;200013;","0;1;200013;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200778","200013","1112DOK","D","1035","360","1055","380","0","0","0","0","0","0","18","20;1;200013;18","0;1;200013;0001","0;1;200013;0001","0;1;200013;","0;1;200013;","0;1;200013;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200779","200014","1119DOK","D","1100","315","1130","395","0","0","0","0","0","0","19","20;1;200014;19","0;1;200014;0001","0;1;200014;0001","0;1;200014;","0;1;200014;","0;1;200014;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200780","200014","1119POK","D","1100","350","1200","405","0","0","0","0","0","0","19","19;1;200014;19","0;1;200014;0001","0;1;200014;0001","0;1;200014;","0;1;200014;","0;1;200014;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200781","200014","1128POK","D","1270","315","1245","395","0","0","0","0","0","0","19","21;1;200014;19","0;1;200014;0001","0;1;200014;0001","0;1;200014;","0;1;200014;","0;1;200014;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200782","200014","1128DOK","D","1270","350","1225","430","0","0","0","0","0","0","19","22;1;200014;19","0;1;200014;0001","0;1;200014;0001","0;1;200014;","0;1;200014;","0;1;200014;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200783","200016","1148POK","D","1370","310","1400","340","0","0","0","0","0","0","20","22;1;200016;20","0;1;200016;0001","0;1;200016;0001","0;1;200016;","0;1;200016;","0;1;200016;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","6","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200784","200016","1137DOK","D","1370","335","1405","365","0","0","0","0","0","0","20","18;1;200016;20","0;1;200016;0001","0;1;200016;0001","0;1;200016;","0;1;200016;","0;1;200016;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
"200785","200016","1137POK","D","1370","365","1405","395","0","0","0","0","0","0","20","17;1;200016;20","0;1;200016;0001","0;1;200016;0001","0;1;200016;","0;1;200016;","0;1;200016;","200","False","False","False","False","False","-65536","IndicateOnly","1","1","7","","Microsoft Sans Serif;Regular;8.25","NONE;-1",";-;",,"NONE","False","",,"False","False","False","0","False","False","False",,"0",
