"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","CPIND1","CPIND2","CPIND3","CPIND4","CPIND5","CPIND6","CPIND7","CPIND8","CPIND9","CPCTL1","CPIND10","CPCTL2","CPIND11","CPCTL3","CPIND12","CPCTL4","CPIND13","AuthorityType","TerritoryAssignment","Subdivision","UniqueID","TTUID","UniqueName","TimeZone","GraphicGroup","ScreenRegion","Spare01","Spare02","Spare03","Spare04","Spare05","Notes","SlotSMControlOnIndication","AllowStatusPublishing","EnableResendControlLogic","ResendControlTime","AllowAutomaticMode","AutomaticModeOn","AllowSnowMelterTimer","SnowMelterTime","AllowForceOperationsToTWC","AllowControlPointCorrelation","CorrelatingControlPointReferences","TemporalMode","CPCTL5","CPCTL6","CPCTL7","CPCTL8","CPCTL9","CPCTL10","TemporalModePointOfConflict","Milepost","MilepostSuffix","MilepostPrefix","AdditionalReferenceUID","MakeInVisible","DisableAutomaticSignalSlotting","SnowMelterTimeStampOn","TunnelAutomaticMode","TunnelAutomaticControlled","ScadaTractionPowerControlPointMode","ScadaCommunicationControlPointMode","ScadaNonReportingModeControlled","ScadaAlarmReportingIndicationBit","DevicePTCUID","ControllingWorkstation","ControllingWorkStationIPString","PTC_SiteName","PTC_SiteAddress","PTC_SecurityKey","PTC_WIUID","PTC_RailroadSCAC","PTC_UID_KEY","CPIndex","StartCompUID","ConnectingCompUID","Direction","CPCTL11","CPCTL12","CPCTL13","RailroadUniqueIdentifierName","AlarmDisabledByOffice","SnowMelterControlledBy","SnowMelterIndicateToOffice","ExpSlotTimerFlag","ExpSlotIndFlag","ExpSlotTimer","ExpSlotCPUID","ExpSlotCPIND","DisableTrackFlooding","EnablePTC"
"100022","100022","VALLEY","N","545","610","945","770","0","0","0","0","0","0","5","0;1;100022","8;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;1;100022","0;0;100022;0","0;1;100022","0;0;100022;0","0;1;100022","0;0;100022;0","CTC","100","2","0","18","NULL","PACIFIC","1","12",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100022","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100022","",,,"CP Valley","nctc.w.505004:65.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500465","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"100023","100023","CROSBY","N","680","580","1015","690","0","0","0","0","0","0","5","0;1;100023","9;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;1;100023","0;0;100023;0","0;1;100023","0;0;100023;0","0;1;100023","0;0;100023;0","CTC","100","2","0","19","NULL","PACIFIC","1","11",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100023","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100023","",,,"CP Crosby","nctc.w.505004:67.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500467","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"100024","100024","DEL MAR","N","875","580","1255","690","0","0","0","0","0","0","5","0;1;100024","9;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;1;100024","0;0;100024;0","0;1;100024","0;0;100024;0","0;1;100024","0;0;100024;0","CTC","100","2","0","20","NULL","PACIFIC","1","11",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100024","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100024","",,,"CP Del Mar","nctc.w.505004:70.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500470","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"100025","100025","TORREY","N","1050","580","1370","700","0","0","0","0","0","0","5","18;1;100025","17;1;100025","20;1;100025","19;1;100025","0;1;100025","0;1;100025","0;1;100025","0;1;100025","0;1;100025","0;1;100025","0;1;100025","0;1;100025","0;0;100025;0","0;1;100025","0;0;100025;0","0;1;100025","0;0;100025;0","CTC","100","2","0","21","NULL","PACIFIC","1","11",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100025","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100025","",,,"CP Torrey","nctc.w.505005:74.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500574","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"100027","100027","MIRAMAR","N","1750","580","280","895","0","0","0","0","0","0","5","19;1;100027","18;1;100027","21;1;100027","20;1;100027","0;1;100027","0;1;100027","0;1;100027","0;1;100027","0;1;100027","0;1;100027","0;1;100027","0;1;100027","0;0;100027;0","0;1;100027","0;0;100027;0","0;1;100027","0;0;100027;0","CTC","100","2","0","23","NULL","PACIFIC","1","11",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100027","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100027","",,,"CP Miramar","nctc.w.505005:82.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500582","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"NOTHING","False",,,,,,,
"100033","100033","ASH","N","1215","840","1375","870","0","0","0","0","0","0","5","27;1;100033","25;1;100033","26;1;100033","28;1;100033","0;1;100033","0;1;100033","0;1;100033","0;1;100033","0;1;100033","0;1;100033","0;1;100033","0;1;100033","0;0;100033;5","0;1;100033","0;0;100033;5","0;1;100033","0;0;100033;5","CTC","100","2","0","28","NULL","PACIFIC","1","16",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100033","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100033","",,,"CP Ash","nctc.w.505006:94.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500694","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"NOTHING","False",,,,,,,
"100035","100035","CONVAIR","N","930","840","1360","770","0","0","0","0","0","0","5","18;1;100035","17;1;100035","20;1;100035","19;1;100035","0;1;100035","0;1;100035","0;1;100035","0;1;100035","0;1;100035","0;1;100035","0;1;100035","0;1;100035","0;0;100035;5","0;1;100035","0;0;100035;5","0;1;100035","0;0;100035;5","CTC","100","2","0","0","NULL","PACIFIC","1","16",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;100035","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;100035","",,,"CP Convair","nctc.w.505006:90.wiu","C4590F7DF5E2F86AAA05FBC65BB7FB4E46AADBFB6B9ED3AD","734050500690","NCTC","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"NOTHING","False",,,,,,,
"200000","200000","OCEAN","N","125","85","320","165","0","0","0","0","0","0","6","19;1;200000","17;1;200000","20;1;200000","18;1;200000","0;1;200000","0;1;200000","0;1;200000","0;1;200000","0;1;200000","0;1;200000","0;1;200000","0;1;200000","0;0;200000;3","0;1;200000","0;0;200000;3","0;1;200000","0;0;200000;3","CTC","200","1","0","1","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200000","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200000","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200002","200002","RAILROAD","N","460","90","855","540","0","0","0","0","0","0","7","19;1;200002","17;1;200002","20;1;200002","18;1;200002","0;1;200002","0;1;200002","0;1;200002","0;1;200002","0;1;200002","0;1;200002","0;1;200002","0;1;200002","0;0;200002;3","0;1;200002","0;0;200002;3","0;1;200002","0;0;200002;3","CTC","200","1","0","2","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200002","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200002","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200003","200003","TRUE","N","1150","90","880","420","0","0","0","0","0","0","10","11;1;200003","9;1;200003","12;1;200003","10;1;200003","0;1;200003","0;1;200003","0;1;200003","0;1;200003","0;1;200003","0;1;200003","0;1;200003","0;1;200003","0;0;200003;3","0;1;200003","0;0;200003;3","0;1;200003","0;0;200003;3","CTC","200","1","0","5","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200003","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200003","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200004","200004","WYE","N","740","90","1075","420","0","0","0","0","0","0","8","19;1;200004","17;1;200004","20;1;200004","18;1;200004","0;1;200004","0;1;200004","0;1;200004","0;1;200004","0;1;200004","0;1;200004","0;1;200004","0;1;200004","0;0;200004;1","0;1;200004","0;0;200004;1","0;1;200004","0;0;200004;1","CTC","200","1","0","3","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200004","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200004","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200005","200005","CROUCH","N","940","90","880","110","0","0","0","0","0","0","9","12;1;200005","10;1;200005","13;1;200005","11;1;200005","0;1;200005","0;1;200005","0;1;200005","0;1;200005","0;1;200005","0;1;200005","0;1;200005","0;1;200005","0;0;200005;3","0;1;200005","0;0;200005;3","0;1;200005","0;0;200005;3","CTC","200","1","0","4","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200005","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200005","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200006","200006","RANCHO","N","1520","90","1170","610","0","0","0","0","0","0","12","19;1;200006","17;1;200006","20;1;200006","18;1;200006","0;1;200006","0;1;200006","0;1;200006","0;1;200006","0;1;200006","0;1;200006","0;1;200006","0;1;200006","0;0;200006;1","0;1;200006","0;0;200006;1","0;1;200006","0;0;200006;1","CTC","200","1","0","7","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200006","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200006","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200007","200007","SCHOOL","N","1715","95","1365","610","0","0","0","0","0","0","13","11;1;200007","9;1;200007","12;1;200007","10;1;200007","0;1;200007","0;1;200007","0;1;200007","0;1;200007","0;1;200007","0;1;200007","0;1;200007","0;1;200007","0;0;200007;1","0;1;200007","0;0;200007;1","0;1;200007","0;0;200007;1","CTC","200","1","0","8","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200007","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200007","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200008","200008","EL CAMINO","N","1320","90","890","685","0","0","0","0","0","0","11","19;1;200008","17;1;200008","20;1;200008","18;1;200008","0;1;200008","0;1;200008","0;1;200008","0;1;200008","0;1;200008","0;1;200008","0;1;200008","0;1;200008","0;0;200008;1","0;1;200008","0;0;200008;1","0;1;200008","0;0;200008;1","CTC","200","1","0","6","NULL","PACIFIC","1","2",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200008","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200008","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200009","200009","MELROSE","N","100","375","405","445","0","0","0","0","0","0","14","11;1;200009","9;1;200009","12;1;200009","10;1;200009","0;1;200009","0;1;200009","0;1;200009","0;1;200009","0;1;200009","0;1;200009","0;1;200009","0;1;200009","0;0;200009;1","0;1;200009","0;0;200009;1","0;1;200009","0;0;200009;1","CTC","200","1","0","9","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200009","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200009","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200010","200010","ANGEL","N","280","375","600","445","0","0","0","0","0","0","15","11;1;200010","9;1;200010","12;1;200010","10;1;200010","0;1;200010","0;1;200010","0;1;200010","0;1;200010","0;1;200010","0;1;200010","0;1;200010","0;1;200010","0;0;200010;1","0;1;200010","0;0;200010;1","0;1;200010","0;0;200010;1","CTC","200","1","0","10","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200010","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200010","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200011","200011","VISTA","N","550","375","480","315","0","0","0","0","0","0","16","0;1;200011","18;1;200011","0;1;200011","19;1;200011","0;1;200011","0;1;200011","0;1;200011","0;1;200011","0;1;200011","0;1;200011","0;1;200011","0;1;200011","0;0;200011;1","0;1;200011","0;0;200011;1","0;1;200011","0;0;200011;1","CTC","200","1","0","11","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200011","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200011","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200012","200012","CIVIC CTR VISTA","N","755","375","600","305","0","0","0","0","0","0","17","19;1;200012","17;1;200012","20;1;200012","18;1;200012","0;1;200012","0;1;200012","0;1;200012","0;1;200012","0;1;200012","0;1;200012","0;1;200012","0;1;200012","0;0;200012;1","0;1;200012","0;0;200012;1","0;1;200012","0;0;200012;1","CTC","200","1","0","12","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200012","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200012","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200013","200013","AVENUE","N","970","370","770","310","0","0","0","0","0","0","18","12;1;200013","10;1;200013","13;1;200013","11;1;200013","0;1;200013","0;1;200013","0;1;200013","0;1;200013","0;1;200013","0;1;200013","0;1;200013","0;1;200013","0;0;200013;1","0;1;200013","0;0;200013;1","0;1;200013","0;0;200013;1","CTC","200","1","0","13","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200013","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200013","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200014","200014","BUENA CREEK","N","1185","365","910","310","0","0","0","0","0","0","19","13;1;200014","11;1;200014","14;1;200014","12;1;200014","0;1;200014","0;1;200014","0;1;200014","0;1;200014","0;1;200014","0;1;200014","0;1;200014","0;1;200014","0;0;200014;1","0;1;200014","0;0;200014;1","0;1;200014","0;0;200014;1","CTC","200","1","0","14","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200014","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200014","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200015","200015","PALOMAR","N","1655","370","1125","325","0","0","0","0","0","0","21","19;1;200015","17;1;200015","20;1;200015","18;1;200015","0;1;200015","0;1;200015","0;1;200015","0;1;200015","0;1;200015","0;1;200015","0;1;200015","0;1;200015","0;0;200015;1","0;1;200015","0;0;200015;1","0;1;200015","0;0;200015;1","CTC","200","1","0","16","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200015","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200015","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200016","200016","MISSY","N","1435","370","1195","630","0","0","0","0","0","0","20","11;1;200016","9;1;200016","12;1;200016","10;1;200016","0;1;200016","0;1;200016","0;1;200016","0;1;200016","0;1;200016","0;1;200016","0;1;200016","0;1;200016","0;0;200016;1","0;1;200016","0;0;200016;1","0;1;200016","0;0;200016;1","CTC","200","1","0","15","NULL","PACIFIC","1","7",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200016","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200016","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200017","200017","LOOP WEST","N","110","715","280","710","0","0","0","0","0","0","22","19;1;200017","17;1;200017","20;1;200017","18;1;200017","0;1;200017","0;1;200017","0;1;200017","0;1;200017","0;1;200017","0;1;200017","0;1;200017","0;1;200017","0;0;200017;1","0;1;200017","0;0;200017;1","0;1;200017","0;0;200017;1","CTC","200","1","0","17","NULL","PACIFIC","1","14",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200017","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200017","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200019","200019","LOOP EAST","N","690","705","1150","740","0","0","0","0","0","0","24","12;1;200019","10;1;200019","13;1;200019","11;1;200019","0;1;200019","0;1;200019","0;1;200019","0;1;200019","0;1;200019","0;1;200019","0;1;200019","0;1;200019","0;0;200019;1","0;1;200019","0;0;200019;1","0;1;200019","0;0;200019;1","CTC","200","1","0","19","NULL","PACIFIC","1","13",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200019","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200019","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200020","200020","SHELLY","N","390","705","1345","740","0","0","0","0","0","0","23","12;1;200020","10;1;200020","13;1;200020","11;1;200020","0;1;200020","0;1;200020","0;1;200020","0;1;200020","0;1;200020","0;1;200020","0;1;200020","0;1;200020","0;0;200020;1","0;1;200020","0;0;200020;1","0;1;200020","0;0;200020;1","CTC","200","1","0","18","NULL","PACIFIC","1","13",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200020","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200020","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200025","200025","NORDAHL","N","930","705","680","645","0","0","0","0","0","0","25","13;1;200025","11;1;200025","14;1;200025","12;1;200025","0;1;200025","0;1;200025","0;1;200025","0;1;200025","0;1;200025","0;1;200025","0;1;200025","0;1;200025","0;0;200025;1","0;1;200025","0;0;200025;1","0;1;200025","0;0;200025;1","CTC","200","1","0","20","NULL","PACIFIC","1","13",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200025","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200025","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200026","200026","HOLDOUT","N","1110","705","775","625","0","0","0","0","0","0","26","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;1;200026","0;0;200026;26","0;1;200026","0;0;200026;26","0;1;200026","0;0;200026;26","CTC","200","1","0","21","NULL","PACIFIC","1","13",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200026","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200026","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200027","200027","YARD","N","1510","710","1150","625","0","0","0","0","0","0","27","27;1;200027","25;1;200027","27;1;200027","26;1;200027","0;1;200027","0;1;200027","0;1;200027","0;1;200027","0;1;200027","0;1;200027","0;1;200027","0;1;200027","0;0;200027;1","0;1;200027","0;0;200027;1","0;1;200027","0;0;200027;1","CTC","200","1","0","22","NULL","PACIFIC","1","13",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200027","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200027","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
"200028","200028","AVO","N","1755","715","1480","610","0","0","0","0","0","0","28","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;1;200028","0;0;200028;28","0;1;200028","0;0;200028;28","0;1;200028","0;0;200028;28","CTC","200","1","0","23","NULL","PACIFIC","1","14",,,,,,"NONE","False","False","False","60","False",,"False","0","False","False","","False","0;1;200028","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","0;0;0;0","False","0","","",,"False","False",,"False","False","False","False","False","0;1;200028","",,,"","","","","","","0","0","0","","0;0;0;0","0;0;0;0","0;0;0;0",,,"","False",,,,,,,
