"SystemUID","RouteGUID","EntrySignal","EntrySignalName","EntrySignalToolTipName","ExitSignal","ExitSignalName","ExitSignalToolTipName","CPUID","ControlPointName","SwitchList","Priority","IsEnabled"
"03757FAD3E","179@100","100754","2E-SIGNAL","2EA_B","100768","4W-SIGNAL","4WA_B","100017","FARR","100902;1-SWITCH;TRUE|100901;1-SWITCH;TRUE|100767;3-SWITCH;FALSE","2","True"
"B16EF04A67","041@100","100757","2W-SIGNAL","2WA_B","100754","2E-SIGNAL","2EA_B","100017","FARR","100903;3-SWITCH;FALSE|100902;1-SWITCH;FALSE","1","True"
"DD815E66B9","095@100","100757","2W-SIGNAL","2WA_B","100754","2E-SIGNAL","2EA_B","100017","FARR","100903;3-SWITCH;TRUE|100767;3-SWITCH;TRUE|100901;1-SWITCH;TRUE|100902;1-SWITCH;TRUE","3","True"
"637466EA72","078@100","100757","2W-SIGNAL","2WA_B","100765","4E-SIGNAL","4EA_B","100017","FARR","100903;3-SWITCH;TRUE|100767;3-SWITCH;TRUE|100901;1-SWITCH;FALSE","2","True"
"C4B29C7D3E","180@100","100765","4E-SIGNAL","4EA_B","100757","2W-SIGNAL","2WA_B","100017","FARR","100901;1-SWITCH;FALSE|100767;3-SWITCH;TRUE|100903;3-SWITCH;TRUE","2","True"
"54E946B00A","140@100","100765","4E-SIGNAL","4EA_B","100768","4W-SIGNAL","4WA_B","100017","FARR","100901;1-SWITCH;FALSE|100767;3-SWITCH;FALSE","1","True"
"AD620A62A7","079@100","100768","4W-SIGNAL","4WA_B","100754","2E-SIGNAL","2EA_B","100017","FARR","100767;3-SWITCH;FALSE|100901;1-SWITCH;TRUE|100902;1-SWITCH;TRUE","2","True"
"569FAA0E47","042@100","100768","4W-SIGNAL","4WA_B","100765","4E-SIGNAL","4EA_B","100017","FARR","100767;3-SWITCH;FALSE|100901;1-SWITCH;FALSE","1","True"
"282496C784","113@100","100327","3-SIGNAL","EB","100334","15-SIGNAL","WA_B","100018","PONTO","100333;5-SWITCH;TRUE","1","True"
"8AA4A11733","114@100","100328","3-SIGNAL","EA","100334","15-SIGNAL","WA_B","100018","PONTO","100333;5-SWITCH;FALSE","1","True"
"EAA5FB5504","065@100","100334","15-SIGNAL","WA_B","100327","3-SIGNAL","EB","100018","PONTO","100333;5-SWITCH;TRUE","2","True"
"C1B1216184","020@100","100334","15-SIGNAL","WA_B","100328","3-SIGNAL","EA","100018","PONTO","100333;5-SWITCH;FALSE","1","True"
"1E6B65E99C","116@100","100350","53-SIGNAL","EA_B","100351","54-SIGNAL","WA","100019","SWAMI","100353;26-SWITCH;FALSE","1","True"
"FF98FC885E","161@100","100350","53-SIGNAL","EA_B","100897","54-SIGNAL","WB","100019","SWAMI","100353;26-SWITCH;TRUE","2","True"
"908DAB51BE","022@100","100351","54-SIGNAL","WA","100350","53-SIGNAL","EA_B","100019","SWAMI","100353;26-SWITCH;FALSE","1","True"
"34EDAA9994","047@100","100897","54-SIGNAL","WB","100350","53-SIGNAL","EA_B","100019","SWAMI","100353;26-SWITCH;TRUE","1","True"
"B7A0ABCBFA","143@100","100874","2E-SIGNAL","1E-SIGNAL","100890","2W-SIGNAL","1W-SIGNAL","100020","CARDIFF","100881;1-SWITCH;FALSE|100888;3-SWITCH;FALSE","1","True"
"E4088625C3","181@100","100874","2E-SIGNAL","1E-SIGNAL","100916","4W-SIGNAL","2W-SIGNAL","100020","CARDIFF","100881;1-SWITCH;FALSE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE","2","True"
"16B1433C8D","046@100","100890","2W-SIGNAL","1W-SIGNAL","100874","2E-SIGNAL","1E-SIGNAL","100020","CARDIFF","100888;3-SWITCH;FALSE|100881;1-SWITCH;FALSE","1","True"
"CB67CC02D6","082@100","100890","2W-SIGNAL","1W-SIGNAL","100910","4E-SIGNAL","2E-SIGNAL","100020","CARDIFF","100888;3-SWITCH;FALSE|100881;1-SWITCH;TRUE|100912;1-SWITCH;TRUE","2","True"
"D4DCC53D4F","182@100","100910","4E-SIGNAL","2E-SIGNAL","100890","2W-SIGNAL","1W-SIGNAL","100020","CARDIFF","100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;FALSE","2","True"
"2BE3D1A5D8","147@100","100910","4E-SIGNAL","2E-SIGNAL","100916","4W-SIGNAL","2W-SIGNAL","100020","CARDIFF","100912;1-SWITCH;FALSE|100914;3-SWITCH;FALSE","1","True"
"C9818115FC","196@100","100910","4E-SIGNAL","2E-SIGNAL","100916","4W-SIGNAL","2W-SIGNAL","100020","CARDIFF","100912;1-SWITCH;TRUE|100881;1-SWITCH;TRUE|100888;3-SWITCH;TRUE|100914;3-SWITCH;TRUE","3","True"
"CDE9658480","084@100","100916","4W-SIGNAL","2W-SIGNAL","100874","2E-SIGNAL","1E-SIGNAL","100020","CARDIFF","100914;3-SWITCH;TRUE|100888;3-SWITCH;TRUE|100881;1-SWITCH;FALSE","2","True"
"BEFAE24635","051@100","100916","4W-SIGNAL","2W-SIGNAL","100910","4E-SIGNAL","2E-SIGNAL","100020","CARDIFF","100914;3-SWITCH;FALSE|100912;1-SWITCH;FALSE","1","True"
"F61FA40FAB","097@100","100916","4W-SIGNAL","2W-SIGNAL","100910","4E-SIGNAL","2E-SIGNAL","100020","CARDIFF","100914;3-SWITCH;TRUE|100888;3-SWITCH;TRUE|100881;1-SWITCH;TRUE|100912;1-SWITCH;TRUE","3","True"
"74CD7003FE","117@100","100379","47-SIGNAL","EAA_B","100386","48-SIGNAL","WA_B","100022","VALLEY","100385;23-SWITCH;FALSE","1","True"
"E40DA0A6D4","118@100","100380","47-SIGNAL","EBA_B","100386","48-SIGNAL","WA_B","100022","VALLEY","100385;23-SWITCH;TRUE","1","True"
"5A00AC0B4D","023@100","100386","48-SIGNAL","WA_B","100379","47-SIGNAL","EAA_B","100022","VALLEY","100385;23-SWITCH;FALSE","1","True"
"C981959CB6","067@100","100386","48-SIGNAL","WA_B","100380","47-SIGNAL","EBA_B","100022","VALLEY","100385;23-SWITCH;TRUE","2","True"
"1CEB3D70C0","120@100","100394","41-SIGNAL","EA_B","100907","38-SIGNAL","WAA_B","100023","CROSBY","100899;18-SWITCH;FALSE","1","True"
"AEBD6D2531","163@100","100394","41-SIGNAL","EA_B","100911","38-SIGNAL","WBA_B","100023","CROSBY","100899;18-SWITCH;TRUE","2","True"
"2E7E0EDD12","048@100","100907","38-SIGNAL","WAA_B","100394","41-SIGNAL","EA_B","100023","CROSBY","100899;18-SWITCH;FALSE","1","True"
"BE5670325C","049@100","100911","38-SIGNAL","WBA_B","100394","41-SIGNAL","EA_B","100023","CROSBY","100899;18-SWITCH;TRUE","1","True"
"DF067B7C83","024@100","100408","43-SIGNAL","WA_B","100892","39-SIGNAL","EA","100024","DEL MAR","100407;19-SWITCH;FALSE","1","True"
"8F0AC7029D","068@100","100408","43-SIGNAL","WA_B","100909","39-SIGNAL","EB","100024","DEL MAR","100407;19-SWITCH;TRUE","2","True"
"2C24C21AE1","144@100","100892","39-SIGNAL","EA","100408","43-SIGNAL","WA_B","100024","DEL MAR","100407;19-SWITCH;FALSE","1","True"
"1059BC4905","146@100","100909","39-SIGNAL","EB","100408","43-SIGNAL","WA_B","100024","DEL MAR","100407;19-SWITCH;TRUE","1","True"
"2AD66AEB57","106@100","100184","E-SIGNAL","EA_B","100185","W-SIGNAL","WA","100025","TORREY","100187;1-SWITCH;FALSE","1","True"
"1F2D3243DE","155@100","100184","E-SIGNAL","EA_B","100186","W-SIGNAL","WC","100025","TORREY","100187;1-SWITCH;TRUE","2","True"
"2F166D117C","009@100","100185","W-SIGNAL","WA","100184","E-SIGNAL","EA_B","100025","TORREY","100187;1-SWITCH;FALSE","1","True"
"FE39D7C7F8","010@100","100186","W-SIGNAL","WC","100184","E-SIGNAL","EA_B","100025","TORREY","100187;1-SWITCH;TRUE","1","True"
"034AF1B379","123@100","100440","27-SIGNAL","2EA_B","100441","W-SIGNAL","2WA_B","100027","MIRAMAR","100443;11-SWITCH;FALSE|100459;12-SWITCH;FALSE","1","True"
"1655ED4BBD","167@100","100440","27-SIGNAL","2EA_B","100442","W-SIGNAL","4WA_B","100027","MIRAMAR","100443;11-SWITCH;FALSE|100459;12-SWITCH;TRUE","3","True"
"86C184B1AD","166@100","100440","27-SIGNAL","2EA_B","100460","W-SIGNAL","2WC_D","100027","MIRAMAR","100443;11-SWITCH;TRUE","2","True"
"8E58678119","026@100","100441","W-SIGNAL","2WA_B","100440","27-SIGNAL","2EA_B","100027","MIRAMAR","100459;12-SWITCH;FALSE|100443;11-SWITCH;FALSE","1","True"
"A1B7815D28","027@100","100442","W-SIGNAL","4WA_B","100440","27-SIGNAL","2EA_B","100027","MIRAMAR","100459;12-SWITCH;TRUE|100443;11-SWITCH;FALSE","1","True"
"D819799B8C","028@100","100460","W-SIGNAL","2WC_D","100440","27-SIGNAL","2EA_B","100027","MIRAMAR","100443;11-SWITCH;TRUE","1","True"
"DC80ED2264","190@100","100528","4E-SIGNAL","4EA_B","100544","W-SIGNAL","2WBA_B","100033","ASH","100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE","4","True"
"CC7AC86EA8","168@100","100528","4E-SIGNAL","4EA_B","100545","W-SIGNAL","2WAA_B","100033","ASH","100529;8-SWITCH;FALSE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE","2","True"
"5482BD953B","128@100","100528","4E-SIGNAL","4EA_B","100546","W-SIGNAL","4WAA_B","100033","ASH","100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE","1","True"
"AB2A10380B","169@100","100528","4E-SIGNAL","4EA_B","100547","W-SIGNAL","4WBA_B","100033","ASH","100529;8-SWITCH;FALSE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE","3","True"
"5432BDA6ED","072@100","100544","W-SIGNAL","2WBA_B","100528","4E-SIGNAL","4EA_B","100033","ASH","100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE","2","True"
"08DA64FCFD","030@100","100544","W-SIGNAL","2WBA_B","100692","EB MT1","2EA_B","100033","ASH","100533;20-SWITCH;TRUE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE","1","True"
"542855BBCB","093@100","100544","W-SIGNAL","2WBA_B","100692","EB MT1","2EA_B","100033","ASH","100533;20-SWITCH;TRUE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE","3","True"
"6EF20C58BC","073@100","100545","W-SIGNAL","2WAA_B","100528","4E-SIGNAL","4EA_B","100033","ASH","100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;FALSE","2","True"
"3A930D282E","031@100","100545","W-SIGNAL","2WAA_B","100692","EB MT1","2EA_B","100033","ASH","100533;20-SWITCH;FALSE|100519;9-SWITCH;FALSE|100518;8-SWITCH;FALSE","1","True"
"DFA085AA00","094@100","100545","W-SIGNAL","2WAA_B","100692","EB MT1","2EA_B","100033","ASH","100533;20-SWITCH;FALSE|100519;9-SWITCH;TRUE|100530;9-SWITCH;TRUE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE","3","True"
"C3BD209420","032@100","100546","W-SIGNAL","4WAA_B","100528","4E-SIGNAL","4EA_B","100033","ASH","100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE","1","True"
"E3E5150E62","074@100","100546","W-SIGNAL","4WAA_B","100692","EB MT1","2EA_B","100033","ASH","100535;21-SWITCH;FALSE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE","2","True"
"A21575D495","033@100","100547","W-SIGNAL","4WBA_B","100528","4E-SIGNAL","4EA_B","100033","ASH","100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;FALSE","1","True"
"C2DEA98867","075@100","100547","W-SIGNAL","4WBA_B","100692","EB MT1","2EA_B","100033","ASH","100535;21-SWITCH;TRUE|100530;9-SWITCH;FALSE|100529;8-SWITCH;TRUE|100518;8-SWITCH;TRUE","2","True"
"D271D14018","175@100","100692","EB MT1","2EA_B","100544","W-SIGNAL","2WBA_B","100033","ASH","100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;TRUE","3","True"
"56DA165C6D","199@100","100692","EB MT1","2EA_B","100544","W-SIGNAL","2WBA_B","100033","ASH","100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;TRUE","6","True"
"AC8D534090","135@100","100692","EB MT1","2EA_B","100545","W-SIGNAL","2WAA_B","100033","ASH","100518;8-SWITCH;FALSE|100519;9-SWITCH;FALSE|100533;20-SWITCH;FALSE","1","True"
"8C74F4C8CE","192@100","100692","EB MT1","2EA_B","100545","W-SIGNAL","2WAA_B","100033","ASH","100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;TRUE|100519;9-SWITCH;TRUE|100533;20-SWITCH;FALSE","4","True"
"2ECA10E2DB","174@100","100692","EB MT1","2EA_B","100546","W-SIGNAL","4WAA_B","100033","ASH","100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;FALSE","2","True"
"719E92CE74","193@100","100692","EB MT1","2EA_B","100547","W-SIGNAL","4WBA_B","100033","ASH","100518;8-SWITCH;TRUE|100529;8-SWITCH;TRUE|100530;9-SWITCH;FALSE|100535;21-SWITCH;TRUE","5","True"
"081021EEC4","129@100","100625","4E-SIGNAL","4E","100627","4W-SIGNAL","4W","100035","CONVAIR","100623;1-SWITCH;FALSE","1","True"
"1527633FB4","170@100","100625","4E-SIGNAL","4E","100628","2W-SIGNAL","2W","100035","CONVAIR","100623;1-SWITCH;TRUE|100624;1-SWITCH;TRUE","2","True"
"E0E38861B0","130@100","100626","2E-SIGNAL","2E","100628","2W-SIGNAL","2W","100035","CONVAIR","100624;1-SWITCH;FALSE","1","True"
"3E689D89C7","034@100","100627","4W-SIGNAL","4W","100625","4E-SIGNAL","4E","100035","CONVAIR","100623;1-SWITCH;FALSE","1","True"
"D9DD100A4B","076@100","100628","2W-SIGNAL","2W","100625","4E-SIGNAL","4E","100035","CONVAIR","100624;1-SWITCH;TRUE|100623;1-SWITCH;TRUE","2","True"
"AC6FADB263","035@100","100628","2W-SIGNAL","2W","100626","2E-SIGNAL","2E","100035","CONVAIR","100624;1-SWITCH;FALSE","1","True"
"0C28A3B85B","223@200","200112","11E-SIGNAL","E-SIGNAL","200119","12W-SIGNAL","W-SIGNAL","200000","OCEAN","200118;1-SWITCH;TRUE","1","True"
"1E291E43F4","224@200","200113","11E-SIGNAL","11E-SIGNAL","200119","12W-SIGNAL","W-SIGNAL","200000","OCEAN","200118;1-SWITCH;FALSE","1","True"
"540EB39AC3","208@200","200119","12W-SIGNAL","W-SIGNAL","200112","11E-SIGNAL","E-SIGNAL","200000","OCEAN","200118;1-SWITCH;TRUE","2","True"
"E6F6AEE76F","181@200","200119","12W-SIGNAL","W-SIGNAL","200113","11E-SIGNAL","11E-SIGNAL","200000","OCEAN","200118;1-SWITCH;FALSE","1","True"
"0344A68A83","225@200","200130","1E-SIGNAL","1E-SIGNAL","200152","3W-SIGNAL","W-SIGNAL","200002","RAILROAD","200535;3-SWITCH;TRUE|200131;1-SWITCH;FALSE","1","True"
"0A967B9C16","226@200","200141","2E-SIGNAL","2E-SIGNAL","200144","3W-SIGNAL","2W-SIGNAL","200002","RAILROAD","200142;1-SWITCH;FALSE","1","True"
"D5FD8DACF2","260@200","200141","2E-SIGNAL","2E-SIGNAL","200152","3W-SIGNAL","W-SIGNAL","200002","RAILROAD","200142;1-SWITCH;TRUE|200131;1-SWITCH;TRUE","2","True"
"F8F17F9249","182@200","200144","3W-SIGNAL","2W-SIGNAL","200141","2E-SIGNAL","2E-SIGNAL","200002","RAILROAD","200142;1-SWITCH;FALSE","1","True"
"6E61193A0C","183@200","200152","3W-SIGNAL","W-SIGNAL","200130","1E-SIGNAL","1E-SIGNAL","200002","RAILROAD","200131;1-SWITCH;FALSE|200535;3-SWITCH;TRUE","1","True"
"9166C1D0FA","209@200","200152","3W-SIGNAL","W-SIGNAL","200141","2E-SIGNAL","2E-SIGNAL","200002","RAILROAD","200131;1-SWITCH;TRUE|200142;1-SWITCH;TRUE","2","True"
"F54B64388D","261@200","200168","1E-SIGNAL","1E-SIGNAL","200184","1W-SIGNAL","1W-SIGNAL","200003","TRUE","200153;5-SWITCH;TRUE","2","True"
"638680F8AF","231@200","200168","1E-SIGNAL","1E-SIGNAL","200185","1W-SIGNAL","1W-SIGNAL","200003","TRUE","200153;5-SWITCH;FALSE","1","True"
"B2BC056294","186@200","200184","1W-SIGNAL","1W-SIGNAL","200169","1E-SIGNAL","1E-SIGNAL","200003","TRUE","200153;5-SWITCH;TRUE","1","True"
"EC4DBCE4CD","187@200","200185","1W-SIGNAL","1W-SIGNAL","200169","1E-SIGNAL","1E-SIGNAL","200003","TRUE","200153;5-SWITCH;FALSE","1","True"
"236B14574B","227@200","200150","EBNS COAST","EBNS COAST","200173","1W-SIGNAL","1W-SIGNAL","200004","WYE","","1","True"
"63D36A78FF","228@200","200157","E-SIGNAL","E-SIGNAL","200164","W-SIGNAL","W-SIGNAL","200004","WYE","200163;1-SWITCH;FALSE","1","True"
"58373F5A2C","229@200","200158","E-SIGNAL","E-SIGNAL","200164","W-SIGNAL","W-SIGNAL","200004","WYE","200163;1-SWITCH;TRUE","1","True"
"24A2BE0C73","184@200","200164","W-SIGNAL","W-SIGNAL","200157","E-SIGNAL","E-SIGNAL","200004","WYE","200163;1-SWITCH;FALSE","1","True"
"88DE40338D","210@200","200164","W-SIGNAL","W-SIGNAL","200158","E-SIGNAL","E-SIGNAL","200004","WYE","200163;1-SWITCH;TRUE","2","True"
"8E2421AC88","262@200","200169","1E-SIGNAL","1E-SIGNAL","200184","1W-SIGNAL","1W-SIGNAL","200005","CROUCH","200153;5-SWITCH;TRUE","2","True"
"6FCB99233E","232@200","200169","1E-SIGNAL","1E-SIGNAL","200185","1W-SIGNAL","1W-SIGNAL","200005","CROUCH","200153;5-SWITCH;FALSE","1","True"
"60BAC9AD5A","185@200","200173","1W-SIGNAL","1W-SIGNAL","200150","EBNS COAST","EBNS COAST","200005","CROUCH","","1","True"
"63ED9A60CD","233@200","200170","1E-SIGNAL","1E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200006","RANCHO","200222;6-SWITCH;TRUE","1","True"
"3F9787A56F","234@200","200171","1E-SIGNAL","1E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200006","RANCHO","200222;6-SWITCH;FALSE","1","True"
"B842997D68","236@200","200216","E-SIGNAL","E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200007","SCHOOL","200222;6-SWITCH;FALSE","1","True"
"028E1DACBD","237@200","200217","E-SIGNAL","E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200007","SCHOOL","200222;6-SWITCH;TRUE","1","True"
"CB4C265A1A","188@200","200223","W-SIGNAL","W-SIGNAL","200167","1E-SIGNAL","1E-SIGNAL","200007","SCHOOL","200222;6-SWITCH;FALSE","1","True"
"0AD3679CA4","211@200","200223","W-SIGNAL","W-SIGNAL","200172","1E-SIGNAL","1E-SIGNAL","200007","SCHOOL","200222;6-SWITCH;TRUE","2","True"
"D135A12165","230@200","200167","1E-SIGNAL","1E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200008","EL CAMINO","200222;6-SWITCH;FALSE","1","True"
"1513B78889","235@200","200172","1E-SIGNAL","1E-SIGNAL","200223","W-SIGNAL","W-SIGNAL","200008","EL CAMINO","200222;6-SWITCH;TRUE","1","True"
"9F1744AA4B","241@200","200267","1E-SIGNAL","1E-SIGNAL","200244","W-SIGNAL","W-SIGNAL","200009","MELROSE","200246;9-SWITCH;FALSE","1","True"
"1C6317348F","264@200","200267","1E-SIGNAL","1E-SIGNAL","200245","W-SIGNAL","W-SIGNAL","200009","MELROSE","200246;9-SWITCH;TRUE","2","True"
"A14F526CE8","238@200","200243","E-SIGNAL","E-SIGNAL","200244","W-SIGNAL","W-SIGNAL","200010","ANGEL","200246;9-SWITCH;FALSE","1","True"
"E42C1CADBF","263@200","200243","E-SIGNAL","E-SIGNAL","200245","W-SIGNAL","W-SIGNAL","200010","ANGEL","200246;9-SWITCH;TRUE","2","True"
"51489364D5","189@200","200244","W-SIGNAL","W-SIGNAL","200267","1E-SIGNAL","1E-SIGNAL","200010","ANGEL","200246;9-SWITCH;FALSE","1","True"
"CAE4B6DB35","190@200","200245","W-SIGNAL","W-SIGNAL","200267","1E-SIGNAL","1E-SIGNAL","200010","ANGEL","200246;9-SWITCH;TRUE","1","True"
"B415D10354","242@200","200268","E-SIGNAL","E-SIGNAL","200261","WBNS ESCON AVE","WBNS ESCON AVE","200011","VISTA","","1","True"
"5FFCDC12BA","243@200","200269","1E-SIGNAL","1E-SIGNAL","200260","WBNS ESCONDIDO AVE","WBNS ESCONDIDO AVE","200011","VISTA","","1","True"
"996720B9C2","192@200","200260","WBNS ESCONDIDO AVE","WBNS ESCONDIDO AVE","200269","1E-SIGNAL","1E-SIGNAL","200012","CIVIC CTR VISTA","","1","True"
"A867D2ADC3","193@200","200261","WBNS ESCON AVE","WBNS ESCON AVE","200268","E-SIGNAL","E-SIGNAL","200012","CIVIC CTR VISTA","","1","True"
"2EE3338802","239@200","200250","E-SIGNAL","E-SIGNAL","200265","1W-SIGNAL","1W-SIGNAL","200013","AVENUE","200256;10-SWITCH;FALSE","1","True"
"7F795255DF","240@200","200251","E-SIGNAL","E-SIGNAL","200265","1W-SIGNAL","1W-SIGNAL","200013","AVENUE","200256;10-SWITCH;TRUE","1","True"
"402E8EC667","191@200","200257","W-SIGNAL","W-SIGNAL","200250","E-SIGNAL","E-SIGNAL","200013","AVENUE","200256;10-SWITCH;FALSE","1","True"
"76E6BE46F6","212@200","200257","W-SIGNAL","W-SIGNAL","200251","E-SIGNAL","E-SIGNAL","200013","AVENUE","200256;10-SWITCH;TRUE","2","True"
"9BCB7F7E0B","196@200","200265","1W-SIGNAL","1W-SIGNAL","200250","E-SIGNAL","E-SIGNAL","200014","BUENA CREEK","200256;10-SWITCH;FALSE","1","True"
"9560B50826","213@200","200265","1W-SIGNAL","1W-SIGNAL","200251","E-SIGNAL","E-SIGNAL","200014","BUENA CREEK","200256;10-SWITCH;TRUE","2","True"
"634958FEE8","245@200","200307","33-SIGNAL","1E-SIGNAL","200262","WBNS CIVIC","WBNS CIVIC","200015","PALOMAR","","1","True"
"C4F718277A","246@200","200308","42-SIGNAL","1E-SIGNAL","200263","WBNS CIVIC CTR","WBNS CIVIC CTR","200015","PALOMAR","","1","True"
"F80CC7F575","244@200","200296","E-SIGNAL","E-SIGNAL","200297","W-SIGNAL","W-SIGNAL","200016","MISSY","200299;11-SWITCH;FALSE","1","True"
"F1FA2E55D2","265@200","200296","E-SIGNAL","E-SIGNAL","200298","W-SIGNAL","W-SIGNAL","200016","MISSY","200299;11-SWITCH;TRUE","2","True"
"7238CDFC7C","197@200","200297","W-SIGNAL","W-SIGNAL","200296","E-SIGNAL","E-SIGNAL","200016","MISSY","200299;11-SWITCH;FALSE","1","True"
"3DA34E60CE","198@200","200298","W-SIGNAL","W-SIGNAL","200296","E-SIGNAL","E-SIGNAL","200016","MISSY","200299;11-SWITCH;TRUE","1","True"
"4F65AC54D9","194@200","200262","WBNS CIVIC","WBNS CIVIC","200307","33-SIGNAL","1E-SIGNAL","200017","LOOP WEST","","1","True"
"CD806F47C3","195@200","200263","WBNS CIVIC CTR","WBNS CIVIC CTR","200308","42-SIGNAL","1E-SIGNAL","200017","LOOP WEST","","1","True"
"24A3EC4BF7","247@200","200316","E-SIGNAL","E-SIGNAL","200317","W-SIGNAL","W-SIGNAL","200017","LOOP WEST","200319;15-SWITCH;FALSE","1","True"
"16A0D014C3","266@200","200316","E-SIGNAL","E-SIGNAL","200318","W-SIGNAL","W-SIGNAL","200017","LOOP WEST","200319;15-SWITCH;TRUE","2","True"
"42F16349D2","199@200","200317","W-SIGNAL","W-SIGNAL","200316","E-SIGNAL","E-SIGNAL","200017","LOOP WEST","200319;15-SWITCH;FALSE","1","True"
"28272D5320","200@200","200318","W-SIGNAL","W-SIGNAL","200316","E-SIGNAL","E-SIGNAL","200017","LOOP WEST","200319;15-SWITCH;TRUE","1","True"
"708D8F10EA","248@200","200324","EBNS CIVIC","EBNS CIVIC","200330","W-SIGNAL","W-SIGNAL","200017","LOOP WEST","200357;1-SWITCH;TRUE","1","True"
"69CE746614","251@200","200377","E-SIGNAL","E-SIGNAL","200393","W-SIGNAL","W-SIGNAL","200019","LOOP EAST","200383;17-SWITCH;TRUE","1","True"
"9945375DDC","215@200","200384","W-SIGNAL","W-SIGNAL","200377","E-SIGNAL","E-SIGNAL","200019","LOOP EAST","200383;17-SWITCH;TRUE","2","True"
"A3B2BB3D60","202@200","200384","W-SIGNAL","W-SIGNAL","200391","E-SIGNAL","E-SIGNAL","200019","LOOP EAST","200383;17-SWITCH;FALSE","1","True"
"0EE86AE395","252@200","200391","E-SIGNAL","E-SIGNAL","200393","W-SIGNAL","W-SIGNAL","200019","LOOP EAST","200383;17-SWITCH;FALSE","1","True"
"2AC55C07C5","214@200","200330","W-SIGNAL","W-SIGNAL","200324","EBNS CIVIC","EBNS CIVIC","200020","SHELLY","200357;1-SWITCH;TRUE","2","True"
"87360598ED","201@200","200330","W-SIGNAL","W-SIGNAL","200351","E-SIGNAL","E-SIGNAL","200020","SHELLY","200357;1-SWITCH;FALSE","1","True"
"8F4A67F461","249@200","200351","E-SIGNAL","E-SIGNAL","200330","W-SIGNAL","W-SIGNAL","200020","SHELLY","200357;1-SWITCH;FALSE","1","True"
"F56C1F0F6D","250@200","200352","E-SIGNAL","E-SIGNAL","200330","W-SIGNAL","W-SIGNAL","200020","SHELLY","200357;1-SWITCH;TRUE","1","True"
"961C7CA751","216@200","200393","W-SIGNAL","W-SIGNAL","200377","E-SIGNAL","E-SIGNAL","200025","NORDAHL","200383;17-SWITCH;TRUE","2","True"
"0AE0280573","203@200","200393","W-SIGNAL","W-SIGNAL","200391","E-SIGNAL","E-SIGNAL","200025","NORDAHL","200383;17-SWITCH;FALSE","1","True"
"1DA5D0B8B7","253@200","200413","E-SIGNAL","E-SIGNAL","200476","1W-SIGNAL","1W-SIGNAL","200025","NORDAHL","","1","True"
"FF05B5E00A","259@200","200475","1E-SIGNAL","1E-SIGNAL","200463","W-SIGNAL","W-SIGNAL","200026","HOLDOUT","200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE","1","True"
"415A402A8F","271@200","200475","1E-SIGNAL","1E-SIGNAL","200464","W-SIGNAL","W-SIGNAL","200026","HOLDOUT","200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE","2","True"
"0612E32B79","207@200","200476","1W-SIGNAL","1W-SIGNAL","200413","E-SIGNAL","E-SIGNAL","200026","HOLDOUT","","1","True"
"FCD517439D","254@200","200428","E-SIGNAL","E-SIGNAL","200463","W-SIGNAL","W-SIGNAL","200027","YARD","200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE","1","True"
