"RestrictionUID","RestrictionType","SubType","RestrictionSubName","TrackName","TrackNameList","Direction","Information","CompList","PTCBulletinText","ComponentUID","component_family","component_name","component_secondary_name"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100468","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100470","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100473","track","2EAK","MT1"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100474","track","4EAK","MT2"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100476","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100482","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100487","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100489","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100490","track","TK","MT"
"660","MISC","FORMTC","SAN DIEGO","All Tracks","All Tracks","","TRACKS ARE OUT OF SERVICE AT THE FOLLOWING
LOCATIONS:

MP 234.27 PONTO HOUSE TRACK DUE TO STORED
EQUIPMENT PER MOW NOLFI.

MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER MOW COSIO.

MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED
EQUIPMENT.

MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF
MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD.
","100115-100116-100118-100119-100120-100125-100126-100127-100136-100137-100138-100139-100140-100141-100146-100154-100155-100157-100158-100159-100160-100161-100162-100172-100173-100178-100180-100181-100182-100183-100246-100247-100248-100249-100254-100255-100259-100261-100265-100267-100269-100271-100274-100278-100279-100280-100281-100283-100284-100287-100289-100294-100296-100297-100298-100299-100304-100308-100309-100310-100311-100316-100318-100319-100320-100321-100322-100323-100324-100325-100329-100330-100331-100332-100335-100337-100338-100339-100342-100345-100346-100347-100348-100349-100352-100354-100355-100357-100365-100367-100368-100381-100382-100383-100384-100387-100390-100391-100392-100393-100395-100396-100397-100398-100399-100401-100402-100403-100404-100405-100406-100411-100420-100421-100436-100437-100438-100439-100444-100445-100456-100457-100458-100461-100462-100463-100464-100466-100468-100470-100473-100474-100476-100482-100490-100496-100497-100508-100509-100511-100512-100513-100514-100515-100516-100522-100523-100524-100525-100526-100527-100532-100534-100536-100537-100538-100539-100540-100541-100542-100543-100580-100617-100618-100619-100620-100621-100622-100637-100638-100639-100640-100643-100645-100649-100650-100662-100663-100664-100666-100668-100669-100670-100676-100678-100680-100681-100682-100683-100686-100701-100702-100703-100704-100721-100722-100723-100724-100725-100726-100733-100734-100736-100737-100743-100746-100748-100749-100750-100751-100752-100759-100760-100761-100762-100763-100770-100775-100776-100778-100780-100781-100783-100784-100815-100816-100820-100821-100822-100823-100824-100827-100838-100852-100856-100860-100863-100864-100865-100866-100867-100869-100870-100871-100872-100873-100875-100876-100877-100878-100879-100880-100883-100884-100885-100886-100887-100891-100896-100898-100900-100904-100906-100117-100487-100489","Track Bulletin No 660|San Diego Sub|Between MP 209.12 And MP 267.7|All Tracks|TRACKS ARE OUT OF SERVICE AT THE FOLLOWING |LOCATIONS: | |MP 234.27 PONTO HOUSE TRACK DUE TO STORED |EQUIPMENT PER MOW NOLFI. | |MP 249.62 PINE SPUR DUE TO STORED EQUIPMENT PER |MOW COSIO. | |MP 252.9 MIRAMAR HOUSE TRACK DUE TO STORED |EQUIPMENT. | |MP 253.25 FRAZEE PAINT SWITCH ON THE STEM OF |MIRAMAR WYE IS OUT OF SERVICE PER MOW CHEATWOOD. |","100496","track","4EAK","MT2"
