"component_family","component_uid","parent_control_point_uid","component_name","component_secondary_name","component_detail_name","component_codeline","reference_column","reference_value"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","InTimeBit","8;1;200002"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","NearSideSignaBitlIndication","0;0;0;0"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","NearSideSignalBitControl","0;0;0;0"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","PCTL","5;1;200002;0007|0;1;200002;0007"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","PIND","5;1;200002;0007"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","SCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","SIND","0;1;200002;0007"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","TCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200130","200002","1E-SIGNAL","1E-SIGNAL","","7","TIND","0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","BlockIndBit","0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","CallOnBit","0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","FleetControlBit","0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","InTimeBit","12;1;200002"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","NearSideSignaBitlIndication","0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","NearSideSignalBitControl","0;0;0;0"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","PCTL","15;1;200002;0007|0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","PIND","15;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","SCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","SIND","0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","TCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200141","200002","2E-SIGNAL","2E-SIGNAL","","7","TIND","0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","BlockIndBit","0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","CallOnBit","0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","FleetControlBit","0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","InTimeBit","12;1;200002"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","NearSideSignaBitlIndication","0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","NearSideSignalBitControl","0;0;0;0"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","PCTL","16;1;200002;0007|0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","PIND","16;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","SCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","SIND","0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","TCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200144","200002","3W-SIGNAL","2W-SIGNAL","","7","TIND","0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","BlockIndBit","0;0;0;0"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","CallOnBit","0;0;0;0"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","FleetControlBit","0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","InTimeBit","8;1;200002"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","NearSideSignaBitlIndication","7;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","NearSideSignalBitControl","7;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","PCTL","6;1;200002;0007|0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","PIND","6;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","SCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","SIND","0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","TCTL","0;1;200002;0007|0;1;200002;0007"
"signal","200152","200002","3W-SIGNAL","W-SIGNAL","","7","TIND","0;1;200002;0007"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","BlockIndBit","0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","CallOnBit","0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","FleetControlBit","0;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","InTimeBit","5;1;200003"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","NearSideSignaBitlIndication","0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","NearSideSignalBitControl","0;0;0;0"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","PCTL","3;1;200003;0010|0;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","PIND","3;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","SCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","SIND","0;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","TCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200168","200003","1E-SIGNAL","1E-SIGNAL","","10","TIND","0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","BlockIndBit","0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","CallOnBit","0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","FleetControlBit","0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","InTimeBit","5;1;200003"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","NearSideSignaBitlIndication","0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","NearSideSignalBitControl","0;0;0;0"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","PCTL","4;1;200003;0010|0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","PIND","4;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","SCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","SIND","0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","TCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200184","200003","1W-SIGNAL","1W-SIGNAL","","10","TIND","0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","BlockIndBit","0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","CallOnBit","0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","FleetControlBit","0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","InTimeBit","5;1;200003"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","NearSideSignaBitlIndication","0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","NearSideSignalBitControl","0;0;0;0"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","PCTL","4;1;200003;0010|0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","PIND","4;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","SCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","SIND","0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","TCTL","0;1;200003;0010|0;1;200003;0010"
"signal","200185","200003","1W-SIGNAL","1W-SIGNAL","","10","TIND","0;1;200003;0010"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","BlockIndBit","0;0;0;0"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","CallOnBit","0;0;0;0"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","FleetControlBit","0;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","InTimeBit","21;1;200004"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","NearSideSignaBitlIndication","12;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","NearSideSignalBitControl","12;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","PCTL","11;1;200004;0008|0;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","PIND","11;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","SCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","SIND","0;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","TCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200150","200004","EBNS COAST","EBNS COAST","","8","TIND","0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","BlockIndBit","0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","CallOnBit","0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","FleetControlBit","0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","InTimeBit","5;1;200004"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","NearSideSignaBitlIndication","0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","NearSideSignalBitControl","0;0;0;0"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","PCTL","3;1;200004;0008|0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","PIND","3;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","SCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","SIND","0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","TCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200157","200004","E-SIGNAL","E-SIGNAL","","8","TIND","0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","BlockIndBit","0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","CallOnBit","0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","FleetControlBit","0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","InTimeBit","5;1;200004"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","NearSideSignaBitlIndication","0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","NearSideSignalBitControl","0;0;0;0"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","PCTL","3;1;200004;0008|0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","PIND","3;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","SCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","SIND","0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","TCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200158","200004","E-SIGNAL","E-SIGNAL","","8","TIND","0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","BlockIndBit","0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","CallOnBit","0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","FleetControlBit","0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","InTimeBit","5;1;200004"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","NearSideSignaBitlIndication","0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","NearSideSignalBitControl","0;0;0;0"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","PCTL","4;1;200004;0008|0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","PIND","4;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","SCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","SIND","0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","TCTL","0;1;200004;0008|0;1;200004;0008"
"signal","200164","200004","W-SIGNAL","W-SIGNAL","","8","TIND","0;1;200004;0008"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","BlockIndBit","0;0;0;0"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","CallOnBit","0;0;0;0"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","FleetControlBit","0;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","InTimeBit","7;1;200005"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","NearSideSignaBitlIndication","4;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","NearSideSignalBitControl","4;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","PCTL","3;1;200005;0009|0;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","PIND","3;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","SCTL","0;1;200005;0009|0;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","SIND","0;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","TCTL","0;1;200005;0009|0;1;200005;0009"
"signal","200169","200005","1E-SIGNAL","1E-SIGNAL","","9","TIND","0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","BlockIndBit","0;0;0;0"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","CallOnBit","0;0;0;0"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","FleetControlBit","0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","InTimeBit","8;1;200005"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","NearSideSignaBitlIndication","6;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","NearSideSignalBitControl","6;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","PCTL","5;1;200005;0009|0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","PIND","5;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","SCTL","0;1;200005;0009|0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","SIND","0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","TCTL","0;1;200005;0009|0;1;200005;0009"
"signal","200173","200005","1W-SIGNAL","1W-SIGNAL","","9","TIND","0;1;200005;0009"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","BlockIndBit","0;0;0;0"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","CallOnBit","0;0;0;0"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","FleetControlBit","0;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","InTimeBit","8;1;200006"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","NearSideSignaBitlIndication","6;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","NearSideSignalBitControl","6;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","PCTL","5;1;200006;0012|0;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","PIND","5;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","SCTL","0;1;200006;0012|0;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","SIND","0;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","TCTL","0;1;200006;0012|0;1;200006;0012"
"signal","200170","200006","1E-SIGNAL","1E-SIGNAL","","12","TIND","0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","BlockIndBit","0;0;0;0"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","CallOnBit","0;0;0;0"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","FleetControlBit","0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","InTimeBit","7;1;200006"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","NearSideSignaBitlIndication","4;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","NearSideSignalBitControl","4;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","PCTL","3;1;200006;0012|0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","PIND","3;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","SCTL","0;1;200006;0012|0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","SIND","0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","TCTL","0;1;200006;0012|0;1;200006;0012"
"signal","200171","200006","1E-SIGNAL","1E-SIGNAL","","12","TIND","0;1;200006;0012"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","BlockIndBit","0;0;0;0"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","CallOnBit","0;0;0;0"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","FleetControlBit","0;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","InTimeBit","5;1;200007"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","NearSideSignaBitlIndication","7;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","NearSideSignalBitControl","7;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","PCTL","3;1;200007;0013|0;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","PIND","3;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","SCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","SIND","0;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","TCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200216","200007","E-SIGNAL","E-SIGNAL","","13","TIND","0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","BlockIndBit","0;0;0;0"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","CallOnBit","0;0;0;0"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","FleetControlBit","0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","InTimeBit","5;1;200007"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","NearSideSignaBitlIndication","7;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","NearSideSignalBitControl","7;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","PCTL","3;1;200007;0013|0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","PIND","3;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","SCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","SIND","0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","TCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200217","200007","E-SIGNAL","E-SIGNAL","","13","TIND","0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","BlockIndBit","0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","CallOnBit","0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","FleetControlBit","0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","InTimeBit","5;1;200007"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","NearSideSignaBitlIndication","0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","NearSideSignalBitControl","0;0;0;0"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","PCTL","4;1;200007;0013|0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","PIND","4;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","SCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","SIND","0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","TCTL","0;1;200007;0013|0;1;200007;0013"
"signal","200223","200007","W-SIGNAL","W-SIGNAL","","13","TIND","0;1;200007;0013"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","BlockIndBit","0;0;0;0"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","CallOnBit","0;0;0;0"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","FleetControlBit","0;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","InTimeBit","7;1;200008"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","JointControlAuthorizationCtlBit","0;0;0;0|0;0;0;0"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","JointControlAuthorizationIndBit","0;0;0;0"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","NearSideSignaBitlIndication","4;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","NearSideSignalBitControl","4;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","PCTL","3;1;200008;0011|0;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","PIND","3;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","SCTL","0;1;200008;0011|0;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","SIND","0;1;200008;0011"
"signal","200167","200008","1E-SIGNAL","1E-SIGNAL","","11","TCTL","0;1;200008;0011|0;1;200008;0011"
