"component_family","component_uid","parent_control_point_uid","component_name","component_secondary_name","component_detail_name","component_codeline","reference_column","reference_value"
"control_point","200003","200003","TRUE","NULL","","10","CPIND6","0;1;200003"
"control_point","200003","200003","TRUE","NULL","","10","CPIND7","0;1;200003"
"control_point","200003","200003","TRUE","NULL","","10","CPIND8","0;1;200003"
"control_point","200003","200003","TRUE","NULL","","10","CPIND9","0;1;200003"
"control_point","200003","200003","TRUE","NULL","","10","ScadaAlarmReportingIndicationBit","0;1;200003"
"control_point","200004","200004","WYE","NULL","","8","CPCTL1","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPCTL10","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL11","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL12","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL13","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL2","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPCTL3","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPCTL4","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPCTL5","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPCTL6","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL7","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL8","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPCTL9","0;0;0;0"
"control_point","200004","200004","WYE","NULL","","8","CPIND1","19;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND10","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND11","0;0;200004;1"
"control_point","200004","200004","WYE","NULL","","8","CPIND12","0;0;200004;1"
"control_point","200004","200004","WYE","NULL","","8","CPIND13","0;0;200004;1"
"control_point","200004","200004","WYE","NULL","","8","CPIND2","17;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND3","20;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND4","18;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND5","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND6","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND7","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND8","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","CPIND9","0;1;200004"
"control_point","200004","200004","WYE","NULL","","8","ScadaAlarmReportingIndicationBit","0;1;200004"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL1","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL10","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL11","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL12","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL13","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL2","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL3","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL4","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL5","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL6","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL7","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL8","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPCTL9","0;0;0;0"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND1","12;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND10","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND11","0;0;200005;3"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND12","0;0;200005;3"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND13","0;0;200005;3"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND2","10;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND3","13;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND4","11;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND5","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND6","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND7","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND8","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","CPIND9","0;1;200005"
"control_point","200005","200005","CROUCH","NULL","","9","ScadaAlarmReportingIndicationBit","0;1;200005"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL1","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL10","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL11","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL12","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL13","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL2","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL3","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL4","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL5","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL6","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL7","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL8","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPCTL9","0;0;0;0"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND1","19;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND10","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND11","0;0;200006;1"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND12","0;0;200006;1"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND13","0;0;200006;1"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND2","17;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND3","20;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND4","18;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND5","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND6","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND7","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND8","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","CPIND9","0;1;200006"
"control_point","200006","200006","RANCHO","NULL","","12","ScadaAlarmReportingIndicationBit","0;1;200006"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL1","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL10","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL11","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL12","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL13","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL2","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL3","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL4","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL5","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL6","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL7","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL8","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPCTL9","0;0;0;0"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND1","11;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND10","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND11","0;0;200007;1"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND12","0;0;200007;1"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND13","0;0;200007;1"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND2","9;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND3","12;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND4","10;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND5","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND6","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND7","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND8","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","CPIND9","0;1;200007"
"control_point","200007","200007","SCHOOL","NULL","","13","ScadaAlarmReportingIndicationBit","0;1;200007"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL1","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL10","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL11","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL12","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL13","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL2","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL3","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL4","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL5","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL6","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL7","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL8","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPCTL9","0;0;0;0"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND1","19;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND10","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND11","0;0;200008;1"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND12","0;0;200008;1"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND13","0;0;200008;1"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND2","17;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND3","20;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND4","18;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND5","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND6","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND7","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND8","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","CPIND9","0;1;200008"
"control_point","200008","200008","EL CAMINO","NULL","","11","ScadaAlarmReportingIndicationBit","0;1;200008"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL1","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL10","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL11","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL12","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL13","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL2","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL3","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL4","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL5","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL6","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL7","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL8","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPCTL9","0;0;0;0"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND1","11;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND10","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND11","0;0;200009;1"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND12","0;0;200009;1"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND13","0;0;200009;1"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND2","9;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND3","12;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND4","10;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND5","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND6","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND7","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND8","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","CPIND9","0;1;200009"
"control_point","200009","200009","MELROSE","NULL","","14","ScadaAlarmReportingIndicationBit","0;1;200009"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL1","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL10","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL11","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL12","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL13","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL2","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL3","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL4","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL5","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL6","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL7","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL8","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPCTL9","0;0;0;0"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND1","11;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND10","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND11","0;0;200010;1"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND12","0;0;200010;1"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND13","0;0;200010;1"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND2","9;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND3","12;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND4","10;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND5","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND6","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND7","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND8","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","CPIND9","0;1;200010"
"control_point","200010","200010","ANGEL","NULL","","15","ScadaAlarmReportingIndicationBit","0;1;200010"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL1","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL10","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL11","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL12","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL13","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL2","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL3","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL4","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL5","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL6","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL7","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL8","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPCTL9","0;0;0;0"
"control_point","200011","200011","VISTA","NULL","","16","CPIND1","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND10","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND11","0;0;200011;1"
"control_point","200011","200011","VISTA","NULL","","16","CPIND12","0;0;200011;1"
"control_point","200011","200011","VISTA","NULL","","16","CPIND13","0;0;200011;1"
"control_point","200011","200011","VISTA","NULL","","16","CPIND2","18;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND3","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND4","19;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND5","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND6","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND7","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND8","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","CPIND9","0;1;200011"
"control_point","200011","200011","VISTA","NULL","","16","ScadaAlarmReportingIndicationBit","0;1;200011"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL1","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL10","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL11","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL12","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL13","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL2","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL3","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL4","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL5","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL6","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL7","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL8","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPCTL9","0;0;0;0"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND1","19;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND10","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND11","0;0;200012;1"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND12","0;0;200012;1"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND13","0;0;200012;1"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND2","17;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND3","20;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND4","18;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND5","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND6","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND7","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND8","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","CPIND9","0;1;200012"
"control_point","200012","200012","CIVIC CTR VISTA","NULL","","17","ScadaAlarmReportingIndicationBit","0;1;200012"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL1","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL10","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL11","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL12","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL13","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL2","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL3","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL4","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL5","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL6","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL7","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL8","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPCTL9","0;0;0;0"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND1","12;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND10","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND11","0;0;200013;1"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND12","0;0;200013;1"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND13","0;0;200013;1"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND2","10;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND3","13;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND4","11;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND5","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND6","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND7","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND8","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","CPIND9","0;1;200013"
"control_point","200013","200013","AVENUE","NULL","","18","ScadaAlarmReportingIndicationBit","0;1;200013"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL1","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL10","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL11","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL12","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL13","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL2","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL3","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL4","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL5","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL6","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL7","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL8","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPCTL9","0;0;0;0"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND1","13;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND10","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND11","0;0;200014;1"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND12","0;0;200014;1"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND13","0;0;200014;1"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND2","11;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND3","14;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND4","12;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND5","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND6","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND7","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND8","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","CPIND9","0;1;200014"
"control_point","200014","200014","BUENA CREEK","NULL","","19","ScadaAlarmReportingIndicationBit","0;1;200014"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL1","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL10","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL11","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL12","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL13","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL2","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL3","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL4","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL5","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL6","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL7","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL8","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPCTL9","0;0;0;0"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND1","19;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND10","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND11","0;0;200015;1"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND12","0;0;200015;1"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND13","0;0;200015;1"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND2","17;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND3","20;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND4","18;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND5","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND6","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND7","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND8","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","CPIND9","0;1;200015"
"control_point","200015","200015","PALOMAR","NULL","","21","ScadaAlarmReportingIndicationBit","0;1;200015"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL1","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL10","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL11","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL12","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL13","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL2","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL3","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL4","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL5","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL6","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL7","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL8","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPCTL9","0;0;0;0"
"control_point","200016","200016","MISSY","NULL","","20","CPIND1","11;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPIND10","0;1;200016"
"control_point","200016","200016","MISSY","NULL","","20","CPIND11","0;0;200016;1"
"control_point","200016","200016","MISSY","NULL","","20","CPIND12","0;0;200016;1"
