"WordType","CDLNNumber","CPNumber","CSNumber","BPAssignment","Mnemonic","LongName","BitType","UID"
"C","5","100020","1","18","BLANK","BLANK CONTROL","None","A4AFB44B-EA1F-4EAD-A596-1727E3C943E4"
"I","5","100020","1","18","3TK","3 OS TRACK CIRCUIT INDICATION","None","C9FB4F88-E1AE-4DA5-B70F-C151BF064CF7"
"C","5","100020","1","19","3RWS","3 REVERSE SWITCH CONTROL","None","D22CADC2-61C3-4744-A04B-CB916AC56EAD"
"I","5","100020","1","19","3RWK","3 REVERSE SWITCH INDICATION","None","08C2A6DD-FD98-44EC-9C12-27B739703EA1"
"C","5","100020","1","20","BLANK","BLANK CONTROL","None","503E2072-78AF-4DBB-8B66-E2034C855C68"
"I","5","100020","1","20","4EAK","4EA TRACK CIRCUIT INDICATION","None","24AB77C3-6DB1-4B40-9385-A98F7E3C261C"
"C","5","100020","1","21","4EGHS","4 EASTBOUND SIGNAL CONTROL","None","5C64FCF2-F695-42DD-B682-C02D300B402F"
"I","5","100020","1","21","4EGK","4E SIGNAL CLEAR INDICATION","None","A5BCC5E4-CBFD-495E-AFD6-7744D360FEA9"
"C","5","100020","1","22","BLANK","BLANK CONTROL","None","8ECF8B4C-C370-490D-9EE8-DC3822D1A4E9"
"I","5","100020","1","22","4WAK","4WA TRACK CIRCUIT INDICATION","None","C4670716-6F08-43FF-9CFE-201104BFFCE0"
"C","5","100020","1","23","4WGHS","4 WESTBOUND SIGNAL CONTROL","None","EEC17EBE-27E4-40EA-94FC-6DAE7B1690BC"
"I","5","100020","1","23","4WGK","4W SIGNAL CLEAR INDICATION","None","8A9F802E-B3B8-4830-B392-49BE31576CB3"
"C","5","100020","1","24","BLANK","BLANK CONTROL","None","A80CF3ED-81AF-472A-AAB6-0A7E7CED4678"
"I","5","100020","1","24","BLANK","BLANK INDICATION","None","CF1D7AB0-C35C-47EA-AFB7-CCE0C6B2920B"
"C","5","100022","1","1","NWS","NORMAL SWITCH CONTROL","None","E81B1E2C-EA3F-4FDB-82E7-E144C0F283C3"
"I","5","100022","1","1","NWK","NORMAL SWITCH INDICATION","None","FDE14169-E04E-484B-A175-FF141ED804D3"
"C","5","100022","1","2","BLANK","BLANK CONTROL","None","E9B56003-1894-4F56-9D56-A53729BDE9A3"
"I","5","100022","1","2","TK","OS TRACK INDICATION","None","025E5976-E0F3-41E6-A5B3-B8BCCA55DC19"
"C","5","100022","1","3","RWS","REVERSE SWITCH CONTROL","None","E55F9A19-DEB1-4084-8C4F-E5EA18D3868F"
"I","5","100022","1","3","RWK","REVERSE SWITCH INDICATION","None","A0FC1CAC-1381-4D09-8D5B-EE94E416868A"
"C","5","100022","1","4","BLANK","BLANK CONTROL","None","492B4F22-C3BC-4E26-A291-A14175437F44"
"I","5","100022","1","4","EAAK","EAAK","None","F4C64263-2E41-4BBB-A406-E208C37996DF"
"C","5","100022","1","5","EHZ","EASTBOUND SIGNAL CONTROL","None","51511292-6434-40B0-82B0-D8C1CFF752B6"
"I","5","100022","1","5","EHK","EASTBOUND SIGNAL INDICATION","None","A476A1CD-F4DB-4D3D-B97D-D056F6895699"
"C","5","100022","1","6","BLANK","BLANK CONTROL","None","F47E0BB7-533B-4855-B1B7-7CBBCF43AD0F"
"I","5","100022","1","6","WAK","WAK","None","661E156D-E5FF-4976-9369-A2EAA37B21CC"
"C","5","100022","1","7","WHZ","WESTBOUND SIGNAL CONTROL","None","10EB241E-57D9-430B-8741-A79624A13C1C"
"I","5","100022","1","7","WHK","WESTBOUND SIGNAL INDICATION","None","12C8C700-4C2A-4C27-ABD2-5460892E2C1D"
"C","5","100022","1","8","BLANK","BLANK CONTROL","NONE","B49990F3-3306-418E-BE43-9EA48A9CA7E9"
"I","5","100022","1","8","POK","POWER OFF INDICATION","None","66038F63-692E-45F3-8A7E-97D6918CC6F6"
"I","5","100022","1","9","BLANK","BLANK INDICATION","None","6039FD0C-8AE7-4204-A2C8-0396410AC69F"
"I","5","100022","1","10","TEK","SIGNAL INTIME INDICATION","None","A21E446D-C105-49F5-BB82-10FB4A6EE5AC"
"I","5","100022","1","11","BLANK","BLANK INDICATION","None","2C1B9178-5ED8-45E1-8A11-C817423BD0F0"
"I","5","100022","1","12","EBAK","EBAK","None","E4449BA5-649E-4881-BB33-CE33BD687159"
"I","5","100022","1","13","BLANK","BLANK INDICATION","NONE","D6C128EB-B8A6-417F-B611-41637F075FBF"
"I","5","100022","1","14","BLANK","BLANK INDICATION","NONE","0219D792-E14E-4517-A87D-772ED77BB772"
"I","5","100022","1","15","BLANK","BLANK INDICATION","NONE","F3C53199-E83E-4382-B24A-682B995C6D9B"
"I","5","100022","1","16","BLANK","BLANK INDICATION","NONE","7C12B7B7-3E4E-44F3-9BD2-B146CC038DA7"
"C","5","100023","1","1","NWS","NORMAL SWITCH CONTROL","None","A3C1EBD1-C164-48D7-8C06-9593703BD83F"
"I","5","100023","1","1","NWK","NORMAL SWITCH INDICATION","None","F1FAC0B8-54A0-481F-9E1B-BC6DF7306D11"
"C","5","100023","1","2","RWS","REVERSE SWITCH CONTROL","None","9B4440A2-CC33-44BE-AD77-C2FEFEDEF0C3"
"I","5","100023","1","2","TK","OS TRACK INDICATION","None","BFF6B6BF-5360-4778-90B3-7C3374510403"
"C","5","100023","1","3","WHS","WESTBOUND SIGNAL CONTROL","None","4DE47005-A0D5-45C3-A670-D1A32117C009"
"I","5","100023","1","3","RWK","REVERSE SWITCH INDICATION","None","B5FD10C0-5794-48BB-8077-A9D1EC01F4E6"
"C","5","100023","1","4","EHS","EASTBOUND SIGNAL CONTROL","None","CCA5C924-9EEB-4DB9-BDC1-99E57D200721"
"I","5","100023","1","4","WAAK","WAAK","None","2DA95681-B114-43A9-860D-0B707245C040"
"C","5","100023","1","5","SIGSTOP","SGHS","None","DD992382-7158-4D0C-9995-ABB63820AB82"
"I","5","100023","1","5","WHK","WESTBOUND SIGNAL INDICATION","None","DC476945-942F-4BD9-B193-C83CB9DC8115"
"C","5","100023","1","6","BLANK","BLANK CONTROL","NONE","38FA35A5-E161-495C-94D7-48E21C239B22"
"I","5","100023","1","6","EAK","EAK","None","3FC55232-C212-49F7-A153-204181687896"
"C","5","100023","1","7","BLANK","BLANK CONTROL","NONE","6364B273-5CEF-4EAF-BDC4-1A87ACEBB8A9"
"I","5","100023","1","7","EHK","EASTBOUND SIGNAL INDICATION","None","3814A427-7850-458E-B0A2-940585F47E0B"
"C","5","100023","1","8","BLANK","BLANK CONTROL","NONE","1373E5DA-A815-400D-B359-92D6A44690F1"
"I","5","100023","1","8","BLANK","BLANK","None","3A20F825-D559-4198-B477-79FB2CFD35E0"
"I","5","100023","1","9","POK","POWER OFF INDICATION","None","931F0019-D112-4436-8352-60B8FEE4494E"
"I","5","100023","1","10","BLANK","BLANK INDICATION","NONE","7C42A4AF-6810-4E00-B1A3-FAE3DBE6D778"
"I","5","100023","1","11","BLANK","BLANK INDICATION","NONE","016FEF94-E062-4C59-AB75-C25F14C02D34"
"I","5","100023","1","12","BLANK","BLANK INDICATION","NONE","94CD808B-FD50-41A2-B296-A8452682C830"
"I","5","100023","1","13","BLANK","BLANK INDICATION","NONE","520F0AF2-5C29-4139-AA66-155F805B7FD0"
"I","5","100023","1","14","BLANK","BLANK INDICATION","NONE","D8C506E9-3ED1-412C-9CAE-7346FC8E24CF"
"I","5","100023","1","15","BLANK","BLANK INDICATION","NONE","FB1B9BB5-5C87-4D42-B21C-FEE28F660262"
"I","5","100023","1","16","BLANK","BLANK INDICATION","NONE","63782BE7-7E98-4012-8AF9-475E4952B1FF"
"C","5","100024","1","1","NWS","NORMAL SWITCH CONTROL","None","FE4BCB01-EA82-4483-9454-D7E6D9E497A8"
"I","5","100024","1","1","NWK","NORMAL SWITCH INDICATION","None","F2ED8E46-FBFF-45DF-9CDF-7D18E865F3D2"
"C","5","100024","1","2","RWS","REVERSE SWITCH CONTROL","None","64721CA4-92F8-40DD-B32E-B61A0462739D"
"I","5","100024","1","2","TK","OS TRACK INDICATION","None","740C4969-9030-491D-B9F3-3D462D35CA08"
"C","5","100024","1","3","WGHS","WESTBOUND SIGNAL CONTROL","None","5F69ED36-B84A-4FE1-81BD-098283301045"
"I","5","100024","1","3","RWK","REVERSE SWITCH INDICATION","None","43196C4A-5403-44E7-B046-4E4C3B79BAC1"
"C","5","100024","1","4","EGHS","EASTBOUND SIGNAL CONTROL","None","50278E23-1297-471F-B9FB-058531952F71"
"I","5","100024","1","4","WAK","WAK","None","5469C120-971A-4C77-83EA-4A5B3ACEE81A"
"C","5","100024","1","5","SIGSTOP","SGHS","None","DF18CADF-2692-479E-A6D3-D77EDB90B50D"
"I","5","100024","1","5","WHK","WESTBOUND SIGNAL INDICATION","None","2E80F26B-18B2-4DA9-8EA0-F60899B2C5FE"
"C","5","100024","1","6","BLANK","BLANK CONTROL","NONE","28C56747-D93D-43BF-8CC3-D9A0DC4A3F99"
"I","5","100024","1","6","EBAK","EBAK","None","39B104D1-5979-4DC6-B5AA-A51676273BC5"
"C","5","100024","1","7","BLANK","BLANK CONTROL","NONE","D79C1A0A-A7A4-4EAF-B6FA-B6DE7C45053F"
"I","5","100024","1","7","EHK","EASTBOUND SIGNAL INDICATION","None","F16FD665-7DE0-4E8B-BA4A-FD5CB6CD44EA"
"C","5","100024","1","8","BLANK","BLANK CONTROL","NONE","1B426A10-5181-40FD-8570-30A39002C345"
"I","5","100024","1","8","BLANK","BLANK INDICATION","None","D2400046-FB55-4A99-A611-9497477EE16D"
"I","5","100024","1","9","POK","POWER OFF INDICATION","None","5115DB0F-EE0D-4191-B1C6-E11A3448E7DC"
"I","5","100024","1","10","BLANK","BLANK INDICATION","NONE","C55E982A-50F1-430C-80A3-F2D3EC71A714"
"I","5","100024","1","11","BLANK","BLANK INDICATION","NONE","EE974166-B281-428D-8283-0498424FBD6B"
"I","5","100024","1","12","BLANK","BLANK INDICATION","NONE","A8B50D26-0A0D-4326-8492-DC0542BD4EE5"
"I","5","100024","1","13","BLANK","BLANK INDICATION","NONE","445CE20A-E305-45D8-B5D3-D30E49AD3DD2"
"I","5","100024","1","14","BLANK","BLANK INDICATION","NONE","38D9B2D3-039A-4221-982E-45651D103487"
"I","5","100024","1","15","BLANK","BLANK INDICATION","NONE","59AD963F-652C-4C8C-9093-5601FE6AE39B"
"I","5","100024","1","16","BLANK","BLANK INDICATION","NONE","2805C404-9C79-46D0-9F74-31C51E59CB2A"
"C","5","100025","1","1","1NWS","1 NORMAL SWITCH CONTROL","None","5A83741F-67CA-4179-91F9-ABFF4425606A"
"I","5","100025","1","1","1NWK","1 NORMAL SWITCH INDICATION","None","C91E487D-93DE-4811-B30E-9520B8D36AA5"
"C","5","100025","1","2","1 RWS","1 REVERSE SWITCH CONTROL","None","C4837CD0-F8FE-4D4D-BDB8-629943CCB119"
"I","5","100025","1","2","1RWK","1 REVERSE SWITCH INDICATION","None","9BC50206-5ED6-4C03-9ED7-1C9ED937FCB5"
"C","5","100025","1","3","BLANK","BLANK CONTROL","None","EB183938-729B-4DD1-B18D-C316AB264563"
"I","5","100025","1","3","BLANK","BLANK INDICATION","None","AD0BFB6A-81F8-4758-8091-017AC56F5022"
"C","5","100025","1","4","BLANK","BLANK CONTROL","None","4584F7A9-8F1B-4621-BFA2-558DE365A839"
"I","5","100025","1","4","BLANK","BLANK INDICATION","None","441CE2FB-0278-4FC9-BDC6-453B45DB06B3"
"C","5","100025","1","5","EGHS","EASTBOUND SIGNAL CONTROL","None","A9C61090-FBD3-4E79-A343-E629A57CB6FB"
"I","5","100025","1","5","EGK","EASTBOUND SIGNAL INDICATION","None","94EBBCE0-282F-463D-AE11-8501288F99E4"
"C","5","100025","1","6","WGHS","WESTBOUND SIGNAL CONTROL","None","D3D120E6-76B3-4BF7-B395-BF47A124FB70"
"I","5","100025","1","6","WGK","WESTBOUND SIGNAL INDICATION","None","6162351F-B4C0-4542-8428-833C98B3E32C"
"C","5","100025","1","7","BLANK","BLANK CONTROL","None","679C0A1E-014C-4596-9D6A-835043E6790C"
"I","5","100025","1","7","BLANK","BLANK INDICATION","None","EEA7DA63-87B8-4348-98C7-E978159A9A47"
"C","5","100025","1","8","BLANK","BLANK CONTROL","None","653FFEEB-EA7F-40C2-B089-4E18452F144C"
"I","5","100025","1","8","BLANK","BLANK INDICATION","None","C8E54A1B-3CD1-4EEC-8ED1-C393B5D1E7A7"
"C","5","100025","1","9","BLANK","BLANK CONTROL","None","B04440DC-6202-4472-B474-735AF7F838C9"
"I","5","100025","1","9","1TK","1 OS TRACK INDICATION","None","4CD59731-85BD-475A-B300-BA21493034AA"
"C","5","100025","1","10","BLANK","BLANK CONTROL","None","C3197447-1B21-4DD9-90FA-430E76AFA0B5"
"I","5","100025","1","10","BLANK","BLANK INDICATION","None","8905FC59-15DB-4861-A829-40873FC2FCFA"
"C","5","100025","1","11","BLANK","BLANK CONTROL","None","8ACB808A-C502-4855-A358-6F70F50994AF"
"I","5","100025","1","11","TEK","SIGNAL INTIME INDICATION","None","9FB0F6EE-E72B-4661-A09F-1F08E7C76CCA"
"C","5","100025","1","12","BLANK","BLANK CONTROL","None","30860643-FDA8-46CB-85E9-C0FF2E7F327E"
"I","5","100025","1","12","BLANK","BLANK INDICATION","None","F6547148-B287-479D-82FF-03D721BA76A8"
"C","5","100025","1","13","BLANK","BLANK CONTROL","None","AF3846BD-EE18-4C59-B819-0E31C2132758"
"I","5","100025","1","13","EAK","EAK","None","0CB4B1E9-22BA-49AB-80AB-DBD218CF7C58"
"C","5","100025","1","14","BLANK","BLANK CONTROL","None","1E612131-1961-4879-92BE-E344CBF4B780"
"I","5","100025","1","14","WAAK","WAAK","None","66D60765-A8ED-4C30-8B29-AE5A335D7C07"
"C","5","100025","1","15","BLANK","BLANK CONTROL","None","CDB0D19E-2AD1-4124-9501-4E7DE4EEADFD"
"I","5","100025","1","15","WCAK","WCAK","None","FF7BFEFE-13AF-4813-B29F-2EEED535BAE0"
"C","5","100025","1","16","BLANK","BLANK CONTROL","None","3A57F1CB-D8EB-4046-8C19-011C7FDCFAA2"
"I","5","100025","1","16","BLANK","BLANK INDICATION","None","E3D57EAE-E4F0-417C-96C0-DB0C32B47FCC"
"C","5","100025","1","17","BLANK","BLANK CONTROL","None","650FE8AF-8686-44BC-951E-1EC86E5D2C68"
"I","5","100025","1","17","POK","POWER OFF INDICATION","None","DE2ABBC2-9E44-4CA2-B141-B021C475B7ED"
"C","5","100025","1","18","BLANK","BLANK CONTROL","None","9758A32E-7514-4B72-A3CB-A46C4E301C8E"
"I","5","100025","1","18","LCK","LOCAL CONTROL INDICATION","None","D93396B9-88D3-4029-AA91-BB7FF5914833"
"C","5","100025","1","19","BLANK","BLANK CONTROL","None","F98A2172-580C-453C-B829-38F7974018A8"
"I","5","100025","1","19","DOK","DOOR OPEN INDICATION","None","977299C9-9F4A-4ABF-8415-E2B6B9B32162"
"C","5","100025","1","20","BLANK","BLANK CONTROL","None","CC9AD690-EF90-4CCB-A00A-E88AB05B54BE"
"I","5","100025","1","20","LOK","LIGHT OUT INDICATION","None","4115B9E5-6C4D-4BAD-92E2-F8DBB70CD02F"
"C","5","100025","1","21","BLANK","BLANK CONTROL","None","878BD272-1BDF-4E42-91C3-D77A76EFB7E3"
"I","5","100025","1","21","BLANK","BLANK INDICATION","None","A6102F5A-07D1-46FA-979D-9DAA179D69F8"
"C","5","100025","1","22","BLANK","BLANK CONTROL","None","60F2C1F4-0E64-4DB5-9551-60257DA28784"
"I","5","100025","1","22","BLANK","BLANK INDICATION","None","80F1B845-C6D1-40D7-86A5-CE1DD47A94D6"
"C","5","100025","1","23","BLANK","BLANK CONTROL","None","7DE0DFFD-489A-41DB-BA73-1C4A9B6F83BC"
"I","5","100025","1","23","BLANK","BLANK INDICATION","None","7A4E4C0B-CC30-4926-B9D1-8076A9FFB40D"
"C","5","100025","1","24","BLANK","BLANK CONTROL","None","44AB50DC-E7CA-4B13-8321-AC32DD2FBD83"
"I","5","100025","1","24","BLANK","BLANK INDICATION","None","31189973-7631-4377-9816-8956FEA68496"
"C","5","100027","1","1","1NWS","1 NORMAL SWITCH CONTROL","None","F2DC7401-9057-4132-BA02-9B98B68BAD4B"
"I","5","100027","1","1","1NWK","1 NORMAL SWITCH INDICATION","None","A982935B-C6FA-4A5D-A441-04E49BD01348"
"C","5","100027","1","2","1RWS","1 REVERSE SWITCH CONTROL","None","E04A0CA9-8C16-4F8E-84E7-61EAA948CA12"
"I","5","100027","1","2","1RWK","1 REVERSE SWITCH INDICATION","None","47960D3C-1531-4070-8DF4-5481F7FCC97C"
"C","5","100027","1","3","3NWS","3 NORMAL SWITCH CONTROL","None","F18E0F6B-C70C-47D6-98F5-D03D9103451F"
"I","5","100027","1","3","3NWK","3 NORMAL SWITCH INDICATION","None","E499BADE-FAEF-4C93-81D1-4662E539D2DC"
"C","5","100027","1","4","3RWS","3 REVERSE SWITCH CONTROL","None","0BC5FDE8-E3F1-425E-B849-D7487412FB90"
"I","5","100027","1","4","3RWK","3 REVERSE SWITCH INDICATION","None","3AA2B09B-F9B4-493B-8AEC-80E0E24CB647"
"C","5","100027","1","5","2EGHS","2 EASTBOUND SIGNAL CONTROL","None","BACC6A75-66A2-4D7C-B1EA-59425DF40A7F"
"I","5","100027","1","5","2EGK","2 EASTBOUND SIGNAL INDICATION","None","0A6EBE70-8FD2-4A25-9F95-065385E07D89"
"C","5","100027","1","6","2WGHS","2 WESTBOUND SIGNAL CONTROL","None","5F616A8C-ACD4-4F04-AA29-9767C11E6657"
"I","5","100027","1","6","2-4WGK","2-4 WESBOUND SIGNAL INDICATION","None","57AD7D97-16D4-450A-8AAC-E009B840D1E3"
"C","5","100027","1","7","BLANK","BLANK","None","582E4497-049F-479A-9695-EDE473BAAA6B"
"I","5","100027","1","7","BLANK","BLANK","None","F1869205-838D-4DB1-9B71-3C64C1E6CACF"
"C","5","100027","1","8","BLANK","BLANK","None","CABE35AE-D066-4695-AB39-6A177FBA0A1D"
"I","5","100027","1","8","BLANK","BLANK","None","39D03386-D9EE-401D-A402-AA2DD4B5E5A7"
"C","5","100027","1","9","BLANK","BLANK","None","582E4497-049F-479A-9695-EDEDSREWDTR445EDE"
"I","5","100027","1","9","TK","1 OS CIRCIUT INDICATION","None","CEF24AB8-9E31-4DA0-818F-325F1F36D86B"
"C","5","100027","1","10","BLANK","BLANK","None","582E4497-049F-479A-9695-ESETRSERY5667RRTER7"
"I","5","100027","1","10","BLANK","BLANK","None","AAD11413-0BE3-4128-850A-CF9BA50E6550"
"C","5","100027","1","11","BLANK","BLANK","None","582E4497-049F-479A-9695-RTY87IUOEREW"
"I","5","100027","1","11","TEK","TIMER INDICATION","None","06536F68-5421-4EF0-B470-98D7FFB494D6"
"C","5","100027","1","12","BLANK","BLANK","None","582E4497-049F-479A-96RTY57TYIYUO6ERTTRDI"
"I","5","100027","1","12","BLANK","BLANK","None","F79FD6DE-ECDF-46B9-B04E-6AB7B415659B"
"C","5","100027","1","13","BLANK","BLANK","None","582E4497-049F-479A-9695-DFHYDTRUYUIYUI5Y45"
"I","5","100027","1","13","2EAK","2 EAST TRACK CIRCUIT INDICATION","None","0240E857-A3F9-4D60-B6BC-CEEFBF65AD98"
"C","5","100027","1","14","BLANK","BLANK","None","582E4497-049F-479A-9695-EERTER7566UYIUYIER"
"I","5","100027","1","14","2WAAK","2 WEST A TRACK CIRCUIT INDICATION","None","265C2263-EC31-407C-B9D6-4E97A87471F3"
"C","5","100027","1","15","BLANK","BLANK","None","582E4497-049F-479A-9695-DSFGTSFUGJJYUIKYIRE77JJJKU"
"I","5","100027","1","15","BLANK","BLANK","None","804F5255-9C3B-40F7-9EC1-5EC81BE93375"
"C","5","100027","1","16","BLANK","BLANK","None","582E4497-049F-479A-9695-EHGU555ERTERTU"
"I","5","100027","1","16","4WAK","4 WEST TRACK CIRCUIT INDICATION","None","E9D65434-B381-41E8-BD25-BB566E64E012"
"C","5","100027","1","17","BLANK","BLANK","None","582E4497-049F-479A-9695-55354Y6IUUI5RT"
"I","5","100027","1","17","2WCAK ","2 WEST C TRACK CIRCUIT INDICATION","None","2E0E218A-8DEE-4174-B1F4-800B2258FB77"
"C","5","100027","1","18","BLANK","BLANK","None","582E4497-049F-479A-9695-EDUUIYIERETTRUIYT"
"I","5","100027","1","18","POK","POWER OFF INDICAITON","None","C494A704-8ACC-4236-9846-2F4D1C2005F7"
"C","5","100027","1","19","BLANK","BLANK","None","582E4497-049F-479A-9695-E899IIUOYTUEREYRE"
"I","5","100027","1","19","LCK","LOCAL CONTROL INDICATION","None","2E89E7D3-1465-4CD7-AFD5-18D7B8EC30DC"
"C","5","100027","1","20","BLANK","BLANK","None","582E4497-049F-479A-9695-EHHJKHJKJHFDTERTYERTERT"
"I","5","100027","1","20","DOK","DOOR INDICATION","None","3913C0C0-C23D-40C7-B5AD-49A3D0B535F2"
"C","5","100027","1","21","BLANK","BLANK","None","582E4497-049F-479A-YTRYRTY5E4ERTERTRE"
"I","5","100027","1","21","LOK","LIGHT OUT INDICATION","None","616EEE8C-4658-4646-8E38-0F69415509DF"
"C","5","100027","1","22","BLANK","BLANK","None","582E4497-049F-479A-9695-EHJKYUHYRFGDFTEREWR"
"I","5","100027","1","22","BLANK","BLANK","None","4D49A8E1-3165-423D-BB2D-745FFF9B68C0"
"C","5","100027","1","23","BLANK","BLANK","None","582E4497-049F-479A-9695-EYTU55456YTUERTIITED"
"I","5","100027","1","23","BLANK","BLANK","None","AABB12FA-4B9D-4672-8421-8ADF60DDB752"
"C","5","100027","1","24","BLANK","BLANK","None","582E4497-049F-479A-9695-EDJJJMMMDDRRYYUIUIRR64Y"
"I","5","100027","1","24","BLANK","BLANK","None","7408C980-7D99-477B-87DC-B27CD6C08B91"
"C","5","100033","1","1","1NWS","1 NORMAL SWITCH CONTROL","None","B08AAE95-2FDC-46CB-AD32-8BE5164DCA21"
"I","5","100033","1","1","1NWK","1 NORMAL SWITCH INDICATION","None","84A1A354-964B-49CF-8E2B-E14050264273"
"C","5","100033","1","2","BLANK","BLANK","None","F0961B5D-F35C-455C-A43A-D5DD0B20B94F"
"I","5","100033","1","2","1TK","1 OS TRACK INDICATION","None","F30E16F3-C8DA-419E-9263-9392DCBF17C6"
"C","5","100033","1","3","1RWS","1 REVERSE SWITCH CONTROL","None","A25E83F6-1ED1-4A13-A9A5-7BF376DC5411"
"I","5","100033","1","3","1RWK","1 REVERSE SWITCH INDICATION","None","0C6D4F0D-637F-477C-9930-AD8C4D8E67D7"
"C","5","100033","1","4","BLANK","BLANK","None","99E1CEDC-C1BF-4913-B138-310CE03FB825"
"I","5","100033","1","4","2WAAK","2WAAK","None","B01CBF9C-7062-419D-ABB1-BF861BD34420"
"C","5","100033","1","5","2EGHS","2 EASTBOUND SIGNAL CONTROL","None","8072BCE5-85D4-40CA-A090-581262BD1C3F"
"I","5","100033","1","5","2EGK","2 EASTBOUND SIGNAL INDICATION","None","75F3C38A-A897-407B-9825-E7F60C8CFC2D"
"C","5","100033","1","6","2ECOGHS","2 EAST SIGNAL CALL-ON","None","DC12BE5B-3FFB-4314-9215-5A2306D89659"
"I","5","100033","1","6","2WBAK","2WBAK","None","81EC05DB-CB5C-417C-B7DF-E8B7ADD3731D"
"C","5","100033","1","7","2WGHS","2 WESTBOUND SIGNAL CONTROL","None","72D48923-F8E8-482D-8C56-E859ED9027B3"
"I","5","100033","1","7","2WGK","2 WESTBOUND SIGNAL INDICATION","None","EE497F3C-8CF9-4158-BF47-2DF6E89002E0"
"C","5","100033","1","8","BLANK","BLANK CONTROL","None","D66C6F51-62C2-4DA6-A399-2431F0C94F4D"
"I","5","100033","1","8","2TEK","2 SIGNAL INTIME INDICATION","None","90626F59-7738-4E9A-8132-E9C31CC9C364"
"C","5","100033","1","9","3NWS","3 NORMAL SWITCH CONTROL","None","BE926D48-83E9-4CEB-8FF6-58891B753E4F"
"I","5","100033","1","9","3NWK","3 NORMAL SWITCH INDICATION","None","DE2920E3-CBDC-424D-A4D5-5FBEC5CF8600"
"C","5","100033","1","10","BLANK","BLANK CONTROL","None","864DF52A-433D-48CF-97A0-D75551547747"
"I","5","100033","1","10","2EAK","2EAK","None","F7437A22-38F2-417B-A404-C54BE466BC69"
"C","5","100033","1","11","3RWS","3 REVERSE SWITCH CONTROL","None","0BC5F2D0-74DC-42F9-9DCC-8959CB267C63"
"I","5","100033","1","11","3RWK","3 REVERSE SWITCH INDICATION","None","F615C5A6-43FE-416F-BEB6-C52F1E80CE74"
"C","5","100033","1","12","BLANK","BLANK CONTROL","None","A62E027B-AEC5-4650-B8AC-6C5988D7EF54"
"I","5","100033","1","12","4WAAK","4WAAK","None","4842EF69-3A33-4EA9-A278-6891F0DBF605"
"C","5","100033","1","13","5NWS","5 NORMAL SWITCH CONTROL","None","ED6623C6-A3FE-4FA9-B71D-217C31E8841C"
"I","5","100033","1","13","5NWK","5 NORMAL SWITCH INDICATION","None","1DDCD8EC-D2C5-434B-9F9C-118D569444F9"
"C","5","100033","1","14","BLANK","BLANK CONTROL","None","2D40F079-A859-43AA-8114-612C1D38E84C"
"I","5","100033","1","14","4WBAK","4WBAK","None","CBA0D4EB-89F3-40B4-822A-92C8196809F7"
"C","5","100033","1","15","5RWS","5 REVERSE SWITCH CONTROL","None","97AD14EF-5A51-4216-BAB0-09763CE4D259"
"I","5","100033","1","15","5RWK","5 REVERSE SWITCH INDICATION","None","BDE73BEA-591E-44F0-A426-8FE82F8380A9"
"C","5","100033","1","16","BLANK","BLANK CONTROL","None","AF9B6CEF-DFF8-48D3-9FC5-5CF1DF906272"
"I","5","100033","1","16","4EAK","4EAK","None","3DE55453-8AAF-4AED-AE74-3762EC580F7F"
"C","5","100033","1","17","7NWS","7 NORMAL SWITCH CONTROL","None","593B611D-828F-4B1A-84FE-880085ED93B9"
"I","5","100033","1","17","7NWK","7 NORMAL SWITCH INDICATION","None","EE7F70B3-6E45-4FEB-BD2A-14404D3DD7BC"
"C","5","100033","1","18","BLANK","BLANK CONTROL","None","C1876417-AB91-43AB-9A74-17F30FC881C0"
"I","5","100033","1","18","3TK","3 OS TRACK INDICATION","None","0DB68C0A-63C7-475F-B0AD-31F147D01A20"
"C","5","100033","1","19","7RWS","7 REVERSE SWITCH CONTROL","None","60932F30-BEEB-4AEF-94F8-50E82B513F0D"
"I","5","100033","1","19","7RWK","7 REVERSE SWITCH INDICATION","None","3849E1C1-7DB7-4941-B03C-3786C41E05F7"
"C","5","100033","1","20","BLANK","BLANK CONTROL","None","18C1651A-7FC2-487A-98F1-144B41723760"
"I","5","100033","1","20","BLANK","BLANK INDICATION","None","5A36F52F-A02E-403F-B204-412FED508093"
"C","5","100033","1","21","4EGHS","4 EASTBOUND SIGNAL CONTROL","None","2CEF7CE5-CB0D-4E19-87CC-F36BC0CC9432"
"I","5","100033","1","21","4EGK","4 EASTBOUND SIGNAL INDICATION","None","303CD4B3-5D31-4080-A6F5-D11C9A933EC8"
"C","5","100033","1","22","4ECOGHS","4 EAST SIGNAL CALL-ON","None","869F0F3A-3CA1-4621-B205-FB454D37C2AB"
"I","5","100033","1","22","BLANK","BLANK INDICATION","None","420F5C89-63B7-4A8F-B89C-EAB7FE38E774"
"C","5","100033","1","23","4WGHS","4 WESTBOUND SIGNAL CONTROL","None","1A8739D8-BEBA-49A9-A027-A2343B0DE96B"
"I","5","100033","1","23","4WGK","4 WESTBOUND SIGNAL INDICATION","None","C78C342D-0ACB-4D8E-96A5-90FF94E4F506"
"C","5","100033","1","24","BLANK","BLANK CONTROL","None","48A868BE-EF18-40D7-AF2E-09C8AFF03A96"
"I","5","100033","1","24","4TEK","4 SIGNAL INTIME INDICATION","None","79B666A2-697C-4E6A-A469-F5614C1382DB"
