"WordType","CDLNNumber","CPNumber","CSNumber","BPAssignment","Mnemonic","LongName","BitType","UID"
"I","12","200006","1","46","BLANK","BLANK INDICATION","NONE","972C9472-79D0-47D3-8F2A-E2AF42C492F4"
"C","12","200006","1","47","BLANK","BLANK CONTROL","NONE","736B8A83-C960-40DC-AB36-884E1906C701"
"I","12","200006","1","47","BLANK","BLANK INDICATION","NONE","F0DCF180-08D3-464E-8144-20D020EEE79B"
"C","12","200006","1","48","BLANK","BLANK CONTROL","NONE","D863D607-886B-4FFB-A1FA-A8DDD873CC59"
"I","12","200006","1","48","BLANK","BLANK INDICATION","NONE","B446E95D-F6E6-4C8D-B9A7-7FE77324FE29"
"C","13","200007","1","1","1NWS","1 NORMAL SWITCH CONTROL","None","B651BE30-779C-4890-90D3-78D48651ACCF"
"I","13","200007","1","1","1NWK","1 NORMAL SWITCH INDICATION","None","7D67E1A6-AFBE-455D-90E1-736704C877C8"
"C","13","200007","1","2","1RWS","1 REVERSE SWITCH CONTROL","None","FDE8CD54-D7AF-4993-AB89-48EC78B0AA28"
"I","13","200007","1","2","1RWK","1 REVERSE SWITCH INDICATION","None","E5CE8FA2-F40D-42CF-9C1C-58FA7DCC6421"
"C","13","200007","1","3","EGHS","EASTBOUND SIGNAL CONTROL","None","EE7F4436-1BE3-4AC9-8774-797B08A52A6E"
"I","13","200007","1","3","EGK","EASTBOUND SIGNAL INDICATION","None","D643F383-833E-4249-B45C-20D82896E042"
"C","13","200007","1","4","WGHS","WESTBOUND SIGNAL CONTROL","None","083F3BCD-CAFE-4CFD-A4BD-3DF15358CB7A"
"I","13","200007","1","4","WGK","WESTBOUND SIGNAL INDICATION","None","325D92C4-417E-45B0-BCCD-E82ABF7F0002"
"C","13","200007","1","5","BLANK","BLANK CONTROL","None","3804B5A9-1ACC-46EB-AE03-DA091AD114F9"
"I","13","200007","1","5","TEK","SIGNAL INTIME INDICATION","None","11F6AB48-C510-48F9-99DF-AEA549C8F4D7"
"C","13","200007","1","6","BLANK","BLANK CONTROL","None","0298C7C3-3F44-4BDC-879E-ADA2DDD058DB"
"I","13","200007","1","6","TK","OS TRACK INDICATION","None","B6C13831-5737-44BE-9438-FF0796303133"
"C","13","200007","1","7","EGNS","TRAIN READY","None","79AB8E98-58CF-4E50-9C02-87DAE113C32B"
"I","13","200007","1","7","EGNK","TRAIN RELEASE","None","E5FCA56C-3B15-40E9-9074-144FFE383C0B"
"C","13","200007","1","8","BLANK","BLANK CONTROL","NONE","4A845057-538C-4279-809E-42E2E7AE40CE"
"I","13","200007","1","8","1WABK","MAIN 1, WEST TRACK INDICATION","None","591E8B92-D667-4D00-AB1A-2BE7B904C1AD"
"C","13","200007","1","9","BLANK","BLANK CONTROL","NONE","42F4697F-3A16-4287-9AE9-2BD56D0308B5"
"I","13","200007","1","9","1059POK","POWER OFF INDICATION","None","B54074E9-1C99-4439-84C9-E6071E627E0F"
"C","13","200007","1","10","BLANK","BLANK CONTROL","NONE","7B991813-097A-4573-BBBA-D07E7AD7E115"
"I","13","200007","1","10","1059DOK","ILLEGAL ENTRY INDICATION","None","29B3FA79-5AFB-40EE-97B7-B5F04033E6E8"
"C","13","200007","1","11","BLANK","BLANK CONTROL","NONE","88ED374D-EBB8-4A93-962A-F58291C87B77"
"I","13","200007","1","11","1059MOK","MANUAL OPERATE INDICATION","None","761D0D1E-C9E1-44EC-82EE-1DFF1D2CBFF4"
"C","13","200007","1","12","BLANK","BLANK CONTROL","NONE","33C704C3-8E69-4E2F-9DCC-690859B3E2D6"
"I","13","200007","1","12","1059LOK","LIGHT OUT INDICATION","None","CE7FCB73-6EF0-48B2-94F2-D2B55E2F5C0F"
"C","13","200007","1","13","BLANK","BLANK CONTROL","NONE","E1987971-0920-4877-93BE-BDEC0C71BD44"
"I","13","200007","1","13","1052BK","1052BK","None","3A3CFE55-00D3-4F70-B7D3-6D8F6FCDF366"
"C","13","200007","1","14","BLANK","BLANK CONTROL","NONE","29556C28-2A6A-4EDC-9AC5-F910827D9F83"
"I","13","200007","1","14","1054BK","1054BK","None","58D066ED-5B81-493D-952D-36CA2CC13C73"
"C","13","200007","1","15","BLANK","BLANK CONTROL","NONE","73CFA1A9-E76A-4A16-B2CA-42ADC6D3883A"
"I","13","200007","1","15","1062BK","1062BK","None","F9788B31-59A7-4382-98F6-84EFE631CFA2"
"C","13","200007","1","16","BLANK","BLANK CONTROL","NONE","C9C1B980-E8B9-418C-9543-2CEEF2D5094D"
"I","13","200007","1","16","1CSTK","1CSTK","None","3936EE2B-F29D-40ED-819B-BE57C62C299B"
"C","13","200007","1","17","BLANK","BLANK CONTROL","NONE","68795AA6-0F51-4C08-9374-EBFA4D573C51"
"I","13","200007","1","17","1051POK","1051POK","None","461676BD-012D-4265-A7AB-7719D3DB6B69"
"C","13","200007","1","18","BLANK","BLANK CONTROL","NONE","43566E06-A5E8-4F74-B1A7-BF8FDCDB40C2"
"I","13","200007","1","18","1051DOK","1051DOK","None","A7DD80ED-ABED-492C-BD47-79C1F276ED86"
"C","13","200007","1","19","BLANK","BLANK CONTROL","NONE","4C033230-1170-4EF1-B5E8-678F59087A31"
"I","13","200007","1","19","1054POK","1054POK","None","2723DADD-EB7C-4FEB-B76A-254429D29EE8"
"C","13","200007","1","20","BLANK","BLANK CONTROL","NONE","374A13BE-B012-482F-8436-FBC077E5C348"
"I","13","200007","1","20","1054DOK","1054DOK","None","8AC6897C-7AB2-4F78-91CE-D88D745305B4"
"C","13","200007","1","21","BLANK","BLANK CONTROL","NONE","618A92A1-90EB-4328-818C-E7C87BF20F95"
"I","13","200007","1","21","1055POK","1055POK","None","3D33EA1F-3FFE-47C0-AD98-AB8771722258"
"C","13","200007","1","22","BLANK","BLANK CONTROL","NONE","9AB3E3D4-B492-45F0-84D5-B8710275AC67"
"I","13","200007","1","22","1055DOK","1055DOK","None","81BC2A7F-76E9-4041-BCB2-7267A4220515"
"C","13","200007","1","23","BLANK","BLANK CONTROL","NONE","0C2A15E7-6581-45B9-80A3-9A4B33064B5F"
"I","13","200007","1","23","1056POK","1056POK","None","1569FA0D-A7CE-4CB3-BDDB-77446A5B46B3"
"C","13","200007","1","24","BLANK","BLANK CONTROL","NONE","2967C482-36C3-49D3-97FA-849435BBA4A3"
"I","13","200007","1","24","1056DOK","1056DOK","None","206B60F1-B741-442D-A59E-EF50D77C36D2"
"C","13","200007","1","25","BLANK","BLANK CONTROL","NONE","94B3C7D9-43F8-46FF-A084-1F9081AEFE5D"
"I","13","200007","1","25","1064POK","1064POK","None","EEC668F8-C505-447A-AA97-1A74A37684F0"
"C","13","200007","1","26","BLANK","BLANK CONTROL","NONE","4EE67052-007C-4C44-A7A1-156056F817CA"
"I","13","200007","1","26","1064DOK","1064DOK","None","9FBE5A09-D31B-4688-99DC-BE385971150A"
"C","13","200007","1","27","BLANK","BLANK CONTROL","NONE","B666F3AE-33B1-4D8A-8454-170B024EA738"
"I","13","200007","1","27","1069POK","1069POK","None","9CFE1A2F-98F5-4635-9352-454D513BBA71"
"C","13","200007","1","28","BLANK","BLANK CONTROL","NONE","5E238312-C1D2-4459-B01E-19FE020D4EDA"
"I","13","200007","1","28","1069DOK","1069DOK","None","17010368-A64A-4CB4-B2B7-8AA6DC7BE95C"
"C","13","200007","1","29","BLANK","BLANK CONTROL","NONE","7FBAFDEB-3E77-4799-9262-85AA8FFE352B"
"I","13","200007","1","29","2CSTK","2CSTK","None","6E40D16B-9CE7-406C-B6B3-6B9CD8C990BF"
"C","13","200007","1","30","BLANK","BLANK CONTROL","NONE","F17579A8-097E-443F-8051-A151597AD5DB"
"I","13","200007","1","30","BLANK","BLANK INDICATION","None","AC5C1F79-F62D-4CD9-B2CC-6B72C77E8EDA"
"C","13","200007","1","31","BLANK","BLANK CONTROL","NONE","4BCA9237-00EF-4F82-8695-122064711427"
"I","13","200007","1","31","BLANK","BLANK INDICATION","None","FE8543F0-44C0-4F9F-AB02-DA77C0706098"
"C","13","200007","1","32","BLANK","BLANK CONTROL","NONE","1740AC28-025F-4DF7-A3CE-A94462AE3820"
"I","13","200007","1","32","BLANK","BLANK INDICATION","NONE","44C3D5F7-1849-49A2-8BE4-4723E0040F6A"
"C","13","200007","1","33","BLANK","BLANK CONTROL","NONE","4A045F4F-5336-4440-8F79-9B326507CF82"
"I","13","200007","1","33","BLANK","BLANK INDICATION","NONE","80A53BF8-5D04-468D-8494-36B2A34D4A41"
"C","13","200007","1","34","BLANK","BLANK CONTROL","NONE","06EBAEB1-E1E4-4171-8B0B-F01E821C792F"
"I","13","200007","1","34","BLANK","BLANK INDICATION","NONE","13DD70B4-B790-4DC7-818B-92BE33B24146"
"C","13","200007","1","35","BLANK","BLANK CONTROL","NONE","0CD8C12E-2E7A-44B8-BB91-7F956F56182D"
"I","13","200007","1","35","BLANK","BLANK INDICATION","NONE","DCAE1AF1-2E07-4706-B806-3CF5210A955D"
"C","13","200007","1","36","BLANK","BLANK CONTROL","NONE","DDA7DD0E-0261-491C-BEAC-BE38CEDA0AE9"
"I","13","200007","1","36","BLANK","BLANK INDICATION","NONE","29B79DA0-83A1-4882-B14E-0DAE29E7081B"
"C","13","200007","1","37","BLANK","BLANK CONTROL","NONE","DA1E14DE-2B5C-4E6B-83F1-5275897CCECD"
"I","13","200007","1","37","BLANK","BLANK INDICATION","NONE","C02A0970-AE12-4CC1-B7D3-4230C9EBB953"
"C","13","200007","1","38","BLANK","BLANK CONTROL","NONE","1E771F15-BCDC-412F-9401-BF78E4511939"
"I","13","200007","1","38","BLANK","BLANK INDICATION","NONE","E567FA4C-4C6A-4604-9633-736D1B79A0D2"
"C","13","200007","1","39","BLANK","BLANK CONTROL","NONE","15105FE0-657F-4111-9103-E5139CCD6F78"
"I","13","200007","1","39","BLANK","BLANK INDICATION","NONE","AF436D78-9165-435E-B6A5-80F515100406"
"C","13","200007","1","40","BLANK","BLANK CONTROL","NONE","508399BA-67F6-4170-8E26-360E25792C9C"
"I","13","200007","1","40","BLANK","BLANK INDICATION","NONE","12210330-4D84-4459-8000-4E83E4621645"
"C","13","200007","1","41","BLANK","BLANK CONTROL","NONE","F0B256FD-4FF1-47B8-A31D-83CD36240379"
"I","13","200007","1","41","BLANK","BLANK INDICATION","NONE","D351D90A-3D28-4944-93CE-7C6EAB016DA4"
"C","13","200007","1","42","BLANK","BLANK CONTROL","NONE","B6BC14B6-5E0D-4A9F-9A11-959C10A8AC56"
"I","13","200007","1","42","BLANK","BLANK INDICATION","NONE","5BB884BB-D7D3-4332-BF3C-2905CD88D397"
"C","13","200007","1","43","BLANK","BLANK CONTROL","NONE","43CF611F-CCDF-4EAE-AD03-2B70C62320B3"
"I","13","200007","1","43","BLANK","BLANK INDICATION","NONE","BCA66961-1837-483E-B463-840C4848B320"
"C","13","200007","1","44","BLANK","BLANK CONTROL","NONE","0600B698-D0E7-489F-93B5-24D9D3F9F2F6"
"I","13","200007","1","44","BLANK","BLANK INDICATION","NONE","CD0E3D0D-2958-424D-B26B-A51FF49F38FD"
"C","13","200007","1","45","BLANK","BLANK CONTROL","NONE","DFE87BF1-C4D0-4A32-A5E9-D5C2DF048DD5"
"I","13","200007","1","45","BLANK","BLANK INDICATION","NONE","36AA9493-54B4-41CA-A504-09D09876742B"
"C","13","200007","1","46","BLANK","BLANK CONTROL","NONE","5AD086B2-DB7F-430E-A896-34D90AF27A68"
"I","13","200007","1","46","BLANK","BLANK INDICATION","NONE","EEA2E198-D654-4696-B43A-AF602093EF96"
"C","13","200007","1","47","BLANK","BLANK CONTROL","NONE","713CEE5D-70E8-4B77-8D46-7B50BC9D8328"
"I","13","200007","1","47","BLANK","BLANK INDICATION","NONE","E6336039-131A-4E8D-B8A2-271B94E7508E"
"C","13","200007","1","48","BLANK","BLANK CONTROL","NONE","84A5AC50-AEB1-4361-AFE3-B137554A5363"
"I","13","200007","1","48","BLANK","BLANK INDICATION","NONE","F7E6E8C3-F19B-48BA-8492-8951B3EC6641"
"C","14","200009","1","1","BLANK","BLANK CONTROL","None","F428DA6A-F6AB-4188-B631-FADF923E7BAB"
"I","14","200009","1","1","BLANK","BLANK INDICATION","None","181DE7A7-25FA-4CF7-899D-52BF12A784A9"
"C","14","200009","1","2","BLANK","BLANK CONTROL","None","2446A563-F502-4CA8-86D9-B766B105F6ED"
"I","14","200009","1","2","BLANK","BLANK INDICATION","None","FBFA939C-6BA8-4693-95FC-803B6B6B7CB4"
"C","14","200009","1","3","MEGHS","MEGHS TRAIN READY","None","A1408804-4B60-4B81-B53C-552694F450A3"
"I","14","200009","1","3","MEGK","MEGK TRAIN READY","None","6B1090BD-3830-4365-AB96-30529FA9BC8A"
"C","14","200009","1","4","MEGNS","MEGNS TRAIN READY","None","9A34FD4F-9ECF-4DCD-81C2-37DCAFE123C7"
"I","14","200009","1","4","MEGNK","MEGNK RELEASE TRAIN","None","5157D711-713C-47D0-9730-4A915236F08A"
"C","14","200009","1","5","BLANK","BLANK CONTROL","None","408BDA15-B5D3-4881-A175-0E961D32DE96"
"I","14","200009","1","5","METEK","METEK SIGNAL CLEAR","None","38411467-444A-4B4C-AAE1-AEE8DF77925F"
"C","14","200009","1","6","BLANK","BLANK CONTROL","None","A8E0D215-74C8-4188-B850-B9DBC63FD55E"
"I","14","200009","1","6","BLANK","BLANK INDICATION","None","749679E1-B421-4110-B527-FB85F7F90803"
"C","14","200009","1","7","BLANK","BLANK CONTROL","None","8C01A509-1534-4DC4-90A5-DE642EC6135E"
"I","14","200009","1","7","BLANK","BLANK INDICATION","None","52A4F753-E91B-47B4-9B1F-52BB72781D66"
"C","14","200009","1","8","BLANK","BLANK CONTROL","None","CE1A51EB-53F0-4C0B-A75E-9DF9398C3B06"
"I","14","200009","1","8","BLANK","BLANK INDICATION","None","536A365C-8A74-4040-9C2A-2348030B12E6"
"C","14","200009","1","9","BLANK","BLANK CONTROL","None","042526BE-1D2C-4AEE-8402-E6E5C26535A0"
"I","14","200009","1","9","1075POK","1075POK POWER OFF","None","66D91831-8249-4F8F-8005-AA990D1D4D5E"
"C","14","200009","1","10","BLANK","BLANK CONTROL","None","BC1DA23C-5B5B-4414-B766-140D38714579"
"I","14","200009","1","10","1075DOK","1075DOK DOOR OPEN","None","3FB341D7-728A-40F7-B29F-D6E4049E5DAC"
"C","14","200009","1","11","BLANK","BLANK CONTROL","None","D275A956-EE56-42A6-B167-E1E6AD269F68"
"I","14","200009","1","11","1075MOK","1075MOK LOCAL CONTROL","None","90BC2B2E-D2D2-4FF7-AD5B-660DBA0105C9"
"C","14","200009","1","12","BLANK","BLANK CONTROL","None","E6F9F0A8-5392-43E0-8674-BF2037764AA8"
"I","14","200009","1","12","1075LOK","1075LOK LIGHT OUT","None","1F45AD84-6FDA-4624-99ED-7EA0C854D40A"
"C","14","200009","1","13","BLANK","BLANK CONTROL","None","F42E26F9-FFED-4A06-AA27-084715827926"
"I","14","200009","1","13","BLANK","BLANK INDICATION","None","6A1296F6-A643-4416-A8A2-808D3050A31B"
"C","14","200009","1","14","BLANK","BLANK CONTROL","None","CD2D252A-5A8A-4B42-94F3-1E9DA97438EA"
"I","14","200009","1","14","MSTK","MSTK TRACK OCCUPIED","None","BF7D2299-0639-4826-9D00-391CF8E6D8CD"
"C","14","200009","1","15","BLANK","BLANK CONTROL","None","45E02710-6CFC-4FFB-9C8D-1FF305A0CB74"
"I","14","200009","1","15","BLANK","BLANK INDICATION","None","F961A1DC-D889-42AF-A7FC-B6678AB14D5E"
"C","14","200009","1","16","BLANK","BLANK CONTROL","None","46500C9F-A796-47AB-8043-40AE7BF898C8"
"I","14","200009","1","16","BLANK","BLANK INDICATION","None","8CB383BC-01BB-4D93-8F6C-923CAE49D587"
"C","14","200009","1","17","BLANK","BLANK CONTROL","None","D6E097F5-5954-4294-9B11-422CA924C48D"
"I","14","200009","1","17","1072BK","1072BK TRACK OCCUPIED","None","4667DB11-A601-437E-BA96-974430BDC9EF"
"C","14","200009","1","18","BLANK","BLANK CONTROL","None","62B3598C-3E97-4F66-B62B-A44A91D1B551"
"I","14","200009","1","18","1072POK","1072POK MISC DEVICE","None","607B10ED-D61A-4CE7-9411-4E32B83A1E2A"
"C","14","200009","1","19","BLANK","BLANK CONTROL","None","106E445F-FEFC-4A31-B2BE-20E31E5CA8CE"
"I","14","200009","1","19","1072DOK","1072DOK MISC DEVICE","None","F977A28F-8955-4EEA-B22A-F8B14EF8AC1C"
"C","14","200009","1","20","BLANK","BLANK CONTROL","None","9F36344A-714A-4A06-8F95-C27EC2AC5176"
"I","14","200009","1","20","BLANK","BLANK INDICATION","NONE","68EBE687-92B7-41C5-8017-D4C2D2BE5A9F"
"C","14","200009","1","21","BLANK","BLANK CONTROL","None","D3F2E1F5-6D41-4652-846F-8494695712CB"
"I","14","200009","1","21","BLANK","BLANK INDICATION","NONE","C9578368-6E48-4E18-8FCD-B32646E37EC8"
"C","14","200009","1","22","BLANK","BLANK CONTROL","None","23E46BB2-6813-4C7D-A470-0C2A512FC565"
"I","14","200009","1","22","BLANK","BLANK INDICATION","NONE","9229FE1A-15CC-4253-8C16-30C494AB2C9F"
"C","14","200009","1","23","BLANK","BLANK CONTROL","None","32F389FB-F9BC-4424-8D15-33FE42709650"
"I","14","200009","1","23","BLANK","BLANK INDICATION","NONE","C5D87F0F-EE25-4D38-86A0-27D920D13B4A"
"C","14","200009","1","24","BLANK","BLANK CONTROL","None","9F7801B7-D682-4D66-93FD-FCCBF7824C3E"
"I","14","200009","1","24","BLANK","BLANK INDICATION","NONE","2DD48FD5-2457-476D-A2C2-8FFA76FB4663"
"C","14","200009","1","25","BLANK","BLANK CONTROL","None","3105C71D-99AD-4A6B-8136-3F6A931721F7"
"I","14","200009","1","25","BLANK","BLANK INDICATION","NONE","7CEA04B2-AEA7-4FFF-8D44-C7D6A4A3EC09"
"C","14","200009","1","26","BLANK","BLANK CONTROL","None","7329FE68-A0B6-4148-A726-DE8654F6C07A"
"I","14","200009","1","26","BLANK","BLANK INDICATION","NONE","B8836F55-1906-4977-9C0C-1AE79993808F"
"C","14","200009","1","27","BLANK","BLANK CONTROL","None","8D0AAFA2-46E9-41D9-BF92-9E5831985888"
"I","14","200009","1","27","BLANK","BLANK INDICATION","NONE","63761394-B407-48BE-95CE-475357CBBB2C"
"C","14","200009","1","28","BLANK","BLANK CONTROL","None","772B953C-19D2-4751-BA24-B641C8288916"
"I","14","200009","1","28","BLANK","BLANK INDICATION","NONE","83FFF721-E6A5-4B95-B1B2-D32C363F3D29"
"C","14","200009","1","29","BLANK","BLANK CONTROL","NONE","189DF4C7-6C7F-4A0D-A529-81AA36DA2D5F"
"I","14","200009","1","29","BLANK","BLANK INDICATION","NONE","311B619A-043F-4966-9CA0-368E83E338CA"
"C","14","200009","1","30","BLANK","BLANK CONTROL","NONE","8B065594-E8EB-4BBA-9A9A-6D3C9A1CEA78"
"I","14","200009","1","30","BLANK","BLANK INDICATION","NONE","01E6D34B-1282-41C7-B80E-C2E07B7B68CD"
"C","14","200009","1","31","BLANK","BLANK CONTROL","NONE","009DFB60-1230-41D0-95E7-B62F5D26E1D2"
"I","14","200009","1","31","BLANK","BLANK INDICATION","NONE","120352FB-3866-4770-BC87-5E2D11896638"
"C","14","200009","1","32","BLANK","BLANK CONTROL","NONE","98A4231D-EA54-45A7-A1AA-97483AF749AD"
"I","14","200009","1","32","BLANK","BLANK INDICATION","NONE","6A5AC9BC-0631-4CD5-B070-36970CEAF932"
"C","14","200009","1","33","BLANK","BLANK CONTROL","NONE","F8FFBA12-BC88-4F0D-803B-F3022E1874FC"
"I","14","200009","1","33","BLANK","BLANK INDICATION","NONE","5249C603-71FA-4D39-B733-7CBAE5F737D2"
"C","14","200009","1","34","BLANK","BLANK CONTROL","NONE","EC40903B-707E-4EF0-B2C3-1782A12BD98A"
"I","14","200009","1","34","BLANK","BLANK INDICATION","NONE","35959229-5CB2-42C2-87D0-66554D1E779B"
"C","14","200009","1","35","BLANK","BLANK CONTROL","NONE","E603B9A6-A9BB-46EF-82C6-DCB783AD6FDA"
"I","14","200009","1","35","BLANK","BLANK INDICATION","NONE","329B0217-6C33-461A-B50D-C86DB047D0BD"
"C","14","200009","1","36","BLANK","BLANK CONTROL","NONE","40A35C5D-3E43-4969-9E3B-E720BDE2E2D5"
"I","14","200009","1","36","BLANK","BLANK INDICATION","NONE","B840B4E5-CEBF-438A-9321-58616CB314F9"
"C","14","200009","1","37","BLANK","BLANK CONTROL","NONE","E478E33D-6C3C-4695-8C57-64BE743516B1"
"I","14","200009","1","37","BLANK","BLANK INDICATION","NONE","42EFD66F-31AE-47C8-BAF2-4DBFB8023DCC"
"C","14","200009","1","38","BLANK","BLANK CONTROL","NONE","BF15C7B6-5501-4077-B55F-230FE99E1DA6"
"I","14","200009","1","38","BLANK","BLANK INDICATION","NONE","8525D60C-40F2-4633-BF29-E9DBE6D5F6AF"
"C","14","200009","1","39","BLANK","BLANK CONTROL","NONE","6A7B9E6E-FC44-485F-98C1-704CF3EA62E0"
"I","14","200009","1","39","BLANK","BLANK INDICATION","NONE","70797910-BF4F-444E-8F89-614F47E55783"
"C","14","200009","1","40","BLANK","BLANK CONTROL","NONE","77080AAB-2122-496B-A214-28B6F0BA05A9"
"I","14","200009","1","40","BLANK","BLANK INDICATION","NONE","A7B03DA0-52A6-43CF-AFA8-3199D02E267F"
"C","14","200009","1","41","BLANK","BLANK CONTROL","NONE","3707282E-0384-4EF5-844D-FB6FAB9B267F"
"I","14","200009","1","41","BLANK","BLANK INDICATION","NONE","7C1DE94C-ED0D-46BE-9F78-CFDFA6F10F6C"
"C","14","200009","1","42","BLANK","BLANK CONTROL","NONE","191A8C06-A516-4DE8-A3FC-3A9A8ACE7030"
"I","14","200009","1","42","BLANK","BLANK INDICATION","NONE","C3EB6AB4-11CF-41C4-B47D-96631B1198A2"
"C","14","200009","1","43","BLANK","BLANK CONTROL","NONE","BC5C25D1-FE78-40C0-9F27-5B54C98CD30C"
"I","14","200009","1","43","BLANK","BLANK INDICATION","NONE","5570B805-39A9-4E71-B300-4EF1BD68AEE6"
"C","14","200009","1","44","BLANK","BLANK CONTROL","NONE","6544DEE2-4F25-4FE2-97F1-A9BDA8013AFF"
"I","14","200009","1","44","BLANK","BLANK INDICATION","NONE","B55BFCF6-0A7F-4C78-8FAC-84EC7DD9C530"
"C","14","200009","1","45","BLANK","BLANK CONTROL","NONE","1E78E4CE-1B39-4DB7-A73A-672540D63908"
"I","14","200009","1","45","BLANK","BLANK INDICATION","NONE","F7748815-6259-4636-93F6-2089E62CE212"
"C","14","200009","1","46","BLANK","BLANK CONTROL","NONE","A861151E-077E-434E-94FD-FF8CFD52472E"
"I","14","200009","1","46","BLANK","BLANK INDICATION","NONE","8D65737B-4B43-48EF-904A-90786D85B80C"
"C","14","200009","1","47","BLANK","BLANK CONTROL","NONE","C371B71B-8FE6-447E-8FD5-79FD790501FE"
"I","14","200009","1","47","BLANK","BLANK INDICATION","NONE","97A3CAEC-5872-4BC3-99A5-DAD6D25C172B"
"C","14","200009","1","48","BLANK","BLANK CONTROL","NONE","23EF6545-DD81-40E0-8FDB-6490FF999004"
"I","14","200009","1","48","BLANK","BLANK INDICATION","NONE","5BA88884-E443-404D-8488-3833D8F25349"
"C","15","200010","1","1","1NWS","1 NORMAL SWITCH CONTROL","None","49FEDC02-C18B-46E2-A90F-736C85D30EC2"
"I","15","200010","1","1","1NWK","1 NORMAL SWITCH INDICATION","None","457D2BF5-E1D4-4603-A5F6-5397F7982898"
"C","15","200010","1","2","1RWS","1 REVERSE SWITCH CONTROL","None","A24C0AEF-9337-46AC-A10A-ADE6F1ACBE08"
"I","15","200010","1","2","1RWK","1 REVERSE SWITCH INDICATION","None","1DC3C1AA-F3BA-42E2-B98C-0E5698339733"
"C","15","200010","1","3","EGHS","EASTBOUND SIGNAL CONTROL","None","075D5648-21D8-41DE-95A9-EEAD74C2A472"
"I","15","200010","1","3","EGK","EASTBOUND SIGNAL INDICATION","None","F577BC3E-ED15-4904-AE03-05F15812EE06"
"C","15","200010","1","4","WGHS","WESTBOUND SIGNAL CONTROL","None","794B3C45-6C6B-4C2D-BCAC-97CA914A154B"
"I","15","200010","1","4","WGK","WESTBOUND SIGNAL INDICATION","None","E708E54A-EC00-455C-9FA2-2A27C2A033D2"
"C","15","200010","1","5","BLANK","BLANK CONTROL","NONE","2047B893-12A7-448E-9E3D-0C0A85D9D5AC"
"I","15","200010","1","5","TEK","SIGNAL INTIME INDICATION","None","0699884E-0BAF-4715-81D4-3A75DCB99BD3"
"C","15","200010","1","6","BLANK","BLANK CONTROL","NONE","AF116F1D-11DB-4F50-AA01-EB1A5F0EC678"
"I","15","200010","1","6","TK","OS TRACK INDICATION","None","A6E739CC-93D8-4D58-8203-1030B8B694CE"
"C","15","200010","1","7","BLANK","BLANK CONTROL","NONE","F8FBCA72-8C05-4483-88BD-B6A11473CAC7"
"I","15","200010","1","7","1EABK","MAIN 1, EAST TRACK INDICATION","None","9C8D6A6F-5250-4C2C-AEAD-7BA66318453B"
"C","15","200010","1","8","BLANK","BLANK CONTROL","NONE","D25E53CE-A4B8-4B69-8D8D-6875A2201597"
"I","15","200010","1","8","1WABK","MAIN 1, WEST TRACK INDICATION","None","6DC39DE8-9B86-4096-869C-430BEF4AECB2"
"C","15","200010","1","9","BLANK","BLANK CONTROL","NONE","1760C3DF-155F-40E9-A858-AAAB591EA708"
"I","15","200010","1","9","1080POK","POWER OFF INDICATION","None","33F3E6DC-68AD-4490-90E8-B83931EE66AC"
"C","15","200010","1","10","BLANK","BLANK CONTROL","NONE","CA3B1EA2-E58B-4387-B2F8-63289FAC6176"
"I","15","200010","1","10","1080DOK","ILLEGAL ENTRY INDICATION","None","010A23F7-790E-40BF-9636-8D7BB0FF9A86"
"C","15","200010","1","11","BLANK","BLANK CONTROL","NONE","7EB4E165-47B4-4D9F-8E5E-6A84F99CA30E"
"I","15","200010","1","11","1080MOK","MANUAL OPERATE INDICATION","None","60789B27-7CC8-4985-8392-4FCA861E20E2"
"C","15","200010","1","12","BLANK","BLANK CONTROL","NONE","4A0E3D45-9A51-440A-BC9E-26B13F8618CC"
"I","15","200010","1","12","1080LOK","LIGHT OUT INDICATION","None","A185CDC7-2D5D-43A2-AF1E-61DC95D5751A"
"C","15","200010","1","13","BLANK","BLANK CONTROL","NONE","0DA0DC84-758D-4506-961F-D68F2B262A99"
"I","15","200010","1","13","BLANK","BLANK INDICATION","None","FA42BB12-AF38-4ABC-B7AA-ECBA8C7DD293"
"C","15","200010","1","14","BLANK","BLANK CONTROL","NONE","BEC42C8E-8137-40DD-ADD8-6963F45FDBAA"
"I","15","200010","1","14","2WABK","MAIN 2, WEST TRACK INDICATION","None","17B4F2E3-3405-43C0-9785-431A7C6F79C1"
"C","15","200010","1","15","BLANK","BLANK CONTROL","NONE","FC9030BA-C78C-4D93-BA50-322B4220B8B1"
"I","15","200010","1","15","BLANK","BLANK INDICATION","None","F3085ACA-C7A4-4E27-8066-2A817C1F3CC2"
"C","15","200010","1","16","BLANK","BLANK CONTROL","NONE","81C6EF25-C023-4113-A3A2-0BC2FBCEBF23"
"I","15","200010","1","16","BLANK","BLANK","None","A1A974E9-EBEC-413E-ABFB-CF08F201A8F3"
"C","15","200010","1","17","BLANK","BLANK CONTROL","NONE","3C71948B-A445-4B88-BE9E-67959C0AA3F5"
"I","15","200010","1","17","1081BK","1081BK","None","ABD5B898-0205-4C99-AB21-3BF1F33FC2E1"
"C","15","200010","1","18","BLANK","BLANK CONTROL","NONE","9F676FA9-16D1-4610-A1CF-8617827D9E91"
"I","15","200010","1","18","1083BK","1083BK","None","815223E4-8A6D-4670-B6FF-6B44FF569E48"
