track_uid,control_point_uid,subdivision_name,codeline,track_name,track_name_group,route_name,control_cluster_raw,control_cluster_split,control_cluster_distinct_count,pctl_raw,sctl_raw,tctl_raw,tind_raw,sind_raw,qctl_raw,qind_raw,tind_relation_to_control_cluster,sind_relation_to_control_cluster,qctl_relation_to_control_cluster,qind_relation_to_control_cluster,tind_cp_alignment,sind_cp_alignment,qctl_cp_alignment,qind_cp_alignment,tind_trailing_alignment,sind_trailing_alignment,qctl_trailing_alignment,qind_trailing_alignment,pind_resolved_mnemonics,sind_resolved_mnemonics,sctl_resolved_mnemonics,pind_resolved_count,sind_resolved_count,sctl_resolved_count
200234,200011,ESCONDIDO,16,1VSTK,MT1,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1VSTK,,,1,0,0
200235,200011,ESCONDIDO,16,2VSTK,MT2,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2VSTK,,,1,0,0
200236,200011,ESCONDIDO,16,1091BK,MT1,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,1091BK,,,1,0,0
200237,200011,ESCONDIDO,16,1093BK,MT2,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1093BK,,,1,0,0
200247,200011,ESCONDIDO,16,1094BK,MT1,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1094BK,,,1,0,0
200248,200011,ESCONDIDO,16,1096BK,MT2,ROUTE NAME,0;1;200011;0016,False,1,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;1;200011;0016,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,1096BK,,,1,0,0
200272,200012,ESCONDIDO,17,1102BK,MT1,ROUTE NAME,0;1;200012;0017,False,1,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1102BK,,,1,0,0
200273,200012,ESCONDIDO,17,1104BK,MT2,ROUTE NAME,0;1;200012;0017,False,1,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1104BK,,,1,0,0
200274,200012,ESCONDIDO,17,1ESTK,MT1,ROUTE NAME,0;1;200012;0017,False,1,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1ESTK,,,1,0,0
200275,200012,ESCONDIDO,17,2ESTK,MT2,ROUTE NAME,0;1;200012;0017,False,1,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,0;1;200012;0017,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,2ESTK,,,1,0,0
200252,200013,ESCONDIDO,18,TK,MAIN,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200253,200013,ESCONDIDO,18,TK,MAIN,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200254,200013,ESCONDIDO,18,TK,MAIN,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200255,200013,ESCONDIDO,18,TK,MAIN,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200258,200013,ESCONDIDO,18,1WABK,MAIN,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200277,200013,ESCONDIDO,18,2EABK,MT2,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2EABK,,,1,0,0
200279,200013,ESCONDIDO,18,1EABK,MT1,ROUTE NAME,0;1;200013;0018,False,1,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,0;1;200013;0018,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1EABK,,,1,0,0
200276,200014,ESCONDIDO,19,BSTK,MAIN,ROUTE NAME,0;1;200014;19,False,1,0;1;200014;19,0;1;200014;19,0;1;200014;19,0;1;200014;19,0;1;200014;19,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,BSTK,,,1,0,0
200278,200014,ESCONDIDO,19,1121BK,MAIN,ROUTE NAME,0;1;200014;19,False,1,0;1;200014;19,0;1;200014;19,0;1;200014;19,0;1;200014;19,0;1;200014;19,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1121BK,,,1,0,0
200285,200015,ESCONDIDO,21,1153BK,MT2,ROUTE NAME,0;1;200015;0021,False,1,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1153BK,,,1,0,0
200286,200015,ESCONDIDO,21,1155BK,MT1,ROUTE NAME,0;1;200015;21,False,1,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1155BK,,,1,0,0
200287,200015,ESCONDIDO,21,1151BK,MT1,ROUTE NAME,0;1;200015;0021,False,1,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,0;1;200015;0021,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1151BK,,,1,0,0
200288,200015,ESCONDIDO,21,1157BK,MT2,ROUTE NAME,0;1;200015;21,False,1,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1157BK,,,1,0,0
200290,200015,ESCONDIDO,21,1PSTK,MT1,ROUTE NAME,0;1;200015;21,False,1,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1PSTK,,,1,0,0
200291,200015,ESCONDIDO,21,2PSTK,MT2,ROUTE NAME,0;1;200015;21,False,1,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,0;1;200015;21,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2PSTK,,,1,0,0
200283,200016,ESCONDIDO,20,1EABK,MAIN,ROUTE NAME,0;1;200016;20,False,1,0;1;200016;20,0;1;200016;20,0;1;200016;20,0;1;200016;20,0;1;200016;20,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1EABK,,,1,0,0
200284,200016,ESCONDIDO,20,1131BK,MAIN,ROUTE NAME,0;1;200016;20,False,1,0;1;200016;20,0;1;200016;20,0;1;200016;20,0;1;200016;20,0;1;200016;20,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1131BK,,,1,0,0
200292,200016,ESCONDIDO,20,TK,MAIN,ROUTE NAME,0;1;200016;0020,False,1,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200293,200016,ESCONDIDO,20,TK,MAIN,ROUTE NAME,0;1;200016;0020,False,1,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200294,200016,ESCONDIDO,20,TK,MAIN,ROUTE NAME,0;1;200016;0020,False,1,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200295,200016,ESCONDIDO,20,TK,MAIN,ROUTE NAME,0;1;200016;0020,False,1,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,0;1;200016;0020,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200303,200017,ESCONDIDO,22,1SMSTK,MT1,ROUTE NAME,0;1;200017;22,False,1,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1SMSTK,,,1,0,0
200304,200017,ESCONDIDO,22,2SMSTK,MT2,ROUTE NAME,0;1;200017;22,False,1,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2SMSTK,,,1,0,0
200305,200017,ESCONDIDO,22,1152BK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1152BK,,,1,0,0
200306,200017,ESCONDIDO,22,1154BK,MT2,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1154BK,,,1,0,0
200309,200017,ESCONDIDO,22,1SMSTK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1SMSTK,,,1,0,0
200310,200017,ESCONDIDO,22,2SMSTK,MT2,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2SMSTK,,,1,0,0
200311,200017,ESCONDIDO,22,1163BK,MT2,ROUTE NAME,0;1;200017;22,False,1,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1163BK,,,1,0,0
200312,200017,ESCONDIDO,22,TK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200313,200017,ESCONDIDO,22,TK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200314,200017,ESCONDIDO,22,TK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200315,200017,ESCONDIDO,22,TK,MT1,ROUTE NAME,0;1;200017;0022,False,1,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200320,200017,ESCONDIDO,22,1WABK,MT1,ROUTE NAME,0;1;200017;22,False,1,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200332,200017,ESCONDIDO,22,1173BK,MT2,ROUTE NAME,0;1;200017;22,False,1,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1173BK,,,1,0,0
200321,200019,ESCONDIDO,24,3EABK,BFT,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,3EABK,,,1,0,0
200338,200019,ESCONDIDO,24,1EABK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,1EABK,,,1,0,0
200379,200019,ESCONDIDO,24,TK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200380,200019,ESCONDIDO,24,TK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200381,200019,ESCONDIDO,24,TK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200385,200019,ESCONDIDO,24,1WABK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1WABK,,,1,0,0
200407,200019,ESCONDIDO,24,TK,MAIN,ROUTE NAME,0;1;200019;0024,False,1,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200333,200020,ESCONDIDO,23,2CSSTK,MT2,ROUTE NAME,0;1;200020;23,False,1,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2CSSTK,,,1,0,0
200334,200020,ESCONDIDO,23,1CSSTK,MT1,ROUTE NAME,0;1;200020;23,False,1,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1CSSTK,,,1,0,0
200335,200020,ESCONDIDO,23,2EABK,MT2,ROUTE NAME,0;1;200020;23,False,1,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,2EABK,,,1,0,0
200336,200020,ESCONDIDO,23,1EABK,MT1,ROUTE NAME,0;1;200020;23,False,1,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1EABK,,,1,0,0
200353,200020,ESCONDIDO,23,TK,MAIN,ROUTE NAME,0;1;200020;0023,False,1,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200354,200020,ESCONDIDO,23,TK,MAIN,ROUTE NAME,0;1;200020;0023,False,1,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200355,200020,ESCONDIDO,23,TK,MAIN,ROUTE NAME,0;1;200020;0023,False,1,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200360,200020,ESCONDIDO,23,TK,MAIN,ROUTE NAME,0;1;200020;0023,False,1,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200409,200025,ESCONDIDO,25,NSTK,MAIN,ROUTE NAME,0;1;200025;0025,False,1,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,NSTK,,,1,0,0
200410,200025,ESCONDIDO,25,1182BK,MAIN,ROUTE NAME,0;1;200025;0025,False,1,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,,same_as_control_cluster,same_as_control_cluster,same_as_control_cluster,blank,same_cp,same_cp,same_cp,blank,matches_codeline,matches_codeline,matches_codeline,blank,1182TK,,,1,0,0
200100,200026,ESCONDIDO,26,1WABK,MAIN,ROUTE NAME,0;1;200026;0026,False,1,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200411,200026,ESCONDIDO,26,1191BK,MAIN,ROUTE NAME,0;1;200026;26,False,1,0;1;200026;26,0;1;200026;26,0;1;200026;26,0;1;200026;26,0;1;200026;26,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1191BK,,,1,0,0
200412,200026,ESCONDIDO,26,1EABK,MAIN,ROUTE NAME,0;1;200026;0026,False,1,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1EABK,,,1,0,0
200416,200026,ESCONDIDO,26,1WABK,MAIN,ROUTE NAME,0;1;200026;0026,False,1,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200536,200026,ESCONDIDO,26,1WABK,MAIN,ROUTE NAME,0;1;200026;0026,False,1,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200537,200026,ESCONDIDO,26,1WABK,MAIN,ROUTE NAME,0;1;200026;0026,False,1,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,1WABK,,,1,0,0
200425,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200426,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200429,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200431,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200433,200027,ESCONDIDO,27,4EATK,EFT,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,4EATK,,,1,0,0
200435,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200436,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;0;0;0000,,same_as_control_cluster,same_as_control_cluster,different_from_control_cluster,blank,same_cp,same_cp,zero_cp,blank,matches_codeline,matches_codeline,differs_from_codeline,blank,TK,,,1,0,0
200437,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
200441,200027,ESCONDIDO,27,TK,MAIN,ROUTE NAME,0;1;200027;0027,False,1,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,same_as_control_cluster,same_as_control_cluster,blank,blank,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,blank,blank,TK,,,1,0,0
