reference_column,component_uid,component_name,parent_control_point_uid,parent_control_point_name,subdivision_name,raw_reference_value,reference_format,diagnostic_rule,local_code_line,local_code_station_number,local_bit_token,diagnostic_match_count,diagnostic_status,diagnostic_candidate_mnemonics,diagnostic_candidate_long_names,diagnostic_candidate_family_set,diagnostic_candidate_examples,cp_triplet_same_raw,cp_triplet_same_diagnostic_status,cp_triplet_same_candidate_examples
CPIND11,100007,ROSE,100007,ROSE,SAN DIEGO,0;0;100007;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND12,100007,ROSE,100007,ROSE,SAN DIEGO,0;0;100007;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND13,100007,ROSE,100007,ROSE,SAN DIEGO,0;0;100007;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND11,100008,BROADWAY,100008,BROADWAY,SAN DIEGO,0;0;100008;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100008,BROADWAY,100008,BROADWAY,SAN DIEGO,0;0;100008;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100008,BROADWAY,100008,BROADWAY,SAN DIEGO,0;0;100008;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100009,EAST BROOK,100009,EAST BROOK,SAN DIEGO,0;0;100009;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EHK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EHK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100009,EAST BROOK,100009,EAST BROOK,SAN DIEGO,0;0;100009;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EHK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EHK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100009,EAST BROOK,100009,EAST BROOK,SAN DIEGO,0;0;100009;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EHK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EHK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100010,SORRENTO,100010,SORRENTO,SAN DIEGO,0;0;100010;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100010,SORRENTO,100010,SORRENTO,SAN DIEGO,0;0;100010;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100010,SORRENTO,100010,SORRENTO,SAN DIEGO,0;0;100010;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100012,SHELL,100012,SHELL,SAN DIEGO,0;0;100012;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,WHK,WESTBOUND SIGNAL INDICATION,signal_indication,5=WHK:WESTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100012,SHELL,100012,SHELL,SAN DIEGO,0;0;100012;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,WHK,WESTBOUND SIGNAL INDICATION,signal_indication,5=WHK:WESTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100012,SHELL,100012,SHELL,SAN DIEGO,0;0;100012;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,WHK,WESTBOUND SIGNAL INDICATION,signal_indication,5=WHK:WESTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100013,ESCONDIDO JCT,100013,ESCONDIDO JCT,SAN DIEGO,0;0;100013;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,5NWK,5 NORMAL SWITCH INDICATION,switch_indication,5=5NWK:5 NORMAL SWITCH INDICATION,True,True,True
CPIND12,100013,ESCONDIDO JCT,100013,ESCONDIDO JCT,SAN DIEGO,0;0;100013;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,5NWK,5 NORMAL SWITCH INDICATION,switch_indication,5=5NWK:5 NORMAL SWITCH INDICATION,True,True,True
CPIND13,100013,ESCONDIDO JCT,100013,ESCONDIDO JCT,SAN DIEGO,0;0;100013;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,5NWK,5 NORMAL SWITCH INDICATION,switch_indication,5=5NWK:5 NORMAL SWITCH INDICATION,True,True,True
CPIND11,100016,LONGBOARD,100016,LONGBOARD,SAN DIEGO,0;0;100016;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100016,LONGBOARD,100016,LONGBOARD,SAN DIEGO,0;0;100016;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100016,LONGBOARD,100016,LONGBOARD,SAN DIEGO,0;0;100016;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,EGK,EASTBOUND SIGNAL INDICATION,signal_indication,5=EGK:EASTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100017,FARR,100017,FARR,SAN DIEGO,0;0;100017;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100017,FARR,100017,FARR,SAN DIEGO,0;0;100017;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100017,FARR,100017,FARR,SAN DIEGO,0;0;100017;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100018,PONTO,100018,PONTO,SAN DIEGO,0;0;100018;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100018,PONTO,100018,PONTO,SAN DIEGO,0;0;100018;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100018,PONTO,100018,PONTO,SAN DIEGO,0;0;100018;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100019,SWAMI,100019,SWAMI,SAN DIEGO,0;0;100019;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100019,SWAMI,100019,SWAMI,SAN DIEGO,0;0;100019;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100019,SWAMI,100019,SWAMI,SAN DIEGO,0;0;100019;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100020,CARDIFF,100020,CARDIFF,SAN DIEGO,0;0;100020;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND12,100020,CARDIFF,100020,CARDIFF,SAN DIEGO,0;0;100020;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND13,100020,CARDIFF,100020,CARDIFF,SAN DIEGO,0;0;100020;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2E SIGNAL CLEAR INDICATION,signal_indication,5=2EGK:2E SIGNAL CLEAR INDICATION,True,True,True
CPIND11,100022,VALLEY,100022,VALLEY,SAN DIEGO,0;0;100022;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100022,VALLEY,100022,VALLEY,SAN DIEGO,0;0;100022;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100022,VALLEY,100022,VALLEY,SAN DIEGO,0;0;100022;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100023,CROSBY,100023,CROSBY,SAN DIEGO,0;0;100023;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100023,CROSBY,100023,CROSBY,SAN DIEGO,0;0;100023;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100023,CROSBY,100023,CROSBY,SAN DIEGO,0;0;100023;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100024,DEL MAR,100024,DEL MAR,SAN DIEGO,0;0;100024;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100024,DEL MAR,100024,DEL MAR,SAN DIEGO,0;0;100024;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100024,DEL MAR,100024,DEL MAR,SAN DIEGO,0;0;100024;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100025,TORREY,100025,TORREY,SAN DIEGO,0;0;100025;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100025,TORREY,100025,TORREY,SAN DIEGO,0;0;100025;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100025,TORREY,100025,TORREY,SAN DIEGO,0;0;100025;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100027,MIRAMAR,100027,MIRAMAR,SAN DIEGO,0;0;100027;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND12,100027,MIRAMAR,100027,MIRAMAR,SAN DIEGO,0;0;100027;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND13,100027,MIRAMAR,100027,MIRAMAR,SAN DIEGO,0;0;100027;0,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,0,0,zero_candidate,,,no_candidate,,True,True,False
CPIND11,100033,ASH,100033,ASH,SAN DIEGO,0;0;100033;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100033,ASH,100033,ASH,SAN DIEGO,0;0;100033;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100033,ASH,100033,ASH,SAN DIEGO,0;0;100033;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND11,100035,CONVAIR,100035,CONVAIR,SAN DIEGO,0;0;100035;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND12,100035,CONVAIR,100035,CONVAIR,SAN DIEGO,0;0;100035;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
CPIND13,100035,CONVAIR,100035,CONVAIR,SAN DIEGO,0;0;100035;5,code_line_station_control_point_bit,parent_station_local_bit_lookup,5,1,5,1,one_candidate,2EGK,2 EASTBOUND SIGNAL INDICATION,signal_indication,5=2EGK:2 EASTBOUND SIGNAL INDICATION,True,True,True
