signal_uid,control_point_uid,subdivision_name,codeline,signal_name,tool_tip_name,signal_type,authority_type,territory_assignment,subdivision_number,in_time_type,call_on_flag,near_side_signal_enabled,holding_signal,fleeting,stacking,blocking,allow_automatic_mode,call_on_controlled,signal_controlled,pind_raw,pctl_raw,sind_raw,sctl_raw,tind_raw,tctl_raw,fleet_control_bit_raw,in_time_bit_raw,near_side_signal_bit_control_raw,near_side_signal_bit_indication_raw,call_on_bit_raw,block_ind_bit_raw,pctl_primary_part,pctl_secondary_part,sctl_primary_part,sctl_secondary_part,tctl_primary_part,tctl_secondary_part,tctl_equals_sctl_raw,tind_equals_sind_raw,fleet_equals_tind_raw,pctl_secondary_equals_sctl_primary,pctl_secondary_equals_tctl_primary,sctl_primary_equals_tctl_primary,sctl_secondary_equals_tctl_primary,sctl_secondary_equals_tctl_secondary,near_side_ctl_equals_ind,call_on_non_default_matches_flag,entry_route_count,exit_route_count,route_total_count,pind_cp_alignment,sind_cp_alignment,tind_cp_alignment,fleet_cp_alignment,in_time_cp_alignment,near_side_ctl_cp_alignment,near_side_ind_cp_alignment,call_on_cp_alignment,pctl_primary_cp_alignment,pctl_secondary_cp_alignment,sctl_primary_cp_alignment,sctl_secondary_cp_alignment,tctl_primary_cp_alignment,tctl_secondary_cp_alignment,pind_resolved_count,pind_resolved_mnemonics,pind_resolved_long_names,pctl_resolved_count,pctl_unresolved_count,pctl_resolved_mnemonics,pctl_resolved_long_names,sind_resolved_count,sind_unresolved_count,sind_resolved_mnemonics,sind_resolved_long_names,sctl_resolved_count,sctl_unresolved_count,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_count,tctl_unresolved_count,tctl_resolved_mnemonics,tctl_resolved_long_names,tind_resolved_count,tind_unresolved_count,fleet_resolved_count,fleet_unresolved_count,in_time_resolved_count,in_time_unresolved_count,in_time_resolved_mnemonics,in_time_resolved_long_names,near_side_ctl_resolved_count,near_side_ctl_unresolved_count,near_side_ctl_default_zero_count,near_side_ctl_resolved_mnemonics,near_side_ind_resolved_count,near_side_ind_unresolved_count,near_side_ind_default_zero_count,near_side_ind_resolved_mnemonics,call_on_resolved_count,call_on_unresolved_count,call_on_default_zero_count,call_on_resolved_mnemonics,call_on_resolved_long_names,block_ind_resolved_count,block_ind_unresolved_count,block_ind_default_zero_count
200391,200019,ESCONDIDO,24,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200019;0024,3;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,0;1;200019;0024|0;1;200019;0024,0;1;200019;0024,5;1;200019,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,True,True,True,True,True,True,True,True,True,True,1,2,3,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200330,200020,ESCONDIDO,23,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,4;1;200020;0023,4;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,5;1;200020,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,True,True,True,True,True,True,True,True,True,True,2,3,5,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200351,200020,ESCONDIDO,23,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200020;0023,3;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,5;1;200020,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200352,200020,ESCONDIDO,23,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,3;1;200020;0023,3;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,5;1;200020,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,True,True,True,True,True,True,True,True,True,True,1,0,1,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200393,200025,ESCONDIDO,25,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,5;1;200025;0025,5;1;200025;0025|0;1;200025;0025,0;1;200025;0025,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,8;1;200025,6;1;200025;0025,6;1;200025;0025,0;0;0;0,0;0;0;0,5;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,NWGK,SIGNAL CLEAR,1,1,NWGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,NWTEK,SIGNAL CLEAR,1,0,0,NWGNS,1,0,0,NWGNK,0,0,1,,,0,0,1
200413,200025,ESCONDIDO,25,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,True,True,True,True,True,False,,,3;1;200025;0025,3;1;200025;0025|0;1;200025;0025,0;1;200025;0025,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,7;1;200025,4;1;200025;0025,4;1;200025;0025,0;0;0;0,0;0;0;0,3;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,NEGK,SIGNAL CLEAR,1,1,NEGHS,SIGNAL CLEAR,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,NETEK,SIGNAL CLEAR,1,0,0,NEGNS,1,0,0,NEGNK,0,0,1,,,0,0,1
200475,200026,ESCONDIDO,26,1E-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,True,True,True,True,False,,,3;1;200026;0026,3;1;200026;0026|0;1;200026;0026,0;1;200026;0026,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,5;1;200026,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200476,200026,ESCONDIDO,26,1W-SIGNAL,1W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,True,True,True,True,False,,,4;1;200026;0026,4;1;200026;0026|0;1;200026;0026,0;1;200026;0026,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,5;1;200026,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200428,200027,ESCONDIDO,27,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,15;1;200027;0027,15;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,15;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,2,0,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200430,200027,ESCONDIDO,27,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,15;1;200027;0027,15;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,15;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200452,200027,ESCONDIDO,27,1E-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,15;1;200027;0027,15;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,15;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200453,200027,ESCONDIDO,27,1E-SIGNAL,1E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,15;1;200027;0027,15;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,15;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200463,200027,ESCONDIDO,27,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,16;1;200027;0027,16;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,16;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,4,5,9,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200464,200027,ESCONDIDO,27,W-SIGNAL,W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,False,True,True,True,False,,,16;1;200027;0027,16;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,0;1;200027;0027|0;1;200027;0027,0;1;200027;0027,23;1;200027,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,16;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,True,True,True,True,4,5,9,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200469,200028,ESCONDIDO,28,E-SIGNAL,E-SIGNAL,R,CTC,200,1,INTIMEBIT,False,False,True,True,True,True,False,,,3;1;200028;0028,3;1;200028;0028|0;1;200028;0028,0;1;200028;0028,0;1;200028;0028|0;1;200028;0028,0;1;200028;0028,0;1;200028;0028|0;1;200028;0028,0;1;200028;0028,5;1;200028,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,3;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,5EGK,5 EASTBOUND SIGNAL INDICATION,1,1,5EGHS,5 EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,5TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
200471,200028,ESCONDIDO,28,1W-SIGNAL,1W-SIGNAL,L,CTC,200,1,INTIMEBIT,False,False,True,True,True,True,False,,,4;1;200028;0028,4;1;200028;0028|0;1;200028;0028,0;1;200028;0028,0;1;200028;0028|0;1;200028;0028,0;1;200028;0028,0;1;200028;0028|0;1;200028;0028,0;1;200028;0028,5;1;200028,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,4;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,5WGK,5 WESTBOUND SIGNAL INDICATION,1,1,5WGHS,5 WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,5TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100727,100000,SAN DIEGO,5,E-SIGNAL,EA_B,R,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,5;1;100000;0005,5;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,10;1;100000,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,5;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100729,100000,SAN DIEGO,5,W-SIGNAL,WC_D,L,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,7;1;100000;0005,7;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,10;1;100000,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,7;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100974,100000,SAN DIEGO,5,W-SIGNAL,WA_B,L,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,7;1;100000;0005,7;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,0;1;100000;0005|0;1;100000;0005,0;1;100000;0005,10;1;100000,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,7;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100121,100001,SAN DIEGO,5,E-SIGNAL,EA_B,R,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,5;1;100001;0005,5;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,10;1;100001,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,5;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,EGK,EASTBOUND SIGNAL INDICATION,1,1,EGHS,EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100122,100001,SAN DIEGO,5,W-SIGNAL,WA,L,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,7;1;100001;0005,7;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,10;1;100001,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,7;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100123,100001,SAN DIEGO,5,W-SIGNAL,WB,L,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,7;1;100001;0005,7;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,0;1;100001;0005|0;1;100001;0005,0;1;100001;0005,10;1;100001,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,7;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,True,True,True,True,1,1,2,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,WGK,WESTBOUND SIGNAL INDICATION,1,1,WGHS,WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,TEK,SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100148,100002,SAN DIEGO,5,2E-SIGNAL,2EA_B,R,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,5;1;100002;0005,5;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,11;1;100002,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,5;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,True,True,True,True,3,3,6,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,2EGK,2 EASTBOUND SIGNAL INDICATION,1,1,2EGHS,2 EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,2TEK,2 SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100151,100002,SAN DIEGO,5,2W-SIGNAL,2WA_B,L,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,6;1;100002;0005,6;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,11;1;100002,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,6;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,True,True,True,True,3,3,6,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,2WGK,2 WESTBOUND SIGNAL INDICATION,1,1,2WGHS,2 WESTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,2TEK,2 SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
100167,100002,SAN DIEGO,5,4E-SIGNAL,4EA_B,R,CTC,100,2,INTIMEBIT,False,False,False,True,True,True,False,,,7;1;100002;0005,7;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,0;1;100002;0005|0;1;100002;0005,0;1;100002;0005,12;1;100002,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,7;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,True,True,True,True,2,2,4,same_cp,same_cp,same_cp,same_cp,same_cp,default_zero,default_zero,default_zero,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,1,4EGK,4 EASTBOUND SIGNAL INDICATION,1,1,4EGHS,4 EASTBOUND SIGNAL CONTROL,0,1,,,0,2,,,0,2,,,0,1,0,1,1,0,4TEK,4 SIGNAL INTIME INDICATION,0,0,1,,0,0,1,,0,0,1,,,0,0,1
