track_uid,control_point_uid,subdivision_name,codeline,track_name,track_type,track_name_group,territory_assignment,authority_type,route_name,turn_out_track,os_reporting,track_uid_raw,pind_raw,sind_raw,tind_raw,pctl_raw,sctl_raw,tctl_raw,qind_raw,qctl_raw,track_lock_bit_raw,track_blocking_references_raw,control_cluster_raw,control_cluster_distinct_count,control_cluster_all_equal,pctl_equals_tctl,pctl_equals_sctl,sctl_equals_tctl,sind_equals_tind,qctl_equals_control_cluster,qind_equals_tind,pind_cp_alignment,sind_cp_alignment,tind_cp_alignment,pctl_cp_alignment,sctl_cp_alignment,tctl_cp_alignment,qind_cp_alignment,qctl_cp_alignment,pind_trailing_alignment,sind_trailing_alignment,tind_trailing_alignment,pctl_trailing_alignment,sctl_trailing_alignment,tctl_trailing_alignment,qind_trailing_alignment,qctl_trailing_alignment,pind_resolved_count,pind_unresolved_count,pind_resolved_mnemonics,pind_resolved_long_names,sind_resolved_count,sind_unresolved_count,sind_resolved_mnemonics,sind_resolved_long_names,tind_resolved_count,tind_unresolved_count,pctl_resolved_count,pctl_unresolved_count,sctl_resolved_count,sctl_unresolved_count,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_count,tctl_unresolved_count,qind_resolved_count,qind_unresolved_count,qind_default_zero_count,qctl_resolved_count,qctl_unresolved_count,qctl_default_zero_count,trackblocking_unresolved_count,trackblocking_default_zero_count
200306,200017,ESCONDIDO,22,1154BK,T,MT2,200,CTC,ROUTE NAME,False,False,0,38;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1154BK,1154BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200309,200017,ESCONDIDO,22,1SMSTK,T,MT1,200,CTC,ROUTE NAME,False,False,0,23;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1SMSTK,1SMSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200310,200017,ESCONDIDO,22,2SMSTK,T,MT2,200,CTC,ROUTE NAME,False,False,0,24;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,2SMSTK,2SMSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200311,200017,ESCONDIDO,22,1163BK,T,MT2,200,CTC,ROUTE NAME,False,False,0,25;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,0;0;0;0,,0;1;200017;22,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1163BK,1163BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200312,200017,ESCONDIDO,22,TK,T,MT1,200,CTC,ROUTE NAME,False,True,0,7;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200313,200017,ESCONDIDO,22,TK,T,MT1,200,CTC,ROUTE NAME,False,True,0,7;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200314,200017,ESCONDIDO,22,TK,T,MT1,200,CTC,ROUTE NAME,False,True,0,7;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200315,200017,ESCONDIDO,22,TK,T,MT1,200,CTC,ROUTE NAME,False,True,0,7;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,0;1;200017;0022,,,0;0;0;0,,0;1;200017;0022,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200320,200017,ESCONDIDO,22,1WABK,T,MT1,200,CTC,ROUTE NAME,False,False,0,8;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,0;0;0;0,,0;1;200017;22,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200332,200017,ESCONDIDO,22,1173BK,T,MT2,200,CTC,ROUTE NAME,False,False,0,26;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,0;1;200017;22,,,0;0;0;0,,0;1;200017;22,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1173BK,1173BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200321,200019,ESCONDIDO,24,3EABK,T,BFT,200,CTC,ROUTE NAME,False,False,0,7;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,0;1;0;0000,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,3EABK,MAIN 3 EAST TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200338,200019,ESCONDIDO,24,1EABK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,8;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,0;0;0;0000,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,1EABK,"MAIN 1, EAST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200379,200019,ESCONDIDO,24,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200380,200019,ESCONDIDO,24,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200381,200019,ESCONDIDO,24,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200385,200019,ESCONDIDO,24,1WABK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,9;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,0;1;200019;0024,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,True,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,matches_codeline,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200407,200019,ESCONDIDO,24,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,0;1;200019;0024,,,0;0;0;0,,0;1;200019;0024,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200333,200020,ESCONDIDO,23,2CSSTK,T,MT2,200,CTC,ROUTE NAME,False,False,0,15;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,0;0;0;0,,0;1;200020;23,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,2CSSTK,2CSSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200334,200020,ESCONDIDO,23,1CSSTK,T,MT1,200,CTC,ROUTE NAME,False,False,0,14;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,0;0;0;0,,0;1;200020;23,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1CSSTK,1CSSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200335,200020,ESCONDIDO,23,2EABK,T,MT2,200,CTC,ROUTE NAME,False,False,0,8;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,0;0;0;0,,0;1;200020;23,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,2EABK,"MAIN 2, EAST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200336,200020,ESCONDIDO,23,1EABK,T,MT1,200,CTC,ROUTE NAME,False,False,0,7;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,0;1;200020;23,,,0;0;0;0,,0;1;200020;23,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1EABK,"MAIN 1, EAST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200353,200020,ESCONDIDO,23,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,0;0;0;0,,0;1;200020;0023,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200354,200020,ESCONDIDO,23,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,0;0;0;0,,0;1;200020;0023,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200355,200020,ESCONDIDO,23,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,0;0;0;0,,0;1;200020;0023,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200360,200020,ESCONDIDO,23,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,0;1;200020;0023,,,0;0;0;0,,0;1;200020;0023,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200409,200025,ESCONDIDO,25,NSTK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,10;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,,0;1;0;0000,0;0;0;0,,0;1;200025;0025,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,NSTK,NSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200410,200025,ESCONDIDO,25,1182BK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,9;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,0;1;200025;0025,,0;1;200025;0025,0;0;0;0,,0;1;200025;0025,1,True,True,True,True,True,True,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,matches_codeline,1,0,1182TK,1182TK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200100,200026,ESCONDIDO,26,1WABK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,7;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,0;0;0;0,,0;1;200026;0026,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200411,200026,ESCONDIDO,26,1191BK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,8;1;200026;26,0;1;200026;26,0;1;200026;26,0;1;200026;26,0;1;200026;26,0;1;200026;26,,,0;0;0;0,,0;1;200026;26,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1191BK,1191BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200412,200026,ESCONDIDO,26,1EABK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,6;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,0;0;0;0,,0;1;200026;0026,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1EABK,"MAIN 1, EAST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200416,200026,ESCONDIDO,26,1WABK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,7;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,0;0;0;0,,0;1;200026;0026,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200536,200026,ESCONDIDO,26,1WABK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,7;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,0;0;0;0,,0;1;200026;0026,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200537,200026,ESCONDIDO,26,1WABK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,7;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,0;1;200026;0026,,,0;0;0;0,,0;1;200026;0026,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200425,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200426,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200429,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200431,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200433,200027,ESCONDIDO,27,4EATK,T,EFT,200,CTC-OTHER,ROUTE NAME,False,False,0,37;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,200449|,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,4EATK,4EATK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,1,0
200435,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200436,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,0;0;0;0000,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200437,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200441,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200444,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200445,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200447,200027,ESCONDIDO,27,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,14;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,,,0;0;0;0,,0;1;200027;0027,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
