track_uid,control_point_uid,subdivision_name,codeline,track_name,track_type,track_name_group,territory_assignment,authority_type,route_name,turn_out_track,os_reporting,track_uid_raw,pind_raw,sind_raw,tind_raw,pctl_raw,sctl_raw,tctl_raw,qind_raw,qctl_raw,track_lock_bit_raw,track_blocking_references_raw,control_cluster_raw,control_cluster_distinct_count,control_cluster_all_equal,pctl_equals_tctl,pctl_equals_sctl,sctl_equals_tctl,sind_equals_tind,qctl_equals_control_cluster,qind_equals_tind,pind_cp_alignment,sind_cp_alignment,tind_cp_alignment,pctl_cp_alignment,sctl_cp_alignment,tctl_cp_alignment,qind_cp_alignment,qctl_cp_alignment,pind_trailing_alignment,sind_trailing_alignment,tind_trailing_alignment,pctl_trailing_alignment,sctl_trailing_alignment,tctl_trailing_alignment,qind_trailing_alignment,qctl_trailing_alignment,pind_resolved_count,pind_unresolved_count,pind_resolved_mnemonics,pind_resolved_long_names,sind_resolved_count,sind_unresolved_count,sind_resolved_mnemonics,sind_resolved_long_names,tind_resolved_count,tind_unresolved_count,pctl_resolved_count,pctl_unresolved_count,sctl_resolved_count,sctl_unresolved_count,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_count,tctl_unresolved_count,qind_resolved_count,qind_unresolved_count,qind_default_zero_count,qctl_resolved_count,qctl_unresolved_count,qctl_default_zero_count,trackblocking_unresolved_count,trackblocking_default_zero_count
200123,200003,ESCONDIDO,10,1021BK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,8;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1021BK,1021BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200146,200003,ESCONDIDO,10,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,0;1;200003;0010,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,True,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,matches_codeline,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200147,200003,ESCONDIDO,10,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,0;0;0;0000,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200148,200003,ESCONDIDO,10,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200149,200003,ESCONDIDO,10,TK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,0;0;0;0000,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,TK,OS TRACK INDICATION,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200174,200003,ESCONDIDO,10,1EABK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,7;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,0;1;200003;0010,,0;1;0;0000,0;0;0;0,,0;1;200003;0010,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,1EABK,"MAIN 1, EAST TRACK INDICATION",0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200159,200004,ESCONDIDO,8,CHSTK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,0;1;0;0000,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,zero_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,differs_from_codeline,1,0,CHSTK,CHSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200160,200004,ESCONDIDO,8,CHSTK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,CHSTK,CHSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200161,200004,ESCONDIDO,8,CHSTK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,CHSTK,CHSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200162,200004,ESCONDIDO,8,CHSTK,T,MAIN,200,CTC,ROUTE NAME,False,True,0,6;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,CHSTK,CHSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200165,200004,ESCONDIDO,8,1WABK,T+,MAIN,200,CTC,ROUTE NAME,False,False,0,8;1;200004;0008,10;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,0;1;200004;0008,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,False,True,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,matches_codeline,1,0,1WABK,"MAIN 1, WEST TRACK INDICATION",1,0,BLANK,BLANK,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200484,200004,ESCONDIDO,8,EAST LEG OF WYE TRACK,T,SIDING,200,CTC-OTHER,ROUTE NAME,False,False,0,7;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,0;1;200004;0008,,,0;0;0;0,,0;1;200004;0008,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,3EATK,3EATK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200129,200005,ESCONDIDO,9,CRSTK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,14;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,,,0;0;0;0,,0;1;200005;0009,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,CRSTK,CRSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200145,200005,ESCONDIDO,9,1012BK,T,MAIN,200,CTC,ROUTE NAME,False,False,0,9;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,0;1;200005;0009,,0;1;200005;0009,0;0;0;0,,0;1;200005;0009,1,True,True,True,True,True,True,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,same_cp,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,matches_codeline,1,0,1012BK,1012BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,1,0,0,0
200190,200006,ESCONDIDO,12,1042BK,T,MT1,200,CTC,ROUTE NAME,False,False,0,13;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,,,0;0;0;0,,0;1;200006;0012,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1042BK,1042BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200191,200006,ESCONDIDO,12,1044BK,T,MT2,200,CTC,ROUTE NAME,False,False,0,14;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,0;1;200006;0012,,,0;0;0;0,,0;1;200006;0012,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1044BK,1044BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200196,200006,ESCONDIDO,12,1RSTK,T,MT1,200,CTC,ROUTE NAME,False,False,0,9;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,,,0;0;0;0,,0;1;200006;12,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1RSTK,1RSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200197,200006,ESCONDIDO,12,2RSTK,T,MT2,200,CTC,ROUTE NAME,False,False,0,10;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,,,0;0;0;0,,0;1;200006;12,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,2RSTK,2RSTK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200198,200006,ESCONDIDO,12,1041BK,T,MT1,200,CTC,ROUTE NAME,False,False,0,11;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,,,0;0;0;0,,0;1;200006;12,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1041BK,1041BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
200199,200006,ESCONDIDO,12,1043BK,T,MT2,200,CTC,ROUTE NAME,False,False,0,12;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,0;1;200006;12,,,0;0;0;0,,0;1;200006;12,1,True,True,True,True,True,False,False,same_cp,same_cp,same_cp,same_cp,same_cp,same_cp,blank,blank,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,matches_codeline,blank,blank,1,0,1043BK,1043BK,0,1,,,0,1,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0
