component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,token_count,token_1,token_2,token_3,token_4,expected_word_type,component_scope_code_line,unique_cp_scope_code_line,trailing_scope_code_line,component_scope_candidate_count,unique_cp_scope_candidate_count,trailing_scope_candidate_count,preferred_scope_source,preferred_scope_code_line,preferred_scope_candidate_count,preferred_scope_candidate_examples,scope_source_key,has_resolved_sibling_in_same_field,resolved_sibling_count,resolved_sibling_examples,structural_class
control_point,200008,200008,EL CAMINO,NULL,,11,CPCTL5,control,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,C,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=EC1EGHS:MAIN 1 SIGNAL CLEAR|4=EC1EGNS:MAIN 1 NSS|5=EC2EGHS:MAIN 2 SIGNAL CLEAR|6=EC2EGNS:MAIN 2 NSS|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND10,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND11,indication,0;0;200008;1,0;0;200008;1,1,code_line_station_control_point_bit,4,0,0,200008,1,I,11,11,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND12,indication,0;0;200008;1,0;0;200008;1,1,code_line_station_control_point_bit,4,0,0,200008,1,I,11,11,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND13,indication,0;0;200008;1,0;0;200008;1,1,code_line_station_control_point_bit,4,0,0,200008,1,I,11,11,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND5,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND6,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND7,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND8,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,CPIND9,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200008,200008,EL CAMINO,NULL,,11,ScadaAlarmReportingIndicationBit,indication,0;1;200008,0;1;200008,1,code_line_station_control_point,3,0,1,200008,,I,11,11,,48,48,0,component_codeline,11,48,1=BLANK:BLANK|2=BLANK:BLANK|3=EC1EGK:MAIN 1 SIGNAL CLEAR|4=EC1EGNK:MAIN 1 NSS|5=EC2EGK:MAIN 2 SIGNAL CLEAR|6=EC2EGNK:MAIN 1 NSS|7=EC1ETEK:MAIN 1 INTIME|8=EC2ETEK:MAIN 2 INTIME,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPCTL1,control,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,C,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=MEGHS:MEGHS TRAIN READY|4=MEGNS:MEGNS TRAIN READY|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPCTL2,control,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,C,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=MEGHS:MEGHS TRAIN READY|4=MEGNS:MEGNS TRAIN READY|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPCTL3,control,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,C,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=MEGHS:MEGHS TRAIN READY|4=MEGNS:MEGNS TRAIN READY|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPCTL4,control,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,C,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=MEGHS:MEGHS TRAIN READY|4=MEGNS:MEGNS TRAIN READY|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPCTL5,control,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,C,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=MEGHS:MEGHS TRAIN READY|4=MEGNS:MEGNS TRAIN READY|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND10,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND11,indication,0;0;200009;1,0;0;200009;1,1,code_line_station_control_point_bit,4,0,0,200009,1,I,14,14,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND12,indication,0;0;200009;1,0;0;200009;1,1,code_line_station_control_point_bit,4,0,0,200009,1,I,14,14,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND13,indication,0;0;200009;1,0;0;200009;1,1,code_line_station_control_point_bit,4,0,0,200009,1,I,14,14,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND5,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND6,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND7,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND8,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,CPIND9,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200009,200009,MELROSE,NULL,,14,ScadaAlarmReportingIndicationBit,indication,0;1;200009,0;1;200009,1,code_line_station_control_point,3,0,1,200009,,I,14,14,,48,48,0,component_codeline,14,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=MEGK:MEGK TRAIN READY|4=MEGNK:MEGNK RELEASE TRAIN|5=METEK:METEK SIGNAL CLEAR|6=BLANK:BLANK INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPCTL1,control,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,C,15,15,,48,48,0,component_codeline,15,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPCTL2,control,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,C,15,15,,48,48,0,component_codeline,15,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPCTL3,control,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,C,15,15,,48,48,0,component_codeline,15,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPCTL4,control,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,C,15,15,,48,48,0,component_codeline,15,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPCTL5,control,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,C,15,15,,48,48,0,component_codeline,15,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=BLANK:BLANK CONTROL|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND10,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND11,indication,0;0;200010;1,0;0;200010;1,1,code_line_station_control_point_bit,4,0,0,200010,1,I,15,15,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND12,indication,0;0;200010;1,0;0;200010;1,1,code_line_station_control_point_bit,4,0,0,200010,1,I,15,15,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND13,indication,0;0;200010;1,0;0;200010;1,1,code_line_station_control_point_bit,4,0,0,200010,1,I,15,15,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND5,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND6,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND7,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND8,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,CPIND9,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200010,200010,ANGEL,NULL,,15,ScadaAlarmReportingIndicationBit,indication,0;1;200010,0;1;200010,1,code_line_station_control_point,3,0,1,200010,,I,15,15,,48,48,0,component_codeline,15,48,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1WABK:MAIN 1, WEST TRACK INDICATION",component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPCTL1,control,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,C,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=V1EGHS:SIGNAL CLEAR|4=V1EGNS:TRAIN READY|5=V2EGHS:SIGNAL CLEAR|6=V2EGNS:TRAIN READY|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPCTL2,control,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,C,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=V1EGHS:SIGNAL CLEAR|4=V1EGNS:TRAIN READY|5=V2EGHS:SIGNAL CLEAR|6=V2EGNS:TRAIN READY|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPCTL3,control,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,C,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=V1EGHS:SIGNAL CLEAR|4=V1EGNS:TRAIN READY|5=V2EGHS:SIGNAL CLEAR|6=V2EGNS:TRAIN READY|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPCTL4,control,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,C,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=V1EGHS:SIGNAL CLEAR|4=V1EGNS:TRAIN READY|5=V2EGHS:SIGNAL CLEAR|6=V2EGNS:TRAIN READY|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPCTL5,control,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,C,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=V1EGHS:SIGNAL CLEAR|4=V1EGNS:TRAIN READY|5=V2EGHS:SIGNAL CLEAR|6=V2EGNS:TRAIN READY|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND1,indication,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,I,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND10,indication,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,I,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND11,indication,0;0;200011;1,0;0;200011;1,1,code_line_station_control_point_bit,4,0,0,200011,1,I,16,16,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND12,indication,0;0;200011;1,0;0;200011;1,1,code_line_station_control_point_bit,4,0,0,200011,1,I,16,16,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND13,indication,0;0;200011;1,0;0;200011;1,1,code_line_station_control_point_bit,4,0,0,200011,1,I,16,16,1,0,0,0,,,0,,none,False,0,,unscoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND3,indication,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,I,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
control_point,200011,200011,VISTA,NULL,,16,CPIND5,indication,0;1;200011,0;1;200011,1,code_line_station_control_point,3,0,1,200011,,I,16,16,,48,48,0,component_codeline,16,48,1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR,component_codeline+unique_cp_line,False,0,,scoped_zero_first_without_resolved_sibling
