component_family,assignment_owner_type,reference_column,reference_kind,reference_format,raw_reference_value,subdivision_name,row_count,distinct_component_count,distinct_parent_control_point_count,distinct_component_codeline_count,component_codelines,cp_alignment_values,trailing_alignment_values,station_names,sample_component_paths
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100013;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ESCONDIDO JCT,ESCONDIDO JCT:ESCONDIDO JCT
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100016;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP LONGBOARD,LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100017;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP FARR,FARR:FARR
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100018;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP PONTO,PONTO:PONTO
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100019;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP SWAMI,SWAMI:SWAMI
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100020;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CARDIFF,CARDIFF:CARDIFF
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100022;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP VALLEY,VALLEY:VALLEY
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100023;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP CROSBY,CROSBY:CROSBY
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100024;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP DEL MAR,DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100025;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP TORREY,TORREY:TORREY
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100027;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP MIRAMAR,MIRAMAR:MIRAMAR
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100033;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ASH,ASH:ASH
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;100035;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CONVAIR,CONVAIR:CONVAIR
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200000;3,ESCONDIDO,1,1,1,1,6,same_cp,differs_from_codeline,OCEAN TC,OCEAN:OCEAN
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200002;3,ESCONDIDO,1,1,1,1,7,same_cp,differs_from_codeline,RAILROAD,RAILROAD:RAILROAD
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200003;3,ESCONDIDO,1,1,1,1,10,same_cp,differs_from_codeline,TRUE,TRUE:TRUE
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200004;1,ESCONDIDO,1,1,1,1,8,same_cp,differs_from_codeline,WYE,WYE:WYE
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200005;3,ESCONDIDO,1,1,1,1,9,same_cp,differs_from_codeline,CROUCH,CROUCH:CROUCH
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200006;1,ESCONDIDO,1,1,1,1,12,same_cp,differs_from_codeline,RANCHO,RANCHO:RANCHO
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200007;1,ESCONDIDO,1,1,1,1,13,same_cp,differs_from_codeline,SCHOOL,SCHOOL:SCHOOL
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200008;1,ESCONDIDO,1,1,1,1,11,same_cp,differs_from_codeline,EL CAMINO,EL CAMINO:EL CAMINO
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200009;1,ESCONDIDO,1,1,1,1,14,same_cp,differs_from_codeline,MELROSE,MELROSE:MELROSE
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200010;1,ESCONDIDO,1,1,1,1,15,same_cp,differs_from_codeline,ANGEL,ANGEL:ANGEL
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200011;1,ESCONDIDO,1,1,1,1,16,same_cp,differs_from_codeline,VISTA,VISTA:VISTA
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200012;1,ESCONDIDO,1,1,1,1,17,same_cp,differs_from_codeline,ESCON,CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200013;1,ESCONDIDO,1,1,1,1,18,same_cp,differs_from_codeline,AVENUE,AVENUE:AVENUE
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200014;1,ESCONDIDO,1,1,1,1,19,same_cp,differs_from_codeline,BUENA CREEK,BUENA CREEK:BUENA CREEK
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200015;1,ESCONDIDO,1,1,1,1,21,same_cp,differs_from_codeline,PALOMAR,PALOMAR:PALOMAR
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200016;1,ESCONDIDO,1,1,1,1,20,same_cp,differs_from_codeline,MISSY,MISSY:MISSY
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200017;1,ESCONDIDO,1,1,1,1,22,same_cp,differs_from_codeline,LOOP WEST,LOOP WEST:LOOP WEST
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200019;1,ESCONDIDO,1,1,1,1,24,same_cp,differs_from_codeline,LOOP EAST,LOOP EAST:LOOP EAST
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200020;1,ESCONDIDO,1,1,1,1,23,same_cp,differs_from_codeline,SHELLY,SHELLY:SHELLY
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200025;1,ESCONDIDO,1,1,1,1,25,same_cp,differs_from_codeline,NORDAHL,NORDAHL:NORDAHL
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200026;26,ESCONDIDO,1,1,1,1,26,same_cp,matches_codeline,HOLDOUT,HOLDOUT:HOLDOUT
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200027;1,ESCONDIDO,1,1,1,1,27,same_cp,differs_from_codeline,YARD,YARD:YARD
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,0;0;200028;28,ESCONDIDO,1,1,1,1,28,same_cp,matches_codeline,AVO,AVO:AVO
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100000;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CARL,CARL:CARL
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100001;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SONGS,SONGS:SONGS
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100002;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP DON,DON:DON
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100003;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP PULGAS,PULGAS:PULGAS
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100004;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CUDAHY,CUDAHY:CUDAHY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100005;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP STUART,STUART:STUART
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100006;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP MESA,MESA:MESA
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100007;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ROSE,ROSE:ROSE
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100008;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP BROADWAY,BROADWAY:BROADWAY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100009;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP EAST BROOK,EAST BROOK:EAST BROOK
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100010;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SORRENTO,SORRENTO:SORRENTO
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100012;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SHELL,SHELL:SHELL
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100013;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ESCONDIDO JCT,ESCONDIDO JCT:ESCONDIDO JCT
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100016;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP LONGBOARD,LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100017;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP FARR,FARR:FARR
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100018;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP PONTO,PONTO:PONTO
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100019;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP SWAMI,SWAMI:SWAMI
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100020;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CARDIFF,CARDIFF:CARDIFF
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100022;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP VALLEY,VALLEY:VALLEY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100023;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP CROSBY,CROSBY:CROSBY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100024;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP DEL MAR,DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100025;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP TORREY,TORREY:TORREY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100027;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP MIRAMAR,MIRAMAR:MIRAMAR
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100033;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ASH,ASH:ASH
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;100035;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CONVAIR,CONVAIR:CONVAIR
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200000;3,ESCONDIDO,1,1,1,1,6,same_cp,differs_from_codeline,OCEAN TC,OCEAN:OCEAN
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200002;3,ESCONDIDO,1,1,1,1,7,same_cp,differs_from_codeline,RAILROAD,RAILROAD:RAILROAD
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200003;3,ESCONDIDO,1,1,1,1,10,same_cp,differs_from_codeline,TRUE,TRUE:TRUE
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200004;1,ESCONDIDO,1,1,1,1,8,same_cp,differs_from_codeline,WYE,WYE:WYE
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200005;3,ESCONDIDO,1,1,1,1,9,same_cp,differs_from_codeline,CROUCH,CROUCH:CROUCH
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200006;1,ESCONDIDO,1,1,1,1,12,same_cp,differs_from_codeline,RANCHO,RANCHO:RANCHO
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200007;1,ESCONDIDO,1,1,1,1,13,same_cp,differs_from_codeline,SCHOOL,SCHOOL:SCHOOL
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200008;1,ESCONDIDO,1,1,1,1,11,same_cp,differs_from_codeline,EL CAMINO,EL CAMINO:EL CAMINO
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200009;1,ESCONDIDO,1,1,1,1,14,same_cp,differs_from_codeline,MELROSE,MELROSE:MELROSE
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200010;1,ESCONDIDO,1,1,1,1,15,same_cp,differs_from_codeline,ANGEL,ANGEL:ANGEL
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200011;1,ESCONDIDO,1,1,1,1,16,same_cp,differs_from_codeline,VISTA,VISTA:VISTA
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200012;1,ESCONDIDO,1,1,1,1,17,same_cp,differs_from_codeline,ESCON,CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200013;1,ESCONDIDO,1,1,1,1,18,same_cp,differs_from_codeline,AVENUE,AVENUE:AVENUE
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200014;1,ESCONDIDO,1,1,1,1,19,same_cp,differs_from_codeline,BUENA CREEK,BUENA CREEK:BUENA CREEK
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200015;1,ESCONDIDO,1,1,1,1,21,same_cp,differs_from_codeline,PALOMAR,PALOMAR:PALOMAR
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200016;1,ESCONDIDO,1,1,1,1,20,same_cp,differs_from_codeline,MISSY,MISSY:MISSY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200017;1,ESCONDIDO,1,1,1,1,22,same_cp,differs_from_codeline,LOOP WEST,LOOP WEST:LOOP WEST
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200019;1,ESCONDIDO,1,1,1,1,24,same_cp,differs_from_codeline,LOOP EAST,LOOP EAST:LOOP EAST
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200020;1,ESCONDIDO,1,1,1,1,23,same_cp,differs_from_codeline,SHELLY,SHELLY:SHELLY
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200025;1,ESCONDIDO,1,1,1,1,25,same_cp,differs_from_codeline,NORDAHL,NORDAHL:NORDAHL
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200026;26,ESCONDIDO,1,1,1,1,26,same_cp,matches_codeline,HOLDOUT,HOLDOUT:HOLDOUT
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200027;1,ESCONDIDO,1,1,1,1,27,same_cp,differs_from_codeline,YARD,YARD:YARD
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,0;0;200028;28,ESCONDIDO,1,1,1,1,28,same_cp,matches_codeline,AVO,AVO:AVO
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100000;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CARL,CARL:CARL
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100001;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SONGS,SONGS:SONGS
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100002;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP DON,DON:DON
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100003;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP PULGAS,PULGAS:PULGAS
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100004;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CUDAHY,CUDAHY:CUDAHY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100005;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP STUART,STUART:STUART
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100006;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP MESA,MESA:MESA
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100007;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ROSE,ROSE:ROSE
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100008;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP BROADWAY,BROADWAY:BROADWAY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100009;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP EAST BROOK,EAST BROOK:EAST BROOK
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100010;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SORRENTO,SORRENTO:SORRENTO
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100012;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP SHELL,SHELL:SHELL
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100013;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ESCONDIDO JCT,ESCONDIDO JCT:ESCONDIDO JCT
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100016;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP LONGBOARD,LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100017;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP FARR,FARR:FARR
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100018;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP PONTO,PONTO:PONTO
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100019;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP SWAMI,SWAMI:SWAMI
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100020;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CARDIFF,CARDIFF:CARDIFF
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100022;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP VALLEY,VALLEY:VALLEY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100023;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP CROSBY,CROSBY:CROSBY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100024;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP DEL MAR,DEL MAR:DEL MAR
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100025;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP TORREY,TORREY:TORREY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100027;0,SAN DIEGO,1,1,1,1,5,same_cp,differs_from_codeline,CP MIRAMAR,MIRAMAR:MIRAMAR
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100033;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP ASH,ASH:ASH
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;100035;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP CONVAIR,CONVAIR:CONVAIR
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200000;3,ESCONDIDO,1,1,1,1,6,same_cp,differs_from_codeline,OCEAN TC,OCEAN:OCEAN
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200002;3,ESCONDIDO,1,1,1,1,7,same_cp,differs_from_codeline,RAILROAD,RAILROAD:RAILROAD
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200003;3,ESCONDIDO,1,1,1,1,10,same_cp,differs_from_codeline,TRUE,TRUE:TRUE
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200004;1,ESCONDIDO,1,1,1,1,8,same_cp,differs_from_codeline,WYE,WYE:WYE
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200005;3,ESCONDIDO,1,1,1,1,9,same_cp,differs_from_codeline,CROUCH,CROUCH:CROUCH
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200006;1,ESCONDIDO,1,1,1,1,12,same_cp,differs_from_codeline,RANCHO,RANCHO:RANCHO
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200007;1,ESCONDIDO,1,1,1,1,13,same_cp,differs_from_codeline,SCHOOL,SCHOOL:SCHOOL
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200008;1,ESCONDIDO,1,1,1,1,11,same_cp,differs_from_codeline,EL CAMINO,EL CAMINO:EL CAMINO
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200009;1,ESCONDIDO,1,1,1,1,14,same_cp,differs_from_codeline,MELROSE,MELROSE:MELROSE
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200010;1,ESCONDIDO,1,1,1,1,15,same_cp,differs_from_codeline,ANGEL,ANGEL:ANGEL
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200011;1,ESCONDIDO,1,1,1,1,16,same_cp,differs_from_codeline,VISTA,VISTA:VISTA
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200012;1,ESCONDIDO,1,1,1,1,17,same_cp,differs_from_codeline,ESCON,CIVIC CTR VISTA:CIVIC CTR VISTA
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200013;1,ESCONDIDO,1,1,1,1,18,same_cp,differs_from_codeline,AVENUE,AVENUE:AVENUE
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200014;1,ESCONDIDO,1,1,1,1,19,same_cp,differs_from_codeline,BUENA CREEK,BUENA CREEK:BUENA CREEK
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200015;1,ESCONDIDO,1,1,1,1,21,same_cp,differs_from_codeline,PALOMAR,PALOMAR:PALOMAR
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200016;1,ESCONDIDO,1,1,1,1,20,same_cp,differs_from_codeline,MISSY,MISSY:MISSY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200017;1,ESCONDIDO,1,1,1,1,22,same_cp,differs_from_codeline,LOOP WEST,LOOP WEST:LOOP WEST
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200019;1,ESCONDIDO,1,1,1,1,24,same_cp,differs_from_codeline,LOOP EAST,LOOP EAST:LOOP EAST
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200020;1,ESCONDIDO,1,1,1,1,23,same_cp,differs_from_codeline,SHELLY,SHELLY:SHELLY
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200025;1,ESCONDIDO,1,1,1,1,25,same_cp,differs_from_codeline,NORDAHL,NORDAHL:NORDAHL
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200026;26,ESCONDIDO,1,1,1,1,26,same_cp,matches_codeline,HOLDOUT,HOLDOUT:HOLDOUT
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200027;1,ESCONDIDO,1,1,1,1,27,same_cp,differs_from_codeline,YARD,YARD:YARD
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,0;0;200028;28,ESCONDIDO,1,1,1,1,28,same_cp,matches_codeline,AVO,AVO:AVO
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point_bit,0;0;100009;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP EAST BROOK,EAST BROOK:EAST BROOK
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point_bit,0;0;100016;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP LONGBOARD,LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,0;1;100020,SAN DIEGO,1,1,1,1,5,same_cp,blank,CP CARDIFF,CARDIFF:CARDIFF
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,0;1;200026,ESCONDIDO,1,1,1,1,26,same_cp,blank,HOLDOUT,HOLDOUT:HOLDOUT
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,0;1;200028,ESCONDIDO,1,1,1,1,28,same_cp,blank,AVO,AVO:AVO
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point_bit,0;0;100009;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP EAST BROOK,EAST BROOK:EAST BROOK
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point_bit,0;0;100016;5,SAN DIEGO,1,1,1,1,5,same_cp,matches_codeline,CP LONGBOARD,LONGBOARD:LONGBOARD
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,0;1;100012,SAN DIEGO,1,1,1,1,5,same_cp,blank,CP SHELL,SHELL:SHELL
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,0;1;100018,SAN DIEGO,1,1,1,1,5,same_cp,blank,CP PONTO,PONTO:PONTO
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,0;1;100020,SAN DIEGO,1,1,1,1,5,same_cp,blank,CP CARDIFF,CARDIFF:CARDIFF
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,0;1;100022,SAN DIEGO,1,1,1,1,5,same_cp,blank,CP VALLEY,VALLEY:VALLEY
