switch_uid,control_point_uid,subdivision_name,codeline,switch_name,track_name,type_of_switch,switch_point_monitor_mode,rcps_flag,shared_anchor_raw,rcps_control_distinct_tokens,rcps_indication_distinct_tokens,anchor_equals_rcps_indication,lockbit_raw,tind_raw,anchor_equals_lockbit,anchor_equals_tind,tctl_parts,anchor_present_in_tctl,tctl_all_parts_anchor,tctl_non_anchor_sibling_count,tctl_non_anchor_siblings,switch_blk_bit_raw,switch_blk_bit_is_default_zero,switch_blk_bit_is_nondefault,switch_block_control_parts,switch_block_control_part_count,switch_block_control_nondefault_part_count,switch_block_control_resolved_count,switch_block_control_unresolved_count,switch_block_control_default_zero_count,switch_block_control_resolved_mnemonics,pctl_resolved_mnemonics,pind_resolved_mnemonics,sctl_resolved_mnemonics,sind_resolved_mnemonics
100312,100016,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100016,0;1;100016,0;1;100016,True,0;1;100016,0;1;100016,True,True,0;1;100016|0;1;100016,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
100243,100017,SAN DIEGO,5,SDGE HOUSE TRACK,MAIN2,SPM ONLY,True,False,0;1;100017,0;1;100017,0;1;100017,True,0;1;100017,0;1;100017,True,True,0;1;100017|0;1;100017,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,,,,
100767,100017,SAN DIEGO,5,3-SWITCH,MT2,NORMAL,False,False,0;1;100017,0;1;100017,0;1;100017,True,0;1;100017,0;1;100017,True,True,0;1;100017|0;1;100017,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,3NWS,3NWK,3RWS,3RWK
100901,100017,SAN DIEGO,5,1-SWITCH,MT2,NORMAL,False,False,0;1;100017,0;1;100017,0;1;100017,True,0;1;100017,0;1;100017,True,True,0;1;100017|0;1;100017,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,1NWK,1RWS,1RWK
100902,100017,SAN DIEGO,5,1-SWITCH,MT1,NORMAL,False,False,0;1;100017,0;1;100017,0;1;100017,True,0;1;100017,0;1;100017,True,True,0;1;100017|0;1;100017,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,1NWK,1RWS,1RWK
100903,100017,SAN DIEGO,5,3-SWITCH,MT1,NORMAL,False,False,0;1;100017,0;1;100017,0;1;100017,True,0;1;100017,0;1;100017,True,True,0;1;100017|0;1;100017,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,3NWS,3NWK,3RWS,3RWK
100236,100018,SAN DIEGO,5,PONTO HOUSE TRACK,MAIN 1,SPM ONLY,True,False,0;1;100018,0;1;100018,0;1;100018,True,0;1;100018,0;1;100018,True,True,0;1;100018|0;1;100018,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,,,,
100333,100018,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100018,0;1;100018,0;1;100018,True,0;1;100018,0;1;100018,True,True,0;1;100018|0;1;100018,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,NWKR,RWS,RWKR
100353,100019,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100019,0;1;100019,0;1;100019,True,0;1;100019,0;1;100019,True,True,0;1;100019|0;1;100019,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,NWK,RWS,RWK
100881,100020,SAN DIEGO,5,1-SWITCH,MT1,NORMAL,False,False,0;1;100020,0;1;100020,0;1;100020,True,0;1;100020,0;1;100020,True,True,0;1;100020|0;1;100020,True,True,0,,0;0;0,True,False,0;0;0;0|0;0;0;0,2,0,0,0,2,,1NWS,1NWK,1RWS,1RWK
100888,100020,SAN DIEGO,5,3-SWITCH,MT1,NORMAL,False,False,0;1;100020,0;1;100020,0;1;100020,True,0;1;100020,0;1;100020,True,True,0;1;100020|0;1;100020,True,True,0,,0;0;0,True,False,0;0;0;0|0;0;0;0,2,0,0,0,2,,3NWS,3NWK,3RWS,3RWK
100912,100020,SAN DIEGO,5,1-SWITCH,MT2,NORMAL,False,False,0;1;100020,0;1;100020,0;1;100020,True,0;1;100020,0;1;100020,True,True,0;1;100020|0;1;100020,True,True,0,,0;0;0,True,False,0;0;0;0|0;0;0;0,2,0,0,0,2,,1NWS,1NWK,1RWS,1RWK
100914,100020,SAN DIEGO,5,3-SWITCH,MT2,NORMAL,False,False,0;1;100020,0;1;100020,0;1;100020,True,0;1;100020,0;1;100020,True,True,0;1;100020|0;1;100020,True,True,0,,0;0;0,True,False,0;0;0;0|0;0;0;0,2,0,0,0,2,,3NWS,3NWK,3RWS,3RWK
100385,100022,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100022,0;1;100022,0;1;100022,True,0;1;100022,0;1;100022,True,True,0;1;100022|0;1;100022,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,NWK,RWS,RWK
100899,100023,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100023,0;1;100023,0;1;100023,True,0;1;100023,0;1;100023,True,True,0;1;100023|0;1;100023,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,NWK,RWS,RWK
100407,100024,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100024,0;1;100024,0;1;100024,True,0;1;100024,0;1;100024,True,True,0;1;100024|0;1;100024,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,NWS,NWK,RWS,RWK
100187,100025,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100025,0;1;100025,0;1;100025,True,0;1;100025,0;1;100025,True,True,0;1;100025|0;1;100025,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1 RWS,1RWK
100443,100027,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100027,0;1;100027,0;1;100027,True,0;1;100027,0;1;100027,True,True,0;1;100027|0;1;100027,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
100459,100027,SAN DIEGO,5,3-SWITCH,MAIN,NORMAL,False,False,0;1;100027,0;1;100027,0;1;100027,True,0;1;100027,0;1;100027,True,True,0;1;100027|0;1;100027,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,3NWS,3NWK,3RWS,3RWK
100601,100027,SAN DIEGO,5,MIRAMAR WYE,MAIN 1,SPM ONLY,True,False,0;1;100027,0;1;100027,0;1;100027,True,0;1;100027,0;1;100027,True,True,0;1;100027|0;1;100027,True,True,0,,0;0;0,True,False,0;0;0;0|0;0;0;0,2,0,0,0,2,,,,,
100518,100033,SAN DIEGO,5,1-SWITCH,MT1,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
100519,100033,SAN DIEGO,5,3-SWITCH,MT1,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,3NWS,3NWK,3RWS,3RWK
100529,100033,SAN DIEGO,5,1-SWITCH,MT2,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
100530,100033,SAN DIEGO,5,3-SWITCH,MT2,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,3NWS,3NWK,3RWS,3RWK
100533,100033,SAN DIEGO,5,5-SWITCH,MT1,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,5NWS,5NWK,5RWS,5RWK
100535,100033,SAN DIEGO,5,7-SWITCH,MT2,NORMAL,False,False,0;1;100033,0;1;100033,0;1;100033,True,0;1;100033,0;1;100033,True,True,0;1;100033|0;1;100033,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,7NWS,7NWK,7RWS,7RWK
100623,100035,SAN DIEGO,5,1-SWITCH,MT2,NORMAL,False,False,0;1;100035,0;1;100035,0;1;100035,True,0;1;100035,0;1;100035,True,True,0;1;100035|0;1;100035,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
100624,100035,SAN DIEGO,5,1-SWITCH,MAIN,NORMAL,False,False,0;1;100035,0;1;100035,0;1;100035,True,0;1;100035,0;1;100035,True,True,0;1;100035|0;1;100035,True,True,0,,0;0;0,True,False,,0,0,0,0,0,,1NWS,1NWK,1RWS,1RWK
