code_line_number,code_line_name,code_line_limits,legacy_type,session_protocol,normal_codeserver_name,standby_codeserver_name,packet_switch_primary_name,packet_switch_secondary_name,packet_switch_primary_ip,packet_switch_secondary_ip,code_station_number,control_point_number,station_name,control_point_name,ptc_site_name,subdivision_uid,subdivision_name,territory_assignment,control_address,indication_address,wayside_atcs_address,wayside_emp_address,number_of_controls,number_of_indications,control_assignment_count,indication_assignment_count,control_mnemonic_samples,control_long_name_samples,indication_mnemonic_samples,indication_long_name_samples
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100010,CP SORRENTO,SORRENTO,CP Sorrento,2,SAN DIEGO,100,73405050760202,73405050760202,,,24,24,24,24,1NWS|1RWS|BLANK|BLANK|2EGHS|2WGHS|4EGHS|4WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|BLANK CONTROL|2 EASTBOUND SIGNAL CONTROL|2 WESTBOUND SIGNAL CONTROL|4 EASTBOUND SIGNAL CONTROL|4 WESTBOUND CONTROL SIGNAL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|BLANK|BLANK|2EGK|2WGK|4EGK|4WGK|1TK|3TK|2TEK|4TEK|2EAK|2WAK|4EAK|4WAK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|BLANK INDICATION|BLANK INDICATION|2 EASTBOUND SIGNAL INDICATION|2 WESTBOUND SIGNAL INDICATION|4 EASTBOUND SIGNAL INDICATION|4 WESTBOUND SIGNAL INDICATION|1 OS TRACK INDICATION|3 OS TRACK INDICATION|2 SIGNAL INTIME INDICATION|4 SIGNAL INTIME INDICATION|2 EASTBOUND TRACK INDICATION|2 WESTBOUND TRACK INDICATION|4 EASTBOUND TRACK INDICATION|4 WESTBOUND TRACK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100011,CP PACIFIC,PACIFIC,CP Pacific,2,SAN DIEGO,100,73405050530202,73405050530202,,,8,16,8,16,1NWS|BLANK|1RWS|BLANK|EGHS|ECOGHS|WGHS|BLANK,1 NORMAL SWITCH CONTROL|BLANK CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|E CALL-ON SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL,1NWK|TK|1RWK|EAK|EGK|1TK|WGK|WBAK|POK|LCK|TEK|DOK|LOK|ECOK|BLANK|BLANK,1 NORMAL SWITCH INDICATION|OS TRACK INDICATION|1 REVERSE SWITCH INDICATION|EAK|EGK|1 OS TRACK INDICATION|WESTBOUND SIGNAL INDICATION|WBAK|POWER OFF INDICATION|LOCAL CONTROL INDICATION|SIGNAL INTIME INDICATION|DOOR OPEN INDICATION|LIGHT OUT INDICATION|E CALL-ON SIGNAL CLEAR INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100012,CP SHELL,SHELL,CP Shell,2,SAN DIEGO,100,73405050520202,73405050520202,,,8,16,8,16,NWS|RWS|WGHS|EGHS|SIGSTOP|BLANK|BLANK|BLANK,NORMAL SWITCH CONTROL|REVERSE SWITCH CONTROL|WESTBOUND SIGNAL CONTROL|EASTBOUND SIGNAL CONTROL|SGHS|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,NWK|TK|RWK|WAAK|WHK|BLANK|EHK|BLANK|POK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|WAAK|WESTBOUND SIGNAL INDICATION|BLANK INDICATION|EASTBOUND SIGNAL INDICATION|BLANK INDICATION|POWER OFF INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100013,CP ESCONDIDO JCT,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,73405050540202,73405050540202,,,24,40,24,40,1NWS|1RWS|3NWS|3RWS|5NWS|5RWS|7NWS|7RWS|EBRQS|2WCOHS|BLANK|4WCOGHS|BLANK|6WCOGHS|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|3 NORMAL SWITCH CONTROL|3 REVERSE SWITCH CONTROL|5 NORMAL SWITCH CONTROL|5 REVERSE SWITCH CONTROL|7 NORMAL SWITCH CONTROL|7 REVERSE SWITCH CONTROL|EBRQZ|2W CALL-ON SIGNAL CONTROL|BLANK CONTROL|4W CALL-ON SIGNAL CONTROL|BLANK CONTROL|6W CALL-ON SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|3NWK|3RWK|5NWK|5RWK|7NWK|7RWK|2WCOK|4WCOK|1TK|1ATK|3TK|5TK|6WCOK|BLANK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|3 NORMAL SWITCH INDICATION|3 REVERSE SWITCH INDICATION|5 NORMAL SWITCH INDICATION|5 REVERSE SWITCH INDICATION|7 NORMAL SWITCH INDICATION|7 REVERSE SWITCH INDICATION|2W CALL-ON SIGNAL CLEAR INDICATION|4W CALL-ON SIGNAL CLEAR INDICATION|1 OS TRACK CIRCUIT INDICATION|1A OS TRACK CIRCUIT INDICATION|3 OS TRACK CIRCUIT INDICATION|5 OS TRACK CIRCUIT INDICATION|6W CALL-ON SIGNAL CLEAR INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100015,CP SCRIPPS,SCRIPPS,CP Scripps,2,SAN DIEGO,100,73405050800202,73405050800202,,,24,24,24,24,NWS|BLANK|RWS|BLANK|EGHS|BLANK|WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH CONTROL|BLANK CONTROL|REVERSE SWITCH CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|BLANK CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,NWK|TK|1RWK|EAAK|EGK|WAK|WGK|POK|LCK|TEK|DOK|ECAK|LOK|BLANK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK CIRCUIT INDICATION|1 REVERSE SWITCH INDICATION|TRACK CIRCUIT INDICATION|EASTBOUND SIGNAL INDICATION|TRACK CIRCUIT INDICATION|WESTBOUND SIGNAL INDICATION|POWER OFF INDICATION|LOCAL CONTROL INDICATION|TIMER INDICATION|DOOR INDICATION|TRACK CIRCUIT INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100016,CP LONGBOARD,LONGBOARD,CP Longboard,2,SAN DIEGO,100,73405050560202,73405050560202,,,8,16,8,16,1NWS|BLANK|1RWS|BLANK|EGHS|BLANK|WGHS|BLANK,1 NORMAL SWITCH CONTROL|BLANK CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|BLANK CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL,1NWK|TK|1RWK|EAAK|EGK|WAK|WGK|POK|LCK|TEK|DOK|ECAK|LOK|BLANK|BLANK|BLANK,1 NORMAL SWITCH INDICATION|OS TRACK INDICATION|1 REVERSE SWITCH INDICATION|EAAK|EASTBOUND SIGNAL INDICATION|WAK|WESTBOUND SIGNAL INDICATION|POWER OFF INDICATION|LOCAL CONTROL|SIGNAL INTIME INDICATION|ILLEGAL ENTRY INDICATION|ECAK|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100017,CP FARR,FARR,CP Farr,2,SAN DIEGO,100,73405050600202,73405050600202,,,24,24,28,23,NWS|BLANK|1RWS|BLANK|2EGHS|BLANK|2WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH CONTROL|BLANK|1 REVERSE SWITCH CONTROL|BLANK|2 EAST SIGNAL CONTROL|BLANK CONTROL|2 WEST SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1TK|1RWK|2EAK|2EGK|2WAK|2WGK|POK|LCK|2TEK|DOK|4TEK|LOK|BLANK|BLANK|BLANK,1 NORMAL SWITCH INDICATION|1 OS TRACK INDICATION|1 REVERSE SWITCH INDICATION|2EAK|2 EASTBOUND SIGNAL INDICATION|2WAK|2 WESTBOUND SIGNAL INDICATION|POWER OFF INDICATION|LOCAL CONTROL INDICATION|2 SIGNAL INTIME INDICATION|ILLEGAL ENTRY INDICATION|4 SIGNAL INTIME INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100018,CP PONTO,PONTO,CP Ponto,2,SAN DIEGO,100,73405050610202,73405050610202,,,8,16,8,16,NWS|RWS|WHSR|EHSR|SIGSTOP|TIMERST|BLANK|BLANK,NORMAL SWITCH CONTROL|REVERSE SWITCH CONTROL|WESTBOUND SIGNAL CONTROL|EASTBOUND SIGNAL CONTROL|SGHS|TIMERST|BLANK CONTROL|BLANK CONTROL,NWKR|TKR|RWKR|EAATKR|WHKR|WATKR|EHKR|BLANK|POK|EBAK|BLANK|NWRQR|RWRQR|WGRQR|EAGRQR|EBGRQR,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|EAATKR|WESTBOUND SIGNAL INDICATION|WATKR|EASTBOUND SIGNAL INDICATION|BLANK|POWER OFF INDICATION|EBAK|BLANK INDICATION|NWRQR|RWRQR|WGRQR|EAGRQR|EBGRQR
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100019,CP SWAMI,SWAMI,CP Swami,2,SAN DIEGO,100,73405050620202,73405050620202,,,8,16,8,16,NWS|BLANK|RWS|BLANK|EGHS|BLANK|WGHS|BLANK,NORMAL SWITCH CONTROL|BLANK CONTROL|REVERSE SWITCH CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|BLANK CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL,NWK|TK|RWK|EAK|EGK|WAAK|WGK|POK|LCK|TEK|DOK|BLANK|LOK|WBAK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|EAK|EASTBOUND SIGNAL INDICATION|WAAK|WESTBOUND SIGNAL INDICATION|POWER OFF INDICATION|LOCAL CONTROL|SIGNAL INTIME INDICATION|ILLEGAL ENTRY INDICATION|BLANK INDICATION|LIGHT OUT INDICATION|WBAK|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100020,CP CARDIFF,CARDIFF,CP Cardiff,2,SAN DIEGO,100,73405050630202,73405050630202,,,24,24,24,24,1NWS|BLANK|1RWS|BLANK|2EGHS|BLANK|2WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|BLANK CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|2 EASTBOUND SIGNAL CONTROL|BLANK CONTROL|2 WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1TK|1RWK|2EAK|2EGK|2WAK|2WGK|POK|LCK|2TEK|DOK|4TEK|LOK|BLANK|BLANK|BLANK,1 NORMAL SWITCH INDICATION|1 OS TRACK INDICATION|1 REVERSE SWITCH INDICATION|2EA TRACK CIRCUIT INDICATION|2E SIGNAL CLEAR INDICATION|2WA TRACK CIRCUIT INDICATION|2W SIGNAL CLEAR INDICATION|POWER OFF INDICATION|LOCAL CONTROL INDICATION|2E 2W SIGNALS IN TIME INDICATION|DOOR OPEN INDICATION|4E 4W SIGNALS IN TIME INDICATION|LAMP OUT INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100022,CP VALLEY,VALLEY,CP Valley,2,SAN DIEGO,100,73405050650202,73405050650202,,,8,16,8,16,NWS|BLANK|RWS|BLANK|EHZ|BLANK|WHZ|BLANK,NORMAL SWITCH CONTROL|BLANK CONTROL|REVERSE SWITCH CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|BLANK CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL,NWK|TK|RWK|EAAK|EHK|WAK|WHK|POK|BLANK|TEK|BLANK|EBAK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|EAAK|EASTBOUND SIGNAL INDICATION|WAK|WESTBOUND SIGNAL INDICATION|POWER OFF INDICATION|BLANK INDICATION|SIGNAL INTIME INDICATION|BLANK INDICATION|EBAK|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100023,CP CROSBY,CROSBY,CP Crosby,2,SAN DIEGO,100,73405050670202,73405050670202,,,8,16,8,16,NWS|RWS|WHS|EHS|SIGSTOP|BLANK|BLANK|BLANK,NORMAL SWITCH CONTROL|REVERSE SWITCH CONTROL|WESTBOUND SIGNAL CONTROL|EASTBOUND SIGNAL CONTROL|SGHS|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,NWK|TK|RWK|WAAK|WHK|EAK|EHK|BLANK|POK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|WAAK|WESTBOUND SIGNAL INDICATION|EAK|EASTBOUND SIGNAL INDICATION|BLANK|POWER OFF INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100024,CP DEL MAR,DEL MAR,CP Del Mar,2,SAN DIEGO,100,73405050700202,73405050700202,,,8,16,8,16,NWS|RWS|WGHS|EGHS|SIGSTOP|BLANK|BLANK|BLANK,NORMAL SWITCH CONTROL|REVERSE SWITCH CONTROL|WESTBOUND SIGNAL CONTROL|EASTBOUND SIGNAL CONTROL|SGHS|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,NWK|TK|RWK|WAK|WHK|EBAK|EHK|BLANK|POK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,NORMAL SWITCH INDICATION|OS TRACK INDICATION|REVERSE SWITCH INDICATION|WAK|WESTBOUND SIGNAL INDICATION|EBAK|EASTBOUND SIGNAL INDICATION|BLANK INDICATION|POWER OFF INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100025,CP TORREY,TORREY,CP Torrey,2,SAN DIEGO,100,73405050740202,73405050740202,,,24,24,24,24,1NWS|1 RWS|BLANK|BLANK|EGHS|WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|BLANK CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|BLANK|BLANK|EGK|WGK|BLANK|BLANK|1TK|BLANK|TEK|BLANK|EAK|WAAK|WCAK|BLANK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|BLANK INDICATION|BLANK INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|BLANK INDICATION|BLANK INDICATION|1 OS TRACK INDICATION|BLANK INDICATION|SIGNAL INTIME INDICATION|BLANK INDICATION|EAK|WAAK|WCAK|BLANK INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100027,CP MIRAMAR,MIRAMAR,CP Miramar,2,SAN DIEGO,100,73405050820202,73405050820202,,,24,24,24,24,1NWS|1RWS|3NWS|3RWS|2EGHS|2WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|3 NORMAL SWITCH CONTROL|3 REVERSE SWITCH CONTROL|2 EASTBOUND SIGNAL CONTROL|2 WESTBOUND SIGNAL CONTROL|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1NWK|1RWK|3NWK|3RWK|2EGK|2-4WGK|BLANK|BLANK|TK|BLANK|TEK|BLANK|2EAK|2WAAK|BLANK|4WAK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|3 NORMAL SWITCH INDICATION|3 REVERSE SWITCH INDICATION|2 EASTBOUND SIGNAL INDICATION|2-4 WESBOUND SIGNAL INDICATION|BLANK|BLANK|1 OS CIRCIUT INDICATION|BLANK|TIMER INDICATION|BLANK|2 EAST TRACK CIRCUIT INDICATION|2 WEST A TRACK CIRCUIT INDICATION|BLANK|4 WEST TRACK CIRCUIT INDICATION
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100033,CP ASH,ASH,CP Ash,2,SAN DIEGO,100,73405050940202,73405050940202,,,24,48,24,48,1NWS|BLANK|1RWS|BLANK|2EGHS|2ECOGHS|2WGHS|BLANK|3NWS|BLANK|3RWS|BLANK|5NWS|BLANK|5RWS|BLANK,1 NORMAL SWITCH CONTROL|BLANK|1 REVERSE SWITCH CONTROL|BLANK|2 EASTBOUND SIGNAL CONTROL|2 EAST SIGNAL CALL-ON|2 WESTBOUND SIGNAL CONTROL|BLANK CONTROL|3 NORMAL SWITCH CONTROL|BLANK CONTROL|3 REVERSE SWITCH CONTROL|BLANK CONTROL|5 NORMAL SWITCH CONTROL|BLANK CONTROL|5 REVERSE SWITCH CONTROL|BLANK CONTROL,1NWK|1TK|1RWK|2WAAK|2EGK|2WBAK|2WGK|2TEK|3NWK|2EAK|3RWK|4WAAK|5NWK|4WBAK|5RWK|4EAK,1 NORMAL SWITCH INDICATION|1 OS TRACK INDICATION|1 REVERSE SWITCH INDICATION|2WAAK|2 EASTBOUND SIGNAL INDICATION|2WBAK|2 WESTBOUND SIGNAL INDICATION|2 SIGNAL INTIME INDICATION|3 NORMAL SWITCH INDICATION|2EAK|3 REVERSE SWITCH INDICATION|4WAAK|5 NORMAL SWITCH INDICATION|4WBAK|5 REVERSE SWITCH INDICATION|4EAK
5,CDLN-5,CODE LINE LIMITS,ATCS,0,CODE-02A,CODE-02B,WCC 3713,WCC 3714,172.20.20.218,172.20.20.219,1,100035,CP CONVAIR,CONVAIR,CP Convair,2,SAN DIEGO,100,73405050900202,73405050900202,,,24,24,24,24,1NWS|1RWS|BLANK|BLANK|2EGHS|2WGHS|4EGHS|4WGHS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|BLANK CONTROL|BLANK CONTROL|2 EASTBOUND SIGNAL CONTROL|2 WESTBOUND SIGNAL CONTROL|4 EASTBOUND SIGNAL CONTROL|4 WESTBOUND SIGNAL CONROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|BLANK|BLANK|2EGK|2WGK|4EGK|4WGK|1TK|3TK|2TEK|4TEK|2EAK|2WAK|4EAK|4WAK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|BLANK INDICATION|BLANK INDICATION|2 EASTBOUND SIGNAL INDICATION|2 WESTBOUND SIGNAL INDICATION|4 EASTBOUND SIGNAL INDICATION|4 WESTBOUND SIGNAL INDICATION|1 OS TRACK INDICATION|3 OS TRACK INDICATION|2 SIGNAL INTIME INDICATION|4 SIGNAL INTIME INDICATION|2 EASTBOUND TRACK INDICATION|2 WESTBOUND TRACK INDICATION|4 EASTBOUND TRACK INDICATION|4 WESTBOUND TRACK INDICATION
6,CDLN-6,CP OCEAN,GENESYS,GENESYS,CODE-01A,CODE-01B,CP OCEAN,CP OCEAN,127.0.0.1,127.0.0.1,1,200000,OCEAN TC,OCEAN,,1,ESCONDIDO,200,48,48,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|WGHCOS|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|SIGNAL CALL ON|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|TK|10STK|20STK|WABK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|OS TRACK INDICATION|10STK|20STK|MAIN TRACK, WEST TRACK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION"
7,CDLN-7,CP RAILROAD,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200002,RAILROAD,RAILROAD,,1,ESCONDIDO,200,46,46,,,48,48,48,48,1NWS|1RWS|3NWS|3RWS|1EGHS|1WGHS|1WNSSZ|BLANK|1BLZ|3BLZ|3WBLZ|3SWBLKZ|3BCAN|3WBCAN|3EGHS|3WGHS,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|DERAIL POSITION|RAILMOVEMENT POSITION|1 EASTBOUND SIGNAL CONTROL|1 WESTBOUND SIGNAL CONTROL|1W SIGNAL NEAR SIDE SIGNAL CONTROL|BLANK CONTROL|1 SWITCH BLOCK|3 SWITCH BLOCK|25 TRACK BLOCK|3 SWITCH BLOCK CONTROL|2 SWITCH BLOCK|25 TRACK BLOCK|18 SIGNAL CLEAR|19 SIGNAL CLEAR,1NWK|1RWK|3NWK|3RWK|1EGK|1WGK|1WNSSK|1TEK|1BLK|3BLK|3WBLK|3TEK|1TK|3TK|3EGK|3WGK,1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|RAILMOVEMENT INDICATION|3 REVERSE SWITCH INDICATION|1 EASTBOUND SIGNAL INDICATION|1 WESTBOUND SIGNAL INDICATION|1W SIGNAL NEAR SIDE SIGNAL INDICATION|1 SIGNAL INTIME INDICATION|1B SWITCH LOCK INDICATION|3B SWITCH LOCK INDICATION|TRACK BLOCK|3 SIGNAL IN-TIME|1 OS TRACK INDICATION|3 OS TRACK INDICATION|3 EASTBOUND SIGNAL INDICATION|3 WESTBOUND SIGNAL INDICATION
8,CDLN-8,CP WYE,GENESYS,GENESYS,CODE-01A,CODE-01B,NONE,NONE,127.0.0.1,127.0.0.1,1,200004,WYE,WYE,,1,ESCONDIDO,200,44,44,,,48,48,48,48,1NWS|1RWS|EGHS|WGHS|BLANK|BLANK|BLANK|BLANK|1BLZ|1BCAN|CHEGHS|1ENSSZ|BLANK|BLANK|BLANK|BLANK,1 NORMAL SWITCH CONTROL|1 REVERSE SWITCH CONTROL|EASTBOUND SIGNAL CONTROL|WESTBOUND SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|SWITCH BLOCK|SWITCH BLOCK|SIGNAL CLEAR|1E SIGNAL NEAR SIDE SIGNAL CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL|BLANK CONTROL,1NWK|1RWK|EGK|WGK|TEK|CHSTK|3EATK|1WABK|1BLK|BLANK|CHEGK|1ENSSK|BLANK|BLANK|BLANK|BLANK,"1 NORMAL SWITCH INDICATION|1 REVERSE SWITCH INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|SIGNAL INTIME INDICATION|CHSTK|3EATK|MAIN 1, WEST TRACK INDICATION|1B SWITCH LOCK INDICATION|BLANK|SIGNAL CLEAR|1E SIGNAL NEAR SIDE SIGNAL INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION|BLANK INDICATION"
