component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,expected_word_type,code_line_name,code_line_limits,station_name,control_address,indication_address,candidate_assignment_count,candidate_bits,candidate_mnemonics,candidate_long_names,candidate_examples,scope_status
control_point,200019,200019,LOOP EAST,NULL,,24,CPIND8,indication,0;1;200019,0;1;200019,1,code_line_station_control_point,0,1,200019,I,,,,,,0,,,,,no_scope_candidates
control_point,200019,200019,LOOP EAST,NULL,,24,CPIND9,indication,0;1;200019,0;1;200019,1,code_line_station_control_point,0,1,200019,I,,,,,,0,,,,,no_scope_candidates
control_point,200019,200019,LOOP EAST,NULL,,24,ScadaAlarmReportingIndicationBit,indication,0;1;200019,0;1;200019,1,code_line_station_control_point,0,1,200019,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPCTL1,control,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,C,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPCTL2,control,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,C,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPCTL3,control,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,C,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPCTL4,control,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,C,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPCTL5,control,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,C,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND1,indication,12;1;200020,12;1;200020,1,code_line_station_control_point,12,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND10,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND2,indication,10;1;200020,10;1;200020,1,code_line_station_control_point,10,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND3,indication,13;1;200020,13;1;200020,1,code_line_station_control_point,13,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND4,indication,11;1;200020,11;1;200020,1,code_line_station_control_point,11,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND5,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND6,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND7,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND8,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,CPIND9,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200020,200020,SHELLY,NULL,,23,ScadaAlarmReportingIndicationBit,indication,0;1;200020,0;1;200020,1,code_line_station_control_point,0,1,200020,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPCTL1,control,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,C,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPCTL2,control,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,C,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPCTL3,control,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,C,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPCTL4,control,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,C,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPCTL5,control,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,C,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND1,indication,13;1;200025,13;1;200025,1,code_line_station_control_point,13,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND10,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND2,indication,11;1;200025,11;1;200025,1,code_line_station_control_point,11,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND3,indication,14;1;200025,14;1;200025,1,code_line_station_control_point,14,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND4,indication,12;1;200025,12;1;200025,1,code_line_station_control_point,12,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND5,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND6,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND7,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND8,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,CPIND9,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200025,200025,NORDAHL,NULL,,25,ScadaAlarmReportingIndicationBit,indication,0;1;200025,0;1;200025,1,code_line_station_control_point,0,1,200025,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPCTL1,control,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,C,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPCTL2,control,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,C,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPCTL3,control,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,C,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPCTL4,control,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,C,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPCTL5,control,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,C,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND1,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND10,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND2,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND3,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND4,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND5,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND6,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND7,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND8,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,CPIND9,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200026,200026,HOLDOUT,NULL,,26,ScadaAlarmReportingIndicationBit,indication,0;1;200026,0;1;200026,1,code_line_station_control_point,0,1,200026,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPCTL1,control,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,C,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPCTL2,control,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,C,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPCTL3,control,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,C,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPCTL4,control,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,C,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPCTL5,control,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,C,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND1,indication,27;1;200027,27;1;200027,1,code_line_station_control_point,27,1,200027,I,CDLN-27,CP YARD,YARD,4,4,48,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|44|45|46|47|48|5|6|7|8|9,1NWK|11RWK|13NWK|13RWK|BLANK|TK|EGK|WGK|5BLK|BLANK|9BLK|1RWK|11BLK|BLANK|BLANK|TEK|BLANK|1211POK|1211DOK|1211MOK|1211LOK|BLANK|3NWK|BLANK|1205NWK|1207NWK|2ESTK|1ESTK|2EATK|3EATK|4EATK|BLANK|1206POK|3RWK|1206DOK|1207POK|1207DOK|1208POK|1208DOK|1212POK|1212DOK|12125POK|12125DOK|5NWK|5RWK|9NWK|9RWK|11NWK,1 NORMAL SWITCH INDICATION|11 REVERSE SWITCH INDICATION|13 NORMAL SWITCH INDICATION|13 REVERSE SWITCH INDICATION|BLANK INDICATION|OS TRACK INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|5B SWITCH BLOCK INDICATION|BLANK INDICATION|9B SWITCH BLOCK INDICATION|1 REVERSE SWITCH INDICATION|11 SWITCH BLOCK INDICATION|BLANK INDICATION|BLANK INDICATION|SIGNAL INTIME INDICATION|BLANK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|3 NORMAL SWITCH INDICATION|BLANK INDICATION|1205 NORMAL SWITCH INDICATION|1207 NORMAL SWITCH INDICATION|2ESTK|1ESTK|2EATK|3EATK|4EATK|BLANK INDICATION|1206POK|3 REVERSE SWITCH INDICATION|1206DOK|1207POK|1207DOK|1208POK|1208DOK|1212POK|1212DOK|12125POK|12125DOK|5 NORMAL SWITCH INDICATION|5 REVERSE SWITCH INDICATION|9 NORMAL SWITCH INDICATION|9 REVERSE SWITCH INDICATION|11 NORMAL SWITCH INDICATION,1=1NWK:1 NORMAL SWITCH INDICATION|10=11RWK:11 REVERSE SWITCH INDICATION|11=13NWK:13 NORMAL SWITCH INDICATION|12=13RWK:13 REVERSE SWITCH INDICATION|13=BLANK:BLANK INDICATION|14=TK:OS TRACK INDICATION|15=EGK:EASTBOUND SIGNAL INDICATION|16=WGK:WESTBOUND SIGNAL INDICATION|17=5BLK:5B SWITCH BLOCK INDICATION|18=BLANK:BLANK INDICATION|19=9BLK:9B SWITCH BLOCK INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|20=11BLK:11 SWITCH BLOCK INDICATION|21=BLANK:BLANK INDICATION|22=BLANK:BLANK INDICATION|23=TEK:SIGNAL INTIME INDICATION,has_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND10,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND2,indication,25;1;200027,25;1;200027,1,code_line_station_control_point,25,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND3,indication,27;1;200027,27;1;200027,1,code_line_station_control_point,27,1,200027,I,CDLN-27,CP YARD,YARD,4,4,48,1|10|11|12|13|14|15|16|17|18|19|2|20|21|22|23|24|25|26|27|28|29|3|30|31|32|33|34|35|36|37|38|39|4|40|41|42|43|44|45|46|47|48|5|6|7|8|9,1NWK|11RWK|13NWK|13RWK|BLANK|TK|EGK|WGK|5BLK|BLANK|9BLK|1RWK|11BLK|BLANK|BLANK|TEK|BLANK|1211POK|1211DOK|1211MOK|1211LOK|BLANK|3NWK|BLANK|1205NWK|1207NWK|2ESTK|1ESTK|2EATK|3EATK|4EATK|BLANK|1206POK|3RWK|1206DOK|1207POK|1207DOK|1208POK|1208DOK|1212POK|1212DOK|12125POK|12125DOK|5NWK|5RWK|9NWK|9RWK|11NWK,1 NORMAL SWITCH INDICATION|11 REVERSE SWITCH INDICATION|13 NORMAL SWITCH INDICATION|13 REVERSE SWITCH INDICATION|BLANK INDICATION|OS TRACK INDICATION|EASTBOUND SIGNAL INDICATION|WESTBOUND SIGNAL INDICATION|5B SWITCH BLOCK INDICATION|BLANK INDICATION|9B SWITCH BLOCK INDICATION|1 REVERSE SWITCH INDICATION|11 SWITCH BLOCK INDICATION|BLANK INDICATION|BLANK INDICATION|SIGNAL INTIME INDICATION|BLANK INDICATION|POWER OFF INDICATION|ILLEGAL ENTRY INDICATION|MANUAL OPERATE INDICATION|LIGHT OUT INDICATION|BLANK INDICATION|3 NORMAL SWITCH INDICATION|BLANK INDICATION|1205 NORMAL SWITCH INDICATION|1207 NORMAL SWITCH INDICATION|2ESTK|1ESTK|2EATK|3EATK|4EATK|BLANK INDICATION|1206POK|3 REVERSE SWITCH INDICATION|1206DOK|1207POK|1207DOK|1208POK|1208DOK|1212POK|1212DOK|12125POK|12125DOK|5 NORMAL SWITCH INDICATION|5 REVERSE SWITCH INDICATION|9 NORMAL SWITCH INDICATION|9 REVERSE SWITCH INDICATION|11 NORMAL SWITCH INDICATION,1=1NWK:1 NORMAL SWITCH INDICATION|10=11RWK:11 REVERSE SWITCH INDICATION|11=13NWK:13 NORMAL SWITCH INDICATION|12=13RWK:13 REVERSE SWITCH INDICATION|13=BLANK:BLANK INDICATION|14=TK:OS TRACK INDICATION|15=EGK:EASTBOUND SIGNAL INDICATION|16=WGK:WESTBOUND SIGNAL INDICATION|17=5BLK:5B SWITCH BLOCK INDICATION|18=BLANK:BLANK INDICATION|19=9BLK:9B SWITCH BLOCK INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|20=11BLK:11 SWITCH BLOCK INDICATION|21=BLANK:BLANK INDICATION|22=BLANK:BLANK INDICATION|23=TEK:SIGNAL INTIME INDICATION,has_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND4,indication,26;1;200027,26;1;200027,1,code_line_station_control_point,26,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND5,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND6,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND7,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND8,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,CPIND9,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200027,200027,YARD,NULL,,27,ScadaAlarmReportingIndicationBit,indication,0;1;200027,0;1;200027,1,code_line_station_control_point,0,1,200027,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPCTL1,control,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,C,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPCTL2,control,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,C,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPCTL3,control,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,C,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPCTL4,control,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,C,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPCTL5,control,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,C,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND1,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND10,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND2,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND3,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND4,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND5,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND6,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND7,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND8,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,CPIND9,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
control_point,200028,200028,AVO,NULL,,28,ScadaAlarmReportingIndicationBit,indication,0;1;200028,0;1;200028,1,code_line_station_control_point,0,1,200028,I,,,,,,0,,,,,no_scope_candidates
misc_device,100992,100001,SUPERVISORY CONTROL,ArrowRight,ERQK;-16711936,5,CPCTL1,control,0;1;100001;,0;1;100001;,1,code_line_station_control_point,0,1,100001,C,,,,,,0,,,,,no_scope_candidates
misc_device,100992,100001,SUPERVISORY CONTROL,ArrowRight,ERQK;-16711936,5,CPCTL2,control,0;1;100001;,0;1;100001;,1,code_line_station_control_point,0,1,100001,C,,,,,,0,,,,,no_scope_candidates
misc_device,100992,100001,SUPERVISORY CONTROL,ArrowRight,ERQK;-16711936,5,CPCTL3,control,0;1;100001;,0;1;100001;,1,code_line_station_control_point,0,1,100001,C,,,,,,0,,,,,no_scope_candidates
misc_device,100358,100008,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100358,100008,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100358,100008,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100361,100008,TPOK,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100361,100008,TPOK,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100361,100008,TPOK,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100008;,0;1;100008;,1,code_line_station_control_point,0,1,100008,C,,,,,,0,,,,,no_scope_candidates
misc_device,100270,100011,E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100011;,0;1;100011;,1,code_line_station_control_point,0,1,100011,C,,,,,,0,,,,,no_scope_candidates
misc_device,100270,100011,E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100011;,0;1;100011;,1,code_line_station_control_point,0,1,100011,C,,,,,,0,,,,,no_scope_candidates
misc_device,100270,100011,E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100011;,0;1;100011;,1,code_line_station_control_point,0,1,100011,C,,,,,,0,,,,,no_scope_candidates
misc_device,100273,100013,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100273,100013,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100273,100013,2W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100290,100013,4W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100290,100013,4W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100290,100013,4W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100292,100013,6W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100292,100013,6W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100292,100013,6W CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100894,100013,WBRQK,ArrowLeft,WBRQK;-16711936,5,CPCTL1,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100894,100013,WBRQK,ArrowLeft,WBRQK;-16711936,5,CPCTL2,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100894,100013,WBRQK,ArrowLeft,WBRQK;-16711936,5,CPCTL3,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100895,100013,EBRLK,ArrowRight,EBRLK;-16711936,5,CPCTL1,control,9;1;100013;,9;1;100013;,1,code_line_station_control_point,9,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100895,100013,EBRLK,ArrowRight,EBRLK;-16711936,5,CPCTL2,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100895,100013,EBRLK,ArrowRight,EBRLK;-16711936,5,CPCTL3,control,0;1;100013;,0;1;100013;,1,code_line_station_control_point,0,1,100013,C,,,,,,0,,,,,no_scope_candidates
misc_device,100359,100033,2 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,100359,100033,2 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,100359,100033,2 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,100360,100033,4 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL1,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,100360,100033,4 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL2,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,100360,100033,4 E CALL-ON,IndicateOnly,NONE;-1,5,CPCTL3,control,0;1;100033;,0;1;100033;,1,code_line_station_control_point,0,1,100033,C,,,,,,0,,,,,no_scope_candidates
misc_device,200904,200000,997pok,IndicateOnly,NONE;-1,6,CPCTL1,control,0;1;200000;,0;1;200000;,1,code_line_station_control_point,0,1,200000,C,,,,,,0,,,,,no_scope_candidates
misc_device,200904,200000,997pok,IndicateOnly,NONE;-1,6,CPCTL2,control,0;1;200000;,0;1;200000;,1,code_line_station_control_point,0,1,200000,C,,,,,,0,,,,,no_scope_candidates
misc_device,200904,200000,997pok,IndicateOnly,NONE;-1,6,CPCTL3,control,0;1;200000;,0;1;200000;,1,code_line_station_control_point,0,1,200000,C,,,,,,0,,,,,no_scope_candidates
misc_device,200905,200000,997dok,IndicateOnly,NONE;-1,6,CPCTL1,control,0;1;200000;,0;1;200000;,1,code_line_station_control_point,0,1,200000,C,,,,,,0,,,,,no_scope_candidates
misc_device,200905,200000,997dok,IndicateOnly,NONE;-1,6,CPCTL2,control,0;1;200000;,0;1;200000;,1,code_line_station_control_point,0,1,200000,C,,,,,,0,,,,,no_scope_candidates
