component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,expected_word_type,code_line_name,code_line_limits,station_name,control_address,indication_address,candidate_assignment_count,candidate_bits,candidate_mnemonics,candidate_long_names,candidate_examples,scope_status
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,2,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,3,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,4,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,5,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,SCTL,control,3;1;100005;|0;1;100005;,3;1;100005;,1,code_line_station_control_point,3,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,SCTL,control,3;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,SIND,indication,3;1;100005;,3;1;100005;,1,code_line_station_control_point,3,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100679,100005,1-SWITCH,1X,1X Dual Controlled - Stuart Main2 MP221.559,5,TIND,indication,0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,PCTL,control,1;1;100005;|0;1;100005;,1;1;100005;,1,code_line_station_control_point,1,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,PCTL,control,1;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,PIND,indication,1;1;100005;,1;1;100005;,1,code_line_station_control_point,1,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,3,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,4,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,2,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,3,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,4,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,5,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,SCTL,control,3;1;100005;|0;1;100005;,3;1;100005;,1,code_line_station_control_point,3,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,SCTL,control,3;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,SIND,indication,3;1;100005;,3;1;100005;,1,code_line_station_control_point,3,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100684,100005,1-SWITCH,1-SWITCH,1 Dual Controlled - Stuart Main1 MP221.460,5,TIND,indication,0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,PCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,PCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,PIND,indication,19;1;100005;,19;1;100005;,1,code_line_station_control_point,19,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,3,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSControlBits,control,0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,4,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,2,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,3,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,4,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,RCPSIndicationBits,indication,0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005,0;1;100005,5,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,SCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,SCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,SIND,indication,17;1;100005;,17;1;100005;,1,code_line_station_control_point,17,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,TCTL,control,0;1;100005;|0;1;100005;,0;1;100005;,2,code_line_station_control_point,0,1,100005,C,,,,,,0,,,,,no_scope_candidates
switch,100695,100005,3-SWITCH,3-SWITCH,Yard Sw 204,5,TIND,indication,0;1;100005;,0;1;100005;,1,code_line_station_control_point,0,1,100005,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,PCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,PCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,PIND,indication,3;1;100006;,3;1;100006;,1,code_line_station_control_point,3,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,5,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,SCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,SCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,SIND,indication,1;1;100006;,1;1;100006;,1,code_line_station_control_point,1,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100647,100006,1-SWITCH,1-SWITCH,East Lead,5,TIND,indication,0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,PCTL,control,1;1;100006;|0;1;100006;,1;1;100006;,1,code_line_station_control_point,1,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,PCTL,control,1;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,PIND,indication,1;1;100006;,1;1;100006;,1,code_line_station_control_point,1,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,5,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,SCTL,control,3;1;100006;|0;1;100006;,3;1;100006;,1,code_line_station_control_point,3,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,SCTL,control,3;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,SIND,indication,3;1;100006;,3;1;100006;,1,code_line_station_control_point,3,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100665,100006,1-SWITCH,1-SWITCH,1 Dual Controlled - Mesa Main2 MP222.533,5,TIND,indication,0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,PCTL,control,17;1;100006;|0;1;100006;,17;1;100006;,1,code_line_station_control_point,17,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,PCTL,control,17;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,PIND,indication,17;1;100006;,17;1;100006;,1,code_line_station_control_point,17,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,5,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,SCTL,control,19;1;100006;|0;1;100006;,19;1;100006;,1,code_line_station_control_point,19,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,SCTL,control,19;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,SIND,indication,19;1;100006;,19;1;100006;,1,code_line_station_control_point,19,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,TCTL,control,0;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100674,100006,3-SWITCH,3X,3X Dual Controlled - Mesa Main1 MP222.635,5,TIND,indication,0;1;100006;,0;1;100006;,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,PCTL,control,17;1;100006;|0;1;100006;,17;1;100006;,1,code_line_station_control_point,17,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,PCTL,control,17;1;100006;|0;1;100006;,0;1;100006;,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,PIND,indication,17;1;100006;,17;1;100006;,1,code_line_station_control_point,17,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSControlBits,control,0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,4,code_line_station_control_point,0,1,100006,C,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,2,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
switch,100675,100006,3-SWITCH,3-SWITCH,3 Dual Controlled - Mesa Main2 MP222.548,5,RCPSIndicationBits,indication,0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006,0;1;100006,3,code_line_station_control_point,0,1,100006,I,,,,,,0,,,,,no_scope_candidates
