component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,bit_position,token_1,token_2,token_3,token_4,expected_word_type,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_word_type,resolved_mnemonic,resolved_long_name,resolved_bit_type,resolved_assignment_uid,match_status,resolution_method,is_default_zero_reference
signal,200391,200019,E-SIGNAL,E-SIGNAL,,24,TIND,indication,0;1;200019;0024,0;1;200019;0024,1,code_line_station_control_point_bit,0,1,200019,24,0,1,200019,0024,I,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,FleetControlBit,control,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,InTimeBit,indication,5;1;200020,5;1;200020,1,code_line_station_control_point,5,1,200020,,5,1,200020,,I,23,1,200020,5,I,TEK,SIGNAL INTIME INDICATION,None,277B3DB0-26F9-4A6B-B7FD-3C4B2E4B71BB,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,PCTL,control,4;1;200020;0023|0;1;200020;0023,4;1;200020;0023,1,code_line_station_control_point_bit,4,1,200020,23,4,1,200020,0023,C,23,1,200020,4,C,WGHS,WESTBOUND SIGNAL CONTROL,None,535BDE74-980A-4E3F-BDBA-54B16B0D1D41,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,PCTL,control,4;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,PIND,indication,4;1;200020;0023,4;1;200020;0023,1,code_line_station_control_point_bit,4,1,200020,23,4,1,200020,0023,I,23,1,200020,4,I,WGK,WESTBOUND SIGNAL INDICATION,None,9DDB67B7-2976-41BF-B318-3D2C399123DB,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,SIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200330,200020,W-SIGNAL,W-SIGNAL,,23,TIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,FleetControlBit,control,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,InTimeBit,indication,5;1;200020,5;1;200020,1,code_line_station_control_point,5,1,200020,,5,1,200020,,I,23,1,200020,5,I,TEK,SIGNAL INTIME INDICATION,None,277B3DB0-26F9-4A6B-B7FD-3C4B2E4B71BB,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,PCTL,control,3;1;200020;0023|0;1;200020;0023,3;1;200020;0023,1,code_line_station_control_point_bit,3,1,200020,23,3,1,200020,0023,C,23,1,200020,3,C,EGHS,EASTBOUND SIGNAL CONTROL,None,6D108BC3-2628-430C-8255-AA74A52B39AD,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,PCTL,control,3;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,PIND,indication,3;1;200020;0023,3;1;200020;0023,1,code_line_station_control_point_bit,3,1,200020,23,3,1,200020,0023,I,23,1,200020,3,I,EGK,EASTBOUND SIGNAL INDICATION,None,B57E4139-5808-4723-88B6-8058BC97996F,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,SIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200351,200020,E-SIGNAL,E-SIGNAL,,23,TIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,FleetControlBit,control,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,InTimeBit,indication,5;1;200020,5;1;200020,1,code_line_station_control_point,5,1,200020,,5,1,200020,,I,23,1,200020,5,I,TEK,SIGNAL INTIME INDICATION,None,277B3DB0-26F9-4A6B-B7FD-3C4B2E4B71BB,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,PCTL,control,3;1;200020;0023|0;1;200020;0023,3;1;200020;0023,1,code_line_station_control_point_bit,3,1,200020,23,3,1,200020,0023,C,23,1,200020,3,C,EGHS,EASTBOUND SIGNAL CONTROL,None,6D108BC3-2628-430C-8255-AA74A52B39AD,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,PCTL,control,3;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,PIND,indication,3;1;200020;0023,3;1;200020;0023,1,code_line_station_control_point_bit,3,1,200020,23,3,1,200020,0023,I,23,1,200020,3,I,EGK,EASTBOUND SIGNAL INDICATION,None,B57E4139-5808-4723-88B6-8058BC97996F,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,SCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,SIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,TCTL,control,0;1;200020;0023|0;1;200020;0023,0;1;200020;0023,2,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,C,,,,,,,,,,unresolved,,False
signal,200352,200020,E-SIGNAL,E-SIGNAL,,23,TIND,indication,0;1;200020;0023,0;1;200020;0023,1,code_line_station_control_point_bit,0,1,200020,23,0,1,200020,0023,I,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,FleetControlBit,control,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,InTimeBit,indication,8;1;200025,8;1;200025,1,code_line_station_control_point,8,1,200025,,8,1,200025,,I,25,1,200025,8,I,NWTEK,SIGNAL CLEAR,None,26DD1950-494D-4110-9E54-5952729DE680,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,NearSideSignaBitlIndication,indication,6;1;200025;0025,6;1;200025;0025,1,code_line_station_control_point_bit,6,1,200025,25,6,1,200025,0025,I,25,1,200025,6,I,NWGNK,RELEASE TRAIN,None,6C542129-0594-42FC-9888-764AB26BBD23,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,NearSideSignalBitControl,control,6;1;200025;0025,6;1;200025;0025,1,code_line_station_control_point_bit,6,1,200025,25,6,1,200025,0025,C,25,1,200025,6,C,NWGNS,TRAIN READY,None,B721178D-BCCF-4A40-8ECE-50C65120480F,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,PCTL,control,5;1;200025;0025|0;1;200025;0025,5;1;200025;0025,1,code_line_station_control_point_bit,5,1,200025,25,5,1,200025,0025,C,25,1,200025,5,C,NWGHS,SIGNAL CLEAR,None,C1E91977-F43D-4F4E-BC19-A8581670B8DC,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,PCTL,control,5;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,PIND,indication,5;1;200025;0025,5;1;200025;0025,1,code_line_station_control_point_bit,5,1,200025,25,5,1,200025,0025,I,25,1,200025,5,I,NWGK,SIGNAL CLEAR,None,E1127BA9-3E02-4D50-8ECC-71CD8CA11F15,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,SCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,SCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,SIND,indication,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,I,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,TCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,TCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200393,200025,W-SIGNAL,W-SIGNAL,,25,TIND,indication,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,I,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,FleetControlBit,control,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,InTimeBit,indication,7;1;200025,7;1;200025,1,code_line_station_control_point,7,1,200025,,7,1,200025,,I,25,1,200025,7,I,NETEK,SIGNAL CLEAR,None,056AEE57-8605-4480-8CF5-97BD82658230,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,NearSideSignaBitlIndication,indication,4;1;200025;0025,4;1;200025;0025,1,code_line_station_control_point_bit,4,1,200025,25,4,1,200025,0025,I,25,1,200025,4,I,NEGNK,RELEASE TRAIN,None,DD9AAA47-FA87-477A-BC4D-97153178DC68,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,NearSideSignalBitControl,control,4;1;200025;0025,4;1;200025;0025,1,code_line_station_control_point_bit,4,1,200025,25,4,1,200025,0025,C,25,1,200025,4,C,NEGNS,TRAIN READY,None,7E2EEF89-30E4-491D-B64D-04F4C3D809CF,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,PCTL,control,3;1;200025;0025|0;1;200025;0025,3;1;200025;0025,1,code_line_station_control_point_bit,3,1,200025,25,3,1,200025,0025,C,25,1,200025,3,C,NEGHS,SIGNAL CLEAR,None,F3BB0EF7-4502-4605-8FFB-B4140738250D,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,PCTL,control,3;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,PIND,indication,3;1;200025;0025,3;1;200025;0025,1,code_line_station_control_point_bit,3,1,200025,25,3,1,200025,0025,I,25,1,200025,3,I,NEGK,SIGNAL CLEAR,None,29E9F0CB-41FD-400A-B74A-6537640FC7CE,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,SCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,SCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,SIND,indication,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,I,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,TCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,TCTL,control,0;1;200025;0025|0;1;200025;0025,0;1;200025;0025,2,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,C,,,,,,,,,,unresolved,,False
signal,200413,200025,E-SIGNAL,E-SIGNAL,,25,TIND,indication,0;1;200025;0025,0;1;200025;0025,1,code_line_station_control_point_bit,0,1,200025,25,0,1,200025,0025,I,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,BlockIndBit,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,CallOnBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,FleetControlBit,control,0;1;200026;0026,0;1;200026;0026,1,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,InTimeBit,indication,5;1;200026,5;1;200026,1,code_line_station_control_point,5,1,200026,,5,1,200026,,I,26,1,200026,5,I,TEK,SIGNAL INTIME INDICATION,None,CE245299-8C7C-4C9D-AA95-23F9B2149F82,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,JointControlAuthorizationCtlBit,control,0;0;0;0|0;0;0;0,0;0;0;0,2,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,JointControlAuthorizationIndBit,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,NearSideSignaBitlIndication,indication,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,I,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,NearSideSignalBitControl,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,PCTL,control,3;1;200026;0026|0;1;200026;0026,3;1;200026;0026,1,code_line_station_control_point_bit,3,1,200026,26,3,1,200026,0026,C,26,1,200026,3,C,EGHS,EASTBOUND SIGNAL CONTROL,None,546403E0-F6B2-44B7-9B02-422BCB703916,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,PCTL,control,3;1;200026;0026|0;1;200026;0026,0;1;200026;0026,2,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,PIND,indication,3;1;200026;0026,3;1;200026;0026,1,code_line_station_control_point_bit,3,1,200026,26,3,1,200026,0026,I,26,1,200026,3,I,EGK,EASTBOUND SIGNAL INDICATION,None,FB4C31A5-EE6E-4E4F-B21F-9AB7C45F377D,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,SCTL,control,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,1,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,SCTL,control,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,2,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,SIND,indication,0;1;200026;0026,0;1;200026;0026,1,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,I,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,TCTL,control,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,1,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,TCTL,control,0;1;200026;0026|0;1;200026;0026,0;1;200026;0026,2,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,C,,,,,,,,,,unresolved,,False
signal,200475,200026,1E-SIGNAL,1E-SIGNAL,,26,TIND,indication,0;1;200026;0026,0;1;200026;0026,1,code_line_station_control_point_bit,0,1,200026,26,0,1,200026,0026,I,,,,,,,,,,unresolved,,False
