route_guid,system_uid,control_point_uid,control_point_name,entry_signal_uid,entry_signal_name,exit_signal_uid,exit_signal_name,switch_uid,switch_name,switch_tooltip_name,required_state,switch_order,switch_list_raw
182@200,F8F17F9249,200002,RAILROAD,200144,3W-SIGNAL,200141,2E-SIGNAL,200142,1-SWITCH,1-SWITCH,FALSE,1,200142;1-SWITCH;FALSE
183@200,6E61193A0C,200002,RAILROAD,200152,3W-SIGNAL,200130,1E-SIGNAL,200131,1-SWITCH,1-SWITCH,FALSE,1,200131;1-SWITCH;FALSE|200535;3-SWITCH;TRUE
183@200,6E61193A0C,200002,RAILROAD,200152,3W-SIGNAL,200130,1E-SIGNAL,200535,3-SWITCH,3-SWITCH,TRUE,2,200131;1-SWITCH;FALSE|200535;3-SWITCH;TRUE
209@200,9166C1D0FA,200002,RAILROAD,200152,3W-SIGNAL,200141,2E-SIGNAL,200131,1-SWITCH,1-SWITCH,TRUE,1,200131;1-SWITCH;TRUE|200142;1-SWITCH;TRUE
209@200,9166C1D0FA,200002,RAILROAD,200152,3W-SIGNAL,200141,2E-SIGNAL,200142,1-SWITCH,1-SWITCH,TRUE,2,200131;1-SWITCH;TRUE|200142;1-SWITCH;TRUE
225@200,0344A68A83,200002,RAILROAD,200130,1E-SIGNAL,200152,3W-SIGNAL,200535,3-SWITCH,3-SWITCH,TRUE,1,200535;3-SWITCH;TRUE|200131;1-SWITCH;FALSE
225@200,0344A68A83,200002,RAILROAD,200130,1E-SIGNAL,200152,3W-SIGNAL,200131,1-SWITCH,1-SWITCH,FALSE,2,200535;3-SWITCH;TRUE|200131;1-SWITCH;FALSE
226@200,0A967B9C16,200002,RAILROAD,200141,2E-SIGNAL,200144,3W-SIGNAL,200142,1-SWITCH,1-SWITCH,FALSE,1,200142;1-SWITCH;FALSE
260@200,D5FD8DACF2,200002,RAILROAD,200141,2E-SIGNAL,200152,3W-SIGNAL,200142,1-SWITCH,1-SWITCH,TRUE,1,200142;1-SWITCH;TRUE|200131;1-SWITCH;TRUE
260@200,D5FD8DACF2,200002,RAILROAD,200141,2E-SIGNAL,200152,3W-SIGNAL,200131,1-SWITCH,1-SWITCH,TRUE,2,200142;1-SWITCH;TRUE|200131;1-SWITCH;TRUE
186@200,B2BC056294,200003,TRUE,200184,1W-SIGNAL,200169,1E-SIGNAL,200153,1-SWITCH,1-SWITCH,TRUE,1,200153;5-SWITCH;TRUE
187@200,EC4DBCE4CD,200003,TRUE,200185,1W-SIGNAL,200169,1E-SIGNAL,200153,1-SWITCH,1-SWITCH,FALSE,1,200153;5-SWITCH;FALSE
231@200,638680F8AF,200003,TRUE,200168,1E-SIGNAL,200185,1W-SIGNAL,200153,1-SWITCH,1-SWITCH,FALSE,1,200153;5-SWITCH;FALSE
261@200,F54B64388D,200003,TRUE,200168,1E-SIGNAL,200184,1W-SIGNAL,200153,1-SWITCH,1-SWITCH,TRUE,1,200153;5-SWITCH;TRUE
184@200,24A2BE0C73,200004,WYE,200164,W-SIGNAL,200157,E-SIGNAL,200163,1-SWITCH,1-SWITCH,FALSE,1,200163;1-SWITCH;FALSE
210@200,88DE40338D,200004,WYE,200164,W-SIGNAL,200158,E-SIGNAL,200163,1-SWITCH,1-SWITCH,TRUE,1,200163;1-SWITCH;TRUE
227@200,236B14574B,200004,WYE,200150,EBNS COAST,200173,1W-SIGNAL,,,,,0,
228@200,63D36A78FF,200004,WYE,200157,E-SIGNAL,200164,W-SIGNAL,200163,1-SWITCH,1-SWITCH,FALSE,1,200163;1-SWITCH;FALSE
229@200,58373F5A2C,200004,WYE,200158,E-SIGNAL,200164,W-SIGNAL,200163,1-SWITCH,1-SWITCH,TRUE,1,200163;1-SWITCH;TRUE
185@200,60BAC9AD5A,200005,CROUCH,200173,1W-SIGNAL,200150,EBNS COAST,,,,,0,
232@200,6FCB99233E,200005,CROUCH,200169,1E-SIGNAL,200185,1W-SIGNAL,200153,1-SWITCH,1-SWITCH,FALSE,1,200153;5-SWITCH;FALSE
262@200,8E2421AC88,200005,CROUCH,200169,1E-SIGNAL,200184,1W-SIGNAL,200153,1-SWITCH,1-SWITCH,TRUE,1,200153;5-SWITCH;TRUE
233@200,63ED9A60CD,200006,RANCHO,200170,1E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,TRUE,1,200222;6-SWITCH;TRUE
234@200,3F9787A56F,200006,RANCHO,200171,1E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,FALSE,1,200222;6-SWITCH;FALSE
188@200,CB4C265A1A,200007,SCHOOL,200223,W-SIGNAL,200167,1E-SIGNAL,200222,1-SWITCH,1-SWITCH,FALSE,1,200222;6-SWITCH;FALSE
211@200,0AD3679CA4,200007,SCHOOL,200223,W-SIGNAL,200172,1E-SIGNAL,200222,1-SWITCH,1-SWITCH,TRUE,1,200222;6-SWITCH;TRUE
236@200,B842997D68,200007,SCHOOL,200216,E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,FALSE,1,200222;6-SWITCH;FALSE
237@200,028E1DACBD,200007,SCHOOL,200217,E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,TRUE,1,200222;6-SWITCH;TRUE
230@200,D135A12165,200008,EL CAMINO,200167,1E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,FALSE,1,200222;6-SWITCH;FALSE
235@200,1513B78889,200008,EL CAMINO,200172,1E-SIGNAL,200223,W-SIGNAL,200222,1-SWITCH,1-SWITCH,TRUE,1,200222;6-SWITCH;TRUE
241@200,9F1744AA4B,200009,MELROSE,200267,1E-SIGNAL,200244,W-SIGNAL,200246,1-SWITCH,1-SWITCH,FALSE,1,200246;9-SWITCH;FALSE
264@200,1C6317348F,200009,MELROSE,200267,1E-SIGNAL,200245,W-SIGNAL,200246,1-SWITCH,1-SWITCH,TRUE,1,200246;9-SWITCH;TRUE
189@200,51489364D5,200010,ANGEL,200244,W-SIGNAL,200267,1E-SIGNAL,200246,1-SWITCH,1-SWITCH,FALSE,1,200246;9-SWITCH;FALSE
190@200,CAE4B6DB35,200010,ANGEL,200245,W-SIGNAL,200267,1E-SIGNAL,200246,1-SWITCH,1-SWITCH,TRUE,1,200246;9-SWITCH;TRUE
238@200,A14F526CE8,200010,ANGEL,200243,E-SIGNAL,200244,W-SIGNAL,200246,1-SWITCH,1-SWITCH,FALSE,1,200246;9-SWITCH;FALSE
263@200,E42C1CADBF,200010,ANGEL,200243,E-SIGNAL,200245,W-SIGNAL,200246,1-SWITCH,1-SWITCH,TRUE,1,200246;9-SWITCH;TRUE
242@200,B415D10354,200011,VISTA,200268,E-SIGNAL,200261,WBNS ESCON AVE,,,,,0,
243@200,5FFCDC12BA,200011,VISTA,200269,1E-SIGNAL,200260,WBNS ESCONDIDO AVE,,,,,0,
192@200,996720B9C2,200012,CIVIC CTR VISTA,200260,WBNS ESCONDIDO AVE,200269,1E-SIGNAL,,,,,0,
193@200,A867D2ADC3,200012,CIVIC CTR VISTA,200261,WBNS ESCON AVE,200268,E-SIGNAL,,,,,0,
191@200,402E8EC667,200013,AVENUE,200257,W-SIGNAL,200250,E-SIGNAL,200256,1-SWITCH,1-SWITCH,FALSE,1,200256;10-SWITCH;FALSE
212@200,76E6BE46F6,200013,AVENUE,200257,W-SIGNAL,200251,E-SIGNAL,200256,1-SWITCH,1-SWITCH,TRUE,1,200256;10-SWITCH;TRUE
239@200,2EE3338802,200013,AVENUE,200250,E-SIGNAL,200265,1W-SIGNAL,200256,1-SWITCH,1-SWITCH,FALSE,1,200256;10-SWITCH;FALSE
240@200,7F795255DF,200013,AVENUE,200251,E-SIGNAL,200265,1W-SIGNAL,200256,1-SWITCH,1-SWITCH,TRUE,1,200256;10-SWITCH;TRUE
196@200,9BCB7F7E0B,200014,BUENA CREEK,200265,1W-SIGNAL,200250,E-SIGNAL,200256,1-SWITCH,1-SWITCH,FALSE,1,200256;10-SWITCH;FALSE
213@200,9560B50826,200014,BUENA CREEK,200265,1W-SIGNAL,200251,E-SIGNAL,200256,1-SWITCH,1-SWITCH,TRUE,1,200256;10-SWITCH;TRUE
245@200,634958FEE8,200015,PALOMAR,200307,33-SIGNAL,200262,WBNS CIVIC,,,,,0,
246@200,C4F718277A,200015,PALOMAR,200308,42-SIGNAL,200263,WBNS CIVIC CTR,,,,,0,
197@200,7238CDFC7C,200016,MISSY,200297,W-SIGNAL,200296,E-SIGNAL,200299,1-SWITCH,1-SWITCH,FALSE,1,200299;11-SWITCH;FALSE
198@200,3DA34E60CE,200016,MISSY,200298,W-SIGNAL,200296,E-SIGNAL,200299,1-SWITCH,1-SWITCH,TRUE,1,200299;11-SWITCH;TRUE
244@200,F80CC7F575,200016,MISSY,200296,E-SIGNAL,200297,W-SIGNAL,200299,1-SWITCH,1-SWITCH,FALSE,1,200299;11-SWITCH;FALSE
265@200,F1FA2E55D2,200016,MISSY,200296,E-SIGNAL,200298,W-SIGNAL,200299,1-SWITCH,1-SWITCH,TRUE,1,200299;11-SWITCH;TRUE
194@200,4F65AC54D9,200017,LOOP WEST,200262,WBNS CIVIC,200307,33-SIGNAL,,,,,0,
195@200,CD806F47C3,200017,LOOP WEST,200263,WBNS CIVIC CTR,200308,42-SIGNAL,,,,,0,
199@200,42F16349D2,200017,LOOP WEST,200317,W-SIGNAL,200316,E-SIGNAL,200319,1-SWITCH,1-SWITCH,FALSE,1,200319;15-SWITCH;FALSE
200@200,28272D5320,200017,LOOP WEST,200318,W-SIGNAL,200316,E-SIGNAL,200319,1-SWITCH,1-SWITCH,TRUE,1,200319;15-SWITCH;TRUE
247@200,24A3EC4BF7,200017,LOOP WEST,200316,E-SIGNAL,200317,W-SIGNAL,200319,1-SWITCH,1-SWITCH,FALSE,1,200319;15-SWITCH;FALSE
248@200,708D8F10EA,200017,LOOP WEST,200324,EBNS CIVIC,200330,W-SIGNAL,200357,1-SWITCH,1-SWITCH,TRUE,1,200357;1-SWITCH;TRUE
266@200,16A0D014C3,200017,LOOP WEST,200316,E-SIGNAL,200318,W-SIGNAL,200319,1-SWITCH,1-SWITCH,TRUE,1,200319;15-SWITCH;TRUE
202@200,A3B2BB3D60,200019,LOOP EAST,200384,W-SIGNAL,200391,E-SIGNAL,200383,1-SWITCH,1-SWITCH,FALSE,1,200383;17-SWITCH;FALSE
215@200,9945375DDC,200019,LOOP EAST,200384,W-SIGNAL,200377,E-SIGNAL,200383,1-SWITCH,1-SWITCH,TRUE,1,200383;17-SWITCH;TRUE
251@200,69CE746614,200019,LOOP EAST,200377,E-SIGNAL,200393,W-SIGNAL,200383,1-SWITCH,1-SWITCH,TRUE,1,200383;17-SWITCH;TRUE
252@200,0EE86AE395,200019,LOOP EAST,200391,E-SIGNAL,200393,W-SIGNAL,200383,1-SWITCH,1-SWITCH,FALSE,1,200383;17-SWITCH;FALSE
201@200,87360598ED,200020,SHELLY,200330,W-SIGNAL,200351,E-SIGNAL,200357,1-SWITCH,1-SWITCH,FALSE,1,200357;1-SWITCH;FALSE
214@200,2AC55C07C5,200020,SHELLY,200330,W-SIGNAL,200324,EBNS CIVIC,200357,1-SWITCH,1-SWITCH,TRUE,1,200357;1-SWITCH;TRUE
249@200,8F4A67F461,200020,SHELLY,200351,E-SIGNAL,200330,W-SIGNAL,200357,1-SWITCH,1-SWITCH,FALSE,1,200357;1-SWITCH;FALSE
250@200,F56C1F0F6D,200020,SHELLY,200352,E-SIGNAL,200330,W-SIGNAL,200357,1-SWITCH,1-SWITCH,TRUE,1,200357;1-SWITCH;TRUE
203@200,0AE0280573,200025,NORDAHL,200393,W-SIGNAL,200391,E-SIGNAL,200383,1-SWITCH,1-SWITCH,FALSE,1,200383;17-SWITCH;FALSE
216@200,961C7CA751,200025,NORDAHL,200393,W-SIGNAL,200377,E-SIGNAL,200383,1-SWITCH,1-SWITCH,TRUE,1,200383;17-SWITCH;TRUE
253@200,1DA5D0B8B7,200025,NORDAHL,200413,E-SIGNAL,200476,1W-SIGNAL,,,,,0,
207@200,0612E32B79,200026,HOLDOUT,200476,1W-SIGNAL,200413,E-SIGNAL,,,,,0,
259@200,FF05B5E00A,200026,HOLDOUT,200475,1E-SIGNAL,200463,W-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,1,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
259@200,FF05B5E00A,200026,HOLDOUT,200475,1E-SIGNAL,200463,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
259@200,FF05B5E00A,200026,HOLDOUT,200475,1E-SIGNAL,200463,W-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,3,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
271@200,415A402A8F,200026,HOLDOUT,200475,1E-SIGNAL,200464,W-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,1,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
271@200,415A402A8F,200026,HOLDOUT,200475,1E-SIGNAL,200464,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
271@200,415A402A8F,200026,HOLDOUT,200475,1E-SIGNAL,200464,W-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,3,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
204@200,A5D0D771E3,200027,YARD,200463,W-SIGNAL,200475,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,1,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
204@200,A5D0D771E3,200027,YARD,200463,W-SIGNAL,200475,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
204@200,A5D0D771E3,200027,YARD,200463,W-SIGNAL,200475,1E-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,3,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
205@200,F0B485395A,200027,YARD,200464,W-SIGNAL,200475,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,1,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
205@200,F0B485395A,200027,YARD,200464,W-SIGNAL,200475,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
205@200,F0B485395A,200027,YARD,200464,W-SIGNAL,200475,1E-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,3,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;FALSE
217@200,9D14745D33,200027,YARD,200463,W-SIGNAL,200453,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,1,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
217@200,9D14745D33,200027,YARD,200463,W-SIGNAL,200453,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,2,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
217@200,9D14745D33,200027,YARD,200463,W-SIGNAL,200453,1E-SIGNAL,200457,13-SWITCH,13-SWITCH,FALSE,3,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
217@200,9D14745D33,200027,YARD,200463,W-SIGNAL,200453,1E-SIGNAL,200450,9-SWITCH,9-SWITCH,TRUE,4,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
218@200,8EA8707ABE,200027,YARD,200463,W-SIGNAL,200430,E-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,1,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
218@200,8EA8707ABE,200027,YARD,200463,W-SIGNAL,200430,E-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
218@200,8EA8707ABE,200027,YARD,200463,W-SIGNAL,200430,E-SIGNAL,200427,5-SWITCH,5-SWITCH,TRUE,3,200465;1-SWITCH;FALSE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
219@200,BD1CFA0EF1,200027,YARD,200464,W-SIGNAL,200453,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,1,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
219@200,BD1CFA0EF1,200027,YARD,200464,W-SIGNAL,200453,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,2,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
219@200,BD1CFA0EF1,200027,YARD,200464,W-SIGNAL,200453,1E-SIGNAL,200457,13-SWITCH,13-SWITCH,FALSE,3,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
219@200,BD1CFA0EF1,200027,YARD,200464,W-SIGNAL,200453,1E-SIGNAL,200450,9-SWITCH,9-SWITCH,TRUE,4,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;FALSE|200450;9-SWITCH;TRUE
220@200,6350A08238,200027,YARD,200464,W-SIGNAL,200430,E-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,1,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
220@200,6350A08238,200027,YARD,200464,W-SIGNAL,200430,E-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
220@200,6350A08238,200027,YARD,200464,W-SIGNAL,200430,E-SIGNAL,200427,5-SWITCH,5-SWITCH,TRUE,3,200465;1-SWITCH;TRUE|200438;3-SWITCH;FALSE|200427;5-SWITCH;TRUE
221@200,D89F390B65,200027,YARD,200463,W-SIGNAL,200452,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,1,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
221@200,D89F390B65,200027,YARD,200463,W-SIGNAL,200452,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,2,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
221@200,D89F390B65,200027,YARD,200463,W-SIGNAL,200452,1E-SIGNAL,200457,13-SWITCH,13-SWITCH,TRUE,3,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
221@200,D89F390B65,200027,YARD,200463,W-SIGNAL,200452,1E-SIGNAL,200451,11-SWITCH,11-SWITCH,TRUE,4,200465;1-SWITCH;FALSE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
222@200,CE46390728,200027,YARD,200464,W-SIGNAL,200452,1E-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,1,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
222@200,CE46390728,200027,YARD,200464,W-SIGNAL,200452,1E-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,2,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
222@200,CE46390728,200027,YARD,200464,W-SIGNAL,200452,1E-SIGNAL,200457,13-SWITCH,13-SWITCH,TRUE,3,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
222@200,CE46390728,200027,YARD,200464,W-SIGNAL,200452,1E-SIGNAL,200451,11-SWITCH,11-SWITCH,TRUE,4,200465;1-SWITCH;TRUE|200438;3-SWITCH;TRUE|200457;13-SWITCH;TRUE|200451;11-SWITCH;TRUE
254@200,FCD517439D,200027,YARD,200428,E-SIGNAL,200463,W-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,1,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
254@200,FCD517439D,200027,YARD,200428,E-SIGNAL,200463,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
254@200,FCD517439D,200027,YARD,200428,E-SIGNAL,200463,W-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,3,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
255@200,90FCB4E3F0,200027,YARD,200430,E-SIGNAL,200463,W-SIGNAL,200427,5-SWITCH,5-SWITCH,TRUE,1,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
255@200,90FCB4E3F0,200027,YARD,200430,E-SIGNAL,200463,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
255@200,90FCB4E3F0,200027,YARD,200430,E-SIGNAL,200463,W-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,3,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;FALSE
256@200,D2C97720F6,200027,YARD,200452,1E-SIGNAL,200463,W-SIGNAL,200451,11-SWITCH,11-SWITCH,TRUE,1,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
256@200,D2C97720F6,200027,YARD,200452,1E-SIGNAL,200463,W-SIGNAL,200457,13-SWITCH,13-SWITCH,TRUE,2,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
256@200,D2C97720F6,200027,YARD,200452,1E-SIGNAL,200463,W-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,3,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
256@200,D2C97720F6,200027,YARD,200452,1E-SIGNAL,200463,W-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,4,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
257@200,9EF7E928B1,200027,YARD,200453,1E-SIGNAL,200463,W-SIGNAL,200450,9-SWITCH,9-SWITCH,TRUE,1,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
257@200,9EF7E928B1,200027,YARD,200453,1E-SIGNAL,200463,W-SIGNAL,200457,13-SWITCH,13-SWITCH,FALSE,2,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
257@200,9EF7E928B1,200027,YARD,200453,1E-SIGNAL,200463,W-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,3,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
257@200,9EF7E928B1,200027,YARD,200453,1E-SIGNAL,200463,W-SIGNAL,200465,1-SWITCH,1-SWITCH,FALSE,4,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;FALSE
267@200,7D52B479E8,200027,YARD,200428,E-SIGNAL,200464,W-SIGNAL,200427,5-SWITCH,5-SWITCH,FALSE,1,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
267@200,7D52B479E8,200027,YARD,200428,E-SIGNAL,200464,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
267@200,7D52B479E8,200027,YARD,200428,E-SIGNAL,200464,W-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,3,200427;5-SWITCH;FALSE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
268@200,F7C996DC8C,200027,YARD,200430,E-SIGNAL,200464,W-SIGNAL,200427,5-SWITCH,5-SWITCH,TRUE,1,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
268@200,F7C996DC8C,200027,YARD,200430,E-SIGNAL,200464,W-SIGNAL,200438,3-SWITCH,3-SWITCH,FALSE,2,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
268@200,F7C996DC8C,200027,YARD,200430,E-SIGNAL,200464,W-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,3,200427;5-SWITCH;TRUE|200438;3-SWITCH;FALSE|200465;1-SWITCH;TRUE
269@200,980E121FCA,200027,YARD,200452,1E-SIGNAL,200464,W-SIGNAL,200451,11-SWITCH,11-SWITCH,TRUE,1,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
269@200,980E121FCA,200027,YARD,200452,1E-SIGNAL,200464,W-SIGNAL,200457,13-SWITCH,13-SWITCH,TRUE,2,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
269@200,980E121FCA,200027,YARD,200452,1E-SIGNAL,200464,W-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,3,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
269@200,980E121FCA,200027,YARD,200452,1E-SIGNAL,200464,W-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,4,200451;11-SWITCH;TRUE|200457;13-SWITCH;TRUE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
270@200,254D396262,200027,YARD,200453,1E-SIGNAL,200464,W-SIGNAL,200450,9-SWITCH,9-SWITCH,TRUE,1,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
270@200,254D396262,200027,YARD,200453,1E-SIGNAL,200464,W-SIGNAL,200457,13-SWITCH,13-SWITCH,FALSE,2,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
270@200,254D396262,200027,YARD,200453,1E-SIGNAL,200464,W-SIGNAL,200438,3-SWITCH,3-SWITCH,TRUE,3,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
270@200,254D396262,200027,YARD,200453,1E-SIGNAL,200464,W-SIGNAL,200465,1-SWITCH,1-SWITCH,TRUE,4,200450;9-SWITCH;TRUE|200457;13-SWITCH;FALSE|200438;3-SWITCH;TRUE|200465;1-SWITCH;TRUE
