code_line_number,code_line_name,code_station_number,station_name,control_point_number,control_point_name,ptc_site_name,subdivision_name,territory_assignment,control_address,indication_address,number_of_controls,number_of_indications,control_assignment_count,indication_assignment_count,control_assignments_full,indication_assignments_full
5,CDLN-5,1,CP SORRENTO,100010,SORRENTO,CP Sorrento,SAN DIEGO,100,73405050760202,73405050760202,24,24,24,24,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=BLANK:BLANK CONTROL|4=BLANK:BLANK CONTROL|5=2EGHS:2 EASTBOUND SIGNAL CONTROL|6=2WGHS:2 WESTBOUND SIGNAL CONTROL|7=4EGHS:4 EASTBOUND SIGNAL CONTROL|8=4WGHS:4 WESTBOUND CONTROL SIGNAL|9=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=BLANK:BLANK CONTROL|18=BLANK:BLANK CONTROL|19=BLANK:BLANK CONTROL|20=BLANK:BLANK CONTROL|21=BLANK:BLANK CONTROL|22=BLANK:BLANK CONTROL|23=BLANK:BLANK CONTROL|24=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=BLANK:BLANK INDICATION|4=BLANK:BLANK INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WGK:2 WESTBOUND SIGNAL INDICATION|7=4EGK:4 EASTBOUND SIGNAL INDICATION|8=4WGK:4 WESTBOUND SIGNAL INDICATION|9=1TK:1 OS TRACK INDICATION|10=3TK:3 OS TRACK INDICATION|11=2TEK:2 SIGNAL INTIME INDICATION|12=4TEK:4 SIGNAL INTIME INDICATION|13=2EAK:2 EASTBOUND TRACK INDICATION|14=2WAK:2 WESTBOUND TRACK INDICATION|15=4EAK:4 EASTBOUND TRACK INDICATION|16=4WAK:4 WESTBOUND TRACK INDICATION|17=POK:POWER OFF INDICATION|18=LCK:LOCAL CONTROL INDICATION|19=DOK:ILLEGAL ENTRY INDICATION|20=LOK:LIGHT OUT INDICATION|21=BLANK:BLANK INDICATION|22=BLANK:BLANK INDICATION|23=BLANK:BLANK INDICATION|24=BLANK:BLANK INDICATION
5,CDLN-5,1,CP PACIFIC,100011,PACIFIC,CP Pacific,SAN DIEGO,100,73405050530202,73405050530202,8,16,8,16,1=1NWS:1 NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=1RWS:1 REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=EGHS:EASTBOUND SIGNAL CONTROL|6=ECOGHS:E CALL-ON SIGNAL CONTROL|7=WGHS:WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EGK|6=1TK:1 OS TRACK INDICATION|7=WGK:WESTBOUND SIGNAL INDICATION|8=WBAK:WBAK|9=POK:POWER OFF INDICATION|10=LCK:LOCAL CONTROL INDICATION|11=TEK:SIGNAL INTIME INDICATION|12=DOK:DOOR OPEN INDICATION|13=LOK:LIGHT OUT INDICATION|14=ECOK:E CALL-ON SIGNAL CLEAR INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP SHELL,100012,SHELL,CP Shell,SAN DIEGO,100,73405050520202,73405050520202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=RWS:REVERSE SWITCH CONTROL|3=WGHS:WESTBOUND SIGNAL CONTROL|4=EGHS:EASTBOUND SIGNAL CONTROL|5=SIGSTOP:SGHS|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAAK:WAAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=BLANK:BLANK INDICATION|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK INDICATION|9=POK:POWER OFF INDICATION|10=BLANK:BLANK INDICATION|11=BLANK:BLANK INDICATION|12=BLANK:BLANK INDICATION|13=BLANK:BLANK INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP ESCONDIDO JCT,100013,ESCONDIDO JCT,CP Escondido Jct,SAN DIEGO,100,73405050540202,73405050540202,24,40,24,40,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=3NWS:3 NORMAL SWITCH CONTROL|4=3RWS:3 REVERSE SWITCH CONTROL|5=5NWS:5 NORMAL SWITCH CONTROL|6=5RWS:5 REVERSE SWITCH CONTROL|7=7NWS:7 NORMAL SWITCH CONTROL|8=7RWS:7 REVERSE SWITCH CONTROL|9=EBRQS:EBRQZ|10=2WCOHS:2W CALL-ON SIGNAL CONTROL|11=BLANK:BLANK CONTROL|12=4WCOGHS:4W CALL-ON SIGNAL CONTROL|13=BLANK:BLANK CONTROL|14=6WCOGHS:6W CALL-ON SIGNAL CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=2EGHS:2 EASTBOUND SIGNAL CONTROL|18=2WGHS:2 WESTBOUND SIGNAL CONTROL|19=4EGHS:4 EASTBOUND SIGNAL CONTROL|20=4WGHS:4 WESTBOUND SIGNAL CONTROL|21=6EGHS:6 EASTBOUND SIGNAL CONTROL|22=6WGHS:6 WESTBOUND SIGNAL CONTROL|23=4WGHS:4 WESTBOUND SIGNAL CONTROL|24=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=5NWK:5 NORMAL SWITCH INDICATION|6=5RWK:5 REVERSE SWITCH INDICATION|7=7NWK:7 NORMAL SWITCH INDICATION|8=7RWK:7 REVERSE SWITCH INDICATION|9=2WCOK:2W CALL-ON SIGNAL CLEAR INDICATION|10=4WCOK:4W CALL-ON SIGNAL CLEAR INDICATION|11=1TK:1 OS TRACK CIRCUIT INDICATION|12=1ATK:1A OS TRACK CIRCUIT INDICATION|13=3TK:3 OS TRACK CIRCUIT INDICATION|14=5TK:5 OS TRACK CIRCUIT INDICATION|15=6WCOK:6W CALL-ON SIGNAL CLEAR INDICATION|16=BLANK:BLANK INDICATION|17=2EGK:2E SIGNAL CLEAR INDICATION|18=2WGK:2W SIGNAL CLEAR INDICATION|19=4EGK:4E SIGNAL CLEAR INDICATION|20=4WGK:4W SIGNAL CLEAR INDICATION|21=6EGK:6E SIGNAL CLEAR INDICATION|22=6WGK:6W SIGNAL CLEAR INDICATION|23=EBRELK:EASTBOUND AUTHORIZATION INDICATION|24=WBRQK:WESTBOUND REQUEST INDICATION|25=2TEK:2E 2W SIGNALS IN TIME INDICATION|26=4TEK:4E 4W SIGNALS IN TIME INDICATION|27=6TEK:6E 6W SIGNALS IN TIME INDICATION|28=TK:TRACK CIRCUIT INDICATION|29=2WAK:2WA TRACK CIRCUIT INDICATION|30=BLANK:BLANK INDICATION|31=4EAK:4EA TRACK CIRCUIT INDICATION|32=4WAK:4WA TRACK CIRCUIT INDICATION|33=6EAK:6EA TRACK CIRCUIT INDICATION|34=WBAK:WBA TRACK CIRCUIT INDICATION|35=BLANK:BLANK INDICATION|36=BLANK:BLANK INDICATION|37=POK:POWER OFF INDICATION|38=LCK:LOCAL CONTROL INDICATION|39=LOK:SIGNAL LAMP OUT INDICATION|40=DOK:DOOR OPEN INDICATION
5,CDLN-5,1,CP SCRIPPS,100015,SCRIPPS,CP Scripps,SAN DIEGO,100,73405050800202,73405050800202,24,24,24,24,1=NWS:NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=RWS:REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=EGHS:EASTBOUND SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=WGHS:WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL|9=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=BLANK:BLANK CONTROL|18=BLANK:BLANK CONTROL|19=BLANK:BLANK CONTROL|20=BLANK:BLANK CONTROL|21=BLANK:BLANK CONTROL|22=BLANK:BLANK CONTROL|23=BLANK:BLANK CONTROL|24=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK CIRCUIT INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAAK:TRACK CIRCUIT INDICATION|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAK:TRACK CIRCUIT INDICATION|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|9=LCK:LOCAL CONTROL INDICATION|10=TEK:TIMER INDICATION|11=DOK:DOOR INDICATION|12=ECAK:TRACK CIRCUIT INDICATION|13=LOK:LIGHT OUT INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION|17=BLANK:BLANK INDICATION|18=BLANK:BLANK INDICATION|19=BLANK:BLANK INDICATION|20=BLANK:BLANK INDICATION|21=BLANK:BLANK INDICATION|22=BLANK:BLANK INDICATION|23=BLANK:BLANK INDICATION|24=BLANK:BLANK INDICATION
5,CDLN-5,1,CP LONGBOARD,100016,LONGBOARD,CP Longboard,SAN DIEGO,100,73405050560202,73405050560202,8,16,8,16,1=1NWS:1 NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=1RWS:1 REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=EGHS:EASTBOUND SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=WGHS:WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAAK:EAAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAK:WAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|9=LCK:LOCAL CONTROL|10=TEK:SIGNAL INTIME INDICATION|11=DOK:ILLEGAL ENTRY INDICATION|12=ECAK:ECAK|13=LOK:LIGHT OUT INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP FARR,100017,FARR,CP Farr,SAN DIEGO,100,73405050600202,73405050600202,24,24,28,23,1=NWS:NORMAL SWITCH CONTROL|2=BLANK:BLANK|3=1RWS:1 REVERSE SWITCH CONTROL|4=BLANK:BLANK|5=2EGHS:2 EAST SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=2WGHS:2 WEST SIGNAL CONTROL|8=BLANK:BLANK CONTROL|9=BLANK:BLANK CONTROL|9=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=3NWS:3 NORMAL SWITCH CONTROL|19=3RWS:3 REVERSE SWITCH CONTROL|21=4EGHS:4 EAST SIGNAL CONTROL|23=4WGHS:4 WEST SIGNAL CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2EAK:2EAK|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WAK:2WAK|7=2WGK:2 WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|9=LCK:LOCAL CONTROL INDICATION|10=2TEK:2 SIGNAL INTIME INDICATION|11=DOK:ILLEGAL ENTRY INDICATION|12=4TEK:4 SIGNAL INTIME INDICATION|13=LOK:LIGHT OUT INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION|17=3NWK:3 SWITCH NORMAL INDICATION|18=3TK:3TK|19=3RWK:3 REVERSE SWITCH INDICATION|20=4EAK:4EAK|21=4EGK:4 SIGNAL CONTROL|22=4WAK:4WAK|23=4WGK:4 SIGNAL INDICATION
5,CDLN-5,1,CP PONTO,100018,PONTO,CP Ponto,SAN DIEGO,100,73405050610202,73405050610202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=RWS:REVERSE SWITCH CONTROL|3=WHSR:WESTBOUND SIGNAL CONTROL|4=EHSR:EASTBOUND SIGNAL CONTROL|5=SIGSTOP:SGHS|6=TIMERST:TIMERST|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,1=NWKR:NORMAL SWITCH INDICATION|2=TKR:OS TRACK INDICATION|3=RWKR:REVERSE SWITCH INDICATION|4=EAATKR:EAATKR|5=WHKR:WESTBOUND SIGNAL INDICATION|6=WATKR:WATKR|7=EHKR:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK|9=POK:POWER OFF INDICATION|10=EBAK:EBAK|11=BLANK:BLANK INDICATION|12=NWRQR:NWRQR|13=RWRQR:RWRQR|14=WGRQR:WGRQR|15=EAGRQR:EAGRQR|16=EBGRQR:EBGRQR
5,CDLN-5,1,CP SWAMI,100019,SWAMI,CP Swami,SAN DIEGO,100,73405050620202,73405050620202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=RWS:REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=EGHS:EASTBOUND SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=WGHS:WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|9=LCK:LOCAL CONTROL|10=TEK:SIGNAL INTIME INDICATION|11=DOK:ILLEGAL ENTRY INDICATION|12=BLANK:BLANK INDICATION|13=LOK:LIGHT OUT INDICATION|14=WBAK:WBAK|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP CARDIFF,100020,CARDIFF,CP Cardiff,SAN DIEGO,100,73405050630202,73405050630202,24,24,24,24,1=1NWS:1 NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=1RWS:1 REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=2EGHS:2 EASTBOUND SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=2WGHS:2 WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL|9=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=3NWS:3 NORMAL SWITCH CONTROL|18=BLANK:BLANK CONTROL|19=3RWS:3 REVERSE SWITCH CONTROL|20=BLANK:BLANK CONTROL|21=4EGHS:4 EASTBOUND SIGNAL CONTROL|22=BLANK:BLANK CONTROL|23=4WGHS:4 WESTBOUND SIGNAL CONTROL|24=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2EAK:2EA TRACK CIRCUIT INDICATION|5=2EGK:2E SIGNAL CLEAR INDICATION|6=2WAK:2WA TRACK CIRCUIT INDICATION|7=2WGK:2W SIGNAL CLEAR INDICATION|8=POK:POWER OFF INDICATION|9=LCK:LOCAL CONTROL INDICATION|10=2TEK:2E 2W SIGNALS IN TIME INDICATION|11=DOK:DOOR OPEN INDICATION|12=4TEK:4E 4W SIGNALS IN TIME INDICATION|13=LOK:LAMP OUT INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION|17=3NWK:3 NORMAL SWITCH INDICATION|18=3TK:3 OS TRACK CIRCUIT INDICATION|19=3RWK:3 REVERSE SWITCH INDICATION|20=4EAK:4EA TRACK CIRCUIT INDICATION|21=4EGK:4E SIGNAL CLEAR INDICATION|22=4WAK:4WA TRACK CIRCUIT INDICATION|23=4WGK:4W SIGNAL CLEAR INDICATION|24=BLANK:BLANK INDICATION
5,CDLN-5,1,CP VALLEY,100022,VALLEY,CP Valley,SAN DIEGO,100,73405050650202,73405050650202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=BLANK:BLANK CONTROL|3=RWS:REVERSE SWITCH CONTROL|4=BLANK:BLANK CONTROL|5=EHZ:EASTBOUND SIGNAL CONTROL|6=BLANK:BLANK CONTROL|7=WHZ:WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=EAAK:EAAK|5=EHK:EASTBOUND SIGNAL INDICATION|6=WAK:WAK|7=WHK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|9=BLANK:BLANK INDICATION|10=TEK:SIGNAL INTIME INDICATION|11=BLANK:BLANK INDICATION|12=EBAK:EBAK|13=BLANK:BLANK INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP CROSBY,100023,CROSBY,CP Crosby,SAN DIEGO,100,73405050670202,73405050670202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=RWS:REVERSE SWITCH CONTROL|3=WHS:WESTBOUND SIGNAL CONTROL|4=EHS:EASTBOUND SIGNAL CONTROL|5=SIGSTOP:SGHS|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAAK:WAAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=EAK:EAK|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK|9=POK:POWER OFF INDICATION|10=BLANK:BLANK INDICATION|11=BLANK:BLANK INDICATION|12=BLANK:BLANK INDICATION|13=BLANK:BLANK INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP DEL MAR,100024,DEL MAR,CP Del Mar,SAN DIEGO,100,73405050700202,73405050700202,8,16,8,16,1=NWS:NORMAL SWITCH CONTROL|2=RWS:REVERSE SWITCH CONTROL|3=WGHS:WESTBOUND SIGNAL CONTROL|4=EGHS:EASTBOUND SIGNAL CONTROL|5=SIGSTOP:SGHS|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAK:WAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=EBAK:EBAK|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK INDICATION|9=POK:POWER OFF INDICATION|10=BLANK:BLANK INDICATION|11=BLANK:BLANK INDICATION|12=BLANK:BLANK INDICATION|13=BLANK:BLANK INDICATION|14=BLANK:BLANK INDICATION|15=BLANK:BLANK INDICATION|16=BLANK:BLANK INDICATION
5,CDLN-5,1,CP TORREY,100025,TORREY,CP Torrey,SAN DIEGO,100,73405050740202,73405050740202,24,24,24,24,1=1NWS:1 NORMAL SWITCH CONTROL|2=1 RWS:1 REVERSE SWITCH CONTROL|3=BLANK:BLANK CONTROL|4=BLANK:BLANK CONTROL|5=EGHS:EASTBOUND SIGNAL CONTROL|6=WGHS:WESTBOUND SIGNAL CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|9=BLANK:BLANK CONTROL|10=BLANK:BLANK CONTROL|11=BLANK:BLANK CONTROL|12=BLANK:BLANK CONTROL|13=BLANK:BLANK CONTROL|14=BLANK:BLANK CONTROL|15=BLANK:BLANK CONTROL|16=BLANK:BLANK CONTROL|17=BLANK:BLANK CONTROL|18=BLANK:BLANK CONTROL|19=BLANK:BLANK CONTROL|20=BLANK:BLANK CONTROL|21=BLANK:BLANK CONTROL|22=BLANK:BLANK CONTROL|23=BLANK:BLANK CONTROL|24=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=BLANK:BLANK INDICATION|4=BLANK:BLANK INDICATION|5=EGK:EASTBOUND SIGNAL INDICATION|6=WGK:WESTBOUND SIGNAL INDICATION|7=BLANK:BLANK INDICATION|8=BLANK:BLANK INDICATION|9=1TK:1 OS TRACK INDICATION|10=BLANK:BLANK INDICATION|11=TEK:SIGNAL INTIME INDICATION|12=BLANK:BLANK INDICATION|13=EAK:EAK|14=WAAK:WAAK|15=WCAK:WCAK|16=BLANK:BLANK INDICATION|17=POK:POWER OFF INDICATION|18=LCK:LOCAL CONTROL INDICATION|19=DOK:DOOR OPEN INDICATION|20=LOK:LIGHT OUT INDICATION|21=BLANK:BLANK INDICATION|22=BLANK:BLANK INDICATION|23=BLANK:BLANK INDICATION|24=BLANK:BLANK INDICATION
5,CDLN-5,1,CP MIRAMAR,100027,MIRAMAR,CP Miramar,SAN DIEGO,100,73405050820202,73405050820202,24,24,24,24,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=3NWS:3 NORMAL SWITCH CONTROL|4=3RWS:3 REVERSE SWITCH CONTROL|5=2EGHS:2 EASTBOUND SIGNAL CONTROL|6=2WGHS:2 WESTBOUND SIGNAL CONTROL|7=BLANK:BLANK|8=BLANK:BLANK|9=BLANK:BLANK|10=BLANK:BLANK|11=BLANK:BLANK|12=BLANK:BLANK|13=BLANK:BLANK|14=BLANK:BLANK|15=BLANK:BLANK|16=BLANK:BLANK|17=BLANK:BLANK|18=BLANK:BLANK|19=BLANK:BLANK|20=BLANK:BLANK|21=BLANK:BLANK|22=BLANK:BLANK|23=BLANK:BLANK|24=BLANK:BLANK,1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2-4WGK:2-4 WESBOUND SIGNAL INDICATION|7=BLANK:BLANK|8=BLANK:BLANK|9=TK:1 OS CIRCIUT INDICATION|10=BLANK:BLANK|11=TEK:TIMER INDICATION|12=BLANK:BLANK|13=2EAK:2 EAST TRACK CIRCUIT INDICATION|14=2WAAK:2 WEST A TRACK CIRCUIT INDICATION|15=BLANK:BLANK|16=4WAK:4 WEST TRACK CIRCUIT INDICATION|17=2WCAK:2 WEST C TRACK CIRCUIT INDICATION|18=POK:POWER OFF INDICAITON|19=LCK:LOCAL CONTROL INDICATION|20=DOK:DOOR INDICATION|21=LOK:LIGHT OUT INDICATION|22=BLANK:BLANK|23=BLANK:BLANK|24=BLANK:BLANK
5,CDLN-5,1,CP ASH,100033,ASH,CP Ash,SAN DIEGO,100,73405050940202,73405050940202,24,48,24,48,1=1NWS:1 NORMAL SWITCH CONTROL|2=BLANK:BLANK|3=1RWS:1 REVERSE SWITCH CONTROL|4=BLANK:BLANK|5=2EGHS:2 EASTBOUND SIGNAL CONTROL|6=2ECOGHS:2 EAST SIGNAL CALL-ON|7=2WGHS:2 WESTBOUND SIGNAL CONTROL|8=BLANK:BLANK CONTROL|9=3NWS:3 NORMAL SWITCH CONTROL|10=BLANK:BLANK CONTROL|11=3RWS:3 REVERSE SWITCH CONTROL|12=BLANK:BLANK CONTROL|13=5NWS:5 NORMAL SWITCH CONTROL|14=BLANK:BLANK CONTROL|15=5RWS:5 REVERSE SWITCH CONTROL|16=BLANK:BLANK CONTROL|17=7NWS:7 NORMAL SWITCH CONTROL|18=BLANK:BLANK CONTROL|19=7RWS:7 REVERSE SWITCH CONTROL|20=BLANK:BLANK CONTROL|21=4EGHS:4 EASTBOUND SIGNAL CONTROL|22=4ECOGHS:4 EAST SIGNAL CALL-ON|23=4WGHS:4 WESTBOUND SIGNAL CONTROL|24=BLANK:BLANK CONTROL,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2WAAK:2WAAK|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WBAK:2WBAK|7=2WGK:2 WESTBOUND SIGNAL INDICATION|8=2TEK:2 SIGNAL INTIME INDICATION|9=3NWK:3 NORMAL SWITCH INDICATION|10=2EAK:2EAK|11=3RWK:3 REVERSE SWITCH INDICATION|12=4WAAK:4WAAK|13=5NWK:5 NORMAL SWITCH INDICATION|14=4WBAK:4WBAK|15=5RWK:5 REVERSE SWITCH INDICATION|16=4EAK:4EAK|17=7NWK:7 NORMAL SWITCH INDICATION|18=3TK:3 OS TRACK INDICATION|19=7RWK:7 REVERSE SWITCH INDICATION|20=BLANK:BLANK INDICATION|21=4EGK:4 EASTBOUND SIGNAL INDICATION|22=BLANK:BLANK INDICATION|23=4WGK:4 WESTBOUND SIGNAL INDICATION|24=4TEK:4 SIGNAL INTIME INDICATION|25=POK:POWER OFF INDICATION|26=LOK:LIGHT OUT INDICATION|27=LCK:LOCAL CONTROL INDICATION|28=DOK:ILLEGAL ENTRY INDICATION|29=2ECOK:2 EAST SIGNAL CALL-ON INDICATION|30=4ECOK:4 EAST SIGNAL CALL-ON INDICATION|31=BLANK:BLANK INDICATION|32=BLANK:BLANK INDICATION|33=BLANK:BLANK INDICATION|34=BLANK:BLANK INDICATION|35=BLANK:BLANK INDICATION|36=BLANK:BLANK INDICATION|37=BLANK:BLANK|38=BLANK:BLANK INDICATION|39=BLANK:BLANK INDICATION|40=BLANK:BLANK INDICATION|41=BLANK:BLANK INDICATION|42=BLANK:BLANK INDICATION|43=BLANK:BLANK INDICATION|44=BLANK:BLANK INDICATION|45=BLANK:BLANK INDICATION|46=BLANK:BLANK INDICATION|47=BLANK:BLANK INDICATION|48=BLANK:BLANK INDICATION
