component_family,assignment_owner_type,reference_column,reference_kind,reference_format,structural_class,preferred_scope_source,subdivision_name,row_count,distinct_component_count,distinct_parent_control_point_count,scope_code_lines,scope_candidate_count_values,has_resolved_sibling_row_count,candidate_examples,resolved_sibling_examples
control_point,direct_control_point_slot,CPIND6,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,25,25,25,5,16|23|24|40|48,0,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|1=1NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITHC INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WGK:2 WESTBOUND SIGNAL INDICATION|7=4EGK:4 EASTBOUND SIGNAL INDICATION|8=4WGK:4 WESTBOUND SIGNAL INDICATION|1=NWK:NORMAL SWITCH INDICATION|3=RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|4=2EAAK:2EAAK|5=2EHK:2 EASTBOUND SIGNAL INDICATION|6=2WAAK:2WAAK,
control_point,direct_control_point_slot,CPIND7,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,25,25,25,5,16|23|24|40|48,0,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|1=1NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITHC INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WGK:2 WESTBOUND SIGNAL INDICATION|7=4EGK:4 EASTBOUND SIGNAL INDICATION|8=4WGK:4 WESTBOUND SIGNAL INDICATION|1=NWK:NORMAL SWITCH INDICATION|3=RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|4=2EAAK:2EAAK|5=2EHK:2 EASTBOUND SIGNAL INDICATION|6=2WAAK:2WAAK,
control_point,direct_control_point_slot,CPIND8,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,25,25,25,5,16|23|24|40|48,0,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|1=1NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITHC INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WGK:2 WESTBOUND SIGNAL INDICATION|7=4EGK:4 EASTBOUND SIGNAL INDICATION|8=4WGK:4 WESTBOUND SIGNAL INDICATION|1=NWK:NORMAL SWITCH INDICATION|3=RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|4=2EAAK:2EAAK|5=2EHK:2 EASTBOUND SIGNAL INDICATION|6=2WAAK:2WAAK,
control_point,direct_control_point_slot,CPIND9,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,25,25,25,5,16|23|24|40|48,0,1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|1=1NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITHC INDICATION|3=3NWK:3 NORMAL SWITCH INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WGK:2 WESTBOUND SIGNAL INDICATION|7=4EGK:4 EASTBOUND SIGNAL INDICATION|8=4WGK:4 WESTBOUND SIGNAL INDICATION|1=NWK:NORMAL SWITCH INDICATION|3=RWK:REVERSE SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|4=2EAAK:2EAAK|5=2EHK:2 EASTBOUND SIGNAL INDICATION|6=2WAAK:2WAAK,
control_point,direct_control_point_slot,CPCTL1,control,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=WGHCOS:SIGNAL CALL ON|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|3=3NWS:DERAIL POSITION|4=3RWS:RAILMOVEMENT POSITION|5=1EGHS:1 EASTBOUND SIGNAL CONTROL|6=1WGHS:1 WESTBOUND SIGNAL CONTROL|7=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|5=BLANK:BLANK CONTROL|7=EGNS:EGNS|1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=CREGHS:SIGNAL CLEAR|4=1ENSSZ:1E SIGNAL NEAR SIDE SIGNAL CONTROL|5=CRWGHS:SIGNAL CLEAR|6=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|3=R1EGHS:SIGNAL CLEAR|4=R1EGNS:TRAIN READY|5=R2EGHS:SIGNAL CLEAR,
control_point,direct_control_point_slot,CPCTL2,control,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=WGHCOS:SIGNAL CALL ON|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|3=3NWS:DERAIL POSITION|4=3RWS:RAILMOVEMENT POSITION|5=1EGHS:1 EASTBOUND SIGNAL CONTROL|6=1WGHS:1 WESTBOUND SIGNAL CONTROL|7=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|5=BLANK:BLANK CONTROL|7=EGNS:EGNS|1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=CREGHS:SIGNAL CLEAR|4=1ENSSZ:1E SIGNAL NEAR SIDE SIGNAL CONTROL|5=CRWGHS:SIGNAL CLEAR|6=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|3=R1EGHS:SIGNAL CLEAR|4=R1EGNS:TRAIN READY|5=R2EGHS:SIGNAL CLEAR,
control_point,direct_control_point_slot,CPCTL3,control,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=WGHCOS:SIGNAL CALL ON|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|3=3NWS:DERAIL POSITION|4=3RWS:RAILMOVEMENT POSITION|5=1EGHS:1 EASTBOUND SIGNAL CONTROL|6=1WGHS:1 WESTBOUND SIGNAL CONTROL|7=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|5=BLANK:BLANK CONTROL|7=EGNS:EGNS|1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=CREGHS:SIGNAL CLEAR|4=1ENSSZ:1E SIGNAL NEAR SIDE SIGNAL CONTROL|5=CRWGHS:SIGNAL CLEAR|6=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|3=R1EGHS:SIGNAL CLEAR|4=R1EGNS:TRAIN READY|5=R2EGHS:SIGNAL CLEAR,
control_point,direct_control_point_slot,CPCTL4,control,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=WGHCOS:SIGNAL CALL ON|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|3=3NWS:DERAIL POSITION|4=3RWS:RAILMOVEMENT POSITION|5=1EGHS:1 EASTBOUND SIGNAL CONTROL|6=1WGHS:1 WESTBOUND SIGNAL CONTROL|7=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|5=BLANK:BLANK CONTROL|7=EGNS:EGNS|1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=CREGHS:SIGNAL CLEAR|4=1ENSSZ:1E SIGNAL NEAR SIDE SIGNAL CONTROL|5=CRWGHS:SIGNAL CLEAR|6=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|3=R1EGHS:SIGNAL CLEAR|4=R1EGNS:TRAIN READY|5=R2EGHS:SIGNAL CLEAR,
control_point,direct_control_point_slot,CPCTL5,control,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,1=1NWS:1 NORMAL SWITCH CONTROL|2=1RWS:1 REVERSE SWITCH CONTROL|3=EGHS:EASTBOUND SIGNAL CONTROL|4=WGHS:WESTBOUND SIGNAL CONTROL|5=WGHCOS:SIGNAL CALL ON|6=BLANK:BLANK CONTROL|7=BLANK:BLANK CONTROL|8=BLANK:BLANK CONTROL|3=3NWS:DERAIL POSITION|4=3RWS:RAILMOVEMENT POSITION|5=1EGHS:1 EASTBOUND SIGNAL CONTROL|6=1WGHS:1 WESTBOUND SIGNAL CONTROL|7=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|5=BLANK:BLANK CONTROL|7=EGNS:EGNS|1=BLANK:BLANK CONTROL|2=BLANK:BLANK CONTROL|3=CREGHS:SIGNAL CLEAR|4=1ENSSZ:1E SIGNAL NEAR SIDE SIGNAL CONTROL|5=CRWGHS:SIGNAL CLEAR|6=1WNSSZ:1W SIGNAL NEAR SIDE SIGNAL CONTROL|3=R1EGHS:SIGNAL CLEAR|4=R1EGNS:TRAIN READY|5=R2EGHS:SIGNAL CLEAR,
control_point,direct_control_point_slot,CPIND10,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND11,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,ESCONDIDO,23,23,23,,,0,,
control_point,direct_control_point_slot,CPIND12,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,ESCONDIDO,23,23,23,,,0,,
control_point,direct_control_point_slot,CPIND13,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,ESCONDIDO,23,23,23,,,0,,
control_point,direct_control_point_slot,CPIND5,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND6,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND7,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND8,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND9,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,23,23,23,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|6|7|8|9,24|48,0,"1=1NWK:1 NORMAL SWITCH INDICATION|2=1RWK:1 REVERSE SWITCH INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=TK:OS TRACK INDICATION|7=10STK:10STK|8=20STK:20STK|3=3NWK:RAILMOVEMENT INDICATION|4=3RWK:3 REVERSE SWITCH INDICATION|5=1EGK:1 EASTBOUND SIGNAL INDICATION|6=1WGK:1 WESTBOUND SIGNAL INDICATION|7=1WNSSK:1W SIGNAL NEAR SIDE SIGNAL INDICATION|8=1TEK:1 SIGNAL INTIME INDICATION|7=1EABK:MAIN 1, EAST TRACK INDICATION|8=1021BK:1021BK|6=CHSTK:CHSTK|7=3EATK:3EATK|8=1WABK:MAIN 1, WEST TRACK INDICATION|1=BLANK:BLANK|2=BLANK:BLANK|3=CREGK:SIGNAL CLEAR|4=1ENSSK:1E SIGNAL NEAR SIDE SIGNAL INDICATION|5=CRWGK:SIGNAL CLEAR",
control_point,direct_control_point_slot,CPIND4,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,8,8,8,5,16|24,0,1=1NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=1RWK:REVERSE SWITCH INDICATION|4=EAK:EAK|5=EGK:EASTBOUND SIGNAL INDICATION|6=WAAK:WAAK|7=WGK:WESTBOUND SIGNAL INDICATION|8=POK:POWER OFF INDICATION|1=1NWK:1 NORMAL SWITCH INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2EAK:2EAK|5=2EGK:2 EASTBOUND SIGNAL INDICATION|6=2WAK:2WAK|7=2WGK:2 WESTBOUND SIGNAL INDICATION|1=NWK:NORMAL SWITCH INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAAK:WAAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=BLANK:BLANK INDICATION|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK INDICATION|1=NWKR:NORMAL SWITCH INDICATION|2=TKR:OS TRACK INDICATION|3=RWKR:REVERSE SWITCH INDICATION,
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,6,6,6,5,16|24,0,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAAK:WAAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=BLANK:BLANK INDICATION|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK INDICATION|1=NWKR:NORMAL SWITCH INDICATION|2=TKR:OS TRACK INDICATION|3=RWKR:REVERSE SWITCH INDICATION|4=EAATKR:EAATKR|5=WHKR:WESTBOUND SIGNAL INDICATION|6=WATKR:WATKR|7=EHKR:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK|1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2EAK:2EA TRACK CIRCUIT INDICATION|5=2EGK:2E SIGNAL CLEAR INDICATION|6=2WAK:2WA TRACK CIRCUIT INDICATION|7=2WGK:2W SIGNAL CLEAR INDICATION|8=POK:POWER OFF INDICATION,
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,SAN DIEGO,5,5,5,5,16|24,0,1=NWK:NORMAL SWITCH INDICATION|2=TK:OS TRACK INDICATION|3=RWK:REVERSE SWITCH INDICATION|4=WAAK:WAAK|5=WHK:WESTBOUND SIGNAL INDICATION|6=BLANK:BLANK INDICATION|7=EHK:EASTBOUND SIGNAL INDICATION|8=BLANK:BLANK INDICATION|1=1NWK:1 NORMAL SWITCH INDICATION|2=1TK:1 OS TRACK INDICATION|3=1RWK:1 REVERSE SWITCH INDICATION|4=2EAK:2EA TRACK CIRCUIT INDICATION|5=2EGK:2E SIGNAL CLEAR INDICATION|6=2WAK:2WA TRACK CIRCUIT INDICATION|7=2WGK:2W SIGNAL CLEAR INDICATION|8=POK:POWER OFF INDICATION|4=EAAK:EAAK|5=EHK:EASTBOUND SIGNAL INDICATION|6=WAK:WAK|7=WHK:WESTBOUND SIGNAL INDICATION|6=EAK:EAK|8=BLANK:BLANK|4=WAK:WAK|6=EBAK:EBAK,
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,3,3,3,16|26|28,24|48,0,"1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=1EABK:MAIN 1, EAST TRACK INDICATION|7=1WABK:MAIN 1, WEST TRACK INDICATION|8=1191BK:1191BK|1=7NWK:7 NORMAL SWITCH INDICATION|2=7RWK:7 REVERSE SWITCH INDICATION|3=5EGK:5 EASTBOUND SIGNAL INDICATION|4=5WGK:5 WESTBOUND SIGNAL INDICATION|5=5TEK:SIGNAL INTIME INDICATION|6=CTK:CTK|7=5WATK:5WATK|8=7BLK:7B SWITCH LOCK INDICATION",
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,3,3,3,16|26|28,24|48,0,"1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=V1EGK:SIGNAL CLEAR|4=V1EGNK:RELEASE TRAIN|5=V2EGK:SIGNAL CLEAR|6=V2EGNK:RELEASE TRAIN|7=V1ETEK:SIGNAL CLEAR|8=V2ETEK:SIGNAL CLEAR|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=1EABK:MAIN 1, EAST TRACK INDICATION|7=1WABK:MAIN 1, WEST TRACK INDICATION|8=1191BK:1191BK|1=7NWK:7 NORMAL SWITCH INDICATION|2=7RWK:7 REVERSE SWITCH INDICATION|3=5EGK:5 EASTBOUND SIGNAL INDICATION|4=5WGK:5 WESTBOUND SIGNAL INDICATION|5=5TEK:SIGNAL INTIME INDICATION|6=CTK:CTK|7=5WATK:5WATK|8=7BLK:7B SWITCH LOCK INDICATION",
control_point,direct_control_point_slot,CPIND1,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,SAN DIEGO,2,2,2,,,0,,
control_point,direct_control_point_slot,CPIND10,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,SAN DIEGO,2,2,2,,,0,,
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,SAN DIEGO,2,2,2,,,0,,
control_point,direct_control_point_slot,CPIND2,indication,code_line_station_control_point,scoped_zero_first_without_resolved_sibling,component_codeline,ESCONDIDO,2,2,2,26|28,24|48,0,"1=BLANK:BLANK INDICATION|2=BLANK:BLANK INDICATION|3=EGK:EASTBOUND SIGNAL INDICATION|4=WGK:WESTBOUND SIGNAL INDICATION|5=TEK:SIGNAL INTIME INDICATION|6=1EABK:MAIN 1, EAST TRACK INDICATION|7=1WABK:MAIN 1, WEST TRACK INDICATION|8=1191BK:1191BK|1=7NWK:7 NORMAL SWITCH INDICATION|2=7RWK:7 REVERSE SWITCH INDICATION|3=5EGK:5 EASTBOUND SIGNAL INDICATION|4=5WGK:5 WESTBOUND SIGNAL INDICATION|5=5TEK:SIGNAL INTIME INDICATION|6=CTK:CTK|7=5WATK:5WATK|8=7BLK:7B SWITCH LOCK INDICATION",
control_point,direct_control_point_slot,CPIND3,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,SAN DIEGO,2,2,2,,,0,,
control_point,direct_control_point_slot,CPIND4,indication,code_line_station_control_point_bit,unscoped_zero_first_without_resolved_sibling,,SAN DIEGO,2,2,2,,,0,,
