database_name,table_name,column_name,ordinal_position,data_type,row_count,non_empty_count,empty_count,distinct_non_empty_count,max_length,sample_values,profile_source_csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledBulletin,91,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledByPerson,92,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledTimeStamp,93,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,TrackBlocked,94,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,TrackOutOfService,95,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,GeneralInformationTGBO,96,,19,19,0,2,5,False|True,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,GeneralInformationDOB,97,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,BulletinInitialedByList,98,,19,19,0,7,3,RJB|SME|MLF|EMW|EAA|GC|DJG,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCComponents,99,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCTrackSegments,100,,19,15,4,15,3190,300;SAN DIEGO;259.9;;260.1;;;MT1;2;TRUE|301;SAN DIEGO;265;;266;;;MT2;2;TRUE|301;SAN DIEGO;265;;266;;;MT1;2;TRUE|301;SAN DIEGO;265.1499;;265.2493;;;XO;2;TRUE|458;SAN DIEGO;234.3922;;235.4;;;MAIN;2;TRUE|458;SAN DIEGO;234.3881;;234.5023;;;TO;2;TRUE|458;SAN DIEGO;233.7;;234.3881;;;MT1;2;TRUE|458;SAN DIEGO;233.7;;234.3922;;;MT2;2;TRUE|459;SAN DIEGO;243.9;;245.8;;;MAIN;2;TRUE|459;SAN DIEGO;243.9;;243.9551;;;TO;2;TRUE|526;SAN DIEGO;0;;0;;;NONE;2;TRUE|533;SAN DIEGO;0;;0;;;NONE;2;TRUE|535;SAN DIEGO;0;;0;;;NONE;2;TRUE|536;ESCONDIDO;0;;0;;;NONE;1;TRUE,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCBulletinText,101,,19,19,0,19,1220,"Track Bulletin No 300|San Diego Sub|Between MP 259.9 And MP 260.1 |75 MPH Psgr Trains|30 MPH Freight Trains|Mt1|Eastbound Flags Are Displayed On The Left Hand Side. ||Track Bulletin No 301|San Diego Sub|Between MP 265.0 And MP 266.0 |35 MPH|All Tracks|Short Flag At Mp 267.00 ||Track Bulletin No 457|Escondido Sub|On March 24 |From 0700 Until 1530|Between MP 110.0 And MP 111.4|All Tracks|Foreman S Cassell||Track Bulletin No 458|San Diego Sub|On March 24 |From 0630 Until 1700|Between MP 233.7 And MP 235.4|All Tracks|Foreman J. Vincent||Track Bulletin No 459|San Diego Sub|On March 24 |From 0630 Until 1600|Between MP 243.9 And MP 245.8|Main Track|Foreman G. Gwin||Track Bulletin No 526|San Diego Sub|AT MP 244.3 WESTBOUND WHISTLE BOARD SIGN WAS |REMOVED DUE TO CONSTRUCTION. ||Track Bulletin No 533|San Diego Sub|MP 216.28 CP DON SWITCH NUMBER 1X IS TAGGED OUT OF |SERVICE WITH POINT CLAMP LINED FOR MAIN TRACK |MOVEMENT PER MOS. | |MP 231.34 SDGE SWITCH IS TAGGED OUT OF SERVICE, |SPIKED AND LINED FOR MAIN TRACK TWO MOVEMENT. | |MP 251.1 TO MP 251.3 BARRIER ON RIGHT OF WAY FOR |ROAD CLOSURE, ON ACCOUNT OF EROSION. | |MP 265.6 WASHINGTON STREET WYE EAST LEG IS TAGGED |OUT OF SERVICE, SPIKED AND LINED FOR MAIN TRACK |TWO MOVEMENT. ||Track Bulletin No 535|San Diego Sub|NORTH COUNTY TRANSIT - SAN DIEGO RAILROAD (NCTD) |IS CURRENTLY OPERATING UNDER THE GENERAL CODE OF |OPERATING RULES (GCOR), NINTH EDITION, OCTOBER 8, |2025, AT 0001. | |BEGINNING SUNDAY, FEBRUARY 01, 2026, AT 0001 |HOURS, GENERAL ORDER #8S IS IN EFFECT. |",exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,MilePostBeginPrefix,102,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,MilePostEndPrefix,103,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,HeadEndRestrictionOnly,104,,19,19,0,2,5,False|True,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCCompositionCRC,105,,19,19,0,16,10,31917109|4208241710|0|1893411913|3536691502|3448799745|2330573059|2519348328,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,ObjectCRC,106,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,SystemWideBulletin,107,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,NonBlockingBulletin,108,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CorrelatingRestrictionUID,109,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelReason,110,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,OnBoardCRC,111,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledBulletinUID,112,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledBulletinGUID,113,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelledBulletinCRC,114,,19,19,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,IsNonControlledTrack,115,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,BulletinDirection,116,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,MobileID,117,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,DelayCode,118,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,DelayExcused,119,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,OnTrain,120,,19,19,0,1,4,True,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CreateRequestedBy,121,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,CancelRequestedBy,122,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,DCActivity,123,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,AssociatedIncidentReport,124,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,AutoBlockUID,125,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,AutoBlockWarning,126,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,IsPTC,127,,19,19,0,2,5,True|False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,ModifiedBulletinGuid,128,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,ModifiedBulletinNum,129,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,ModifiedBulletinVerbiage,130,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,ModifiedBy,131,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,RICBulletinCRC,132,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,RICBulletinCancellationCRC,133,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCReference,134,,19,0,19,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PTCStatus,135,,19,19,0,1,4,NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,PassengerOnlySpeedRestriction,136,,19,19,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblSystemBulletins,Version,137,,19,17,2,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.bulletin_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,TrainSheetGUID,1,,130,130,0,11,36,04D05968-BFE2-4675-8D05-3C9F8798FF3A|BA89992B-4F97-45B7-ABAD-198609FF62CB|D9A854AF-E94F-41A3-8AFC-E35F76690015|E6786EA2-0E2D-45EC-8E88-B13391C2D086|48A78D62-D53A-490E-A8F5-E00230A4255C|77D8A7B5-ADA8-4298-9033-38E7C495927D|CA826A71-EDF6-4CA5-933A-AF1B5FF60D2F|8514F930-F700-4EC8-9D3C-12D8A8044FF6,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,OsPoint,2,,130,130,0,40,13,LOOP EAST|HOLDOUT|YARD|LOOP WEST|SWAMI|MISSY|PONTO|FARR,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,OsTime,3,,130,130,0,130,22,2026-03-24 오전 2:04:13|2026-03-24 오전 1:32:25|2026-03-24 오전 1:31:10|2026-03-23 오후 11:41:37|2026-03-23 오후 11:39:48|2026-03-23 오후 11:35:19|2026-03-23 오후 11:31:57|2026-03-23 오후 11:28:50,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,TrackGUID,4,,130,130,0,52,6,200380|200100|200426|200312|100346|200292|100330|100760,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,SubName,5,,130,130,0,2,9,ESCONDIDO|SAN DIEGO,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,ReportData,6,,130,130,0,130,176,RCAL0253 23|3/24/2026 02:04:13|0|7|215|505||BNSF 171;|LOOP EAST|200019||NONE|0|BNSF 154|NONE||RCAL0253 23|3/24/2026 01:32:25|0|7|215|505||BNSF 171;|HOLDOUT|200026||NONE|0|BNSF 154|NONE||RCAL0253 23|3/24/2026 01:31:10|0|7|215|505||BNSF 171;|YARD|200027||NONE|0|BNSF 154|NONE||RCAL0253 23|3/23/2026 23:41:37|4|0|530|358||BNSF 154;|YARD|200027||NONE|0|BNSF 171|NONE||RCAL0253 23|3/23/2026 23:39:48|4|0|530|358||BNSF 154;|HOLDOUT|200026||NONE|0|BNSF 171|NONE||RCAL0253 23|3/23/2026 23:35:19|4|0|530|358||BNSF 154;|LOOP EAST|200019||NONE|0|BNSF 171|NONE||RCAL0253 23|3/23/2026 23:31:57|4|0|530|358||BNSF 154;|LOOP WEST|200017||NONE|0|BNSF 171|NONE||VSBDSDG4 23|3/23/2026 23:28:50|0|56|2878|5400||BNSF 6142;|SWAMI|100019||NONE|0|BNSF 8368|NONE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,RecordGUID,7,,130,130,0,130,36,CA07F57F-1071-4BB9-B6A9-A727C8AE2A01|AEA2CE6E-0968-4E67-AD52-83F9519545D7|5EE26B7E-F06D-489F-B9D7-E21013B149C3|1CA31C4B-E798-4E8C-9840-BC134BFCBF11|44A3353D-E531-4AEF-9566-ADDD7199CD71|21169C20-B0E7-4D8E-AEE6-1525210D3FFC|5D5434D0-938B-4849-B18C-A49B1ED1F04A|E9B8C840-1EA5-4574-9913-CB69020DE1E7,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,Direction,8,,130,0,130,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainOsEventsActive,EventCreator,9,,130,130,0,6,23,"CANADA, GLORIA {GC}|ANDROVICH, ERINA {EAA}|VUNCANNON, KRYSTAL {KV}|GEDDES, DEBBIE {DJG}|EVANS, SHALENE {SME}|BRIDGES, ROSEMARY {RJB}",exports\raw\sql_foundation\tmdsDatabaseDynamic.os_event_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Symbol,1,,310,310,0,310,18,A1562|A1591|A1765|A1769|A1770|A1774|A1777|A1784,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngineID,2,,310,116,194,48,10,X|AMTK 6904|AMTK 6908|BNSF 6161|BNSF 6562|NCTC 2304|NCTC 2309|NCTC 5001,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,InUsed,3,,310,310,0,2,1,0|1,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Subdivision,4,,310,310,0,4,4,NONE|2|0|1,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,TerritoryAssignmentID,5,,310,310,0,3,3,0|100|200,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,TrackGUID,6,,310,310,0,12,6,0|100921|100156|200578|200859|200861|100449|100153,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,OsEvents,7,,310,204,106,6,21,NONE|NOT AVAILABLE|22:52 (ESCONDIDO JCT)|02:04 (LOOP EAST)|14:23 (YARD)|23:28 (SWAMI),exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,SymbolComment,8,,310,198,112,1,4,NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Direction,9,,310,309,1,3,6,WEST|EAST|NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CallTime,10,,310,310,0,127,22,2025-06-07 오전 12:01:00|2026-03-24 오전 12:01:00|2026-03-24 오전 12:54:00|2023-07-24 오전 12:01:00|2024-09-09 오전 12:01:00|2023-04-29 오전 12:01:00|2023-03-20 오전 12:01:00|2025-01-14 오전 7:00:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Units,11,,310,67,243,26,44,CDTX 2118||CDTX 2110||BNSF 6735||NCTC 5002||NCTC 5001||NCTC 2309||NCTC 5005||NCTC 2308|,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,UnitComment,12,,310,198,112,1,4,NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DepTime,13,,310,310,0,165,22,2025-06-07 오전 4:50:00|2026-03-24 오전 4:20:00|2026-03-24 오전 5:20:00|2026-03-24 오전 12:00:00|2023-07-24 오후 2:31:00|2026-03-24 오전 4:31:00|2026-03-24 오전 4:50:00|2024-09-09 오전 8:50:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,ArrTime,14,,310,310,0,161,22,2025-06-07 오전 5:20:00|2026-03-24 오전 4:50:00|2026-03-24 오전 5:50:00|2026-03-24 오전 12:00:00|2023-07-24 오후 3:01:00|2026-03-24 오전 5:01:00|2026-03-24 오전 5:20:00|2024-09-09 오전 9:20:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,FinalTime,15,,310,310,0,62,22,2025-06-07 오전 12:01:00|2026-03-24 오전 12:01:00|1900-01-01 오전 12:00:00|2023-07-24 오전 12:01:00|2024-09-09 오전 12:01:00|2023-04-29 오전 12:01:00|2023-03-20 오전 12:01:00|2024-06-25 오전 2:01:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,OLoads,16,,310,310,0,11,2,0|6|1|40|2|3|4|7,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,OEmts,17,,310,310,0,5,2,0|40|7|56|43,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,OTons,18,,310,310,0,18,4,0|565|49|4500|178|267|356|64,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,OLength,19,,310,310,0,17,4,0|582|94|5280|327|412|497|138,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DLoads,20,,310,310,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DEmts,21,,310,310,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DTons,22,,310,310,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DLength,23,,310,310,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,MaxSpd,24,,310,310,0,4,2,0|90|55|30,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,HorsePowerTrailing,25,,310,0,310,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,TonsPerOperativeBrake,26,,310,310,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,HazMat,27,,310,310,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,HighWide,28,,310,310,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Origin,29,,310,198,112,6,11,LOS ANGELES|SAN DIEGO|OCEANSIDE|SMF|OTC|SONGS,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,Dest,30,,310,198,112,7,11,SAN DIEGO|LOS ANGELES|OCEANSIDE|OTC|SONGS|SMF|EASTBROOK,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EOTD,31,,310,198,112,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,HOTD,32,,310,198,112,1,4,NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngName,33,,310,166,144,48,26,"BOBOWICZ, K|BORREGO, D|ALVAREZ, E.|BANCROFT, GEORGE|CULP, C.S|LESINSKI, D|BOWLER, E|SMITH, A",exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngOnDuty,34,,310,310,0,62,22,1900-01-01 오전 12:00:00|2026-03-24 오전 4:20:00|2026-03-24 오전 6:20:00|2026-03-24 오전 1:01:00|2026-03-24 오전 4:06:00|2026-03-24 오후 1:11:00|2026-03-24 오후 4:01:00|2026-03-24 오전 11:10:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngTimeUp,35,,310,310,0,62,22,1900-01-01 오전 12:00:00|2026-03-24 오후 4:20:00|2026-03-24 오후 6:20:00|2026-03-24 오전 1:01:00|2026-03-24 오후 4:06:00|2026-03-25 오전 1:11:00|2026-03-25 오전 4:01:00|2026-03-24 오후 11:10:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondName,36,,310,188,122,50,17,"PIERCE, N|WILLIAMS, K.|CAMERON, D|LAPP, E|MUNOZ, M|SANDLIN, JAVON|BENAVIDES, B|PITTS, R.",exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondOnDuty,37,,310,310,0,62,22,1900-01-01 오전 12:00:00|2026-03-24 오전 4:20:00|2026-03-24 오전 6:20:00|2026-03-24 오전 1:01:00|2026-03-24 오전 4:06:00|2026-03-24 오후 1:11:00|2026-03-24 오후 4:01:00|2026-03-24 오전 11:10:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondTimeUp,38,,310,310,0,62,22,1900-01-01 오전 12:00:00|2026-03-24 오후 4:20:00|2026-03-24 오후 6:20:00|2026-03-24 오전 1:01:00|2026-03-24 오후 4:06:00|2026-03-25 오전 1:11:00|2026-03-25 오전 4:01:00|2026-03-24 오후 11:10:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,DelayInfo,39,,310,198,112,2,5,NONE|NONE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,TrackBull,40,,310,198,112,2,5,NONE|NONE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,BadOrderSetOuts,41,,310,198,112,2,5,NONE|NONE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngNameRel,42,,310,310,0,2,4,NONE|----,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngOnDutyRel,43,,310,310,0,97,22,2025-06-07 오전 12:01:00|2026-03-24 오전 1:22:00|2026-03-24 오전 1:23:00|2026-03-24 오전 1:01:00|2023-07-24 오전 12:01:00|2026-03-24 오전 1:25:00|2024-09-09 오전 12:01:00|2026-03-24 오전 12:01:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngTimeUpRel,44,,310,310,0,97,22,2025-06-07 오전 12:01:00|2026-03-24 오전 1:22:00|2026-03-24 오전 1:23:00|2026-03-24 오전 1:01:00|2023-07-24 오전 12:01:00|2026-03-24 오전 1:25:00|2024-09-09 오전 12:01:00|2026-03-24 오전 12:01:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondNameRel,45,,310,310,0,2,4,NONE|----,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondOnDutyRel,46,,310,310,0,97,22,2025-06-07 오전 12:01:00|2026-03-24 오전 1:22:00|2026-03-24 오전 1:23:00|2026-03-24 오전 1:01:00|2023-07-24 오전 12:01:00|2026-03-24 오전 1:25:00|2024-09-09 오전 12:01:00|2026-03-24 오전 12:01:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,CondTimeUpRel,47,,310,310,0,97,22,2025-06-07 오전 12:01:00|2026-03-24 오전 1:22:00|2026-03-24 오전 1:23:00|2026-03-24 오전 1:01:00|2023-07-24 오전 12:01:00|2026-03-24 오전 1:25:00|2024-09-09 오전 12:01:00|2026-03-24 오전 12:01:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,TrainSheetEvents,48,,310,198,112,2,5,NONE|NONE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
tmdsDatabaseDynamic,tblTrainsActive,EngNameP,49,,310,310,0,1,4,NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.active_train_detail_full.csv
