database_name,table_name,column_name,ordinal_position,data_type,row_count,non_empty_count,empty_count,distinct_non_empty_count,max_length,sample_values,profile_source_csv
tmdsDatabaseDynamic,MdmTrainObjectData,Id,1,,5933,5933,0,5933,5,29137|29920|18292|19193|22606|26410|20122|25863,exports\raw\sql_foundation\tmdsDatabaseDynamic.mdm_train_object_detail_full.csv
tmdsDatabaseDynamic,MdmTrainObjectData,LocomotiveId,2,,5933,5933,0,5933,10,BNSF 3650|NCTC 2308|BNSF 3851|BNSF 5847|NCTC 5001|BNSF 4165|BNSF 7778|BNSF 6857,exports\raw\sql_foundation\tmdsDatabaseDynamic.mdm_train_object_detail_full.csv
tmdsDatabaseDynamic,MdmTrainObjectData,Last2100,3,,5933,5933,0,4843,22,2026-03-24 오전 9:05:51|2026-03-24 오전 9:05:50|2026-03-24 오전 9:05:49|2026-03-24 오전 9:05:48|2026-03-24 오전 9:05:45|2026-03-24 오전 9:05:44|2026-03-24 오전 9:05:42|2026-03-24 오전 9:05:41,exports\raw\sql_foundation\tmdsDatabaseDynamic.mdm_train_object_detail_full.csv
tmdsDatabaseDynamic,MdmTrainObjectData,IcdInterfaceVersion,4,,5933,5933,0,2,11,ICD_4_0|BOS_ICD_3_0,exports\raw\sql_foundation\tmdsDatabaseDynamic.mdm_train_object_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityNumber,1,,4,4,0,4,4,5419|5420|5423|5429,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,RailRoadName,2,,4,4,0,1,9,SAN DIEGO,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,DispatcherName,3,,4,4,0,2,22,"FLORES, MARIANNA {MLF}|ANDROVICH, ERINA {EAA}",exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,CreateDate,4,,4,4,0,4,22,2026-03-23 오후 10:00:10|2026-03-23 오후 10:22:10|2026-03-23 오후 10:39:42|2026-03-24 오전 1:49:11,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,Direction,5,,4,4,0,2,5,RIGHT|LEFT,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityDate,6,,4,4,0,4,22,2026-03-23 오후 10:00:00|2026-03-23 오후 10:22:00|2026-03-23 오후 10:39:00|2026-03-24 오전 1:49:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityType,7,,4,4,0,1,2,TT,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IssueTo,8,,4,4,0,2,17,"PANGELINAN, JAMIE|NCTC DUFFY",exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityLimits,9,,4,4,0,4,132,GRANTED ON MT1 TRACK|BETWEEN CP SORRENTO|AND CP SCRIPPS||GRANTED ON MAIN TRACK|BETWEEN CP TORREY|AND CP DEL MAR||GRANTED ON MAIN TRACK|BETWEEN WEST LIMITS CP SCRIPPS|AND EAST LIMITS CP MIRAMAR|GRANTED ON MT1 TRACK|BETWEEN CP MIRAMAR|AND CP ROSE||GRANTED ON MT2 TRACK|BETWEEN CP MIRAMAR|AND CP ROSE|,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,OKTime,10,,4,4,0,4,22,2026-03-23 오후 10:00:00|2026-03-23 오후 10:22:00|2026-03-23 오후 10:39:00|2026-03-24 오전 1:49:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,UntilTime,11,,4,4,0,4,22,2026-03-24 오전 12:30:00|2026-03-23 오전 5:00:00|2026-03-23 오전 3:45:00|2026-03-24 오전 3:45:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,MobileID,12,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,Components,13,,4,4,0,4,133,100649|100816||100887|100411||100823|100825|100820|100821|100824|100827|100864|100436|100443|100437|100852|100456|100457|100459|100438|100439|100458|100444|100319||100352|100445|,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,ReportClear,14,,4,4,0,1,22,1900-01-01 오전 12:00:00,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TerritoryAssignment,15,,4,4,0,1,3,100,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityUID,16,,4,4,0,4,4,5419|5420|5423|5429,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,VehicleAssocations,17,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,JointAuthority,18,,4,4,0,2,5,True|False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,BehindTrains,19,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,BeginMilePostLimits,20,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,EndMilePostLimits,21,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,JointLimits,22,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TerritoryAssignmentSecondary,23,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthGUID,24,,4,4,0,4,36,8BE91264-8440-4109-A62D-BF223D27EBAE|B17572B7-B2E2-47FB-966C-1C27DF2AC54C|E60D1164-06F1-47C6-9BAC-7165DD86CE91|6FE4C3BC-0A45-4A84-A198-E345056AF998,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TerrIDTeritary,25,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TerrIDQuadtary,26,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,LastNameEIC,27,,4,4,0,2,10,PANGELINAN|NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,FirstNameEIC,28,,4,4,0,2,5,JAMIE|NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PassWordEIC,29,,4,4,0,1,7,PRIVATE,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,EICPIN,30,,4,4,0,2,4,1234|NONE,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,EICENABLED,31,,4,4,0,2,5,True|False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,EICDS,32,,4,4,0,4,38,869743127FFE56ED434AC06E17F679DB3E5E7D|NONE|136F3E6AE13CAC8B965A98CF4407C26B7DD3E5|94368CAEC8C733134652B183AC4087E784FDE4,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,CopiedBy,33,,4,4,0,1,26,10 MINUTES NOTICE TO CLEAR,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,RelayedTo,34,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,EICNotes,35,,4,2,2,1,6,SMC645,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,RollUpEvent,36,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCTextualStatus,37,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAuthorityStatus,38,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAuthorityText,39,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IssuedToTrain,40,,4,4,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,JointAuthorityOverlapInformation,41,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TrainSymbol,42,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IssuedFromWorkstation,43,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAckPending,44,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCComponents,45,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,LimitsInfo,46,,4,1,3,1,75,54|GRANTED ON MAIN TRACK BETWEEN CP TORREY AND CP DEL MAR|3|100887-100411-;,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,BehindTrainsInfo,47,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityStatus,48,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,VoidList,49,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,JointVerbiage,50,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,UntilTimeInfo,51,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,Box1Void,52,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAuthoritySegments,53,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCRestrictionSegments,54,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCCompositionCRC,55,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCContingencySegments,56,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,ObjectCRC,57,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,TacticalRouteList,58,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,MovementAuthorityDataset,59,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,MixModeAuthorityType,60,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,UntilReleased,61,,4,4,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,NoticeTime,62,,4,4,0,1,2,10,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,SoleJointInfo,63,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,OverrideFieldBlocking,64,,4,4,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,VoidedBy,65,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,SwitchList,66,,4,1,3,1,39,100825|FALSE;100443|FALSE;100459|FALSE;,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,ReportedClearBy,67,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,RouteCompData,68,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,BLockDeviceAppliedTime,69,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,ForeignBLockDeviceAppliedTime,70,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,ForeignBLockDeviceReleasedTime,71,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IssueInitials,72,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCBOSAuthorityStatus,73,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAuthoritySegmentsOriginatingDesk,74,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCAuthoritySegmentsRemoteDesk,75,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityLimitsOriginatingDesk,76,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityLimitsRemoteDesk,77,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityDirection,78,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,LimitFrom,79,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,LimitTo,80,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityOtherInformation,81,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityFacingSwitchFrom,82,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityFacingSwitchTo,83,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,AuthorityFacingSwitchesTrack,84,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,MilePostLimitsBegin,85,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,MilePostLimitsEnd,86,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IsRejected,87,,4,4,0,1,5,False,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,IsPTC,88,,4,4,0,1,4,True,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,OkTimeOffSet,89,,4,0,4,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,PTCReference,90,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblAuthoritiesActive,Version,91,,4,4,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.authority_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,Id,1,,14,14,0,14,4,7551|7550|7549|7548|7547|7546|7545|7544,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,LocoId,2,,14,14,0,14,10,NCTC 2308|NCTC 5005|NCTC 2303|NCTC 423|NCTC 2309|NCTC 5008|NCTC 5004|NCTC 5001,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,TrainSymbol,3,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,MilePost,4,,14,14,0,1,6,0.0000,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,MilePostPrefix,5,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,MilePostSuffix,6,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,TrackName,7,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,LocationName,8,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,CurrentPositionRRScac,9,,14,14,0,1,4,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,SubDivisionPTCId,10,,14,14,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,CurrentPositionUncertainty,11,,14,14,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,ComputedMilepost,12,,14,14,0,1,6,0.0000,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,EcefXCoordinate,13,,14,14,0,14,10,-245859080|-245862075|-245858469|-245859226|-245853188|-245862761|-245861725|-245856397,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,EcefYCoordinate,14,,14,14,0,14,10,-473998964|-473991342|-473998659|-473999200|-474012464|-473991166|-473991545|-474005058,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,EcefZCoordinate,15,,14,14,0,14,9,347661203|347669262|347661667|347660806|347646609|347669150|347669499|347654737,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,DepartureTestStatus,16,,14,14,0,1,4,Pass,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,EmployeeUid,17,,14,14,0,7,6,000609|140500|140513|034463|002607|034013|845120,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,LocoStateSummary,18,,14,14,0,1,15,Non-controlling,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,OnboardSoftwareVersion,19,,14,14,0,2,9,6.3.24.11|6.3.24.12,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,VirtualDepartureTestSlip,20,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,DepartureTest,21,,14,0,14,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblBosDepartureTestData,DepartureTestTimeStamp,22,,14,14,0,14,22,2026-03-24 07:42:46|2026-03-24 07:14:14|2026-03-24 07:12:04|2026-03-24 07:04:11|2026-03-24 06:49:51|2026-03-24 06:46:18|2026-03-24 06:41:30|2026-03-24 06:26:41,exports\raw\sql_foundation\tmdsDatabaseDynamic.bos_departure_test_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,id,1,,2301,2301,0,2301,4,1137|1020|1017|1019|1989|2513|1010|1570,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,loco_id,2,,2301,2301,0,2301,10,NCTC 2303|NCTC 5001|NCTC 5004|NCTC 5005|NCTC 5006|NCTC 423|NCTC 2308|SCAX 661,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,train_symbol,3,,2301,358,1943,171,14,A595|A588|BNSF TEST NCTD|A581|HBARSDG1 21|M1859|HSDGBAR1 18|VSDGBAR1 17,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_latitude,4,,2301,2301,0,1448,9,33.244031|33.243276|33.244851|33.244839|33.243224|33.243919|33.243969|33.243188,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_longitude,5,,2301,2301,0,1745,11,-117.415328|-117.414815|-117.415984|-117.416032|-117.414840|-117.415369|-117.415371|-117.414502,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,last_updated,6,,2301,2301,0,2257,22,2026-03-24 오전 9:05:48|2026-03-24 오전 9:05:44|2026-03-24 오전 9:05:43|2026-03-24 오전 9:05:42|2026-03-24 오전 9:05:34|2026-03-24 오전 9:05:32|2026-03-24 오전 9:05:28|2026-03-24 오전 9:05:27,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,scac,7,,2301,2301,0,1,4,NCTC,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,current_ptc_authority_reference_number,8,,2301,2301,0,1,1,0,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_milepost,9,,2301,2301,0,102,8,0.0000|0.0083|81.0082|267.6410|74.1420|6.7783|54.2100|42.7206,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_milepost_prefix,10,,2301,0,2301,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_milepost_suffix,11,,2301,0,2301,0,0,,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_track_name,12,,2301,101,2200,14,15,TRACK 11|MAIN 3|SIDING|MAIN 2|MAIN 1|MAIN|MT1|MT2,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_scac,13,,2301,2301,0,5,4,|SCAX|BNSF|NCTC|UP,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,head_end_subdivision_id,14,,2301,2301,0,17,4,0|2000|7032|7039|7169|7074|100|7143,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
tmdsDatabaseDynamic,tblLocomotivePositionReport,rear_end_milepost,15,,2301,2301,0,102,8,0.0000|0.0991|0.3089|268.8265|75.3374|7.8127|55.5504|44.1079,exports\raw\sql_foundation\tmdsDatabaseDynamic.locomotive_position_detail_full.csv
