component_family,assignment_owner_type,component_uid,component_name,component_secondary_name,component_detail_name,parent_control_point_uid,parent_control_point_name,ptc_site_name,subdivision_uid,subdivision_name,territory_assignment,station_name,component_codeline,station_code_line_number,station_code_line_name,station_code_station_number,reference_column,reference_kind,slot_number,raw_reference_value,raw_reference_part,reference_format,match_status,resolution_method,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_mnemonic,resolved_long_name,resolved_bit_type,misc_type,misc_type_of_device,misc_device_category,misc_secondary_text,misc_device_control,misc_control_only,misc_indicate_only,misc_flash_control,misc_flash_indicate,misc_scada_mode,misc_track_interlock_mode
misc_device,misc_device_cp_slot,100273,2W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100273,2W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND1,indication,1,10;1;100013;0005,10;1;100013;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100013,10,4WCOK,4W CALL-ON SIGNAL CLEAR INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100290,4W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND1,indication,1,15;1;100013;0005,15;1;100013;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100013,15,6WCOK,6W CALL-ON SIGNAL CLEAR INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100292,6W CALL-ON,IndicateOnly,NONE;-1,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND1,indication,1,24;1;100013;0005,24;1;100013;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100013,24,WBRQK,WESTBOUND REQUEST INDICATION,None,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100894,WBRQK,ArrowLeft,WBRQK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,ArrowLeft,,WBRQK;-16711936,;-;,False,False,False,True,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL1,control,1,9;1;100013;,9;1;100013;,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,5,1,100013,9,EBRQS,EBRQZ,None,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100013;,0;1;100013;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND1,indication,1,23;1;100013;0005,23;1;100013;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100013,23,EBRELK,EASTBOUND AUTHORIZATION INDICATION,None,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100895,EBRLK,ArrowRight,EBRLK;-16711936,100013,ESCONDIDO JCT,CP Escondido Jct,2,SAN DIEGO,100,CP ESCONDIDO JCT,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100013;0005,0;1;100013;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,ArrowRight,,EBRLK;-16711936,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND1,indication,1,29;1;100033;0005,29;1;100033;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100033,29,2ECOK,2 EAST SIGNAL CALL-ON INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100033;0005,0;1;100033;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100359,2 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100033;0005,0;1;100033;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL1,control,1,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL2,control,2,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPCTL3,control,3,0;1;100033;,0;1;100033;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND1,indication,1,30;1;100033;0005,30;1;100033;0005,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,5,1,100033,30,4ECOK,4 EAST SIGNAL CALL-ON INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND2,indication,2,0;1;100033;0005,0;1;100033;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,100360,4 E CALL-ON,IndicateOnly,NONE;-1,100033,ASH,CP Ash,2,SAN DIEGO,100,CP ASH,5,5,CDLN-5,1,CPIND3,indication,3,0;1;100033;0005,0;1;100033;0005,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL1,control,1,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL2,control,2,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL3,control,3,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND1,indication,1,21;1;200000;0006,21;1;200000;0006,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,6,1,200000,21,997POK,997POK,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND2,indication,2,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200904,997pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND3,indication,3,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL1,control,1,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL2,control,2,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL3,control,3,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND1,indication,1,22;1;200000;0006,22;1;200000;0006,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,6,1,200000,22,997DOK,997DOK,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND2,indication,2,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200905,997dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND3,indication,3,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL1,control,1,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL2,control,2,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL3,control,3,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND1,indication,1,17;1;200000;0006,17;1;200000;0006,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,6,1,200000,17,995POK,POWER OFF INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND2,indication,2,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200906,995pok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND3,indication,3,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL1,control,1,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL2,control,2,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL3,control,3,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND1,indication,1,18;1;200000;0006,18;1;200000;0006,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,6,1,200000,18,995DOK,ILLEGAL ENTRY INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND2,indication,2,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200907,995dok,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND3,indication,3,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL1,control,1,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL2,control,2,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPCTL3,control,3,0;1;200000;,0;1;200000;,code_line_station_control_point,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND1,indication,1,20;1;200000;0006,20;1;200000;0006,code_line_station_control_point_bit,resolved,inferred_bp_assignment_station_control_point_with_trailing_code_line,6,1,200000,20,995LOK,LIGHT OUT INDICATION,None,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND2,indication,2,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200909,995LOK,IndicateOnly,NONE;-1,200000,OCEAN,,1,ESCONDIDO,200,OCEAN TC,6,6,CDLN-6,1,CPIND3,indication,3,0;1;200000;0006,0;1;200000;0006,code_line_station_control_point_bit,unresolved,,,,,,,,,D,IndicateOnly,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200976,EAST TRAFFIC,ArrowRight,NONE;-1,200002,RAILROAD,,1,ESCONDIDO,200,RAILROAD,7,7,CDLN-7,1,CPCTL1,control,1,23;1;200002;,23;1;200002;,code_line_station_control_point,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,7,1,200002,23,3ERLZ,3 EASTBOUND SIGNAL REQ,None,D,ArrowRight,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200976,EAST TRAFFIC,ArrowRight,NONE;-1,200002,RAILROAD,,1,ESCONDIDO,200,RAILROAD,7,7,CDLN-7,1,CPCTL2,control,2,0;1;200002;,0;1;200002;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowRight,,NONE;-1,;-;,False,False,False,False,False,False
misc_device,misc_device_cp_slot,200976,EAST TRAFFIC,ArrowRight,NONE;-1,200002,RAILROAD,,1,ESCONDIDO,200,RAILROAD,7,7,CDLN-7,1,CPCTL3,control,3,0;1;200002;,0;1;200002;,code_line_station_control_point,unresolved,,,,,,,,,D,ArrowRight,,NONE;-1,;-;,False,False,False,False,False,False
