signal_uid,control_point_uid,subdivision_name,codeline,signal_name,tool_tip_name,signal_type,in_time_type,shared_anchor_raw,fleet_control_bit_raw,pctl_secondary_part,sctl_primary_part,sctl_secondary_part,tctl_secondary_part,anchor_equals_fleet,anchor_equals_pctl_secondary,anchor_equals_sctl_primary,anchor_equals_sctl_secondary,anchor_equals_tctl_secondary,core_anchor_all_equal_excluding_sctl_secondary,sctl_secondary_exception,pind_resolved_mnemonics,pind_resolved_long_names,pctl_resolved_mnemonics,pctl_resolved_long_names,sctl_resolved_mnemonics,sctl_resolved_long_names,tctl_resolved_mnemonics,tctl_resolved_long_names,in_time_resolved_mnemonics,in_time_resolved_long_names,call_on_resolved_mnemonics,call_on_resolved_long_names,near_side_ctl_resolved_mnemonics,entry_route_count,exit_route_count,route_total_count
200453,200027,ESCONDIDO,27,1E-SIGNAL,1E-SIGNAL,R,INTIMEBIT,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
200463,200027,ESCONDIDO,27,W-SIGNAL,W-SIGNAL,L,INTIMEBIT,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,4,5,9
200464,200027,ESCONDIDO,27,W-SIGNAL,W-SIGNAL,L,INTIMEBIT,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,0;1;200027;0027,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,4,5,9
200469,200028,ESCONDIDO,28,E-SIGNAL,E-SIGNAL,R,INTIMEBIT,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,True,True,True,True,True,True,False,5EGK,5 EASTBOUND SIGNAL INDICATION,5EGHS,5 EASTBOUND SIGNAL CONTROL,,,,,5TEK,SIGNAL INTIME INDICATION,,,,1,1,2
200471,200028,ESCONDIDO,28,1W-SIGNAL,1W-SIGNAL,L,INTIMEBIT,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,0;1;200028;0028,True,True,True,True,True,True,False,5WGK,5 WESTBOUND SIGNAL INDICATION,5WGHS,5 WESTBOUND SIGNAL CONTROL,,,,,5TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100727,100000,SAN DIEGO,5,E-SIGNAL,EA_B,R,INTIMEBIT,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100729,100000,SAN DIEGO,5,W-SIGNAL,WC_D,L,INTIMEBIT,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100974,100000,SAN DIEGO,5,W-SIGNAL,WA_B,L,INTIMEBIT,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,0;1;100000;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100121,100001,SAN DIEGO,5,E-SIGNAL,EA_B,R,INTIMEBIT,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100122,100001,SAN DIEGO,5,W-SIGNAL,WA,L,INTIMEBIT,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100123,100001,SAN DIEGO,5,W-SIGNAL,WB,L,INTIMEBIT,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,0;1;100001;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100148,100002,SAN DIEGO,5,2E-SIGNAL,2EA_B,R,INTIMEBIT,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100151,100002,SAN DIEGO,5,2W-SIGNAL,2WA_B,L,INTIMEBIT,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100167,100002,SAN DIEGO,5,4E-SIGNAL,4EA_B,R,INTIMEBIT,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,False,4EGK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100170,100002,SAN DIEGO,5,4W-SIGNAL,4WA_B,L,INTIMEBIT,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,0;1;100002;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100142,100003,SAN DIEGO,5,65-SIGNAL,EA_B,R,INTIMEBIT,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,IN-TIME INDICAITON,,,,2,2,4
100143,100003,SAN DIEGO,5,66-SIGNAL,WB,L,INTIMEBIT,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,IN-TIME INDICAITON,,,,1,1,2
100144,100003,SAN DIEGO,5,66-SIGNAL,WA,L,INTIMEBIT,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,0;1;100003;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,IN-TIME INDICAITON,,,,1,1,2
100300,100004,SAN DIEGO,5,4W-SIGNAL,4W,L,INTIMEBIT,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,3,3,6
100301,100004,SAN DIEGO,5,2W-SIGNAL,2W,L,INTIMEBIT,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,2,2,4
100389,100004,SAN DIEGO,5,2E-SIGNAL,2E,R,INTIMEBIT,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,2,2,4
100433,100004,SAN DIEGO,5,4E-SIGNAL,4E,R,INTIMEBIT,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,0;1;100004;0005,True,True,True,True,True,True,False,4EGK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,3,3,6
100164,100005,SAN DIEGO,5,4W-SIGNAL,4WA,L,INTIMEBIT,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,True,True,True,True,True,True,False,4WHK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100165,100005,SAN DIEGO,5,4W-SIGNAL,4WC,L,INTIMEBIT,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,True,True,True,True,True,True,False,4WHK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100661,100005,SAN DIEGO,5,4E-SIGNAL,4E,R,INTIMEBIT,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,True,True,True,True,True,True,False,4EHK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100689,100005,SAN DIEGO,5,2E-SIGNAL,2E,R,INTIMEBIT,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,True,True,True,True,True,True,False,2EHK,2 EASTBOUND SIGNAL INDICATION,2EHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100889,100005,SAN DIEGO,5,2W-SIGNAL,2W,L,INTIMEBIT,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,0;1;100005;0005,True,True,True,True,True,True,False,2WHK,2 WESTBOUND SIGNAL INDICATION,2WHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,1,1,2
100171,100006,SAN DIEGO,5,4E-SIGNAL,EB,R,INTIMEBIT,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100667,100006,SAN DIEGO,5,2E-SIGNAL,2E,R,INTIMEBIT,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,1,1,2
100882,100006,SAN DIEGO,5,2W-SIGNAL,2W,L,INTIMEBIT,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,3,3,6
100913,100006,SAN DIEGO,5,4E-SIGNAL,EA,R,INTIMEBIT,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100915,100006,SAN DIEGO,5,4W-SIGNAL,WA,L,INTIMEBIT,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,0;1;100006;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100340,100007,SAN DIEGO,5,2E-SIGNAL,1E-SIGNAL,R,INTIMEBIT,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,True,True,True,True,True,True,False,2EGK,2E SIGNAL CLEAR INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNAL INTIME INDICATION,,,,3,3,6
100344,100007,SAN DIEGO,5,2W-SIGNAL,1W-SIGNAL,L,INTIMEBIT,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,True,True,True,True,True,True,False,2WGK,2W SIGNAL CLEAR INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNAL INTIME INDICATION,,,,3,3,6
100409,100007,SAN DIEGO,5,4E-SIGNAL,2E-SIGNAL,R,INTIMEBIT,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,True,True,True,True,True,True,False,4EGK,4E SIGNAL CLEAR INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNAL INTIME INDICATION,,,,2,2,4
100414,100007,SAN DIEGO,5,4W-SIGNAL,2W-SIGNAL,L,INTIMEBIT,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,0;1;100007;0005,True,True,True,True,True,True,False,4WGK,4W SIGNAL CLEAR INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNAL INTIME INDICATION,,,,2,2,4
100467,100008,SAN DIEGO,5,2E-SIGNAL,2ED - SIGNAL,R,INTIMEBIT,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,E-W SIGNALS IN TIME,,,,1,1,2
100478,100008,SAN DIEGO,5,2E-SIGNAL,2EC-SIGNAL,R,INTIMEBIT,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,E-W SIGNALS IN TIME,,,,1,1,2
100479,100008,SAN DIEGO,5,2E-SIGNAL,2EB - SIGNAL,R,INTIMEBIT,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,E-W SIGNALS IN TIME,,,,1,1,2
100480,100008,SAN DIEGO,5,2E-SIGNAL,2EA-SIGNAL,R,INTIMEBIT,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,E-W SIGNALS IN TIME,,,,1,1,2
100491,100008,SAN DIEGO,5,2W-SIGNAL,2W-SIGNAL,L,INTIMEBIT,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,0;1;100008;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,E-W SIGNALS IN TIME,WCOGHS,WEST CALL-ON CONTROL,,4,4,8
100214,100009,SAN DIEGO,5,77-SIGNAL,EBA_B,R,INTIMEBIT,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100221,100009,SAN DIEGO,5,78-SIGNAL,WA_B,L,INTIMEBIT,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
100917,100009,SAN DIEGO,5,77-SIGNAL,EAA_B,R,INTIMEBIT,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,0;1;100009;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100635,100010,SAN DIEGO,5,2E-SIGNAL,2EA_B,R,INTIMEBIT,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,True,True,True,True,True,True,False,2EGK,2 EASTBOUND SIGNAL INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,2,2,4
100646,100010,SAN DIEGO,5,2W-SIGNAL,2WA_B,L,INTIMEBIT,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,True,True,True,True,True,True,False,2WGK,2 WESTBOUND SIGNAL INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2 SIGNAL INTIME INDICATION,,,,1,1,2
100648,100010,SAN DIEGO,5,4W-SIGNAL,4WA_B,L,INTIMEBIT,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,True,True,True,True,True,True,False,4WGK,4 WESTBOUND SIGNAL INDICATION,4WGHS,4 WESTBOUND CONTROL SIGNAL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,2,2,4
100905,100010,SAN DIEGO,5,4E-SIGNAL,4EA_B,R,INTIMEBIT,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,0;1;100010;0005,True,True,True,True,True,True,False,4EGK,4 EASTBOUND SIGNAL INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4 SIGNAL INTIME INDICATION,,,,1,1,2
100705,100011,SAN DIEGO,5,E-SIGNAL,E-SIGNAL,R,INTIMEBIT,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,True,True,True,True,True,True,False,EGK,EGK,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,ECOGHS,E CALL-ON SIGNAL CONTROL,,2,2,4
100706,100011,SAN DIEGO,5,W-SIGNAL,W-SIGNAL,L,INTIMEBIT,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100707,100011,SAN DIEGO,5,W-SIGNAL,W-SIGNAL,L,INTIMEBIT,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,0;1;100011;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100250,100012,SAN DIEGO,5,4-SIGNAL,EA_B,R,OPPOSING,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,True,True,True,True,True,True,False,EHK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,WHK,WESTBOUND SIGNAL INDICATION,,,,2,2,4
100251,100012,SAN DIEGO,5,5-SIGNAL,WAA_B,L,OPPOSING,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHK,EASTBOUND SIGNAL INDICATION,,,,1,1,2
100252,100012,SAN DIEGO,5,5-SIGNAL,WBA_B,L,OPPOSING,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,0;1;100012;0005,True,True,True,True,True,True,False,WHK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,SIGSTOP,SGHS,EHK,EASTBOUND SIGNAL INDICATION,,,,1,1,2
100257,100013,SAN DIEGO,5,2E-SIGNAL,2E-SIGNAL,R,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,2EGK,2E SIGNAL CLEAR INDICATION,2EGHS,2 EASTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNALS IN TIME INDICATION,,,,5,5,10
100258,100013,SAN DIEGO,5,4E-SIGNAL,4E-SIGNAL,R,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,4EGK,4E SIGNAL CLEAR INDICATION,4EGHS,4 EASTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNALS IN TIME INDICATION,,,,6,6,12
100264,100013,SAN DIEGO,5,4W-SIGNAL,4W-SIGNAL,L,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,4WGK,4W SIGNAL CLEAR INDICATION,4WGHS,4 WESTBOUND SIGNAL CONTROL,,,,,4TEK,4E 4W SIGNALS IN TIME INDICATION,4WCOGHS,4W CALL-ON SIGNAL CONTROL,,6,6,12
100277,100013,SAN DIEGO,5,6W-SIGNAL,6W-SIGNAL,L,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,6WGK,6W SIGNAL CLEAR INDICATION,6WGHS,6 WESTBOUND SIGNAL CONTROL,,,,,6TEK,6E 6W SIGNALS IN TIME INDICATION,6WCOGHS,6W CALL-ON SIGNAL CONTROL,,3,3,6
100288,100013,SAN DIEGO,5,2W-SIGNAL,2W-SIGNAL,L,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,2WGK,2W SIGNAL CLEAR INDICATION,2WGHS,2 WESTBOUND SIGNAL CONTROL,,,,,2TEK,2E 2W SIGNALS IN TIME INDICATION,2WCOHS,2W CALL-ON SIGNAL CONTROL,,5,5,10
100738,100013,SAN DIEGO,5,6E-SIGNAL,6E-SIGNAL,R,INTIMEBIT,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,0;1;100013;0005,True,True,True,True,True,True,False,6EGK,6E SIGNAL CLEAR INDICATION,6EGHS,6 EASTBOUND SIGNAL CONTROL,,,,,6TEK,6E 6W SIGNALS IN TIME INDICATION,,,,3,3,6
100818,100015,SAN DIEGO,5,2E-SIGNAL,EC_D,R,INTIMEBIT,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,1,1,2
100819,100015,SAN DIEGO,5,2E-SIGNAL,EA_B,R,INTIMEBIT,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,1,1,2
100826,100015,SAN DIEGO,5,1W-SIGNAL,WA_B,L,INTIMEBIT,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,0;1;100015;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,TIMER INDICATION,,,,2,2,4
100306,100016,SAN DIEGO,5,6-SIGNAL,EA_B,R,INTIMEBIT,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100307,100016,SAN DIEGO,5,6-SIGNAL,EC_D,R,INTIMEBIT,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,True,True,True,True,True,True,False,EGK,EASTBOUND SIGNAL INDICATION,EGHS,EASTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,1,1,2
100313,100016,SAN DIEGO,5,1-SIGNAL,WA_B,L,INTIMEBIT,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,0;1;100016;0005,True,True,True,True,True,True,False,WGK,WESTBOUND SIGNAL INDICATION,WGHS,WESTBOUND SIGNAL CONTROL,,,,,TEK,SIGNAL INTIME INDICATION,,,,2,2,4
