subdivision_name,track_name_group,control_cluster_raw,tind_relation_to_control_cluster,tind_raw,sind_relation_to_control_cluster,sind_raw,qctl_relation_to_control_cluster,qctl_raw,qind_relation_to_control_cluster,qind_raw,track_count,control_cluster_split_count,distinct_control_point_count,track_examples,resolved_pind_mnemonics,resolved_sind_mnemonics,resolved_sctl_mnemonics
SAN DIEGO,MT1,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,blank,,3,0,1,100748:1TK|100750:1TK|100752:1TK,1TK,,
SAN DIEGO,MT1,0;1;100033;0005,different_from_control_cluster,0;1;100031;0005,same_as_control_cluster,0;1;100033;0005,same_as_control_cluster,0;1;100033;0005,blank,,3,0,1,100512:1TK|100514:1TK|100515:1TK,1TK,,
SAN DIEGO,MT1,0;1;100035;0005,different_from_control_cluster,0;1;100031;0005,same_as_control_cluster,0;1;100035;0005,same_as_control_cluster,0;1;100035;0005,blank,,3,0,1,100618:MAIN ONE|100619:MAIN ONE|100620:MAIN ONE,1TK,,
SAN DIEGO,MT2,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,blank,,3,0,1,100759:3TK|100760:3TK|100763:3TK,3TK,,
SAN DIEGO,MT2,0;1;100033;0005,same_as_control_cluster,0;1;100033;0005,different_from_control_cluster,16;1;100033;0005,same_as_control_cluster,0;1;100033;0005,blank,,3,0,1,100365:4EAK - 4WAK|100368:4EAK - 4WAK|100508:4EAK - 4WAK,4WAK,4EAK,
SAN DIEGO,MT2,0;1;100035;0005,different_from_control_cluster,0;1;100031;0005,same_as_control_cluster,0;1;100035;0005,same_as_control_cluster,0;1;100035;0005,blank,,3,0,1,100617:MAIN TWO|100621:MAIN TWO|100622:MAIN TWO,3TK,,
SAN DIEGO,OSD POCKET,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,blank,,3,0,1,100736:5TK|100737:5TK|100775:5TK,5TK,,
ESCONDIDO,MAIN,0;0;0;0,different_from_control_cluster,0;0;200028;28,different_from_control_cluster,0;0;200028;28,blank,,blank,,2,0,1,200860:SHELF 1|200861:SHELF 2,,,
ESCONDIDO,MAIN,0;1;200003;0010,same_as_control_cluster,0;1;200003;0010,same_as_control_cluster,0;1;200003;0010,blank,,blank,,2,0,1,200123:1021BK|200148:TK,1021BK|TK,,
ESCONDIDO,MAIN,0;1;200014;19,same_as_control_cluster,0;1;200014;19,same_as_control_cluster,0;1;200014;19,blank,,blank,,2,0,1,200276:BSTK|200278:1121BK,1121BK|BSTK,,
ESCONDIDO,MAIN,0;1;200016;20,same_as_control_cluster,0;1;200016;20,same_as_control_cluster,0;1;200016;20,blank,,blank,,2,0,1,200283:1EABK|200284:1131BK,1131BK|1EABK,,
ESCONDIDO,MAIN,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,blank,,blank,,2,0,1,200132:CTK|200470:5WATK,5WATK|CTK,,
ESCONDIDO,MAIN,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,blank,,2,0,1,200138:CTK|200468:CTK,CTK,,
ESCONDIDO,MT1,0;1;200006;12,same_as_control_cluster,0;1;200006;12,same_as_control_cluster,0;1;200006;12,blank,,blank,,2,0,1,200196:1RSTK|200198:1041BK,1041BK|1RSTK,,
ESCONDIDO,MT1,0;1;200008;11,same_as_control_cluster,0;1;200008;11,same_as_control_cluster,0;1;200008;11,blank,,blank,,2,0,1,200154:1ECSTK|200200:1035BK,1035BK|1ECSTK,,
ESCONDIDO,MT1,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,blank,,blank,,2,0,1,200230:1081BK|200232:1WABK,1081BK|1WABK,,
ESCONDIDO,MT1,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,blank,,2,0,1,200234:1VSTK|200247:1094BK,1094BK|1VSTK,,
ESCONDIDO,MT1,0;1;200015;21,same_as_control_cluster,0;1;200015;21,same_as_control_cluster,0;1;200015;21,blank,,blank,,2,0,1,200286:1155BK|200290:1PSTK,1155BK|1PSTK,,
ESCONDIDO,MT1,0;1;200017;22,same_as_control_cluster,0;1;200017;22,same_as_control_cluster,0;1;200017;22,blank,,blank,,2,0,1,200303:1SMSTK|200320:1WABK,1SMSTK|1WABK,,
ESCONDIDO,MT1,0;1;200020;23,same_as_control_cluster,0;1;200020;23,same_as_control_cluster,0;1;200020;23,blank,,blank,,2,0,1,200334:1CSSTK|200336:1EABK,1CSSTK|1EABK,,
ESCONDIDO,MT2,0;1;200006;12,same_as_control_cluster,0;1;200006;12,same_as_control_cluster,0;1;200006;12,blank,,blank,,2,0,1,200197:2RSTK|200199:1043BK,1043BK|2RSTK,,
ESCONDIDO,MT2,0;1;200008;11,same_as_control_cluster,0;1;200008;11,same_as_control_cluster,0;1;200008;11,blank,,blank,,2,0,1,200155:2ECSTK|200201:1037BK,1037BK|2ECSTK,,
ESCONDIDO,MT2,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,blank,,blank,,2,0,1,200231:1083BK|200233:2WABK,1083BK|2WABK,,
ESCONDIDO,MT2,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,blank,,blank,,2,0,1,200235:2VSTK|200237:1093BK,1093BK|2VSTK,,
ESCONDIDO,MT2,0;1;200015;21,same_as_control_cluster,0;1;200015;21,same_as_control_cluster,0;1;200015;21,blank,,blank,,2,0,1,200288:1157BK|200291:2PSTK,1157BK|2PSTK,,
ESCONDIDO,MT2,0;1;200017;0022,same_as_control_cluster,0;1;200017;0022,same_as_control_cluster,0;1;200017;0022,blank,,blank,,2,0,1,200306:1154BK|200310:2SMSTK,1154BK|2SMSTK,,
ESCONDIDO,MT2,0;1;200020;23,same_as_control_cluster,0;1;200020;23,same_as_control_cluster,0;1;200020;23,blank,,blank,,2,0,1,200333:2CSSTK|200335:2EABK,2CSSTK|2EABK,,
SAN DIEGO,MAIN,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,blank,,2,0,1,100138:TK|100139:TK,TK,,
SAN DIEGO,MAIN,0;1;100003;0005,different_from_control_cluster,0;1;100002;0005,same_as_control_cluster,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,blank,,2,0,1,100140:TK|100141:TK,TK,,
SAN DIEGO,MAIN,0;1;100023;0005,different_from_control_cluster,0;1;100018;0005,same_as_control_cluster,0;1;100023;0005,same_as_control_cluster,0;1;100023;0005,blank,,2,0,1,100390:TK|100392:TK,TK,,
SAN DIEGO,MAIN,0;1;100023;0005,same_as_control_cluster,0;1;100023;0005,same_as_control_cluster,0;1;100023;0005,same_as_control_cluster,0;1;100023;0005,blank,,2,0,1,100391:TK|100393:TK,TK,,
SAN DIEGO,MAIN,0;1;100024;0005,different_from_control_cluster,0;1;100015;0005,same_as_control_cluster,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,blank,,2,0,1,100405:TK|100406:TK,TK,,
SAN DIEGO,MT1,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,different_from_control_cluster,0;0;100013;5,2,0,1,100770:1TK|100780:1TK,1TK,,
SAN DIEGO,MT2,0;1;100004;0005,different_from_control_cluster,0;1;100027;0005,same_as_control_cluster,0;1;100004;0005,same_as_control_cluster,0;1;100004;0005,blank,,2,0,1,100274:3TK|100284:3TK,3TK,,
SAN DIEGO,MT2,0;1;100004;0005,different_from_control_cluster,0;1;100010;0005,same_as_control_cluster,0;1;100004;0005,same_as_control_cluster,0;1;100004;0005,blank,,2,0,1,100279:3TK|100294:3TK,3TK,,
SAN DIEGO,MT2,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,blank,,2,0,1,100261:3TK|100580:3TK,3TK,,
SAN DIEGO,MT2,0;1;100013;0005,different_from_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,blank,,2,0,1,100281:3TK|100784:3TK,3TK,,
SAN DIEGO,MT2,0;1;100033;0005,different_from_control_cluster,0;1;100031;0005,same_as_control_cluster,0;1;100033;0005,same_as_control_cluster,0;1;100033;0005,blank,,2,0,1,100524:3TK|100525:3TK,3TK,,
SAN DIEGO,SM YARD LEAD,0;1;100005;0005,same_as_control_cluster,0;1;100005;0005,same_as_control_cluster,0;1;100005;0005,same_as_control_cluster,0;1;100005;0005,blank,,2,0,1,100178:4WCAK|100721:4WCAK,4WCAK,,
SAN DIEGO,SM YARD LEAD,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,blank,,2,0,1,100722:EBAK|100891:EBAK,EBAK,,
ESCONDIDO,BFT,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,different_from_control_cluster,0;1;0;0000,blank,,1,0,1,200321:3EABK,3EABK,,
ESCONDIDO,EFT,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,blank,,blank,,1,0,1,200433:4EATK,4EATK,,
ESCONDIDO,ESCON CON TRACK,0;1;200002;0007,same_as_control_cluster,0;1;200002;0007,same_as_control_cluster,0;1;200002;0007,blank,,blank,,1,0,1,200140:VERSAFORM TRACK,3WATK,,
ESCONDIDO,ESCON CON TRACK,0;1;200002;0007|11;1;200002;0007,different_from_control_cluster,0;1;200002;0007,different_from_control_cluster,11;1;200002;0007,different_from_control_cluster,0;1;0;0000,blank,,1,1,1,200134:3EABK,3EABK,3WBLK,3WBLZ
ESCONDIDO,MAIN,0;0;0;0,different_from_control_cluster,0;0;200028;28,different_from_control_cluster,0;0;200028;28,default_zero,0;0;0;0,blank,,1,0,1,200578:SHELF 2,,,
ESCONDIDO,MAIN,0;1;200000;6,same_as_control_cluster,0;1;200000;6,same_as_control_cluster,0;1;200000;6,default_zero,0;0;0;0,blank,,1,0,1,200577:SHELF 2,,,
ESCONDIDO,MAIN,0;1;200002;0007,same_as_control_cluster,0;1;200002;0007,same_as_control_cluster,0;1;200002;0007,different_from_control_cluster,0;1;0;0000,blank,,1,0,1,200510:1TK,1TK,,
ESCONDIDO,MAIN,0;1;200002;7,same_as_control_cluster,0;1;200002;7,same_as_control_cluster,0;1;200002;7,blank,,blank,,1,0,1,200121:1EABK,1EABK,,
ESCONDIDO,MAIN,0;1;200003;0010,same_as_control_cluster,0;1;200003;0010,same_as_control_cluster,0;1;200003;0010,same_as_control_cluster,0;1;200003;0010,blank,,1,0,1,200146:TK,TK,,
ESCONDIDO,MAIN,0;1;200004;0008,same_as_control_cluster,0;1;200004;0008,same_as_control_cluster,0;1;200004;0008,different_from_control_cluster,0;1;0;0000,blank,,1,0,1,200159:CHSTK,CHSTK,,
ESCONDIDO,MAIN,0;1;200004;0008,same_as_control_cluster,0;1;200004;0008,different_from_control_cluster,10;1;200004;0008,same_as_control_cluster,0;1;200004;0008,blank,,1,0,1,200165:1WABK,1WABK,BLANK,
ESCONDIDO,MAIN,0;1;200005;0009,same_as_control_cluster,0;1;200005;0009,same_as_control_cluster,0;1;200005;0009,blank,,blank,,1,0,1,200129:CRSTK,CRSTK,,
ESCONDIDO,MAIN,0;1;200005;0009,same_as_control_cluster,0;1;200005;0009,same_as_control_cluster,0;1;200005;0009,same_as_control_cluster,0;1;200005;0009,blank,,1,0,1,200145:1012BK,1012BK,,
ESCONDIDO,MAIN,0;1;200007;0013,same_as_control_cluster,0;1;200007;0013,same_as_control_cluster,0;1;200007;0013,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200224:1WABK,1WABK,,
ESCONDIDO,MAIN,0;1;200007;0013,same_as_control_cluster,0;1;200007;0013,same_as_control_cluster,0;1;200007;0013,same_as_control_cluster,0;1;200007;0013,blank,,1,0,1,200228:1062BK,1062BK,,
ESCONDIDO,MAIN,0;1;200009;0014,same_as_control_cluster,0;1;200009;0014,same_as_control_cluster,0;1;200009;0014,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200226:1072BK,1072BK,,
ESCONDIDO,MAIN,0;1;200009;14,same_as_control_cluster,0;1;200009;14,same_as_control_cluster,0;1;200009;14,blank,,blank,,1,0,1,200229:MSTK,MSTK,,
ESCONDIDO,MAIN,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,same_as_control_cluster,0;1;200010;0015,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200239:TK,TK,,
ESCONDIDO,MAIN,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200338:1EABK,1EABK,,
ESCONDIDO,MAIN,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,same_as_control_cluster,0;1;200019;0024,blank,,1,0,1,200385:1WABK,1WABK,,
ESCONDIDO,MAIN,0;1;200025;0025,same_as_control_cluster,0;1;200025;0025,same_as_control_cluster,0;1;200025;0025,different_from_control_cluster,0;1;0;0000,blank,,1,0,1,200409:NSTK,NSTK,,
ESCONDIDO,MAIN,0;1;200025;0025,same_as_control_cluster,0;1;200025;0025,same_as_control_cluster,0;1;200025;0025,same_as_control_cluster,0;1;200025;0025,blank,,1,0,1,200410:1182BK,1182TK,,
ESCONDIDO,MAIN,0;1;200026;26,same_as_control_cluster,0;1;200026;26,same_as_control_cluster,0;1;200026;26,blank,,blank,,1,0,1,200411:1191BK,1191BK,,
ESCONDIDO,MAIN,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,same_as_control_cluster,0;1;200028;0028,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200467:CTK,CTK,,
ESCONDIDO,MT1,0;1;200006;0012,same_as_control_cluster,0;1;200006;0012,same_as_control_cluster,0;1;200006;0012,blank,,blank,,1,0,1,200190:1042BK,1042BK,,
ESCONDIDO,MT1,0;1;200006;13,same_as_control_cluster,0;1;200006;13,same_as_control_cluster,0;1;200006;13,blank,,blank,,1,0,1,200192:1052BK,1052BK,,
ESCONDIDO,MT1,0;1;200007;13,same_as_control_cluster,0;1;200007;13,same_as_control_cluster,0;1;200007;13,blank,,blank,,1,0,1,200202:1CSTK,1CSTK,,
ESCONDIDO,MT1,0;1;200008;0011,same_as_control_cluster,0;1;200008;0011,same_as_control_cluster,0;1;200008;0011,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200194:1031BK,1031BK,,
ESCONDIDO,MT1,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200236:1091BK,1091BK,,
ESCONDIDO,MT1,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,blank,,blank,,1,0,1,200272:1102BK,1102BK,,
ESCONDIDO,MT1,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,blank,,1,0,1,200274:1ESTK,1ESTK,,
ESCONDIDO,MT1,0;1;200013;0018,same_as_control_cluster,0;1;200013;0018,same_as_control_cluster,0;1;200013;0018,blank,,blank,,1,0,1,200279:1EABK,1EABK,,
ESCONDIDO,MT1,0;1;200015;0021,same_as_control_cluster,0;1;200015;0021,same_as_control_cluster,0;1;200015;0021,blank,,blank,,1,0,1,200287:1151BK,1151BK,,
ESCONDIDO,MT2,0;1;200006;0012,same_as_control_cluster,0;1;200006;0012,same_as_control_cluster,0;1;200006;0012,blank,,blank,,1,0,1,200191:1044BK,1044BK,,
ESCONDIDO,MT2,0;1;200006;13,same_as_control_cluster,0;1;200006;13,same_as_control_cluster,0;1;200006;13,blank,,blank,,1,0,1,200193:1054BK,1054BK,,
ESCONDIDO,MT2,0;1;200007;13,same_as_control_cluster,0;1;200007;13,same_as_control_cluster,0;1;200007;13,blank,,blank,,1,0,1,200203:2CSTK,2CSTK,,
ESCONDIDO,MT2,0;1;200008;0011,same_as_control_cluster,0;1;200008;0011,same_as_control_cluster,0;1;200008;0011,blank,,blank,,1,0,1,200195:1033BK,1033BK,,
ESCONDIDO,MT2,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,same_as_control_cluster,0;1;200011;0016,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,200248:1096BK,1096BK,,
ESCONDIDO,MT2,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,blank,,blank,,1,0,1,200273:1104BK,1104BK,,
ESCONDIDO,MT2,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,same_as_control_cluster,0;1;200012;0017,blank,,1,0,1,200275:2ESTK,2ESTK,,
ESCONDIDO,MT2,0;1;200013;0018,same_as_control_cluster,0;1;200013;0018,same_as_control_cluster,0;1;200013;0018,blank,,blank,,1,0,1,200277:2EABK,2EABK,,
ESCONDIDO,MT2,0;1;200015;0021,same_as_control_cluster,0;1;200015;0021,same_as_control_cluster,0;1;200015;0021,blank,,blank,,1,0,1,200285:1153BK,1153BK,,
ESCONDIDO,SIDING,0;1;200000;0006,same_as_control_cluster,0;1;200000;0006,same_as_control_cluster,0;1;200000;0006,blank,,blank,,1,0,1,200110:POCKET TRACK,20STK,,
ESCONDIDO,SIDING,0;1;200004;0008,same_as_control_cluster,0;1;200004;0008,same_as_control_cluster,0;1;200004;0008,blank,,blank,,1,0,1,200484:EAST LEG OF WYE TRACK,3EATK,,
ESCONDIDO,YARD TRACK 3 AND 4,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,blank,,blank,,1,0,1,200456:3EATK,3EATK,,
ESCONDIDO,YARD TRACK 5,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,same_as_control_cluster,0;1;200027;0027,blank,,blank,,1,0,1,200455:2EATK,2EATK,,
SAN DIEGO,MAIN,0;1;100000;0005,same_as_control_cluster,0;1;100000;0005,same_as_control_cluster,0;1;100000;0005,same_as_control_cluster,0;1;100000;0005,blank,,1,0,1,100724:1TK,1TK,,
SAN DIEGO,MAIN,0;1;100001;0005,different_from_control_cluster,0;1;100002;0005,same_as_control_cluster,0;1;100001;0005,same_as_control_cluster,0;1;100001;0005,blank,,1,0,1,100118:TK,TK,,
SAN DIEGO,MAIN,0;1;100001;0005,different_from_control_cluster,0;1;100003;0005,same_as_control_cluster,0;1;100001;0005,same_as_control_cluster,0;1;100001;0005,blank,,1,0,1,100120:TK,TK,,
SAN DIEGO,MAIN,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,different_from_control_cluster,14;1;100002;0005,same_as_control_cluster,0;1;100003;0005,blank,,1,0,1,100116:EAK,EAK,2WAK,
SAN DIEGO,MAIN,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,blank,,1,0,1,100677:TRACK,,,
SAN DIEGO,MAIN,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,blank,,1,0,1,100153:SHELF,,,
SAN DIEGO,MAIN,0;1;100012;0005,different_from_control_cluster,0;1;100006;0005,same_as_control_cluster,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,blank,,1,0,1,100247:TK,TK,,
SAN DIEGO,MAIN,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,same_as_control_cluster,0;1;100012;0005,different_from_control_cluster,0;1;100013;0005,blank,,1,0,1,100315:SHELF,,,
SAN DIEGO,MAIN,0;1;100016;0005,different_from_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100016;0005,same_as_control_cluster,0;1;100016;0005,blank,,1,0,1,100308:TK,TK,,
SAN DIEGO,MAIN,0;1;100018;0005,different_from_control_cluster,0;1;100000;0005,different_from_control_cluster,4;1;100000;0005,same_as_control_cluster,0;1;100018;0005,blank,,1,0,1,100860:WAK,WAK,EAK,
SAN DIEGO,MAIN,0;1;100018;0005,same_as_control_cluster,0;1;100018;0005,same_as_control_cluster,0;1;100018;0005,same_as_control_cluster,0;1;100018;0005,blank,,1,0,1,100335:WATKAR,EAATKR,,
SAN DIEGO,MAIN,0;1;100019;0005,same_as_control_cluster,0;1;100019;0005,same_as_control_cluster,0;1;100019;0005,same_as_control_cluster,0;1;100019;0005,blank,,1,0,1,100345:EAK,EAK,,
SAN DIEGO,MAIN,0;1;100022;0005,same_as_control_cluster,0;1;100022;0005,different_from_control_cluster,6;1;100023;0005,same_as_control_cluster,0;1;100022;0005,blank,,1,0,1,100387:WAK,WAK,EAK,
SAN DIEGO,MAIN,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,different_from_control_cluster,0;1;100023;0005,different_from_control_cluster,0;1;100023;0005,blank,,1,0,1,100398:WAAK,WAAK,,
SAN DIEGO,MAIN,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,blank,,1,0,1,100403:TK,TK,,
SAN DIEGO,MAIN,0;1;100024;0005,different_from_control_cluster,0;1;100025;0005,same_as_control_cluster,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,blank,,1,0,1,100404:TK,TK,,
SAN DIEGO,MAIN,0;1;100024;0005,different_from_control_cluster,0;1;100014;0000,same_as_control_cluster,0;1;100024;0005,same_as_control_cluster,0;1;100024;0005,blank,,1,0,1,100887:WAK,WAK,,
SAN DIEGO,MAIN,0;1;100025;0005,different_from_control_cluster,0;1;100014;0000,same_as_control_cluster,0;1;100025;0005,same_as_control_cluster,0;1;100025;0005,blank,,1,0,1,100411:EAK,EAK,,
SAN DIEGO,MT1,0;1;100000;0005,same_as_control_cluster,0;1;100000;0005,different_from_control_cluster,4;1;100017;0005,same_as_control_cluster,0;1;100000;0005,blank,,1,0,1,100743:WCAK,WCAK,2EAK,
SAN DIEGO,MT1,0;1;100001;0005,different_from_control_cluster,0;1;0;0001,same_as_control_cluster,0;1;100001;0005,different_from_control_cluster,0;1;0;0000,blank,,1,0,1,100156:SHELF,,,
SAN DIEGO,MT1,0;1;100001;0005,blank,,different_from_control_cluster,0;1;100001;0000,default_zero,0;0;0;0,blank,,1,0,1,100451:SHELF,,,
SAN DIEGO,MT1,0;1;100001;0005,blank,,different_from_control_cluster,0;1;100001;0000,blank,,blank,,1,0,1,100924:SHELF,,,
SAN DIEGO,MT1,0;1;100002;0005,same_as_control_cluster,0;1;100002;0005,same_as_control_cluster,0;1;100002;0005,same_as_control_cluster,0;1;100002;0005,blank,,1,0,1,100339:2EAK,2EAK,,
SAN DIEGO,MT1,0;1;100003;0005,same_as_control_cluster,0;1;100003;0005,different_from_control_cluster,4;1;100005;0005,same_as_control_cluster,0;1;100003;0005,blank,,1,0,1,100885:WAAK,WAAK,2EAAK,
SAN DIEGO,MT1,0;1;100004;0005,different_from_control_cluster,0;1;100027;0005,same_as_control_cluster,0;1;100004;0005,same_as_control_cluster,0;1;100004;0005,blank,,1,0,1,100271:1TK,1TK,,
SAN DIEGO,MT1,0;1;100004;0005,different_from_control_cluster,0;1;100031;0005,different_from_control_cluster,0;1;100035;0005,same_as_control_cluster,0;1;100004;0005,blank,,1,0,1,100296:2WAK,2WAK,,
SAN DIEGO,MT1,0;1;100004;0005,different_from_control_cluster,0;1;100031;0005,same_as_control_cluster,0;1;100004;0005,same_as_control_cluster,0;1;100004;0005,blank,,1,0,1,100299:1TK,1TK,,
SAN DIEGO,MT1,0;1;100004;0005,same_as_control_cluster,0;1;100004;0005,different_from_control_cluster,13;1;100035;0005,same_as_control_cluster,0;1;100004;0005,different_from_control_cluster,0;0;100004;5,1,0,1,100420:2W2EAK,2WAK,2EAK,
SAN DIEGO,MT1,0;1;100005;0005,same_as_control_cluster,0;1;100005;0005,different_from_control_cluster,4;1;100006;0005,same_as_control_cluster,0;1;100005;0005,blank,,1,0,1,100883:2WAAK,2WAAK,2EAK,
SAN DIEGO,MT1,0;1;100006;0005,same_as_control_cluster,0;1;100006;0005,different_from_control_cluster,14;1;100009;0005,same_as_control_cluster,0;1;100006;0005,blank,,1,0,1,100879:2WAK,2WAK,EBAK,
SAN DIEGO,MT1,0;1;100006;0005,different_from_control_cluster,0;1;100009;0005,same_as_control_cluster,0;1;100006;0005,different_from_control_cluster,0;0;0;0000,blank,,1,0,1,100923:SHELF,,,
SAN DIEGO,MT1,0;1;100008;0005,same_as_control_cluster,0;1;100008;0005,same_as_control_cluster,0;1;100008;0005,same_as_control_cluster,0;1;100008;0005,different_from_control_cluster,0;0;100008;5,1,0,1,100316:EDAK,EDAK,,
SAN DIEGO,MT1,0;1;100012;0005,different_from_control_cluster,0;1;100009;0005,different_from_control_cluster,4;1;100011;0005,same_as_control_cluster,0;1;100012;0005,blank,,1,0,1,100254:WAAK,WAAK,EAK,
SAN DIEGO,MT1,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,blank,,1,0,1,100259:1TK,1TK,,
SAN DIEGO,MT1,0;1;100013;0005,same_as_control_cluster,0;1;100013;0005,different_from_control_cluster,4;1;100016;0005,same_as_control_cluster,0;1;100013;0005,blank,,1,0,1,100267:WAAK,2WAK,EAAK,
SAN DIEGO,MT1,0;1;100014;0000,same_as_control_cluster,0;1;100014;0000,same_as_control_cluster,0;1;100014;0000,same_as_control_cluster,0;1;100014;0000,default_zero,0;0;0;0,1,0,1,100816:EBBK,ECAK,,
SAN DIEGO,MT1,0;1;100017;0005,same_as_control_cluster,0;1;100017;0005,different_from_control_cluster,10;1;100018;0005,same_as_control_cluster,0;1;100017;0005,blank,,1,0,1,100325:2WAK,2WAK,EBAK,
